"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","SOURCE","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","AA1","AY1","CALL_SIGN","CIG","DEW","EQD","GA1","GF1","IA1","IA2","KA1","MA1","MD1","MW1","QUALITY_CONTROL","REM","REPORT_TYPE","SLP","SOURCE","TMP","UA1","VIS","WG1","WND"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-18T00:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","-0070,1",,,"01,99,1,01,1,06,1,00025,1,00,1,00,1",,,,,,"03,1","V020",,"FM-12","99999,9","4","+0010,1",,"025000,1,N,9",,"360,1,N,0036,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-18T06:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","-0010,1","Q01+002993WOSPD ",,"01,99,1,01,1,01,1,01250,1,08,1,00,1",,,,,,"02,1","V020",,"FM-12","99999,9","4","+0060,1",,"045000,1,N,9",,"110,1,N,0299,2"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-18T09:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","+0000,1",,,"02,99,1,02,1,02,1,00800,1,08,1,00,1",,,,,,"03,1","V020",,"FM-12","99999,9","4","+0090,1",,"030000,1,N,9",,"180,1,N,0082,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-18T12:00:00","4","FM-12","99999","V020","99,0000,9,1","0,1,99,9","99999","22000,1,C,N","-0020,1",,,"04,99,1,04,1,04,1,00800,1,00,1,00,1",,,"999,M,+0100,1",,,"02,1","V020","SYN00570010","FM-12","99999,9","4","+0040,1",,"030000,1,N,9",,"020,1,N,0026,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-19T03:00:00","4","FM-12","99999","V020","24,0000,9,1","0,1,99,9","99999","22000,1,C,N","-0030,1",,,"01,99,1,01,1,01,1,01250,1,00,1,00,1",,,,,,"02,1","V020","SYN023.27.. 0900  039// 70015","FM-12","99999,9","4","+0040,1",,"040000,1,N,9",,"140,1,N,0041,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-19T09:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","-0040,1",,,"04,99,1,04,1,04,1,00800,1,00,1,00,1",,,,,,"03,1","V020",,"FM-12","99999,9","4","+0070,1",,"030000,1,N,9",,"180,1,N,0103,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-19T12:00:00","4","FM-12","99999","V020","99,0000,9,1","1,1,99,9","99999","22000,1,C,N","-0030,1",,,"01,99,1,01,1,01,1,01250,1,00,1,00,1",,,"999,M,+0090,1",,,"01,1","V020","SYN00570009","FM-12","99999,9","4","+0020,1",,"025000,1,N,9",,"140,1,N,0051,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-20T00:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","-0070,1",,,"01,99,1,01,1,06,1,00025,1,00,1,00,1",,,,,,"02,1","V020",,"FM-12","99999,9","4","-0030,1",,"025000,1,N,9",,"200,1,N,0041,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-20T03:00:00","4","FM-12","99999","V020","24,0000,9,1","0,1,99,9","99999","22000,1,C,N","-0070,1",,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"999,N,-0050,1",,,"01,1","V020","SYN00570055","FM-12","99999,9","4","+0010,1",,"045000,1,N,9",,"160,1,N,0057,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-20T06:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","+0010,1",,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,,,,"03,1","V020",,"FM-12","99999,9","4","+0050,1",,"045000,1,N,9",,"200,1,N,0103,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-20T12:00:00","4","FM-12","99999","V020","99,0000,9,1","0,1,99,9","99999","22000,1,C,N","-0060,1",,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,"999,M,+0060,1",,,"02,1","V020","SYN00570006","FM-12","99999,9","4","+0010,1",,"012000,1,N,9",,"140,1,N,0021,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-21T00:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","-0070,1",,,"00,99,1,00,1,00,1,99999,9,00,1,99,9",,,,,,"02,1","V020",,"FM-12","99999,9","4","-0040,1",,"020000,1,N,9",,"360,1,N,0021,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-21T03:00:00","4","FM-12","99999","V020","24,0000,9,1","0,1,99,9","99999","22000,1,C,N","-0050,1","Q01+004843WOSPD ",,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"999,N,-0050,1",,,"02,1","V020","SYN00570055","FM-12","99999,9","4","+0040,1",,"045000,1,N,9",,"160,1,N,9999,9"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-21T06:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","+0000,1",,,"01,99,1,01,1,01,1,01250,1,00,1,00,1",,,,,,"03,1","V020",,"FM-12","99999,9","4","+0080,1",,"025000,1,N,9",,"200,1,N,0098,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-21T12:00:00","4","FM-12","99999","V020","99,0000,9,1","0,1,99,9","99999","22000,1,C,N","-0030,1",,,"04,99,1,04,1,05,1,00450,1,00,1,00,1",,,"999,M,+0090,1",,,"03,1","V020","SYN00570009","FM-12","99999,9","4","+0010,1",,"008000,1,N,9",,"140,1,N,0046,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-22T00:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","-0050,1",,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,,,"04,1","V020",,"FM-12","99999,9","4","-0040,1",,"007000,1,N,9",,"360,1,N,0010,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-22T03:00:00","4","FM-12","99999","V020","24,0000,9,1","0,1,99,9","99999","22000,1,C,N","-0020,1",,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"999,N,-0050,1",,,"04,1","V020","SYN00570055","FM-12","99999,9","4","+0030,1",,"012000,1,N,9",,"140,1,N,0021,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-22T06:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","-0010,1",,,"01,99,1,01,1,01,1,01250,1,00,1,00,1",,,,,,"04,1","V020",,"FM-12","99999,9","4","+0050,1",,"007000,1,N,9",,"160,1,N,0062,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-22T09:00:00","4","FM-12","99999","V020",,"4,1,99,9","99999","22000,1,C,N","+0000,1",,,"01,99,1,01,1,01,1,01250,1,00,1,00,1",,,,,,"04,1","V020",,"FM-12","99999,9","4","+0060,1",,"006000,1,N,9",,"140,1,N,0077,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-22T12:00:00","4","FM-12","99999","V020",,"4,1,99,9","99999","22000,1,C,N","-0020,1",,,"04,99,1,01,1,01,1,00800,1,03,1,00,1",,,,,,"04,1","V020",,"FM-12","99999,9","4","+0020,1",,"005000,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-24T03:00:00","4","FM-12","99999","V020","24,0000,9,1","0,1,99,9","99999","22000,1,C,N","-0030,1",,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"999,N,-0030,1",,,"02,1","V020","SYN00570053","FM-12","99999,9","4","+0070,1",,"040000,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-24T09:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","+0000,1",,,"01,99,1,01,1,01,1,01250,1,00,1,00,1",,,,,,"02,1","V020",,"FM-12","99999,9","4","+0090,1",,"035000,1,N,9",,"200,1,N,0057,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-24T12:00:00","4","FM-12","99999","V020","99,0000,9,1","0,1,99,9","99999","22000,1,C,N","+0020,1",,,"04,99,1,03,1,04,1,00800,1,03,1,00,1",,,"999,M,+0110,1",,,"03,1","V020","SYN00570011","FM-12","99999,9","4","+0040,1",,"030000,1,N,9",,"110,1,N,0026,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-03-25T00:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","-0030,1",,,"01,99,1,01,1,05,1,00025,1,00,1,00,1",,,,,,"02,1","V020",,"FM-12","99999,9","4","-0010,1",,"020000,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-07T03:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","00900,1,C,N","+0020,1",,,"06,99,1,06,1,08,1,00450,1,00,1,00,1",,,,,,"03,1","V020",,"FM-12","99999,9","4","+0070,1",,"040000,1,N,9",,"250,1,N,0093,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-07T06:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","00900,1,C,N","+0020,1",,,"06,99,1,06,1,08,1,00450,1,00,1,00,1",,,,,,"03,1","V020",,"FM-12","99999,9","4","+0070,1",,"040000,1,N,9",,"250,1,N,0093,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-07T12:00:00","4","FM-12","99999","V020","99,0020,9,1","9,1,99,9","99999","00210,1,C,N","-0010,1",,,"07,99,1,05,1,05,1,00250,1,02,1,00,1",,,"999,M,+0080,1",,,"70,1","V020","SYN00570208","FM-12","99999,9","4","+0010,1",,"045000,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-08T00:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","-0050,1",,,"01,99,1,00,1,00,1,99999,9,00,1,02,1",,,,,,"02,1","V020",,"FM-12","99999,9","4","-0040,1",,"045000,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-08T03:00:00","4","FM-12","99999","V020","24,0020,9,1","0,1,99,9","99999","22000,1,C,N","-0030,1",,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,"999,N,-0050,1",,,"02,1","V020","SYN00570255","FM-12","99999,9","4","+0020,1",,"045000,1,N,9",,"160,1,N,0036,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-08T06:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","+0000,1",,,"03,99,1,03,1,02,1,00800,1,00,1,00,1",,,,,,"03,1","V020",,"FM-12","99999,9","4","+0050,1",,"040000,1,N,9",,"160,1,N,0062,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-08T09:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","00030,1,C,N","+0010,1",,,"07,99,1,05,1,05,1,00025,1,02,1,00,1",,,,,,"03,1","V020",,"FM-12","99999,9","4","+0040,1",,"040000,1,N,9",,"200,1,N,0057,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-08T12:00:00","4","FM-12","99999","V020","99,0000,9,1","0,1,99,9","99999","22000,1,C,N","+0060,1","Q01+030123ATOT  ",,"01,99,1,01,1,01,1,01250,1,00,1,01,1",,,"999,M,+0300,1",,,"02,1","V020","SYN00570030","FM-12","99999,9","4","+0280,2",,"075000,1,N,9",,"270,1,N,0021,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-09T03:00:00","4","FM-12","99999","V020","24,0005,9,1","0,1,99,9","99999","22000,1,C,N","-0020,1",,,"02,99,1,02,1,02,1,00800,1,08,1,00,1",,,"999,N,-0040,1",,,"03,1","V020","SYN00579454","FM-12","99999,9","4","+0020,1",,"040000,1,N,9",,"160,1,N,0026,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-10T03:00:00","4","FM-12","99999","V020","24,0000,9,1","4,1,99,9","99999","22000,1,C,N","+0020,1","Q01+004533WOSPD ",,"04,99,1,04,1,04,1,00025,1,00,1,00,1",,,"999,N,+0000,1",,,"01,1","V020","SYN00570050","FM-12","99999,9","4","+0040,1",,"035000,1,N,9",,"200,1,N,9999,9"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-10T06:00:00","4","FM-12","99999","V020",,"4,1,99,9","99999","00030,1,C,N","+0030,1",,,"07,99,1,07,1,04,1,00025,1,00,1,00,1",,,,,,"46,1","V020",,"FM-12","99999,9","4","+0060,1",,"000400,1,N,9",,"160,1,N,0057,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-10T09:00:00","4","FM-12","99999","V020",,"9,1,99,9","99999","00030,1,C,N","+0010,1",,"09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,,,"72,1","V020",,"FM-12","99999,9","4","+0010,1",,"000200,1,N,9",,"160,1,N,0015,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-10T12:00:00","4","FM-12","99999","V020","99,0030,9,1","9,1,99,9","99999","00060,1,C,N","+0000,1",,"09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,"999,M,+0070,1",,,"72,1","V020","SYN00570307","FM-12","99999,9","4","+0000,1",,"000600,1,N,9",,"020,1,N,0031,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-11T03:00:00","4","FM-12","99999","V020","24,0040,9,1","2,1,99,9","99999","22000,1,C,N","-0010,1",,,"04,99,1,04,1,04,1,00025,1,00,1,00,1",,,"999,N,-0020,1",,,"01,1","V020","SYN00570452","FM-12","99999,9","4","+0010,1",,"015000,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-11T06:00:00","4","FM-12","99999","V020",,"4,1,99,9","99999","00015,1,C,N","+0010,1",,"09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,,,"47,1","V020",,"FM-12","99999,9","4","+0010,1",,"000000,1,N,9",,"160,1,N,0021,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-11T09:00:00","4","FM-12","99999","V020",,"4,1,99,9","99999","00015,1,C,N","+0020,1",,"09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,,,"60,1","V020",,"FM-12","99999,9","4","+0020,1",,"000100,1,N,9",,"200,1,N,0026,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-11T12:00:00","4","FM-12","99999","V020",,"6,1,99,9","99999","00030,1,C,N","+0010,1",,,"07,99,1,05,1,05,1,00025,1,03,1,00,1",,,,,,"77,1","V020","SYN003187","FM-12","99999,9","4","+0010,1",,"000400,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-12T06:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","00030,1,C,N","+0010,1",,,"06,99,1,06,1,04,1,00025,1,00,1,00,1",,,,,,"03,1","V020",,"FM-12","99999,9","4","+0050,1",,"030000,1,N,9",,"160,1,N,0072,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-13T00:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","-0030,1",,,"01,99,1,01,1,06,1,00025,1,00,1,00,1",,,,,,"01,1","V020",,"FM-12","99999,9","4","-0010,1",,"035000,1,N,9",,"999,9,9,9999,9"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-13T03:00:00","4","FM-12","99999","V020","24,0000,9,1","0,1,99,9","99999","22000,1,C,N","+0000,1",,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"999,N,-0020,1",,,"01,1","V020","SYN00570052","FM-12","99999,9","4","+0050,1",,"045000,1,N,9",,"140,1,N,0041,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-13T06:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","+0020,1",,,"01,99,1,01,1,01,1,00450,1,08,1,00,1",,,,,,"03,1","V020",,"FM-12","99999,9","4","+0080,1",,"040000,1,N,9",,"160,1,N,0077,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-13T09:00:00","4","FM-12","99999","V020",,,"99999","22000,1,C,N","+0040,1",,,"04,99,1,04,1,04,1,00025,1,00,1,00,1",,,,,,"03,1","V020",,"FM-12","99999,9","4","+0100,1",,"030000,1,N,9",,"200,1,N,0082,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-13T12:00:00","4","FM-12","99999","V020","99,0000,9,1","4,1,99,9","99999","00015,1,C,N","+0040,1",,"09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,"999,M,+0110,1",,,"47,1","V020","SYN00570011","FM-12","99999,9","4","+0050,1",,"000000,1,N,9",,"160,1,N,0021,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-14T06:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","+0020,1",,,"02,99,1,02,1,02,1,00025,1,02,1,00,1",,,,,,"03,1","V020",,"FM-12","99999,9","4","+0100,1",,"040000,1,N,9",,"200,1,N,0088,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-14T09:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","00030,1,C,N","+0050,1",,,"06,99,1,06,1,03,1,00025,1,00,1,00,1",,,,,,"80,1","V020",,"FM-12","99999,9","4","+0080,1",,"009000,1,N,9",,"200,1,N,0051,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-14T12:00:00","4","FM-12","99999","V020","99,9999,2,9","8,1,99,9","99999","00030,1,C,N","+0000,1",,,"07,99,1,05,1,05,1,00025,1,07,1,00,1",,,"999,M,+0110,1",,,"60,1","V020","SYN00579711","FM-12","99999,9","4","+0020,1",,"012000,1,N,9",,"120,1,N,0031,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-15T00:00:00","4","FM-12","99999","V020",,"7,1,99,9","99999","00030,1,C,N","-0010,1",,,"08,99,1,05,1,05,1,00025,1,02,1,99,9",,,,,,"71,1","V020",,"FM-12","99999,9","4","-0010,1",,"002000,1,N,9",,"160,1,N,0031,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-15T06:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","03600,1,C,N","-0020,1",,,"07,99,1,04,1,04,1,00025,1,07,1,00,1",,,,,,"07,1","V020",,"FM-12","99999,9","4","+0070,1",,"030000,1,N,9",,"200,1,N,0088,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-15T09:00:00","4","FM-12","99999","V020",,"4,1,99,9","99999","00030,1,C,N","+0000,1",,,"07,99,1,05,1,05,1,00025,1,02,1,00,1",,,,,,"70,1","V020",,"FM-12","99999,9","4","+0030,1",,"999999,9,N,9",,"220,1,N,0093,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-15T12:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","03600,1,C,N","+0000,1",,,"07,99,1,03,1,05,1,00025,1,02,1,00,1",,,,,,"71,1","V020",,"FM-12","99999,9","4","+0020,1",,"003000,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-16T00:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","-0050,1",,,"01,99,1,01,1,05,1,00025,1,03,1,00,1",,,,,,"02,1","V020",,"FM-12","99999,9","4","-0020,1",,"040000,1,N,9",,"020,1,N,0021,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-16T03:00:00","4","FM-12","99999","V020","24,0002,9,1","0,1,99,9","99999","03600,1,C,N","+0000,1",,,"07,99,1,01,1,01,1,00025,1,03,1,08,1",,,"999,N,-0030,1",,,"03,1","V020","SYN00579353","FM-12","99999,9","4","+0030,1",,"035000,1,N,9",,"090,1,N,0036,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-17T00:00:00","4","FM-12","99999","V020",,"7,1,99,9","99999","00015,1,C,N","+0000,1",,"09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,,,"72,1","V020",,"FM-12","99999,9","4","+0000,1",,"000000,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-17T03:00:00","4","FM-12","99999","V020","24,0040,9,1","7,1,99,9","99999","00015,1,C,N","-0010,1",,"09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,"999,N,-0010,1",,,"71,1","V020","SYN00570451","FM-12","99999,9","4","-0010,1",,"000100,1,N,9",,"160,1,N,0031,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-17T12:00:00","4","FM-12","99999","V020","99,0110,9,1","7,1,99,9","99999","03600,1,C,N","+0000,1",,,"08,99,1,03,1,07,1,00075,1,02,1,99,9",,,"999,M,+0010,1",,,"71,1","V020","SYN00571101","FM-12","99999,9","4","+0000,1",,"002000,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-18T00:00:00","4","FM-12","99999","V020",,"2,1,99,9","99999","03600,1,C,N","-0040,1",,,"06,99,1,03,1,05,1,00025,1,03,1,09,1",,,,,,"02,1","V020",,"FM-12","99999,9","4","-0020,1",,"040000,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-18T03:00:00","4","FM-12","99999","V020","24,0120,9,1","2,1,99,9","99999","03600,1,C,N","+0010,1",,,"07,99,1,02,1,04,1,00150,1,01,1,00,1",,,"999,N,-0030,1",,,"03,1","V020","SYN00571253","FM-12","99999,9","4","+0060,1",,"040000,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-18T09:00:00","4","FM-12","99999","V020",,"7,1,99,9","99999","00030,1,C,N","+0010,1","Q01+000702PRSWM1",,"08,99,1,06,1,07,1,00025,1,02,1,99,9",,,,,,,"V020",,"FM-12","99999,9","4","+0090,1",,"000700,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-18T12:00:00","4","FM-12","99999","V020","99,9999,2,9","7,1,99,9","99999","00030,1,C,N","+0000,1",,,"08,99,1,07,1,07,1,00025,1,02,1,99,9",,,"999,M,+0090,1",,,"70,1","V020","SYN00579709","FM-12","99999,9","4","+0000,1",,"000600,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-19T00:00:00","4","FM-12","99999","V020",,"4,1,99,9","99999","00015,1,C,N","+0000,1",,"09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,,,"45,1","V020",,"FM-12","99999,9","4","+0000,1",,"000000,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-19T03:00:00","4","FM-12","99999","V020",,"4,1,99,9","99999","22000,1,C,N","+0000,1",,,"03,99,1,03,1,01,1,00150,1,00,1,00,1",,,,,,"01,1","V020",,"FM-12","99999,9","4","+0020,1",,"040000,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-19T06:00:00","4","FM-12","99999","V020",,"8,1,99,9","99999","22000,1,C,N","+9999,9",,,"04,99,1,03,1,02,1,00800,1,06,1,99,9",,,,,,"03,1","V020",,"FM-12","99999,9","4","+9999,9",,"050000,1,N,9",,"160,1,N,0062,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-19T09:00:00","4","FM-12","99999","V020",,"8,1,99,9","99999","00210,1,C,N","+0020,1",,,"06,99,1,05,1,03,1,00250,1,06,1,01,1",,,,,,"29,1","V020",,"FM-12","99999,9","4","+0060,1",,"035000,1,N,9",,"180,1,N,0051,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-19T12:00:00","4","FM-12","99999","V020","99,9999,2,9","9,1,99,9","99999","00015,1,C,N","+0020,1",,"09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,"999,M,+0080,1",,,"47,1","V020","SYN00579708","FM-12","99999,9","4","+0020,1",,"000000,1,N,9",,"180,1,N,0015,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-20T00:00:00","4","FM-12","99999","V020",,"4,1,99,9","99999","03600,1,C,N","-0010,1",,,"06,99,1,04,1,05,1,00025,1,05,1,00,1",,,,,,"40,1","V020",,"FM-12","99999,9","4","+0000,1",,"000800,1,N,9",,"999,1,C,0000,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-20T03:00:00","4","FM-12","99999","V020","24,0000,9,1","4,1,99,9","99999","22000,1,C,N","+0030,1",,,"04,99,1,04,1,01,1,00450,1,00,1,00,1",,,"999,N,+0000,1",,,"01,1","V020","SYN00579700","FM-12","99999,9","4","+0050,1",,"025000,1,N,9",,"200,1,N,0041,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-20T06:00:00","4","FM-12","99999","V020",,"1,1,99,9","99999","99999,9,9,N","+9999,9",,,"05,99,1,03,1,02,1,00250,1,99,9,09,1",,,,,,"03,1","V020",,"FM-12","99999,9","4","+9999,9",,"025000,1,N,9",,"160,1,N,0067,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-20T09:00:00","4","FM-12","99999","V020",,,"99999","00030,1,C,N","+0040,1",,,"07,99,1,05,1,02,1,00025,1,06,1,05,1",,,,,,"02,1","V020",,"FM-12","99999,9","4","+0070,1",,"008000,1,N,9",,"200,1,N,0051,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-20T12:00:00","4","FM-12","99999","V020",,,"99999","00015,1,C,N","+0040,1",,"09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,,,"27,1","V020",,"FM-12","99999,9","4","+0040,1",,"000100,1,N,9",,"160,1,N,0026,1"
"44461099999","SYANGBOCHE, NP","27.817","86.717","3700.0","1977-04-22T00:00:00","4","FM-12","99999","V020",,"0,1,99,9","99999","22000,1,C,N","-0050,1","Q01+000012SCOTLC",,"01,99,1,00,1,00,1,99999,9,00,1,08,1",,,,,,"02,1","V020",,"FM-12","99999,9","4","-0020,1",,"035000,1,N,9",,"999,1,C,0000,1"
