FID,id_punto,mes,mes_etiqueta,n_period,period,temp_normal,geom
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76dc,40665,8,8,30,1960,21.56,POINT (8933389.136160204 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76dd,40666,8,8,30,1960,17.47,POINT (8989048.88155684 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76de,40667,8,8,30,1960,9.97,POINT (9044708.626953477 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76df,40668,8,8,30,1960,12.09,POINT (9100368.372350115 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76e0,40669,8,8,30,1960,9.29,POINT (9156028.117746752 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76e1,40670,8,8,30,1960,4.2,POINT (9211687.863143386 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76e2,40671,8,8,30,1960,6.41,POINT (9267347.608540025 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76e3,40672,8,8,30,1960,7.01,POINT (9323007.353936663 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76e4,40673,8,8,30,1960,7.42,POINT (9378667.099333297 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76e5,40674,8,8,30,1960,5.65,POINT (9434326.844729934 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76e6,40675,8,8,30,1960,6.08,POINT (9489986.590126572 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76e7,40676,8,8,30,1960,6.22,POINT (9545646.335523209 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76e8,40677,8,8,30,1960,9.15,POINT (9601306.080919845 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76e9,40678,8,8,30,1960,8.37,POINT (9656965.826316481 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76ea,40679,8,8,30,1960,4.4,POINT (9712625.57171312 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_76eb,40680,8,8,30,1960,5.13,POINT (9768285.317109756 3471454.9819268296)
