Cold Spell Duration Index - (Days), Year, Model, Statistics, ISO3
-0.3262, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
-0.2435, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
-0.0116, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
-0.1598, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
-0.1014, 2060-2079, mpi_esm_lr, May Anomaly, NPL
-0.0561, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
-0.0461, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
-0.034, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
-0.4819, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
-0.0556, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
-0.1679, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
0.04436, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
-0.7545, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
-0.0668, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
-0.2286, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
-0.0206, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
0.06299, 2060-2079, mpi_esm_mr, May Anomaly, NPL
-0.1019, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
-0.0384, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
-0.0888, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
-0.0415, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
-0.4032, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
-0.2496, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
-0.0705, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
-0.3183, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
0.09781, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-0.1434, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-0.2001, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
0.05751, 2060-2079, mri_cgcm3, May Anomaly, NPL
-0.1437, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
-0.0909, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-0.196, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
-0.4513, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
-0.4192, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
-0.2795, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-0.5353, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
-0.1793, 2060-2079, noresm1_m, Jan Anomaly, NPL
-0.1242, 2060-2079, noresm1_m, Feb Anomaly, NPL
-0.2271, 2060-2079, noresm1_m, Mar Anomaly, NPL
-0.0421, 2060-2079, noresm1_m, Apr Anomaly, NPL
-0.297, 2060-2079, noresm1_m, May Anomaly, NPL
-0.0136, 2060-2079, noresm1_m, Jun Anomaly, NPL
-0.0423, 2060-2079, noresm1_m, Jul Anomaly, NPL
-0.0978, 2060-2079, noresm1_m, Aug Anomaly, NPL
-0.182, 2060-2079, noresm1_m, Sep Anomaly, NPL
-0.3521, 2060-2079, noresm1_m, Oct Anomaly, NPL
-0.1702, 2060-2079, noresm1_m, Nov Anomaly, NPL
-0.2511, 2060-2079, noresm1_m, Dec Anomaly, NPL
-0.2367, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.1739, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.1135, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.1187, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.1701, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-0.1826, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.1282, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.1053, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.2501, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.306, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.2013, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.2788, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
-0.2277, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.1701, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.1062, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.1164, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.1677, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
-0.1826, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.1282, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.1053, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
-0.2501, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.306, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.2013, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.2788, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
0.14267, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
0.1056, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
0.08258, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
0.02763, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
0.04471, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
0.04325, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
0.01982, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
-0.0289, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
-0.0893, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
-0.0599, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
0.00269, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
0.15912, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
-1.7747, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
-3.9876, 2060-2079, bnu_esm, Annual Anomaly, NPL
-1.5309, 2060-2079, canesm2, Annual Anomaly, NPL
-1.696, 2060-2079, ccsm4, Annual Anomaly, NPL
-2.5101, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
-2.3365, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
-4.0863, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
-2.1142, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
-0.2096, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
-1.6786, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
-1.5525, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
-1.8105, 2060-2079, hadgem2_es, Annual Anomaly, NPL
-3.4876, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
-1.7367, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
-2.3045, 2060-2079, miroc_esm, Annual Anomaly, NPL
-1.6421, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
-2.001, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
-2.6214, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
-1.9794, 2060-2079, noresm1_m, Annual Anomaly, NPL
-2.7362, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
-2.3061, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
-0.9722, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
