Cold Spell Duration Index - (Days), Year, Model, Statistics, ISO3
0.00318, 2080-2099, bcc_csm1_1_m, Jan Anomaly, NPL
0.02092, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
-0.0138, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
-0.0384, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
-0.0935, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
-0.1608, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
-0.1932, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
-0.1608, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
-0.2762, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
-0.3388, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
-0.0802, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
-0.3384, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
-0.3821, 2080-2099, bnu_esm, Jan Anomaly, NPL
0.01415, 2080-2099, bnu_esm, Feb Anomaly, NPL
-0.5164, 2080-2099, bnu_esm, Mar Anomaly, NPL
-0.2149, 2080-2099, bnu_esm, Apr Anomaly, NPL
-0.1772, 2080-2099, bnu_esm, May Anomaly, NPL
-0.4273, 2080-2099, bnu_esm, Jun Anomaly, NPL
-0.2336, 2080-2099, bnu_esm, Jul Anomaly, NPL
-0.2635, 2080-2099, bnu_esm, Aug Anomaly, NPL
-0.7536, 2080-2099, bnu_esm, Sep Anomaly, NPL
-0.5998, 2080-2099, bnu_esm, Oct Anomaly, NPL
-0.2387, 2080-2099, bnu_esm, Nov Anomaly, NPL
-0.133, 2080-2099, bnu_esm, Dec Anomaly, NPL
-0.1955, 2080-2099, canesm2, Jan Anomaly, NPL
-0.0566, 2080-2099, canesm2, Feb Anomaly, NPL
-0.1021, 2080-2099, canesm2, Mar Anomaly, NPL
-0.0562, 2080-2099, canesm2, Apr Anomaly, NPL
-0.1169, 2080-2099, canesm2, May Anomaly, NPL
-0.0694, 2080-2099, canesm2, Jun Anomaly, NPL
-0.1052, 2080-2099, canesm2, Jul Anomaly, NPL
-0.0389, 2080-2099, canesm2, Aug Anomaly, NPL
-0.2461, 2080-2099, canesm2, Sep Anomaly, NPL
-0.0455, 2080-2099, canesm2, Oct Anomaly, NPL
-0.2011, 2080-2099, canesm2, Nov Anomaly, NPL
-0.1508, 2080-2099, canesm2, Dec Anomaly, NPL
-0.0444, 2080-2099, ccsm4, Jan Anomaly, NPL
-0.2884, 2080-2099, ccsm4, Feb Anomaly, NPL
-0.0712, 2080-2099, ccsm4, Mar Anomaly, NPL
-0.0958, 2080-2099, ccsm4, Apr Anomaly, NPL
-0.1373, 2080-2099, ccsm4, May Anomaly, NPL
-0.1804, 2080-2099, ccsm4, Jun Anomaly, NPL
-0.2089, 2080-2099, ccsm4, Jul Anomaly, NPL
-0.077, 2080-2099, ccsm4, Aug Anomaly, NPL
-0.2198, 2080-2099, ccsm4, Sep Anomaly, NPL
-0.479, 2080-2099, ccsm4, Oct Anomaly, NPL
-0.0598, 2080-2099, ccsm4, Nov Anomaly, NPL
-0.1769, 2080-2099, ccsm4, Dec Anomaly, NPL
-0.2383, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
-0.473, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
-0.0774, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
-0.0518, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
0.01366, 2080-2099, cesm1_cam5, May Anomaly, NPL
-0.0346, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
-0.0442, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
-0.0127, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
-0.1507, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
-0.3439, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
-0.1379, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
-0.4635, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
-0.2571, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
-0.2338, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
-0.0518, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
0.09887, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
-0.1466, 2080-2099, cnrm_cm5, May Anomaly, NPL
0.05515, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
-0.1601, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
-0.1333, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
-0.4051, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
-0.6273, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
-0.2716, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
-0.2784, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
-0.3166, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-0.4885, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
-0.281, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
-0.2718, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
-0.112, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-0.3195, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
-0.3015, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
-0.49, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
-0.2841, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
-0.4772, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
-0.2641, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
-0.2379, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
-0.2139, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
-0.0655, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
-0.1018, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
-0.0422, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
-0.0418, 2080-2099, gfdl_cm3, May Anomaly, NPL
-0.1626, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
-0.4266, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
-0.1797, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
-0.3207, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
-0.1834, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
-0.288, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
-0.1119, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
0.05643, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
-0.0049, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
-0.0616, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
0.11836, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
-0.0209, 2080-2099, gfdl_esm2g, May Anomaly, NPL
0.10171, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
-0.1659, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
0.24137, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
0.63339, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
-0.0084, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
