Cold Spell Duration Index - (Days), Year, Model, Statistics, ISO3
6.2E-4, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
0.04203, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
-0.0273, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
-0.2027, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
-0.1069, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
-0.0865, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
-0.1692, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
-0.16, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
-0.255, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
-0.4031, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
-0.0773, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
-0.3611, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
-0.0375, 2020-2039, ccsm4, Jan Anomaly, NPL
-0.3278, 2020-2039, ccsm4, Feb Anomaly, NPL
0.04575, 2020-2039, ccsm4, Mar Anomaly, NPL
-0.0802, 2020-2039, ccsm4, Apr Anomaly, NPL
-0.1363, 2020-2039, ccsm4, May Anomaly, NPL
-0.2136, 2020-2039, ccsm4, Jun Anomaly, NPL
-0.2125, 2020-2039, ccsm4, Jul Anomaly, NPL
-0.0856, 2020-2039, ccsm4, Aug Anomaly, NPL
-0.1385, 2020-2039, ccsm4, Sep Anomaly, NPL
-0.4424, 2020-2039, ccsm4, Oct Anomaly, NPL
-0.0814, 2020-2039, ccsm4, Nov Anomaly, NPL
-0.1854, 2020-2039, ccsm4, Dec Anomaly, NPL
-0.2487, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
-0.5015, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
-0.0106, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
0.12445, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
-0.2046, 2020-2039, cesm1_cam5, May Anomaly, NPL
-0.0343, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
-0.0441, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
-0.0176, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
-0.1505, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
-0.3099, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
-0.2282, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-0.3334, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
-0.1871, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
