Monthly Max-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
11.848818, 2080-2099, bcc_csm1_1, Jan Average, Nepal, NPL
15.2106905, 2080-2099, bcc_csm1_1, Feb Average, Nepal, NPL
20.707125, 2080-2099, bcc_csm1_1, Mar Average, Nepal, NPL
27.32937, 2080-2099, bcc_csm1_1, Apr Average, Nepal, NPL
32.747795, 2080-2099, bcc_csm1_1, May Average, Nepal, NPL
35.156624, 2080-2099, bcc_csm1_1, Jun Average, Nepal, NPL
29.615253, 2080-2099, bcc_csm1_1, Jul Average, Nepal, NPL
28.722399, 2080-2099, bcc_csm1_1, Aug Average, Nepal, NPL
29.758331, 2080-2099, bcc_csm1_1, Sep Average, Nepal, NPL
25.431719, 2080-2099, bcc_csm1_1, Oct Average, Nepal, NPL
18.507452, 2080-2099, bcc_csm1_1, Nov Average, Nepal, NPL
12.958432, 2080-2099, bcc_csm1_1, Dec Average, Nepal, NPL
18.332506, 2080-2099, bcc_csm1_1_m, Jan Average, Nepal, NPL
21.45829, 2080-2099, bcc_csm1_1_m, Feb Average, Nepal, NPL
26.918629, 2080-2099, bcc_csm1_1_m, Mar Average, Nepal, NPL
33.15248, 2080-2099, bcc_csm1_1_m, Apr Average, Nepal, NPL
36.81428, 2080-2099, bcc_csm1_1_m, May Average, Nepal, NPL
37.446545, 2080-2099, bcc_csm1_1_m, Jun Average, Nepal, NPL
32.49446, 2080-2099, bcc_csm1_1_m, Jul Average, Nepal, NPL
31.625988, 2080-2099, bcc_csm1_1_m, Aug Average, Nepal, NPL
31.52519, 2080-2099, bcc_csm1_1_m, Sep Average, Nepal, NPL
28.897463, 2080-2099, bcc_csm1_1_m, Oct Average, Nepal, NPL
25.311337, 2080-2099, bcc_csm1_1_m, Nov Average, Nepal, NPL
20.741617, 2080-2099, bcc_csm1_1_m, Dec Average, Nepal, NPL
20.953949, 2080-2099, ccsm4, Jan Average, Nepal, NPL
23.493254, 2080-2099, ccsm4, Feb Average, Nepal, NPL
28.280828, 2080-2099, ccsm4, Mar Average, Nepal, NPL
34.65891, 2080-2099, ccsm4, Apr Average, Nepal, NPL
38.424866, 2080-2099, ccsm4, May Average, Nepal, NPL
34.98851, 2080-2099, ccsm4, Jun Average, Nepal, NPL
30.347752, 2080-2099, ccsm4, Jul Average, Nepal, NPL
29.811148, 2080-2099, ccsm4, Aug Average, Nepal, NPL
29.410898, 2080-2099, ccsm4, Sep Average, Nepal, NPL
28.401602, 2080-2099, ccsm4, Oct Average, Nepal, NPL
25.028568, 2080-2099, ccsm4, Nov Average, Nepal, NPL
22.2504, 2080-2099, ccsm4, Dec Average, Nepal, NPL
22.068272, 2080-2099, cesm1_cam5, Jan Average, Nepal, NPL
24.67205, 2080-2099, cesm1_cam5, Feb Average, Nepal, NPL
30.10234, 2080-2099, cesm1_cam5, Mar Average, Nepal, NPL
35.31312, 2080-2099, cesm1_cam5, Apr Average, Nepal, NPL
36.14323, 2080-2099, cesm1_cam5, May Average, Nepal, NPL
