Monthly Max-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
6.1266813, 2080-2099, bcc_csm1_1, Jan Anomaly, Nepal, NPL
4.1303043, 2080-2099, bcc_csm1_1, Feb Anomaly, Nepal, NPL
4.605713, 2080-2099, bcc_csm1_1, Mar Anomaly, Nepal, NPL
5.398634, 2080-2099, bcc_csm1_1, Apr Anomaly, Nepal, NPL
4.7692657, 2080-2099, bcc_csm1_1, May Anomaly, Nepal, NPL
3.7670834, 2080-2099, bcc_csm1_1, Jun Anomaly, Nepal, NPL
1.6070635, 2080-2099, bcc_csm1_1, Jul Anomaly, Nepal, NPL
2.1041496, 2080-2099, bcc_csm1_1, Aug Anomaly, Nepal, NPL
3.8451173, 2080-2099, bcc_csm1_1, Sep Anomaly, Nepal, NPL
4.7094884, 2080-2099, bcc_csm1_1, Oct Anomaly, Nepal, NPL
4.3733706, 2080-2099, bcc_csm1_1, Nov Anomaly, Nepal, NPL
4.1665688, 2080-2099, bcc_csm1_1, Dec Anomaly, Nepal, NPL
4.170925, 2080-2099, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
3.7730472, 2080-2099, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
4.98509, 2080-2099, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
6.0311255, 2080-2099, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
4.1639132, 2080-2099, bcc_csm1_1_m, May Anomaly, Nepal, NPL
5.2991652, 2080-2099, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
4.213156, 2080-2099, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
4.0522943, 2080-2099, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
2.3479462, 2080-2099, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
3.681092, 2080-2099, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
4.0292044, 2080-2099, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
5.398531, 2080-2099, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
4.119448, 2080-2099, ccsm4, Jan Anomaly, Nepal, NPL
4.6499567, 2080-2099, ccsm4, Feb Anomaly, Nepal, NPL
5.305414, 2080-2099, ccsm4, Mar Anomaly, Nepal, NPL
4.583917, 2080-2099, ccsm4, Apr Anomaly, Nepal, NPL
4.514181, 2080-2099, ccsm4, May Anomaly, Nepal, NPL
5.098691, 2080-2099, ccsm4, Jun Anomaly, Nepal, NPL
3.31253, 2080-2099, ccsm4, Jul Anomaly, Nepal, NPL
3.6476676, 2080-2099, ccsm4, Aug Anomaly, Nepal, NPL
3.843651, 2080-2099, ccsm4, Sep Anomaly, Nepal, NPL
4.037793, 2080-2099, ccsm4, Oct Anomaly, Nepal, NPL
4.1055665, 2080-2099, ccsm4, Nov Anomaly, Nepal, NPL
4.322896, 2080-2099, ccsm4, Dec Anomaly, Nepal, NPL
5.0136743, 2080-2099, cesm1_cam5, Jan Anomaly, Nepal, NPL
5.287931, 2080-2099, cesm1_cam5, Feb Anomaly, Nepal, NPL
4.5190115, 2080-2099, cesm1_cam5, Mar Anomaly, Nepal, NPL
3.075924, 2080-2099, cesm1_cam5, Apr Anomaly, Nepal, NPL
3.1577456, 2080-2099, cesm1_cam5, May Anomaly, Nepal, NPL
5.5896354, 2080-2099, cesm1_cam5, Jun Anomaly, Nepal, NPL
4.164997, 2080-2099, cesm1_cam5, Jul Anomaly, Nepal, NPL
3.6812947, 2080-2099, cesm1_cam5, Aug Anomaly, Nepal, NPL
4.283136, 2080-2099, cesm1_cam5, Sep Anomaly, Nepal, NPL
4.447973, 2080-2099, cesm1_cam5, Oct Anomaly, Nepal, NPL
4.252501, 2080-2099, cesm1_cam5, Nov Anomaly, Nepal, NPL
4.6629915, 2080-2099, cesm1_cam5, Dec Anomaly, Nepal, NPL
5.549047, 2080-2099, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
6.764068, 2080-2099, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
5.4948006, 2080-2099, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
5.0700145, 2080-2099, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
4.8027368, 2080-2099, csiro_mk3_6_0, May Anomaly, Nepal, NPL
5.880808, 2080-2099, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
4.440438, 2080-2099, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
2.0863793, 2080-2099, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
2.4817314, 2080-2099, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
3.0700274, 2080-2099, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
3.970413, 2080-2099, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
5.47818, 2080-2099, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
3.9023786, 2080-2099, fio_esm, Jan Anomaly, Nepal, NPL
4.57839, 2080-2099, fio_esm, Feb Anomaly, Nepal, NPL
4.3014755, 2080-2099, fio_esm, Mar Anomaly, Nepal, NPL
3.8346546, 2080-2099, fio_esm, Apr Anomaly, Nepal, NPL
3.7476165, 2080-2099, fio_esm, May Anomaly, Nepal, NPL
4.359558, 2080-2099, fio_esm, Jun Anomaly, Nepal, NPL
5.271332, 2080-2099, fio_esm, Jul Anomaly, Nepal, NPL
5.187969, 2080-2099, fio_esm, Aug Anomaly, Nepal, NPL
4.2650247, 2080-2099, fio_esm, Sep Anomaly, Nepal, NPL
3.0442076, 2080-2099, fio_esm, Oct Anomaly, Nepal, NPL
2.529714, 2080-2099, fio_esm, Nov Anomaly, Nepal, NPL
3.0392656, 2080-2099, fio_esm, Dec Anomaly, Nepal, NPL
7.2274137, 2080-2099, gfdl_cm3, Jan Anomaly, Nepal, NPL
6.294535, 2080-2099, gfdl_cm3, Feb Anomaly, Nepal, NPL
5.983175, 2080-2099, gfdl_cm3, Mar Anomaly, Nepal, NPL
6.5494285, 2080-2099, gfdl_cm3, Apr Anomaly, Nepal, NPL
7.0841475, 2080-2099, gfdl_cm3, May Anomaly, Nepal, NPL
5.045101, 2080-2099, gfdl_cm3, Jun Anomaly, Nepal, NPL
4.218112, 2080-2099, gfdl_cm3, Jul Anomaly, Nepal, NPL
5.018853, 2080-2099, gfdl_cm3, Aug Anomaly, Nepal, NPL
5.5533795, 2080-2099, gfdl_cm3, Sep Anomaly, Nepal, NPL
5.4880023, 2080-2099, gfdl_cm3, Oct Anomaly, Nepal, NPL
5.824192, 2080-2099, gfdl_cm3, Nov Anomaly, Nepal, NPL
7.3315215, 2080-2099, gfdl_cm3, Dec Anomaly, Nepal, NPL
4.126391, 2080-2099, gfdl_esm2m, Jan Anomaly, Nepal, NPL
4.2470813, 2080-2099, gfdl_esm2m, Feb Anomaly, Nepal, NPL
4.718476, 2080-2099, gfdl_esm2m, Mar Anomaly, Nepal, NPL
4.505519, 2080-2099, gfdl_esm2m, Apr Anomaly, Nepal, NPL
5.2138, 2080-2099, gfdl_esm2m, May Anomaly, Nepal, NPL
3.97236, 2080-2099, gfdl_esm2m, Jun Anomaly, Nepal, NPL
3.6751552, 2080-2099, gfdl_esm2m, Jul Anomaly, Nepal, NPL
3.885574, 2080-2099, gfdl_esm2m, Aug Anomaly, Nepal, NPL
4.0718613, 2080-2099, gfdl_esm2m, Sep Anomaly, Nepal, NPL
4.2083683, 2080-2099, gfdl_esm2m, Oct Anomaly, Nepal, NPL
4.644791, 2080-2099, gfdl_esm2m, Nov Anomaly, Nepal, NPL
4.2819934, 2080-2099, gfdl_esm2m, Dec Anomaly, Nepal, NPL
4.4597616, 2080-2099, giss_e2_h, Jan Anomaly, Nepal, NPL
4.7042103, 2080-2099, giss_e2_h, Feb Anomaly, Nepal, NPL
4.105309, 2080-2099, giss_e2_h, Mar Anomaly, Nepal, NPL
4.284481, 2080-2099, giss_e2_h, Apr Anomaly, Nepal, NPL
4.381802, 2080-2099, giss_e2_h, May Anomaly, Nepal, NPL
