Monthly Max-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
10.899092, 2020-2039, bcc_csm1_1, Jan Average, Nepal, NPL
14.094644, 2020-2039, bcc_csm1_1, Feb Average, Nepal, NPL
19.880775, 2020-2039, bcc_csm1_1, Mar Average, Nepal, NPL
25.677046, 2020-2039, bcc_csm1_1, Apr Average, Nepal, NPL
31.241962, 2020-2039, bcc_csm1_1, May Average, Nepal, NPL
33.957855, 2020-2039, bcc_csm1_1, Jun Average, Nepal, NPL
30.444887, 2020-2039, bcc_csm1_1, Jul Average, Nepal, NPL
28.400486, 2020-2039, bcc_csm1_1, Aug Average, Nepal, NPL
27.915112, 2020-2039, bcc_csm1_1, Sep Average, Nepal, NPL
23.844812, 2020-2039, bcc_csm1_1, Oct Average, Nepal, NPL
17.34732, 2020-2039, bcc_csm1_1, Nov Average, Nepal, NPL
11.384067, 2020-2039, bcc_csm1_1, Dec Average, Nepal, NPL
17.422972, 2020-2039, bcc_csm1_1_m, Jan Average, Nepal, NPL
20.386507, 2020-2039, bcc_csm1_1_m, Feb Average, Nepal, NPL
25.860676, 2020-2039, bcc_csm1_1_m, Mar Average, Nepal, NPL
32.221825, 2020-2039, bcc_csm1_1_m, Apr Average, Nepal, NPL
36.607437, 2020-2039, bcc_csm1_1_m, May Average, Nepal, NPL
35.790657, 2020-2039, bcc_csm1_1_m, Jun Average, Nepal, NPL
31.84377, 2020-2039, bcc_csm1_1_m, Jul Average, Nepal, NPL
30.185276, 2020-2039, bcc_csm1_1_m, Aug Average, Nepal, NPL
30.018457, 2020-2039, bcc_csm1_1_m, Sep Average, Nepal, NPL
29.027498, 2020-2039, bcc_csm1_1_m, Oct Average, Nepal, NPL
23.273901, 2020-2039, bcc_csm1_1_m, Nov Average, Nepal, NPL
19.357046, 2020-2039, bcc_csm1_1_m, Dec Average, Nepal, NPL
19.223444, 2020-2039, ccsm4, Jan Average, Nepal, NPL
21.125807, 2020-2039, ccsm4, Feb Average, Nepal, NPL
26.5706, 2020-2039, ccsm4, Mar Average, Nepal, NPL
33.290604, 2020-2039, ccsm4, Apr Average, Nepal, NPL
37.518192, 2020-2039, ccsm4, May Average, Nepal, NPL
33.83448, 2020-2039, ccsm4, Jun Average, Nepal, NPL
29.366524, 2020-2039, ccsm4, Jul Average, Nepal, NPL
28.639036, 2020-2039, ccsm4, Aug Average, Nepal, NPL
28.024555, 2020-2039, ccsm4, Sep Average, Nepal, NPL
26.36066, 2020-2039, ccsm4, Oct Average, Nepal, NPL
23.112177, 2020-2039, ccsm4, Nov Average, Nepal, NPL
20.40939, 2020-2039, ccsm4, Dec Average, Nepal, NPL
19.579111, 2020-2039, cesm1_cam5, Jan Average, Nepal, NPL
22.995422, 2020-2039, cesm1_cam5, Feb Average, Nepal, NPL
28.336296, 2020-2039, cesm1_cam5, Mar Average, Nepal, NPL
33.26882, 2020-2039, cesm1_cam5, Apr Average, Nepal, NPL
33.117165, 2020-2039, cesm1_cam5, May Average, Nepal, NPL
31.3069, 2020-2039, cesm1_cam5, Jun Average, Nepal, NPL
28.356771, 2020-2039, cesm1_cam5, Jul Average, Nepal, NPL
27.151018, 2020-2039, cesm1_cam5, Aug Average, Nepal, NPL
27.037416, 2020-2039, cesm1_cam5, Sep Average, Nepal, NPL
26.368715, 2020-2039, cesm1_cam5, Oct Average, Nepal, NPL
23.629368, 2020-2039, cesm1_cam5, Nov Average, Nepal, NPL
20.702623, 2020-2039, cesm1_cam5, Dec Average, Nepal, NPL
15.524936, 2020-2039, csiro_mk3_6_0, Jan Average, Nepal, NPL
18.478449, 2020-2039, csiro_mk3_6_0, Feb Average, Nepal, NPL
24.409603, 2020-2039, csiro_mk3_6_0, Mar Average, Nepal, NPL
30.306036, 2020-2039, csiro_mk3_6_0, Apr Average, Nepal, NPL
35.29282, 2020-2039, csiro_mk3_6_0, May Average, Nepal, NPL
37.332924, 2020-2039, csiro_mk3_6_0, Jun Average, Nepal, NPL
32.581066, 2020-2039, csiro_mk3_6_0, Jul Average, Nepal, NPL
30.628824, 2020-2039, csiro_mk3_6_0, Aug Average, Nepal, NPL
27.818275, 2020-2039, csiro_mk3_6_0, Sep Average, Nepal, NPL
24.78109, 2020-2039, csiro_mk3_6_0, Oct Average, Nepal, NPL
20.51315, 2020-2039, csiro_mk3_6_0, Nov Average, Nepal, NPL
16.442574, 2020-2039, csiro_mk3_6_0, Dec Average, Nepal, NPL
12.551093, 2020-2039, fio_esm, Jan Average, Nepal, NPL
14.605063, 2020-2039, fio_esm, Feb Average, Nepal, NPL
19.270107, 2020-2039, fio_esm, Mar Average, Nepal, NPL
24.155912, 2020-2039, fio_esm, Apr Average, Nepal, NPL
28.89267, 2020-2039, fio_esm, May Average, Nepal, NPL
31.180847, 2020-2039, fio_esm, Jun Average, Nepal, NPL
27.329184, 2020-2039, fio_esm, Jul Average, Nepal, NPL
24.401348, 2020-2039, fio_esm, Aug Average, Nepal, NPL
23.901743, 2020-2039, fio_esm, Sep Average, Nepal, NPL
