Monthly Max-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.6895579, 2020-2039, bcc_csm1_1, Jan Anomaly, Nepal, NPL
0.19417827, 2020-2039, bcc_csm1_1, Feb Anomaly, Nepal, NPL
-0.11496033, 2020-2039, bcc_csm1_1, Mar Anomaly, Nepal, NPL
1.7302463, 2020-2039, bcc_csm1_1, Apr Anomaly, Nepal, NPL
1.0581882, 2020-2039, bcc_csm1_1, May Anomaly, Nepal, NPL
0.328872, 2020-2039, bcc_csm1_1, Jun Anomaly, Nepal, NPL
1.0338727, 2020-2039, bcc_csm1_1, Jul Anomaly, Nepal, NPL
0.08826188, 2020-2039, bcc_csm1_1, Aug Anomaly, Nepal, NPL
0.6994098, 2020-2039, bcc_csm1_1, Sep Anomaly, Nepal, NPL
1.126561, 2020-2039, bcc_csm1_1, Oct Anomaly, Nepal, NPL
0.028472831, 2020-2039, bcc_csm1_1, Nov Anomaly, Nepal, NPL
0.6731469, 2020-2039, bcc_csm1_1, Dec Anomaly, Nepal, NPL
0.72608, 2020-2039, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
1.1170911, 2020-2039, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
1.6742214, 2020-2039, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
2.347656, 2020-2039, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
1.5963287, 2020-2039, bcc_csm1_1_m, May Anomaly, Nepal, NPL
1.5964525, 2020-2039, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
0.4641127, 2020-2039, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.3653924, 2020-2039, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
0.5486404, 2020-2039, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
2.1077626, 2020-2039, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
1.902908, 2020-2039, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
1.7793596, 2020-2039, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
1.087319, 2020-2039, ccsm4, Jan Anomaly, Nepal, NPL
0.7584076, 2020-2039, ccsm4, Feb Anomaly, Nepal, NPL
1.9431129, 2020-2039, ccsm4, Mar Anomaly, Nepal, NPL
1.266176, 2020-2039, ccsm4, Apr Anomaly, Nepal, NPL
1.6316907, 2020-2039, ccsm4, May Anomaly, Nepal, NPL
1.9158398, 2020-2039, ccsm4, Jun Anomaly, Nepal, NPL
1.5395867, 2020-2039, ccsm4, Jul Anomaly, Nepal, NPL
0.742401, 2020-2039, ccsm4, Aug Anomaly, Nepal, NPL
0.8608871, 2020-2039, ccsm4, Sep Anomaly, Nepal, NPL
0.8706074, 2020-2039, ccsm4, Oct Anomaly, Nepal, NPL
1.4041743, 2020-2039, ccsm4, Nov Anomaly, Nepal, NPL
1.0469561, 2020-2039, ccsm4, Dec Anomaly, Nepal, NPL
0.9178032, 2020-2039, cesm1_cam5, Jan Anomaly, Nepal, NPL
1.3942709, 2020-2039, cesm1_cam5, Feb Anomaly, Nepal, NPL
0.8663673, 2020-2039, cesm1_cam5, Mar Anomaly, Nepal, NPL
0.42594162, 2020-2039, cesm1_cam5, Apr Anomaly, Nepal, NPL
0.650891, 2020-2039, cesm1_cam5, May Anomaly, Nepal, NPL
1.4009658, 2020-2039, cesm1_cam5, Jun Anomaly, Nepal, NPL
