Monthly Max-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.8502647, 2080-2099, bcc_csm1_1, Jan Anomaly, Nepal, NPL
0.539544, 2080-2099, bcc_csm1_1, Feb Anomaly, Nepal, NPL
0.93945235, 2080-2099, bcc_csm1_1, Mar Anomaly, Nepal, NPL
1.5258209, 2080-2099, bcc_csm1_1, Apr Anomaly, Nepal, NPL
1.2435809, 2080-2099, bcc_csm1_1, May Anomaly, Nepal, NPL
0.5627068, 2080-2099, bcc_csm1_1, Jun Anomaly, Nepal, NPL
0.7351422, 2080-2099, bcc_csm1_1, Jul Anomaly, Nepal, NPL
-1.0904777, 2080-2099, bcc_csm1_1, Aug Anomaly, Nepal, NPL
1.0252396, 2080-2099, bcc_csm1_1, Sep Anomaly, Nepal, NPL
1.3058186, 2080-2099, bcc_csm1_1, Oct Anomaly, Nepal, NPL
0.5748401, 2080-2099, bcc_csm1_1, Nov Anomaly, Nepal, NPL
0.68341404, 2080-2099, bcc_csm1_1, Dec Anomaly, Nepal, NPL
0.7299555, 2080-2099, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
0.5882377, 2080-2099, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
1.1856722, 2080-2099, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
1.5855877, 2080-2099, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
1.6146833, 2080-2099, bcc_csm1_1_m, May Anomaly, Nepal, NPL
2.0244586, 2080-2099, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
1.4103403, 2080-2099, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.098596, 2080-2099, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
0.2195038, 2080-2099, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
0.9354218, 2080-2099, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
1.069782, 2080-2099, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
1.5157259, 2080-2099, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
0.7761909, 2080-2099, ccsm4, Jan Anomaly, Nepal, NPL
1.1441501, 2080-2099, ccsm4, Feb Anomaly, Nepal, NPL
2.2632644, 2080-2099, ccsm4, Mar Anomaly, Nepal, NPL
1.025919, 2080-2099, ccsm4, Apr Anomaly, Nepal, NPL
1.747038, 2080-2099, ccsm4, May Anomaly, Nepal, NPL
1.6002347, 2080-2099, ccsm4, Jun Anomaly, Nepal, NPL
1.523179, 2080-2099, ccsm4, Jul Anomaly, Nepal, NPL
0.65588623, 2080-2099, ccsm4, Aug Anomaly, Nepal, NPL
0.7258072, 2080-2099, ccsm4, Sep Anomaly, Nepal, NPL
0.9592766, 2080-2099, ccsm4, Oct Anomaly, Nepal, NPL
1.1118023, 2080-2099, ccsm4, Nov Anomaly, Nepal, NPL
1.3023967, 2080-2099, ccsm4, Dec Anomaly, Nepal, NPL
1.8637931, 2080-2099, cesm1_cam5, Jan Anomaly, Nepal, NPL
1.9232504, 2080-2099, cesm1_cam5, Feb Anomaly, Nepal, NPL
1.5250564, 2080-2099, cesm1_cam5, Mar Anomaly, Nepal, NPL
0.5106215, 2080-2099, cesm1_cam5, Apr Anomaly, Nepal, NPL
0.9484836, 2080-2099, cesm1_cam5, May Anomaly, Nepal, NPL
2.800678, 2080-2099, cesm1_cam5, Jun Anomaly, Nepal, NPL
2.177429, 2080-2099, cesm1_cam5, Jul Anomaly, Nepal, NPL
1.6517385, 2080-2099, cesm1_cam5, Aug Anomaly, Nepal, NPL
1.5458775, 2080-2099, cesm1_cam5, Sep Anomaly, Nepal, NPL
1.6085846, 2080-2099, cesm1_cam5, Oct Anomaly, Nepal, NPL
1.0542116, 2080-2099, cesm1_cam5, Nov Anomaly, Nepal, NPL
1.7609376, 2080-2099, cesm1_cam5, Dec Anomaly, Nepal, NPL
2.9923668, 2080-2099, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
2.8870173, 2080-2099, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
1.8295734, 2080-2099, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
