Monthly Max-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
10.503918, 2020-2039, bcc_csm1_1, Jan Average, Nepal, NPL
13.530415, 2020-2039, bcc_csm1_1, Feb Average, Nepal, NPL
18.807755, 2020-2039, bcc_csm1_1, Mar Average, Nepal, NPL
26.236324, 2020-2039, bcc_csm1_1, Apr Average, Nepal, NPL
31.135921, 2020-2039, bcc_csm1_1, May Average, Nepal, NPL
33.543663, 2020-2039, bcc_csm1_1, Jun Average, Nepal, NPL
29.784355, 2020-2039, bcc_csm1_1, Jul Average, Nepal, NPL
28.348795, 2020-2039, bcc_csm1_1, Aug Average, Nepal, NPL
28.878143, 2020-2039, bcc_csm1_1, Sep Average, Nepal, NPL
24.434631, 2020-2039, bcc_csm1_1, Oct Average, Nepal, NPL
16.98645, 2020-2039, bcc_csm1_1, Nov Average, Nepal, NPL
11.483367, 2020-2039, bcc_csm1_1, Dec Average, Nepal, NPL
17.120796, 2020-2039, bcc_csm1_1_m, Jan Average, Nepal, NPL
20.91453, 2020-2039, bcc_csm1_1_m, Feb Average, Nepal, NPL
26.39768, 2020-2039, bcc_csm1_1_m, Mar Average, Nepal, NPL
32.7675, 2020-2039, bcc_csm1_1_m, Apr Average, Nepal, NPL
36.425983, 2020-2039, bcc_csm1_1_m, May Average, Nepal, NPL
36.655464, 2020-2039, bcc_csm1_1_m, Jun Average, Nepal, NPL
31.128899, 2020-2039, bcc_csm1_1_m, Jul Average, Nepal, NPL
30.715004, 2020-2039, bcc_csm1_1_m, Aug Average, Nepal, NPL
30.489037, 2020-2039, bcc_csm1_1_m, Sep Average, Nepal, NPL
29.53976, 2020-2039, bcc_csm1_1_m, Oct Average, Nepal, NPL
24.025269, 2020-2039, bcc_csm1_1_m, Nov Average, Nepal, NPL
18.958069, 2020-2039, bcc_csm1_1_m, Dec Average, Nepal, NPL
19.30181, 2020-2039, ccsm4, Jan Average, Nepal, NPL
21.245722, 2020-2039, ccsm4, Feb Average, Nepal, NPL
26.841324, 2020-2039, ccsm4, Mar Average, Nepal, NPL
33.50262, 2020-2039, ccsm4, Apr Average, Nepal, NPL
38.01647, 2020-2039, ccsm4, May Average, Nepal, NPL
34.796375, 2020-2039, ccsm4, Jun Average, Nepal, NPL
30.00908, 2020-2039, ccsm4, Jul Average, Nepal, NPL
28.806114, 2020-2039, ccsm4, Aug Average, Nepal, NPL
28.130817, 2020-2039, ccsm4, Sep Average, Nepal, NPL
26.636042, 2020-2039, ccsm4, Oct Average, Nepal, NPL
24.026941, 2020-2039, ccsm4, Nov Average, Nepal, NPL
20.550995, 2020-2039, ccsm4, Dec Average, Nepal, NPL
19.384048, 2020-2039, cesm1_cam5, Jan Average, Nepal, NPL
22.21278, 2020-2039, cesm1_cam5, Feb Average, Nepal, NPL
28.089558, 2020-2039, cesm1_cam5, Mar Average, Nepal, NPL
33.626785, 2020-2039, cesm1_cam5, Apr Average, Nepal, NPL
33.465515, 2020-2039, cesm1_cam5, May Average, Nepal, NPL
31.529692, 2020-2039, cesm1_cam5, Jun Average, Nepal, NPL
27.857044, 2020-2039, cesm1_cam5, Jul Average, Nepal, NPL
27.361729, 2020-2039, cesm1_cam5, Aug Average, Nepal, NPL
26.765581, 2020-2039, cesm1_cam5, Sep Average, Nepal, NPL
25.703005, 2020-2039, cesm1_cam5, Oct Average, Nepal, NPL
23.228708, 2020-2039, cesm1_cam5, Nov Average, Nepal, NPL
20.398087, 2020-2039, cesm1_cam5, Dec Average, Nepal, NPL
14.556305, 2020-2039, csiro_mk3_6_0, Jan Average, Nepal, NPL
17.680984, 2020-2039, csiro_mk3_6_0, Feb Average, Nepal, NPL
23.078218, 2020-2039, csiro_mk3_6_0, Mar Average, Nepal, NPL
29.944809, 2020-2039, csiro_mk3_6_0, Apr Average, Nepal, NPL
34.822777, 2020-2039, csiro_mk3_6_0, May Average, Nepal, NPL
