FID,id_punto,mes,mes_etiqueta,n_period,period,temp_normal,geom
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77de,40665,5,5,30,1960,22.32,POINT (8933389.136160204 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77df,40666,5,5,30,1960,16.71,POINT (8989048.88155684 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77e0,40667,5,5,30,1960,6.56,POINT (9044708.626953477 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77e1,40668,5,5,30,1960,8.84,POINT (9100368.372350115 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77e2,40669,5,5,30,1960,5.12,POINT (9156028.117746752 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77e3,40670,5,5,30,1960,-1.11,POINT (9211687.863143386 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77e4,40671,5,5,30,1960,1.26,POINT (9267347.608540025 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77e5,40672,5,5,30,1960,1.83,POINT (9323007.353936663 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77e6,40673,5,5,30,1960,2.1,POINT (9378667.099333297 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77e7,40674,5,5,30,1960,0.07,POINT (9434326.844729934 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77e8,40675,5,5,30,1960,0.34,POINT (9489986.590126572 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77e9,40676,5,5,30,1960,0.51,POINT (9545646.335523209 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77ea,40677,5,5,30,1960,3.77,POINT (9601306.080919845 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77eb,40678,5,5,30,1960,2.95,POINT (9656965.826316481 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77ec,40679,5,5,30,1960,-1.26,POINT (9712625.57171312 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77ed,40680,5,5,30,1960,-0.39,POINT (9768285.317109756 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77ee,41295,5,5,30,1960,32.06,POINT (8933389.136160204 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77ef,41296,5,5,30,1960,30.64,POINT (8989048.88155684 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77f0,41297,5,5,30,1960,28.51,POINT (9044708.626953477 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77f1,41298,5,5,30,1960,23,POINT (9100368.372350115 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77f2,41299,5,5,30,1960,19.77,POINT (9156028.117746752 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77f3,41300,5,5,30,1960,13.34,POINT (9211687.863143386 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77f4,41301,5,5,30,1960,2.41,POINT (9267347.608540025 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77f5,41302,5,5,30,1960,2.78,POINT (9323007.353936663 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77f6,41303,5,5,30,1960,-0.14,POINT (9378667.099333297 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77f7,41304,5,5,30,1960,-3.47,POINT (9434326.844729934 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77f8,41305,5,5,30,1960,-3.21,POINT (9489986.590126572 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a386ffe28_77f9,41306,5,5,30,1960,0.07,POINT (9545646.335523209 3343864.953833735)
