Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
-10.035677, 2040-2059, bcc_csm1_1, Jan Anomaly, Nepal, NPL
18.14127, 2040-2059, bcc_csm1_1, Feb Anomaly, Nepal, NPL
4.538725, 2040-2059, bcc_csm1_1, Mar Anomaly, Nepal, NPL
-6.9126916, 2040-2059, bcc_csm1_1, Apr Anomaly, Nepal, NPL
4.5677023, 2040-2059, bcc_csm1_1, May Anomaly, Nepal, NPL
17.402298, 2040-2059, bcc_csm1_1, Jun Anomaly, Nepal, NPL
52.000618, 2040-2059, bcc_csm1_1, Jul Anomaly, Nepal, NPL
28.137308, 2040-2059, bcc_csm1_1, Aug Anomaly, Nepal, NPL
35.42608, 2040-2059, bcc_csm1_1, Sep Anomaly, Nepal, NPL
-5.169553, 2040-2059, bcc_csm1_1, Oct Anomaly, Nepal, NPL
2.397766, 2040-2059, bcc_csm1_1, Nov Anomaly, Nepal, NPL
-1.5496076, 2040-2059, bcc_csm1_1, Dec Anomaly, Nepal, NPL
-5.1271176, 2040-2059, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
10.449628, 2040-2059, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
-5.185133, 2040-2059, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
-6.5297275, 2040-2059, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
6.402685, 2040-2059, bcc_csm1_1_m, May Anomaly, Nepal, NPL
2.7000232, 2040-2059, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
-15.952707, 2040-2059, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
-1.9831467, 2040-2059, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
-20.096817, 2040-2059, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
14.96701, 2040-2059, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
-11.394387, 2040-2059, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
-24.96822, 2040-2059, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
21.69999, 2040-2059, ccsm4, Jan Anomaly, Nepal, NPL
-12.818623, 2040-2059, ccsm4, Feb Anomaly, Nepal, NPL
-17.975021, 2040-2059, ccsm4, Mar Anomaly, Nepal, NPL
0.19093084, 2040-2059, ccsm4, Apr Anomaly, Nepal, NPL
27.790356, 2040-2059, ccsm4, May Anomaly, Nepal, NPL
10.367431, 2040-2059, ccsm4, Jun Anomaly, Nepal, NPL
-23.004267, 2040-2059, ccsm4, Jul Anomaly, Nepal, NPL
77.639, 2040-2059, ccsm4, Aug Anomaly, Nepal, NPL
25.942495, 2040-2059, ccsm4, Sep Anomaly, Nepal, NPL
11.861798, 2040-2059, ccsm4, Oct Anomaly, Nepal, NPL
-10.902833, 2040-2059, ccsm4, Nov Anomaly, Nepal, NPL
-46.663677, 2040-2059, ccsm4, Dec Anomaly, Nepal, NPL
-5.8859153, 2040-2059, cesm1_cam5, Jan Anomaly, Nepal, NPL
6.703752, 2040-2059, cesm1_cam5, Feb Anomaly, Nepal, NPL
4.1799464, 2040-2059, cesm1_cam5, Mar Anomaly, Nepal, NPL
0.28316885, 2040-2059, cesm1_cam5, Apr Anomaly, Nepal, NPL
0.043512072, 2040-2059, cesm1_cam5, May Anomaly, Nepal, NPL
33.67395, 2040-2059, cesm1_cam5, Jun Anomaly, Nepal, NPL
32.784702, 2040-2059, cesm1_cam5, Jul Anomaly, Nepal, NPL
15.674339, 2040-2059, cesm1_cam5, Aug Anomaly, Nepal, NPL
17.599932, 2040-2059, cesm1_cam5, Sep Anomaly, Nepal, NPL
31.879929, 2040-2059, cesm1_cam5, Oct Anomaly, Nepal, NPL
6.98907, 2040-2059, cesm1_cam5, Nov Anomaly, Nepal, NPL
1.4622239, 2040-2059, cesm1_cam5, Dec Anomaly, Nepal, NPL
-6.6009583, 2040-2059, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
-11.771454, 2040-2059, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
2.7453482, 2040-2059, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
-2.461457, 2040-2059, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
3.0312157, 2040-2059, csiro_mk3_6_0, May Anomaly, Nepal, NPL
-8.14236, 2040-2059, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
-3.0169182, 2040-2059, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
30.269733, 2040-2059, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
38.89025, 2040-2059, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
3.7173882, 2040-2059, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
6.3920608, 2040-2059, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
-8.507837, 2040-2059, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
0.898539, 2040-2059, fio_esm, Jan Anomaly, Nepal, NPL
-4.2548747, 2040-2059, fio_esm, Feb Anomaly, Nepal, NPL
-1.1308731, 2040-2059, fio_esm, Mar Anomaly, Nepal, NPL
10.199461, 2040-2059, fio_esm, Apr Anomaly, Nepal, NPL
11.817988, 2040-2059, fio_esm, May Anomaly, Nepal, NPL
-35.513794, 2040-2059, fio_esm, Jun Anomaly, Nepal, NPL
-42.834488, 2040-2059, fio_esm, Jul Anomaly, Nepal, NPL
-35.06647, 2040-2059, fio_esm, Aug Anomaly, Nepal, NPL
-47.989258, 2040-2059, fio_esm, Sep Anomaly, Nepal, NPL
12.300336, 2040-2059, fio_esm, Oct Anomaly, Nepal, NPL
13.790152, 2040-2059, fio_esm, Nov Anomaly, Nepal, NPL
8.290641, 2040-2059, fio_esm, Dec Anomaly, Nepal, NPL
14.662181, 2040-2059, gfdl_cm3, Jan Anomaly, Nepal, NPL
17.903742, 2040-2059, gfdl_cm3, Feb Anomaly, Nepal, NPL
2.3604665, 2040-2059, gfdl_cm3, Mar Anomaly, Nepal, NPL
-2.6975021, 2040-2059, gfdl_cm3, Apr Anomaly, Nepal, NPL
-7.48253, 2040-2059, gfdl_cm3, May Anomaly, Nepal, NPL
11.8917675, 2040-2059, gfdl_cm3, Jun Anomaly, Nepal, NPL
21.886791, 2040-2059, gfdl_cm3, Jul Anomaly, Nepal, NPL
26.099642, 2040-2059, gfdl_cm3, Aug Anomaly, Nepal, NPL
-3.3049295, 2040-2059, gfdl_cm3, Sep Anomaly, Nepal, NPL
-11.084299, 2040-2059, gfdl_cm3, Oct Anomaly, Nepal, NPL
13.459224, 2040-2059, gfdl_cm3, Nov Anomaly, Nepal, NPL
-25.687988, 2040-2059, gfdl_cm3, Dec Anomaly, Nepal, NPL
-2.968924, 2040-2059, gfdl_esm2m, Jan Anomaly, Nepal, NPL
0.1882342, 2040-2059, gfdl_esm2m, Feb Anomaly, Nepal, NPL
3.160441, 2040-2059, gfdl_esm2m, Mar Anomaly, Nepal, NPL
-8.57254, 2040-2059, gfdl_esm2m, Apr Anomaly, Nepal, NPL
-6.562041, 2040-2059, gfdl_esm2m, May Anomaly, Nepal, NPL
-49.976746, 2040-2059, gfdl_esm2m, Jun Anomaly, Nepal, NPL
-52.432743, 2040-2059, gfdl_esm2m, Jul Anomaly, Nepal, NPL
25.925379, 2040-2059, gfdl_esm2m, Aug Anomaly, Nepal, NPL
47.353897, 2040-2059, gfdl_esm2m, Sep Anomaly, Nepal, NPL
9.931947, 2040-2059, gfdl_esm2m, Oct Anomaly, Nepal, NPL
-3.276712, 2040-2059, gfdl_esm2m, Nov Anomaly, Nepal, NPL
8.454234, 2040-2059, gfdl_esm2m, Dec Anomaly, Nepal, NPL
-1.9107742, 2040-2059, giss_e2_h, Jan Anomaly, Nepal, NPL
-1.984749, 2040-2059, giss_e2_h, Feb Anomaly, Nepal, NPL
2.3589303, 2040-2059, giss_e2_h, Mar Anomaly, Nepal, NPL
0.7312254, 2040-2059, giss_e2_h, Apr Anomaly, Nepal, NPL
1.3358743, 2040-2059, giss_e2_h, May Anomaly, Nepal, NPL
-0.9867149, 2040-2059, giss_e2_h, Jun Anomaly, Nepal, NPL
0.4491691, 2040-2059, giss_e2_h, Jul Anomaly, Nepal, NPL
9.022779, 2040-2059, giss_e2_h, Aug Anomaly, Nepal, NPL
1.2275677, 2040-2059, giss_e2_h, Sep Anomaly, Nepal, NPL
-3.6691155, 2040-2059, giss_e2_h, Oct Anomaly, Nepal, NPL
-0.7644614, 2040-2059, giss_e2_h, Nov Anomaly, Nepal, NPL
-4.7056613, 2040-2059, giss_e2_h, Dec Anomaly, Nepal, NPL
-0.7868487, 2040-2059, giss_e2_r, Jan Anomaly, Nepal, NPL
-0.5622623, 2040-2059, giss_e2_r, Feb Anomaly, Nepal, NPL
1.166371, 2040-2059, giss_e2_r, Mar Anomaly, Nepal, NPL
-1.4815379, 2040-2059, giss_e2_r, Apr Anomaly, Nepal, NPL
4.220926, 2040-2059, giss_e2_r, May Anomaly, Nepal, NPL
2.7026136, 2040-2059, giss_e2_r, Jun Anomaly, Nepal, NPL
6.812321, 2040-2059, giss_e2_r, Jul Anomaly, Nepal, NPL
8.553347, 2040-2059, giss_e2_r, Aug Anomaly, Nepal, NPL
1.1179754, 2040-2059, giss_e2_r, Sep Anomaly, Nepal, NPL
1.8279595, 2040-2059, giss_e2_r, Oct Anomaly, Nepal, NPL
2.271444, 2040-2059, giss_e2_r, Nov Anomaly, Nepal, NPL
-0.7048169, 2040-2059, giss_e2_r, Dec Anomaly, Nepal, NPL
-9.314911, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, Nepal, NPL
-7.477144, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, Nepal, NPL
0.5668174, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, Nepal, NPL
-1.297231, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, Nepal, NPL
3.095613, 2040-2059, ipsl_cm5a_mr, May Anomaly, Nepal, NPL
13.493886, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, Nepal, NPL
15.17957, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, Nepal, NPL
39.853176, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, Nepal, NPL
-4.280617, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, Nepal, NPL
18.565699, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, Nepal, NPL
12.846604, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, Nepal, NPL
-6.124857, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, Nepal, NPL
10.168284, 2040-2059, miroc_esm, Jan Anomaly, Nepal, NPL
-12.970811, 2040-2059, miroc_esm, Feb Anomaly, Nepal, NPL
-10.426736, 2040-2059, miroc_esm, Mar Anomaly, Nepal, NPL
7.140384, 2040-2059, miroc_esm, Apr Anomaly, Nepal, NPL
1.3458235, 2040-2059, miroc_esm, May Anomaly, Nepal, NPL
34.485275, 2040-2059, miroc_esm, Jun Anomaly, Nepal, NPL
17.804241, 2040-2059, miroc_esm, Jul Anomaly, Nepal, NPL
-2.681368, 2040-2059, miroc_esm, Aug Anomaly, Nepal, NPL
19.394348, 2040-2059, miroc_esm, Sep Anomaly, Nepal, NPL
-0.15418461, 2040-2059, miroc_esm, Oct Anomaly, Nepal, NPL
-7.146048, 2040-2059, miroc_esm, Nov Anomaly, Nepal, NPL
16.73385, 2040-2059, miroc_esm, Dec Anomaly, Nepal, NPL
3.582623, 2040-2059, miroc_esm_chem, Jan Anomaly, Nepal, NPL
-6.5929008, 2040-2059, miroc_esm_chem, Feb Anomaly, Nepal, NPL
-5.726518, 2040-2059, miroc_esm_chem, Mar Anomaly, Nepal, NPL
-6.2407584, 2040-2059, miroc_esm_chem, Apr Anomaly, Nepal, NPL
0.9864829, 2040-2059, miroc_esm_chem, May Anomaly, Nepal, NPL
5.231137, 2040-2059, miroc_esm_chem, Jun Anomaly, Nepal, NPL
33.482635, 2040-2059, miroc_esm_chem, Jul Anomaly, Nepal, NPL
14.367003, 2040-2059, miroc_esm_chem, Aug Anomaly, Nepal, NPL
-12.770883, 2040-2059, miroc_esm_chem, Sep Anomaly, Nepal, NPL
-9.399963, 2040-2059, miroc_esm_chem, Oct Anomaly, Nepal, NPL
-37.39615, 2040-2059, miroc_esm_chem, Nov Anomaly, Nepal, NPL
9.475785, 2040-2059, miroc_esm_chem, Dec Anomaly, Nepal, NPL
-14.06033, 2040-2059, miroc5, Jan Anomaly, Nepal, NPL
2.1646478, 2040-2059, miroc5, Feb Anomaly, Nepal, NPL
1.1414385, 2040-2059, miroc5, Mar Anomaly, Nepal, NPL
1.5979793, 2040-2059, miroc5, Apr Anomaly, Nepal, NPL
7.910974, 2040-2059, miroc5, May Anomaly, Nepal, NPL
-6.7683334, 2040-2059, miroc5, Jun Anomaly, Nepal, NPL
-76.337944, 2040-2059, miroc5, Jul Anomaly, Nepal, NPL
17.197916, 2040-2059, miroc5, Aug Anomaly, Nepal, NPL
7.823169, 2040-2059, miroc5, Sep Anomaly, Nepal, NPL
6.252063, 2040-2059, miroc5, Oct Anomaly, Nepal, NPL
3.7817667, 2040-2059, miroc5, Nov Anomaly, Nepal, NPL
-0.4552901, 2040-2059, miroc5, Dec Anomaly, Nepal, NPL
18.74431, 2040-2059, mri_cgcm3, Jan Anomaly, Nepal, NPL
9.297614, 2040-2059, mri_cgcm3, Feb Anomaly, Nepal, NPL
7.4429092, 2040-2059, mri_cgcm3, Mar Anomaly, Nepal, NPL
-1.5942346, 2040-2059, mri_cgcm3, Apr Anomaly, Nepal, NPL
-0.6990851, 2040-2059, mri_cgcm3, May Anomaly, Nepal, NPL
-1.9088585, 2040-2059, mri_cgcm3, Jun Anomaly, Nepal, NPL
15.791362, 2040-2059, mri_cgcm3, Jul Anomaly, Nepal, NPL
-7.484136, 2040-2059, mri_cgcm3, Aug Anomaly, Nepal, NPL
3.0385776, 2040-2059, mri_cgcm3, Sep Anomaly, Nepal, NPL
6.0944924, 2040-2059, mri_cgcm3, Oct Anomaly, Nepal, NPL
-14.467999, 2040-2059, mri_cgcm3, Nov Anomaly, Nepal, NPL
-2.7852018, 2040-2059, mri_cgcm3, Dec Anomaly, Nepal, NPL
9.711688, 2040-2059, noresm1_m, Jan Anomaly, Nepal, NPL
26.80221, 2040-2059, noresm1_m, Feb Anomaly, Nepal, NPL
-0.57411754, 2040-2059, noresm1_m, Mar Anomaly, Nepal, NPL
-4.371392, 2040-2059, noresm1_m, Apr Anomaly, Nepal, NPL
8.564975, 2040-2059, noresm1_m, May Anomaly, Nepal, NPL
38.771797, 2040-2059, noresm1_m, Jun Anomaly, Nepal, NPL
60.12399, 2040-2059, noresm1_m, Jul Anomaly, Nepal, NPL
17.233313, 2040-2059, noresm1_m, Aug Anomaly, Nepal, NPL
-15.607329, 2040-2059, noresm1_m, Sep Anomaly, Nepal, NPL
17.678713, 2040-2059, noresm1_m, Oct Anomaly, Nepal, NPL
-5.546696, 2040-2059, noresm1_m, Nov Anomaly, Nepal, NPL
-9.198146, 2040-2059, noresm1_m, Dec Anomaly, Nepal, NPL
-14.004499, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, Nepal, NPL
-14.514032, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, Nepal, NPL
-12.745544, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, Nepal, NPL
-10.262844, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, Nepal, NPL
-9.295963, 2040-2059, Ensemble (10th Percentile), May Anomaly, Nepal, NPL
-46.414627, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, Nepal, NPL
-78.71637, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, Nepal, NPL
-30.441675, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, Nepal, NPL
-48.469326, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, Nepal, NPL
-18.616608, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, Nepal, NPL
-23.685614, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, Nepal, NPL
-34.68579, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, Nepal, NPL
-1.3226192, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, Nepal, NPL
-0.1854954, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, Nepal, NPL
0.8528225, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, Nepal, NPL
-1.5358188, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, Nepal, NPL
2.95856, 2040-2059, Ensemble (50th Percentile), May Anomaly, Nepal, NPL
5.3854036, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, Nepal, NPL
