Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
57.37609, 2040-2059, bcc_csm1_1, Jan Average, Nepal, NPL
51.50342, 2040-2059, bcc_csm1_1, Feb Average, Nepal, NPL
30.032522, 2040-2059, bcc_csm1_1, Mar Average, Nepal, NPL
17.454844, 2040-2059, bcc_csm1_1, Apr Average, Nepal, NPL
21.006777, 2040-2059, bcc_csm1_1, May Average, Nepal, NPL
42.83011, 2040-2059, bcc_csm1_1, Jun Average, Nepal, NPL
248.31998, 2040-2059, bcc_csm1_1, Jul Average, Nepal, NPL
215.72078, 2040-2059, bcc_csm1_1, Aug Average, Nepal, NPL
82.79276, 2040-2059, bcc_csm1_1, Sep Average, Nepal, NPL
78.620895, 2040-2059, bcc_csm1_1, Oct Average, Nepal, NPL
110.76611, 2040-2059, bcc_csm1_1, Nov Average, Nepal, NPL
97.40764, 2040-2059, bcc_csm1_1, Dec Average, Nepal, NPL
56.706257, 2040-2059, bcc_csm1_1_m, Jan Average, Nepal, NPL
56.34013, 2040-2059, bcc_csm1_1_m, Feb Average, Nepal, NPL
23.02215, 2040-2059, bcc_csm1_1_m, Mar Average, Nepal, NPL
12.873725, 2040-2059, bcc_csm1_1_m, Apr Average, Nepal, NPL
30.968744, 2040-2059, bcc_csm1_1_m, May Average, Nepal, NPL
66.76533, 2040-2059, bcc_csm1_1_m, Jun Average, Nepal, NPL
222.31322, 2040-2059, bcc_csm1_1_m, Jul Average, Nepal, NPL
237.41797, 2040-2059, bcc_csm1_1_m, Aug Average, Nepal, NPL
150.19145, 2040-2059, bcc_csm1_1_m, Sep Average, Nepal, NPL
49.157413, 2040-2059, bcc_csm1_1_m, Oct Average, Nepal, NPL
52.642292, 2040-2059, bcc_csm1_1_m, Nov Average, Nepal, NPL
53.338497, 2040-2059, bcc_csm1_1_m, Dec Average, Nepal, NPL
39.693893, 2040-2059, ccsm4, Jan Average, Nepal, NPL
51.582165, 2040-2059, ccsm4, Feb Average, Nepal, NPL
19.585289, 2040-2059, ccsm4, Mar Average, Nepal, NPL
16.442354, 2040-2059, ccsm4, Apr Average, Nepal, NPL
50.336357, 2040-2059, ccsm4, May Average, Nepal, NPL
290.40518, 2040-2059, ccsm4, Jun Average, Nepal, NPL
589.787, 2040-2059, ccsm4, Jul Average, Nepal, NPL
462.4762, 2040-2059, ccsm4, Aug Average, Nepal, NPL
302.97824, 2040-2059, ccsm4, Sep Average, Nepal, NPL
100.74525, 2040-2059, ccsm4, Oct Average, Nepal, NPL
69.64445, 2040-2059, ccsm4, Nov Average, Nepal, NPL
59.948757, 2040-2059, ccsm4, Dec Average, Nepal, NPL
23.378792, 2040-2059, cesm1_cam5, Jan Average, Nepal, NPL
10.65721, 2040-2059, cesm1_cam5, Feb Average, Nepal, NPL
18.211033, 2040-2059, cesm1_cam5, Mar Average, Nepal, NPL
33.700455, 2040-2059, cesm1_cam5, Apr Average, Nepal, NPL
150.02922, 2040-2059, cesm1_cam5, May Average, Nepal, NPL
313.65414, 2040-2059, cesm1_cam5, Jun Average, Nepal, NPL
668.9902, 2040-2059, cesm1_cam5, Jul Average, Nepal, NPL
557.44055, 2040-2059, cesm1_cam5, Aug Average, Nepal, NPL
352.3516, 2040-2059, cesm1_cam5, Sep Average, Nepal, NPL
148.99228, 2040-2059, cesm1_cam5, Oct Average, Nepal, NPL
13.715695, 2040-2059, cesm1_cam5, Nov Average, Nepal, NPL
24.050804, 2040-2059, cesm1_cam5, Dec Average, Nepal, NPL
23.036478, 2040-2059, csiro_mk3_6_0, Jan Average, Nepal, NPL
18.972773, 2040-2059, csiro_mk3_6_0, Feb Average, Nepal, NPL
22.261866, 2040-2059, csiro_mk3_6_0, Mar Average, Nepal, NPL
9.653415, 2040-2059, csiro_mk3_6_0, Apr Average, Nepal, NPL
15.005926, 2040-2059, csiro_mk3_6_0, May Average, Nepal, NPL
19.72568, 2040-2059, csiro_mk3_6_0, Jun Average, Nepal, NPL
104.89888, 2040-2059, csiro_mk3_6_0, Jul Average, Nepal, NPL
123.862465, 2040-2059, csiro_mk3_6_0, Aug Average, Nepal, NPL
115.922165, 2040-2059, csiro_mk3_6_0, Sep Average, Nepal, NPL
49.724453, 2040-2059, csiro_mk3_6_0, Oct Average, Nepal, NPL
15.4605465, 2040-2059, csiro_mk3_6_0, Nov Average, Nepal, NPL
20.9701, 2040-2059, csiro_mk3_6_0, Dec Average, Nepal, NPL
52.426777, 2040-2059, fio_esm, Jan Average, Nepal, NPL
35.879215, 2040-2059, fio_esm, Feb Average, Nepal, NPL
40.343655, 2040-2059, fio_esm, Mar Average, Nepal, NPL
20.157907, 2040-2059, fio_esm, Apr Average, Nepal, NPL
18.444038, 2040-2059, fio_esm, May Average, Nepal, NPL
66.77238, 2040-2059, fio_esm, Jun Average, Nepal, NPL
294.12042, 2040-2059, fio_esm, Jul Average, Nepal, NPL
367.82776, 2040-2059, fio_esm, Aug Average, Nepal, NPL
178.45403, 2040-2059, fio_esm, Sep Average, Nepal, NPL
47.499428, 2040-2059, fio_esm, Oct Average, Nepal, NPL
27.845741, 2040-2059, fio_esm, Nov Average, Nepal, NPL
44.721024, 2040-2059, fio_esm, Dec Average, Nepal, NPL
