Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
73.899124, 2060-2079, bcc_csm1_1, Jan Average, Nepal, NPL
47.876663, 2060-2079, bcc_csm1_1, Feb Average, Nepal, NPL
28.104597, 2060-2079, bcc_csm1_1, Mar Average, Nepal, NPL
26.622463, 2060-2079, bcc_csm1_1, Apr Average, Nepal, NPL
19.405483, 2060-2079, bcc_csm1_1, May Average, Nepal, NPL
58.318523, 2060-2079, bcc_csm1_1, Jun Average, Nepal, NPL
282.85098, 2060-2079, bcc_csm1_1, Jul Average, Nepal, NPL
255.46292, 2060-2079, bcc_csm1_1, Aug Average, Nepal, NPL
86.243484, 2060-2079, bcc_csm1_1, Sep Average, Nepal, NPL
51.404373, 2060-2079, bcc_csm1_1, Oct Average, Nepal, NPL
93.2906, 2060-2079, bcc_csm1_1, Nov Average, Nepal, NPL
99.321434, 2060-2079, bcc_csm1_1, Dec Average, Nepal, NPL
58.658527, 2060-2079, bcc_csm1_1_m, Jan Average, Nepal, NPL
72.01527, 2060-2079, bcc_csm1_1_m, Feb Average, Nepal, NPL
31.392035, 2060-2079, bcc_csm1_1_m, Mar Average, Nepal, NPL
13.20214, 2060-2079, bcc_csm1_1_m, Apr Average, Nepal, NPL
29.765547, 2060-2079, bcc_csm1_1_m, May Average, Nepal, NPL
122.00585, 2060-2079, bcc_csm1_1_m, Jun Average, Nepal, NPL
257.33292, 2060-2079, bcc_csm1_1_m, Jul Average, Nepal, NPL
211.47673, 2060-2079, bcc_csm1_1_m, Aug Average, Nepal, NPL
141.98868, 2060-2079, bcc_csm1_1_m, Sep Average, Nepal, NPL
86.1567, 2060-2079, bcc_csm1_1_m, Oct Average, Nepal, NPL
43.66407, 2060-2079, bcc_csm1_1_m, Nov Average, Nepal, NPL
55.150146, 2060-2079, bcc_csm1_1_m, Dec Average, Nepal, NPL
39.58042, 2060-2079, ccsm4, Jan Average, Nepal, NPL
24.65164, 2060-2079, ccsm4, Feb Average, Nepal, NPL
23.30212, 2060-2079, ccsm4, Mar Average, Nepal, NPL
18.691158, 2060-2079, ccsm4, Apr Average, Nepal, NPL
34.456604, 2060-2079, ccsm4, May Average, Nepal, NPL
339.55405, 2060-2079, ccsm4, Jun Average, Nepal, NPL
633.88696, 2060-2079, ccsm4, Jul Average, Nepal, NPL
504.20163, 2060-2079, ccsm4, Aug Average, Nepal, NPL
330.8178, 2060-2079, ccsm4, Sep Average, Nepal, NPL
119.55647, 2060-2079, ccsm4, Oct Average, Nepal, NPL
34.081814, 2060-2079, ccsm4, Nov Average, Nepal, NPL
46.91266, 2060-2079, ccsm4, Dec Average, Nepal, NPL
11.569993, 2060-2079, cesm1_cam5, Jan Average, Nepal, NPL
8.474243, 2060-2079, cesm1_cam5, Feb Average, Nepal, NPL
12.108398, 2060-2079, cesm1_cam5, Mar Average, Nepal, NPL
38.580025, 2060-2079, cesm1_cam5, Apr Average, Nepal, NPL
114.83407, 2060-2079, cesm1_cam5, May Average, Nepal, NPL
363.57495, 2060-2079, cesm1_cam5, Jun Average, Nepal, NPL
656.3882, 2060-2079, cesm1_cam5, Jul Average, Nepal, NPL
561.085, 2060-2079, cesm1_cam5, Aug Average, Nepal, NPL
346.7971, 2060-2079, cesm1_cam5, Sep Average, Nepal, NPL
99.656, 2060-2079, cesm1_cam5, Oct Average, Nepal, NPL
16.619383, 2060-2079, cesm1_cam5, Nov Average, Nepal, NPL
24.542452, 2060-2079, cesm1_cam5, Dec Average, Nepal, NPL
13.619602, 2060-2079, csiro_mk3_6_0, Jan Average, Nepal, NPL
11.438734, 2060-2079, csiro_mk3_6_0, Feb Average, Nepal, NPL
13.109397, 2060-2079, csiro_mk3_6_0, Mar Average, Nepal, NPL
7.5742855, 2060-2079, csiro_mk3_6_0, Apr Average, Nepal, NPL
8.122281, 2060-2079, csiro_mk3_6_0, May Average, Nepal, NPL
29.20431, 2060-2079, csiro_mk3_6_0, Jun Average, Nepal, NPL
142.28499, 2060-2079, csiro_mk3_6_0, Jul Average, Nepal, NPL
136.74115, 2060-2079, csiro_mk3_6_0, Aug Average, Nepal, NPL
127.44841, 2060-2079, csiro_mk3_6_0, Sep Average, Nepal, NPL
37.279438, 2060-2079, csiro_mk3_6_0, Oct Average, Nepal, NPL
21.492867, 2060-2079, csiro_mk3_6_0, Nov Average, Nepal, NPL
12.64446, 2060-2079, csiro_mk3_6_0, Dec Average, Nepal, NPL
34.816673, 2060-2079, fio_esm, Jan Average, Nepal, NPL
56.222763, 2060-2079, fio_esm, Feb Average, Nepal, NPL
25.502165, 2060-2079, fio_esm, Mar Average, Nepal, NPL
25.335669, 2060-2079, fio_esm, Apr Average, Nepal, NPL
25.454992, 2060-2079, fio_esm, May Average, Nepal, NPL
53.41384, 2060-2079, fio_esm, Jun Average, Nepal, NPL
281.30154, 2060-2079, fio_esm, Jul Average, Nepal, NPL
342.58658, 2060-2079, fio_esm, Aug Average, Nepal, NPL
170.0449, 2060-2079, fio_esm, Sep Average, Nepal, NPL
49.049778, 2060-2079, fio_esm, Oct Average, Nepal, NPL
43.211575, 2060-2079, fio_esm, Nov Average, Nepal, NPL
35.555897, 2060-2079, fio_esm, Dec Average, Nepal, NPL
32.547443, 2060-2079, gfdl_cm3, Jan Average, Nepal, NPL
19.166317, 2060-2079, gfdl_cm3, Feb Average, Nepal, NPL
17.519676, 2060-2079, gfdl_cm3, Mar Average, Nepal, NPL
25.118523, 2060-2079, gfdl_cm3, Apr Average, Nepal, NPL
55.55373, 2060-2079, gfdl_cm3, May Average, Nepal, NPL
133.93872, 2060-2079, gfdl_cm3, Jun Average, Nepal, NPL
279.23898, 2060-2079, gfdl_cm3, Jul Average, Nepal, NPL
243.27625, 2060-2079, gfdl_cm3, Aug Average, Nepal, NPL
185.89354, 2060-2079, gfdl_cm3, Sep Average, Nepal, NPL
112.88164, 2060-2079, gfdl_cm3, Oct Average, Nepal, NPL
39.599358, 2060-2079, gfdl_cm3, Nov Average, Nepal, NPL
28.27778, 2060-2079, gfdl_cm3, Dec Average, Nepal, NPL
19.07571, 2060-2079, gfdl_esm2m, Jan Average, Nepal, NPL
9.883588, 2060-2079, gfdl_esm2m, Feb Average, Nepal, NPL
12.059172, 2060-2079, gfdl_esm2m, Mar Average, Nepal, NPL
8.45239, 2060-2079, gfdl_esm2m, Apr Average, Nepal, NPL
26.01905, 2060-2079, gfdl_esm2m, May Average, Nepal, NPL
172.45776, 2060-2079, gfdl_esm2m, Jun Average, Nepal, NPL
471.30777, 2060-2079, gfdl_esm2m, Jul Average, Nepal, NPL
449.53888, 2060-2079, gfdl_esm2m, Aug Average, Nepal, NPL
292.64105, 2060-2079, gfdl_esm2m, Sep Average, Nepal, NPL
157.10124, 2060-2079, gfdl_esm2m, Oct Average, Nepal, NPL
50.533394, 2060-2079, gfdl_esm2m, Nov Average, Nepal, NPL
15.738671, 2060-2079, gfdl_esm2m, Dec Average, Nepal, NPL
14.786245, 2060-2079, giss_e2_h, Jan Average, Nepal, NPL
10.765269, 2060-2079, giss_e2_h, Feb Average, Nepal, NPL
11.602942, 2060-2079, giss_e2_h, Mar Average, Nepal, NPL
10.404861, 2060-2079, giss_e2_h, Apr Average, Nepal, NPL
18.376318, 2060-2079, giss_e2_h, May Average, Nepal, NPL
26.589869, 2060-2079, giss_e2_h, Jun Average, Nepal, NPL
43.329155, 2060-2079, giss_e2_h, Jul Average, Nepal, NPL
75.51482, 2060-2079, giss_e2_h, Aug Average, Nepal, NPL
43.268757, 2060-2079, giss_e2_h, Sep Average, Nepal, NPL
26.888098, 2060-2079, giss_e2_h, Oct Average, Nepal, NPL
