FID,id_punto,cod_variable,period,period_n,trend_anual,geom
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6b07,40335,4,3,1951-2012,0.12,POINT (8933389.136160204 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6b06,40336,4,3,1951-2012,0.21,POINT (8989048.88155684 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6b05,40337,4,3,1951-2012,0.31,POINT (9044708.626953477 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6b04,40338,4,3,1951-2012,0.4,POINT (9100368.372350115 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6b03,40339,4,3,1951-2012,0.49,POINT (9156028.117746752 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6b02,40340,4,3,1951-2012,0.59,POINT (9211687.863143386 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6b01,40341,4,3,1951-2012,0.71,POINT (9267347.608540025 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6b00,40342,4,3,1951-2012,0.81,POINT (9323007.353936663 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6aff,40343,4,3,1951-2012,0.89,POINT (9378667.099333297 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6afe,40344,4,3,1951-2012,0.92,POINT (9434326.844729934 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6afd,40345,4,3,1951-2012,0.93,POINT (9489986.590126572 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6afc,40346,4,3,1951-2012,0.95,POINT (9545646.335523209 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6afb,40347,4,3,1951-2012,0.97,POINT (9601306.080919845 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6afa,40348,4,3,1951-2012,0.99,POINT (9656965.826316481 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6af9,40349,4,3,1951-2012,1.01,POINT (9712625.57171312 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6af8,40350,4,3,1951-2012,1.02,POINT (9768285.317109756 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6af7,40665,4,3,1951-2012,0.06,POINT (8933389.136160204 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6af6,40666,4,3,1951-2012,0.13,POINT (8989048.88155684 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6af5,40667,4,3,1951-2012,0.24,POINT (9044708.626953477 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6af4,40668,4,3,1951-2012,0.33,POINT (9100368.372350115 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6af3,40669,4,3,1951-2012,0.43,POINT (9156028.117746752 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6af2,40670,4,3,1951-2012,0.52,POINT (9211687.863143386 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6af1,40671,4,3,1951-2012,0.62,POINT (9267347.608540025 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6af0,40672,4,3,1951-2012,0.73,POINT (9323007.353936663 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6aef,40673,4,3,1951-2012,0.84,POINT (9378667.099333297 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6aee,40674,4,3,1951-2012,0.93,POINT (9434326.844729934 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6aed,40675,4,3,1951-2012,0.99,POINT (9489986.590126572 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6aec,40676,4,3,1951-2012,1.02,POINT (9545646.335523209 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6aeb,40677,4,3,1951-2012,1.03,POINT (9601306.080919845 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6aea,40678,4,3,1951-2012,1.08,POINT (9656965.826316481 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6ae9,40679,4,3,1951-2012,1.1,POINT (9712625.57171312 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6ae8,40680,4,3,1951-2012,1.16,POINT (9768285.317109756 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6ae7,40981,4,3,1951-2012,-0.01,POINT (8933389.136160204 3407504.076175717)
trends_anual_espacial_4_p.fid--5ff12b53_17a375593c2_-6ae6,40982,4,3,1951-2012,0.08,POINT (8989048.88155684 3407504.076175717)
