FID,id_punto,cod_variable,period,period_n,trend_anual,geom
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c87,40335,1,3,1951-2012,-157.29,POINT (8933389.136160204 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c86,40336,1,3,1951-2012,-95.09,POINT (8989048.88155684 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c85,40337,1,3,1951-2012,-59.16,POINT (9044708.626953477 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c84,40338,1,3,1951-2012,-42.28,POINT (9100368.372350115 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c83,40339,1,3,1951-2012,-16,POINT (9156028.117746752 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c82,40340,1,3,1951-2012,1.86,POINT (9211687.863143386 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c81,40341,1,3,1951-2012,11.53,POINT (9267347.608540025 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c80,40342,1,3,1951-2012,28.68,POINT (9323007.353936663 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c7f,40343,1,3,1951-2012,42.79,POINT (9378667.099333297 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c7e,40344,1,3,1951-2012,61.27,POINT (9434326.844729934 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c7d,40345,1,3,1951-2012,68.61,POINT (9489986.590126572 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c7c,40346,1,3,1951-2012,79.67,POINT (9545646.335523209 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c7b,40347,1,3,1951-2012,107.49,POINT (9601306.080919845 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c7a,40348,1,3,1951-2012,112.97,POINT (9656965.826316481 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c79,40349,1,3,1951-2012,117.87,POINT (9712625.57171312 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c78,40350,1,3,1951-2012,114.21,POINT (9768285.317109756 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c77,40665,1,3,1951-2012,-320.76,POINT (8933389.136160204 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c76,40666,1,3,1951-2012,-185.85,POINT (8989048.88155684 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c75,40667,1,3,1951-2012,-83.78,POINT (9044708.626953477 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c74,40668,1,3,1951-2012,-53.78,POINT (9100368.372350115 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c73,40669,1,3,1951-2012,-16.95,POINT (9156028.117746752 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c72,40670,1,3,1951-2012,14.46,POINT (9211687.863143386 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c71,40671,1,3,1951-2012,33.63,POINT (9267347.608540025 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c70,40672,1,3,1951-2012,43.01,POINT (9323007.353936663 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c6f,40673,1,3,1951-2012,58.1,POINT (9378667.099333297 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c6e,40674,1,3,1951-2012,72.57,POINT (9434326.844729934 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c6d,40675,1,3,1951-2012,76.87,POINT (9489986.590126572 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c6c,40676,1,3,1951-2012,75.59,POINT (9545646.335523209 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c6b,40677,1,3,1951-2012,129.17,POINT (9601306.080919845 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c6a,40678,1,3,1951-2012,138.13,POINT (9656965.826316481 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c69,40679,1,3,1951-2012,141.72,POINT (9712625.57171312 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6c68,40680,1,3,1951-2012,139.52,POINT (9768285.317109756 3471454.9819268296)
