FID,id_punto,cod_variable,period,period_n,trend_anual,geom
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a87,40335,5,3,1951-2012,-13.77,POINT (8933389.136160204 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a86,40336,5,3,1951-2012,-16.51,POINT (8989048.88155684 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a85,40337,5,3,1951-2012,-19.23,POINT (9044708.626953477 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a84,40338,5,3,1951-2012,-13.03,POINT (9100368.372350115 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a83,40339,5,3,1951-2012,-10.14,POINT (9156028.117746752 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a82,40340,5,3,1951-2012,-4.04,POINT (9211687.863143386 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a81,40341,5,3,1951-2012,-1.42,POINT (9267347.608540025 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a80,40342,5,3,1951-2012,-0.18,POINT (9323007.353936663 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a7f,40343,5,3,1951-2012,-4.32,POINT (9378667.099333297 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a7e,40344,5,3,1951-2012,-4.16,POINT (9434326.844729934 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a7d,40345,5,3,1951-2012,-8.21,POINT (9489986.590126572 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a7c,40346,5,3,1951-2012,-6.69,POINT (9545646.335523209 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a7b,40347,5,3,1951-2012,-7.07,POINT (9601306.080919845 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a7a,40348,5,3,1951-2012,-4.88,POINT (9656965.826316481 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a79,40349,5,3,1951-2012,-9.33,POINT (9712625.57171312 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a78,40350,5,3,1951-2012,-14.27,POINT (9768285.317109756 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a77,40665,5,3,1951-2012,-17.37,POINT (8933389.136160204 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a76,40666,5,3,1951-2012,-19.77,POINT (8989048.88155684 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a75,40667,5,3,1951-2012,-12.65,POINT (9044708.626953477 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a74,40668,5,3,1951-2012,-6.97,POINT (9100368.372350115 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a73,40669,5,3,1951-2012,-8.29,POINT (9156028.117746752 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a72,40670,5,3,1951-2012,-16.15,POINT (9211687.863143386 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a71,40671,5,3,1951-2012,-6.63,POINT (9267347.608540025 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a70,40672,5,3,1951-2012,-3.2,POINT (9323007.353936663 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a6f,40673,5,3,1951-2012,1.33,POINT (9378667.099333297 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a6e,40674,5,3,1951-2012,-0.51,POINT (9434326.844729934 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a6d,40675,5,3,1951-2012,2.61,POINT (9489986.590126572 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a6c,40676,5,3,1951-2012,-1.28,POINT (9545646.335523209 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a6b,40677,5,3,1951-2012,1.42,POINT (9601306.080919845 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a6a,40678,5,3,1951-2012,-2.27,POINT (9656965.826316481 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a69,40679,5,3,1951-2012,-10.49,POINT (9712625.57171312 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a68,40680,5,3,1951-2012,-5.73,POINT (9768285.317109756 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a67,40981,5,3,1951-2012,-25.38,POINT (8933389.136160204 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a66,40982,5,3,1951-2012,-18.75,POINT (8989048.88155684 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a65,40983,5,3,1951-2012,-14.52,POINT (9044708.626953477 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a64,40984,5,3,1951-2012,-10.66,POINT (9100368.372350115 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a63,40985,5,3,1951-2012,-6.15,POINT (9156028.117746752 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a62,40986,5,3,1951-2012,-10.28,POINT (9211687.863143386 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a61,40987,5,3,1951-2012,-12.33,POINT (9267347.608540025 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a60,40988,5,3,1951-2012,-9.11,POINT (9323007.353936663 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a5f,40989,5,3,1951-2012,-6,POINT (9378667.099333297 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a5e,40990,5,3,1951-2012,-1.52,POINT (9434326.844729934 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a5d,40991,5,3,1951-2012,-1.79,POINT (9489986.590126572 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a5c,40992,5,3,1951-2012,4,POINT (9545646.335523209 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a5b,40993,5,3,1951-2012,1.17,POINT (9601306.080919845 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a5a,40994,5,3,1951-2012,8.01,POINT (9656965.826316481 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a59,40995,5,3,1951-2012,5.7,POINT (9712625.57171312 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a58,40996,5,3,1951-2012,7.06,POINT (9768285.317109756 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a57,41295,5,3,1951-2012,-19.89,POINT (8933389.136160204 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a56,41296,5,3,1951-2012,-18.48,POINT (8989048.88155684 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a55,41297,5,3,1951-2012,-10.8,POINT (9044708.626953477 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a54,41298,5,3,1951-2012,-7.21,POINT (9100368.372350115 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6a53,41299,5,3,1951-2012,-6.55,POINT (9156028.117746752 3343864.953833735)
