Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
-0.3267, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
-1.0649, 2020-2039, bcc_csm1_1, May Anomaly, NPL
-0.7849, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
-0.2558, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
-0.5784, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
-1.2928, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
-0.8796, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
-0.3728, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
-0.9799, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
-1.5642, 2020-2039, bnu_esm, Jan Anomaly, NPL
-1.5038, 2020-2039, bnu_esm, Feb Anomaly, NPL
-1.4179, 2020-2039, bnu_esm, Mar Anomaly, NPL
-0.6204, 2020-2039, bnu_esm, Apr Anomaly, NPL
-0.8218, 2020-2039, bnu_esm, May Anomaly, NPL
-1.0246, 2020-2039, bnu_esm, Jun Anomaly, NPL
-0.3178, 2020-2039, bnu_esm, Jul Anomaly, NPL
-0.4449, 2020-2039, bnu_esm, Aug Anomaly, NPL
-1.8444, 2020-2039, bnu_esm, Sep Anomaly, NPL
-1.1472, 2020-2039, bnu_esm, Oct Anomaly, NPL
-0.5744, 2020-2039, bnu_esm, Nov Anomaly, NPL
-1.5202, 2020-2039, bnu_esm, Dec Anomaly, NPL
-3.6227, 2020-2039, canesm2, Jan Anomaly, NPL
-2.7519, 2020-2039, canesm2, Feb Anomaly, NPL
-1.7509, 2020-2039, canesm2, Mar Anomaly, NPL
-0.7879, 2020-2039, canesm2, Apr Anomaly, NPL
-2.177, 2020-2039, canesm2, May Anomaly, NPL
-1.0222, 2020-2039, canesm2, Jun Anomaly, NPL
-0.0732, 2020-2039, canesm2, Jul Anomaly, NPL
-0.0154, 2020-2039, canesm2, Aug Anomaly, NPL
-0.5297, 2020-2039, canesm2, Sep Anomaly, NPL
-2.493, 2020-2039, canesm2, Oct Anomaly, NPL
-1.1714, 2020-2039, canesm2, Nov Anomaly, NPL
-2.3809, 2020-2039, canesm2, Dec Anomaly, NPL
-1.0512, 2020-2039, ccsm4, Jan Anomaly, NPL
-0.5618, 2020-2039, ccsm4, Feb Anomaly, NPL
-0.6684, 2020-2039, ccsm4, Mar Anomaly, NPL
-0.5918, 2020-2039, ccsm4, Apr Anomaly, NPL
-1.6583, 2020-2039, ccsm4, May Anomaly, NPL
-0.7802, 2020-2039, ccsm4, Jun Anomaly, NPL
-0.1637, 2020-2039, ccsm4, Jul Anomaly, NPL
-0.1462, 2020-2039, ccsm4, Aug Anomaly, NPL
-0.8183, 2020-2039, ccsm4, Sep Anomaly, NPL
-0.5656, 2020-2039, ccsm4, Oct Anomaly, NPL
-0.6496, 2020-2039, ccsm4, Nov Anomaly, NPL
-0.3415, 2020-2039, ccsm4, Dec Anomaly, NPL
-0.7763, 2020-2039, cesm1_bgc, Jan Anomaly, NPL
-0.8622, 2020-2039, cesm1_bgc, Feb Anomaly, NPL
-0.6048, 2020-2039, cesm1_bgc, Mar Anomaly, NPL
-0.3825, 2020-2039, cesm1_bgc, Apr Anomaly, NPL
-1.1993, 2020-2039, cesm1_bgc, May Anomaly, NPL
-0.5426, 2020-2039, cesm1_bgc, Jun Anomaly, NPL
-0.1238, 2020-2039, cesm1_bgc, Jul Anomaly, NPL
-0.1316, 2020-2039, cesm1_bgc, Aug Anomaly, NPL
-1.4445, 2020-2039, cesm1_bgc, Sep Anomaly, NPL
-0.7177, 2020-2039, cesm1_bgc, Oct Anomaly, NPL
-0.7238, 2020-2039, cesm1_bgc, Nov Anomaly, NPL
-0.3838, 2020-2039, cesm1_bgc, Dec Anomaly, NPL
-2.1933, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
-1.2601, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
-0.8241, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
-0.3903, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
-1.823, 2020-2039, cesm1_cam5, May Anomaly, NPL
-0.835, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
-0.1753, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
-0.1182, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
-1.1616, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
-1.4359, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
-1.0846, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-0.944, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
-1.357, 2020-2039, cmcc_cesm, Jan Anomaly, NPL
-1.4606, 2020-2039, cmcc_cesm, Feb Anomaly, NPL
-0.799, 2020-2039, cmcc_cesm, Mar Anomaly, NPL
-1.0756, 2020-2039, cmcc_cesm, Apr Anomaly, NPL
-2.1833, 2020-2039, cmcc_cesm, May Anomaly, NPL
-1.0098, 2020-2039, cmcc_cesm, Jun Anomaly, NPL
-0.3994, 2020-2039, cmcc_cesm, Jul Anomaly, NPL
-0.951, 2020-2039, cmcc_cesm, Aug Anomaly, NPL
-1.506, 2020-2039, cmcc_cesm, Sep Anomaly, NPL
-0.5731, 2020-2039, cmcc_cesm, Oct Anomaly, NPL
-0.7456, 2020-2039, cmcc_cesm, Nov Anomaly, NPL
-0.7543, 2020-2039, cmcc_cesm, Dec Anomaly, NPL
-1.0887, 2020-2039, cmcc_cm, Jan Anomaly, NPL
-1.1398, 2020-2039, cmcc_cm, Feb Anomaly, NPL
-0.6241, 2020-2039, cmcc_cm, Mar Anomaly, NPL
-0.6479, 2020-2039, cmcc_cm, Apr Anomaly, NPL
-1.9898, 2020-2039, cmcc_cm, May Anomaly, NPL
-0.6061, 2020-2039, cmcc_cm, Jun Anomaly, NPL
-0.0097, 2020-2039, cmcc_cm, Jul Anomaly, NPL
-0.0022, 2020-2039, cmcc_cm, Aug Anomaly, NPL
-0.9173, 2020-2039, cmcc_cm, Sep Anomaly, NPL
-1.4721, 2020-2039, cmcc_cm, Oct Anomaly, NPL
-0.574, 2020-2039, cmcc_cm, Nov Anomaly, NPL
-1.0582, 2020-2039, cmcc_cm, Dec Anomaly, NPL
-2.4409, 2020-2039, cmcc_cms, Jan Anomaly, NPL
-1.4753, 2020-2039, cmcc_cms, Feb Anomaly, NPL
-1.1949, 2020-2039, cmcc_cms, Mar Anomaly, NPL
-1.1368, 2020-2039, cmcc_cms, Apr Anomaly, NPL
-2.1815, 2020-2039, cmcc_cms, May Anomaly, NPL
-0.6364, 2020-2039, cmcc_cms, Jun Anomaly, NPL
-0.1309, 2020-2039, cmcc_cms, Jul Anomaly, NPL
-0.3134, 2020-2039, cmcc_cms, Aug Anomaly, NPL
-1.1153, 2020-2039, cmcc_cms, Sep Anomaly, NPL
-0.9121, 2020-2039, cmcc_cms, Oct Anomaly, NPL
-0.4932, 2020-2039, cmcc_cms, Nov Anomaly, NPL
-1.8951, 2020-2039, cmcc_cms, Dec Anomaly, NPL
-1.2507, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
-0.7442, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
-0.8953, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
-0.2983, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
-1.4447, 2020-2039, cnrm_cm5, May Anomaly, NPL
-1.6762, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
-0.0903, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
-0.0134, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
-0.2694, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
-0.6902, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
-0.7266, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-1.5124, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
-1.2673, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
-1.4044, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
-0.4962, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
-0.6112, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
-1.7274, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
-1.1968, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
-0.5383, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
-0.8831, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
-1.8074, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
-0.8394, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
-0.7021, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
-1.5933, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
-2.7327, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
-0.9408, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
-0.6403, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
-0.7868, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
-2.1779, 2020-2039, gfdl_cm3, May Anomaly, NPL
-2.2223, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
-0.7235, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
-0.1733, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
-0.8541, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
-0.8927, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
-0.8836, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
-1.7755, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
-0.5774, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
-0.5664, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
-0.6655, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
-0.5746, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
-1.0597, 2020-2039, gfdl_esm2g, May Anomaly, NPL
-0.7431, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
-0.4182, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
-0.1899, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
-1.1293, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
-0.6611, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
-0.9373, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
-0.8888, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
-0.4192, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
-0.44, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
-0.7055, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
-0.402, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
-1.416, 2020-2039, gfdl_esm2m, May Anomaly, NPL
-1.1295, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
-0.3846, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
-0.2239, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
-1.2934, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
-0.5419, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
-0.901, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
-0.2567, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
0.12007, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
-0.0139, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
-0.3206, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
-0.1416, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
-0.8652, 2020-2039, hadgem2_ao, May Anomaly, NPL
-0.436, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
-0.0677, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
-0.0796, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
-0.9083, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
-0.2043, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
-0.2843, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
-0.6948, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
-0.8521, 2020-2039, hadgem2_cc, Jan Anomaly, NPL
-0.9749, 2020-2039, hadgem2_cc, Feb Anomaly, NPL
-0.3716, 2020-2039, hadgem2_cc, Mar Anomaly, NPL
-0.3821, 2020-2039, hadgem2_cc, Apr Anomaly, NPL
-0.5561, 2020-2039, hadgem2_cc, May Anomaly, NPL
-0.6994, 2020-2039, hadgem2_cc, Jun Anomaly, NPL
-0.271, 2020-2039, hadgem2_cc, Jul Anomaly, NPL
-0.3192, 2020-2039, hadgem2_cc, Aug Anomaly, NPL
-1.5667, 2020-2039, hadgem2_cc, Sep Anomaly, NPL
-0.637, 2020-2039, hadgem2_cc, Oct Anomaly, NPL
-0.8984, 2020-2039, hadgem2_cc, Nov Anomaly, NPL
-0.5217, 2020-2039, hadgem2_cc, Dec Anomaly, NPL
-0.7025, 2020-2039, hadgem2_es, Jan Anomaly, NPL
-0.8221, 2020-2039, hadgem2_es, Feb Anomaly, NPL
-0.2673, 2020-2039, hadgem2_es, Mar Anomaly, NPL
-0.6936, 2020-2039, hadgem2_es, Apr Anomaly, NPL
-1.2978, 2020-2039, hadgem2_es, May Anomaly, NPL
-0.6004, 2020-2039, hadgem2_es, Jun Anomaly, NPL
-0.2375, 2020-2039, hadgem2_es, Jul Anomaly, NPL
-0.2348, 2020-2039, hadgem2_es, Aug Anomaly, NPL
-1.5258, 2020-2039, hadgem2_es, Sep Anomaly, NPL
-0.5159, 2020-2039, hadgem2_es, Oct Anomaly, NPL
-0.517, 2020-2039, hadgem2_es, Nov Anomaly, NPL
0.03021, 2020-2039, hadgem2_es, Dec Anomaly, NPL
-1.3813, 2020-2039, inmcm4, Jan Anomaly, NPL
-0.5129, 2020-2039, inmcm4, Feb Anomaly, NPL
-0.8245, 2020-2039, inmcm4, Mar Anomaly, NPL
-0.7006, 2020-2039, inmcm4, Apr Anomaly, NPL
-0.8584, 2020-2039, inmcm4, May Anomaly, NPL
-0.7786, 2020-2039, inmcm4, Jun Anomaly, NPL
-0.1118, 2020-2039, inmcm4, Jul Anomaly, NPL
-0.1179, 2020-2039, inmcm4, Aug Anomaly, NPL
-0.0744, 2020-2039, inmcm4, Sep Anomaly, NPL
0.09464, 2020-2039, inmcm4, Oct Anomaly, NPL
-0.595, 2020-2039, inmcm4, Nov Anomaly, NPL
0.49654, 2020-2039, inmcm4, Dec Anomaly, NPL
-1.4176, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
-1.7487, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
-1.2281, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.3885, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
-1.6325, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
-2.2012, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
-0.7307, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
-0.0207, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
-1.3438, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
-0.9103, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
-1.0217, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
-1.2915, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
-1.2631, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
-1.1131, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
-0.7665, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.756, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
-2.0675, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
-2.598, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
-0.7406, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
-0.128, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
-1.5309, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
-1.7775, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.358, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
-0.5803, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.4053, 2020-2039, ipsl_cm5b_lr, Jan Anomaly, NPL
-0.9263, 2020-2039, ipsl_cm5b_lr, Feb Anomaly, NPL
-0.4563, 2020-2039, ipsl_cm5b_lr, Mar Anomaly, NPL
-0.5766, 2020-2039, ipsl_cm5b_lr, Apr Anomaly, NPL
-1.0614, 2020-2039, ipsl_cm5b_lr, May Anomaly, NPL
-1.997, 2020-2039, ipsl_cm5b_lr, Jun Anomaly, NPL
-0.4164, 2020-2039, ipsl_cm5b_lr, Jul Anomaly, NPL
-0.1208, 2020-2039, ipsl_cm5b_lr, Aug Anomaly, NPL
-1.2715, 2020-2039, ipsl_cm5b_lr, Sep Anomaly, NPL
-1.2217, 2020-2039, ipsl_cm5b_lr, Oct Anomaly, NPL
-0.4619, 2020-2039, ipsl_cm5b_lr, Nov Anomaly, NPL
-0.5155, 2020-2039, ipsl_cm5b_lr, Dec Anomaly, NPL
-0.9424, 2020-2039, miroc5, Jan Anomaly, NPL
-0.7447, 2020-2039, miroc5, Feb Anomaly, NPL
-0.7309, 2020-2039, miroc5, Mar Anomaly, NPL
-0.3292, 2020-2039, miroc5, Apr Anomaly, NPL
-1.8231, 2020-2039, miroc5, May Anomaly, NPL
-2.3438, 2020-2039, miroc5, Jun Anomaly, NPL
-0.9622, 2020-2039, miroc5, Jul Anomaly, NPL
-0.6967, 2020-2039, miroc5, Aug Anomaly, NPL
-1.246, 2020-2039, miroc5, Sep Anomaly, NPL
-1.4992, 2020-2039, miroc5, Oct Anomaly, NPL
-0.2091, 2020-2039, miroc5, Nov Anomaly, NPL
-0.7147, 2020-2039, miroc5, Dec Anomaly, NPL
-4.2665, 2020-2039, miroc_esm_chem, Jan Anomaly, NPL
-1.8641, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
-1.1763, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
-0.9017, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
-1.5785, 2020-2039, miroc_esm_chem, May Anomaly, NPL
-1.4761, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
-0.4818, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
-0.2364, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
-1.1377, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
-1.5438, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
-0.5059, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
-1.7142, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
-2.2179, 2020-2039, miroc_esm, Jan Anomaly, NPL
-1.3175, 2020-2039, miroc_esm, Feb Anomaly, NPL
-1.1942, 2020-2039, miroc_esm, Mar Anomaly, NPL
-0.6342, 2020-2039, miroc_esm, Apr Anomaly, NPL
-1.4535, 2020-2039, miroc_esm, May Anomaly, NPL
-1.7795, 2020-2039, miroc_esm, Jun Anomaly, NPL
-0.6079, 2020-2039, miroc_esm, Jul Anomaly, NPL
-0.5753, 2020-2039, miroc_esm, Aug Anomaly, NPL
-1.4519, 2020-2039, miroc_esm, Sep Anomaly, NPL
-1.235, 2020-2039, miroc_esm, Oct Anomaly, NPL
-0.5409, 2020-2039, miroc_esm, Nov Anomaly, NPL
-1.4901, 2020-2039, miroc_esm, Dec Anomaly, NPL
-1.5917, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
-1.5904, 2020-2039, mpi_esm_lr, Feb Anomaly, NPL
-1.1259, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
-0.8458, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
-1.3594, 2020-2039, mpi_esm_lr, May Anomaly, NPL
-0.7386, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
-0.1318, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
-0.2942, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
-1.7015, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
-0.4549, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
-0.3357, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
-1.6046, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
-0.4939, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
-1.273, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
-0.9238, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
-0.3775, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
-0.6412, 2020-2039, mpi_esm_mr, May Anomaly, NPL
-0.7713, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
-0.1873, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
-0.4353, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
-1.0037, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
-0.9664, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
-0.7895, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
-0.8264, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
-0.9122, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
-0.7649, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
-0.6121, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
-0.3052, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
-1.1512, 2020-2039, mri_cgcm3, May Anomaly, NPL
-0.6138, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
-0.148, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
-0.2149, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
-1.4486, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
-0.4007, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
-0.2543, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
-2.0632, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
-1.7308, 2020-2039, mri_esm1, Jan Anomaly, NPL
-0.6046, 2020-2039, mri_esm1, Feb Anomaly, NPL
-0.6678, 2020-2039, mri_esm1, Mar Anomaly, NPL
-0.2478, 2020-2039, mri_esm1, Apr Anomaly, NPL
-0.4036, 2020-2039, mri_esm1, May Anomaly, NPL
-0.7464, 2020-2039, mri_esm1, Jun Anomaly, NPL
-0.0956, 2020-2039, mri_esm1, Jul Anomaly, NPL
-0.1468, 2020-2039, mri_esm1, Aug Anomaly, NPL
-1.4476, 2020-2039, mri_esm1, Sep Anomaly, NPL
-0.4015, 2020-2039, mri_esm1, Oct Anomaly, NPL
-0.5264, 2020-2039, mri_esm1, Nov Anomaly, NPL
-1.4133, 2020-2039, mri_esm1, Dec Anomaly, NPL
-1.6067, 2020-2039, noresm1_m, Jan Anomaly, NPL
-0.8515, 2020-2039, noresm1_m, Feb Anomaly, NPL
-0.8041, 2020-2039, noresm1_m, Mar Anomaly, NPL
-0.303, 2020-2039, noresm1_m, Apr Anomaly, NPL
-1.4141, 2020-2039, noresm1_m, May Anomaly, NPL
-0.6924, 2020-2039, noresm1_m, Jun Anomaly, NPL
-0.0801, 2020-2039, noresm1_m, Jul Anomaly, NPL
-0.0893, 2020-2039, noresm1_m, Aug Anomaly, NPL
-0.7984, 2020-2039, noresm1_m, Sep Anomaly, NPL
-0.6342, 2020-2039, noresm1_m, Oct Anomaly, NPL
-0.6285, 2020-2039, noresm1_m, Nov Anomaly, NPL
-0.7214, 2020-2039, noresm1_m, Dec Anomaly, NPL
-3.187, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.8944, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.7724, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.3454, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.353, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-2.1077, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.3104, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3259, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.7307, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-2.9552, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.554, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-2.5941, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
-1.4364, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.8856, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.716, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.4443, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
-1.4073, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
