Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
-0.9711, 2040-2059, access1_0, Jan Anomaly, NPL
-1.5586, 2040-2059, access1_0, Feb Anomaly, NPL
-0.9377, 2040-2059, access1_0, Mar Anomaly, NPL
-1.3933, 2040-2059, access1_0, Apr Anomaly, NPL
-2.7101, 2040-2059, access1_0, May Anomaly, NPL
-1.5992, 2040-2059, access1_0, Jun Anomaly, NPL
-0.3675, 2040-2059, access1_0, Jul Anomaly, NPL
-0.4618, 2040-2059, access1_0, Aug Anomaly, NPL
-2.4322, 2040-2059, access1_0, Sep Anomaly, NPL
-0.6842, 2040-2059, access1_0, Oct Anomaly, NPL
-0.6707, 2040-2059, access1_0, Nov Anomaly, NPL
-1.36, 2040-2059, access1_0, Dec Anomaly, NPL
-1.6843, 2040-2059, access1_3, Jan Anomaly, NPL
-1.3739, 2040-2059, access1_3, Feb Anomaly, NPL
-0.4619, 2040-2059, access1_3, Mar Anomaly, NPL
-0.2592, 2040-2059, access1_3, Apr Anomaly, NPL
-1.6489, 2040-2059, access1_3, May Anomaly, NPL
-2.3288, 2040-2059, access1_3, Jun Anomaly, NPL
-1.4407, 2040-2059, access1_3, Jul Anomaly, NPL
-1.067, 2040-2059, access1_3, Aug Anomaly, NPL
-2.4531, 2040-2059, access1_3, Sep Anomaly, NPL
-0.5632, 2040-2059, access1_3, Oct Anomaly, NPL
-0.7847, 2040-2059, access1_3, Nov Anomaly, NPL
-1.8497, 2040-2059, access1_3, Dec Anomaly, NPL
-1.7741, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
-1.4923, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
-0.9937, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
-1.0236, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
-2.8944, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
-1.9537, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
-1.1813, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
-1.4696, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
-2.1419, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
-0.9301, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
-0.4749, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
-1.7128, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
-3.3432, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
-1.5224, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
-0.6043, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
-1.2203, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
-2.3515, 2040-2059, bcc_csm1_1, May Anomaly, NPL
-1.4784, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
-0.5359, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
-1.3978, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
-2.4031, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
-1.5214, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
-0.6406, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
-1.6715, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
-2.638, 2040-2059, bnu_esm, Jan Anomaly, NPL
-2.0824, 2040-2059, bnu_esm, Feb Anomaly, NPL
-1.7717, 2040-2059, bnu_esm, Mar Anomaly, NPL
-1.0995, 2040-2059, bnu_esm, Apr Anomaly, NPL
-1.9845, 2040-2059, bnu_esm, May Anomaly, NPL
-1.6926, 2040-2059, bnu_esm, Jun Anomaly, NPL
-0.4243, 2040-2059, bnu_esm, Jul Anomaly, NPL
-0.5074, 2040-2059, bnu_esm, Aug Anomaly, NPL
-2.5038, 2040-2059, bnu_esm, Sep Anomaly, NPL
-2.444, 2040-2059, bnu_esm, Oct Anomaly, NPL
-0.9728, 2040-2059, bnu_esm, Nov Anomaly, NPL
-2.1834, 2040-2059, bnu_esm, Dec Anomaly, NPL
-4.7121, 2040-2059, canesm2, Jan Anomaly, NPL
-3.493, 2040-2059, canesm2, Feb Anomaly, NPL
-1.9767, 2040-2059, canesm2, Mar Anomaly, NPL
-1.3408, 2040-2059, canesm2, Apr Anomaly, NPL
-3.5928, 2040-2059, canesm2, May Anomaly, NPL
-1.3108, 2040-2059, canesm2, Jun Anomaly, NPL
-0.0755, 2040-2059, canesm2, Jul Anomaly, NPL
-0.0185, 2040-2059, canesm2, Aug Anomaly, NPL
-0.6066, 2040-2059, canesm2, Sep Anomaly, NPL
-3.4214, 2040-2059, canesm2, Oct Anomaly, NPL
-1.5597, 2040-2059, canesm2, Nov Anomaly, NPL
-3.6535, 2040-2059, canesm2, Dec Anomaly, NPL
-1.6264, 2040-2059, ccsm4, Jan Anomaly, NPL
-1.3126, 2040-2059, ccsm4, Feb Anomaly, NPL
-1.1137, 2040-2059, ccsm4, Mar Anomaly, NPL
-0.9858, 2040-2059, ccsm4, Apr Anomaly, NPL
-2.297, 2040-2059, ccsm4, May Anomaly, NPL
-1.0058, 2040-2059, ccsm4, Jun Anomaly, NPL
-0.2075, 2040-2059, ccsm4, Jul Anomaly, NPL
-0.182, 2040-2059, ccsm4, Aug Anomaly, NPL
-0.9529, 2040-2059, ccsm4, Sep Anomaly, NPL
-1.3634, 2040-2059, ccsm4, Oct Anomaly, NPL
-1.2247, 2040-2059, ccsm4, Nov Anomaly, NPL
-1.4312, 2040-2059, ccsm4, Dec Anomaly, NPL
-1.3216, 2040-2059, cesm1_bgc, Jan Anomaly, NPL
-1.2186, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
-0.7637, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
-0.9599, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
-2.6885, 2040-2059, cesm1_bgc, May Anomaly, NPL
-1.0562, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
-0.1438, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
-0.1533, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
-2.0618, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
-1.7615, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
-1.1377, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
-1.093, 2040-2059, cesm1_bgc, Dec Anomaly, NPL
-2.8958, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
-1.936, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
-1.1283, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
-0.809, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
-2.6636, 2040-2059, cesm1_cam5, May Anomaly, NPL
-1.0544, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
-0.196, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
-0.1634, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
-1.5875, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
-2.2395, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
-1.8512, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-1.6112, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
-3.1858, 2040-2059, cmcc_cesm, Jan Anomaly, NPL
-1.9287, 2040-2059, cmcc_cesm, Feb Anomaly, NPL
-1.0717, 2040-2059, cmcc_cesm, Mar Anomaly, NPL
-1.7066, 2040-2059, cmcc_cesm, Apr Anomaly, NPL
-3.8293, 2040-2059, cmcc_cesm, May Anomaly, NPL
-1.378, 2040-2059, cmcc_cesm, Jun Anomaly, NPL
-0.7053, 2040-2059, cmcc_cesm, Jul Anomaly, NPL
-1.5023, 2040-2059, cmcc_cesm, Aug Anomaly, NPL
-2.3659, 2040-2059, cmcc_cesm, Sep Anomaly, NPL
-1.1211, 2040-2059, cmcc_cesm, Oct Anomaly, NPL
-1.1199, 2040-2059, cmcc_cesm, Nov Anomaly, NPL
-2.1025, 2040-2059, cmcc_cesm, Dec Anomaly, NPL
-2.0065, 2040-2059, cmcc_cm, Jan Anomaly, NPL
-1.8398, 2040-2059, cmcc_cm, Feb Anomaly, NPL
-1.0598, 2040-2059, cmcc_cm, Mar Anomaly, NPL
-1.716, 2040-2059, cmcc_cm, Apr Anomaly, NPL
-4.5698, 2040-2059, cmcc_cm, May Anomaly, NPL
-0.8877, 2040-2059, cmcc_cm, Jun Anomaly, NPL
-0.01, 2040-2059, cmcc_cm, Jul Anomaly, NPL
-0.0213, 2040-2059, cmcc_cm, Aug Anomaly, NPL
-1.5108, 2040-2059, cmcc_cm, Sep Anomaly, NPL
-3.261, 2040-2059, cmcc_cm, Oct Anomaly, NPL
-1.1612, 2040-2059, cmcc_cm, Nov Anomaly, NPL
-1.9517, 2040-2059, cmcc_cm, Dec Anomaly, NPL
-3.4338, 2040-2059, cmcc_cms, Jan Anomaly, NPL
-3.1959, 2040-2059, cmcc_cms, Feb Anomaly, NPL
-1.8712, 2040-2059, cmcc_cms, Mar Anomaly, NPL
-1.9747, 2040-2059, cmcc_cms, Apr Anomaly, NPL
-3.8471, 2040-2059, cmcc_cms, May Anomaly, NPL
-1.2161, 2040-2059, cmcc_cms, Jun Anomaly, NPL
-0.1904, 2040-2059, cmcc_cms, Jul Anomaly, NPL
-0.45, 2040-2059, cmcc_cms, Aug Anomaly, NPL
-2.1614, 2040-2059, cmcc_cms, Sep Anomaly, NPL
-2.1801, 2040-2059, cmcc_cms, Oct Anomaly, NPL
-1.1366, 2040-2059, cmcc_cms, Nov Anomaly, NPL
-3.2971, 2040-2059, cmcc_cms, Dec Anomaly, NPL
-1.8959, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
-1.9052, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
-1.0459, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
-1.2123, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
