Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
0.05535, 2020-2039, ccsm4, Dec Anomaly, NPL
-1.9273, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
-1.3966, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
-0.6374, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
-0.3299, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
-1.2461, 2020-2039, cesm1_cam5, May Anomaly, NPL
-0.5886, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
-0.1659, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
-0.1375, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
-1.106, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
-0.8879, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
-0.8085, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-0.1787, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
-0.1855, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
-0.9564, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
-0.481, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
-0.4271, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
-0.8687, 2020-2039, cnrm_cm5, May Anomaly, NPL
-1.2256, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
-0.1006, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
0.02544, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
-0.3184, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
-0.508, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
-0.6911, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-0.6192, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
-1.6533, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
-1.7734, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
-0.8401, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
-0.8913, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
-1.3781, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
-0.9302, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
-0.5132, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
-0.9741, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
-1.4671, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
-1.0557, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
-0.6216, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
-1.4712, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
-2.6501, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
-0.897, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
-1.0338, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
-1.04, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
-1.6617, 2020-2039, gfdl_cm3, May Anomaly, NPL
-2.7476, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
-0.7121, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
-0.1305, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
-0.737, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
-1.151, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
-0.7634, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
-1.8698, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
-0.3742, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
-0.5731, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
-1.0896, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
-0.2883, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
-0.215, 2020-2039, gfdl_esm2g, May Anomaly, NPL
-0.3285, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
-0.2938, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
-0.2203, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
-1.0892, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
-0.1683, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
-0.8261, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
-0.6894, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
-0.441, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
-0.1294, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
-0.2162, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
-0.1811, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
-0.697, 2020-2039, gfdl_esm2m, May Anomaly, NPL
-0.8724, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
-0.1778, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
-0.3522, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
-1.4843, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
-0.5938, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
-0.6118, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
-0.3536, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
0.15738, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
0.18731, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
-0.1672, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
-0.2461, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
-0.7375, 2020-2039, hadgem2_ao, May Anomaly, NPL
-0.4683, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
-0.0381, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
-0.0513, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
-1.0429, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
-0.1137, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
-0.2461, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
-0.7337, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
-0.9212, 2020-2039, hadgem2_es, Jan Anomaly, NPL
-0.8447, 2020-2039, hadgem2_es, Feb Anomaly, NPL
-0.2362, 2020-2039, hadgem2_es, Mar Anomaly, NPL
-0.8766, 2020-2039, hadgem2_es, Apr Anomaly, NPL
-1.357, 2020-2039, hadgem2_es, May Anomaly, NPL
-0.7509, 2020-2039, hadgem2_es, Jun Anomaly, NPL
-0.2323, 2020-2039, hadgem2_es, Jul Anomaly, NPL
-0.2337, 2020-2039, hadgem2_es, Aug Anomaly, NPL
-1.2288, 2020-2039, hadgem2_es, Sep Anomaly, NPL
-0.3054, 2020-2039, hadgem2_es, Oct Anomaly, NPL
-0.4091, 2020-2039, hadgem2_es, Nov Anomaly, NPL
-0.0285, 2020-2039, hadgem2_es, Dec Anomaly, NPL
-1.2663, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
-0.9248, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.7898, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.5083, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.8294, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
-1.6882, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
-0.7123, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
-0.0207, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
-1.3124, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
-0.2767, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
-0.543, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
-0.7132, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
-0.6857, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
-1.0929, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
-1.0275, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.4503, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
-0.7705, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
-1.6349, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
-0.7976, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
-0.1334, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
-1.1385, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
-0.9701, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.2096, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
-0.63, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
-1.0628, 2020-2039, miroc5, Jan Anomaly, NPL
-0.7816, 2020-2039, miroc5, Feb Anomaly, NPL
-0.6799, 2020-2039, miroc5, Mar Anomaly, NPL
-0.4049, 2020-2039, miroc5, Apr Anomaly, NPL
-1.5996, 2020-2039, miroc5, May Anomaly, NPL
-2.0175, 2020-2039, miroc5, Jun Anomaly, NPL
-0.8849, 2020-2039, miroc5, Jul Anomaly, NPL
-0.6682, 2020-2039, miroc5, Aug Anomaly, NPL
-1.2619, 2020-2039, miroc5, Sep Anomaly, NPL
-1.2835, 2020-2039, miroc5, Oct Anomaly, NPL
0.0146, 2020-2039, miroc5, Nov Anomaly, NPL
-0.5601, 2020-2039, miroc5, Dec Anomaly, NPL
-5.1754, 2020-2039, miroc_esm_chem, Jan Anomaly, NPL
-2.5472, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
-0.9813, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
-0.6008, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
-1.7684, 2020-2039, miroc_esm_chem, May Anomaly, NPL
-1.5951, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
-0.5055, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
-0.1928, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
-1.1715, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
-1.7406, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
-0.4414, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
-2.1132, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
-1.215, 2020-2039, miroc_esm, Jan Anomaly, NPL
-0.7321, 2020-2039, miroc_esm, Feb Anomaly, NPL
-0.9013, 2020-2039, miroc_esm, Mar Anomaly, NPL
-0.5753, 2020-2039, miroc_esm, Apr Anomaly, NPL
-1.069, 2020-2039, miroc_esm, May Anomaly, NPL
-1.4554, 2020-2039, miroc_esm, Jun Anomaly, NPL
-0.4892, 2020-2039, miroc_esm, Jul Anomaly, NPL
-0.5679, 2020-2039, miroc_esm, Aug Anomaly, NPL
-1.2473, 2020-2039, miroc_esm, Sep Anomaly, NPL
-0.9769, 2020-2039, miroc_esm, Oct Anomaly, NPL
-0.3579, 2020-2039, miroc_esm, Nov Anomaly, NPL
-1.0262, 2020-2039, miroc_esm, Dec Anomaly, NPL
-0.8252, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
-1.0327, 2020-2039, mpi_esm_lr, Feb Anomaly, NPL
-0.6776, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
-0.5779, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
-1.253, 2020-2039, mpi_esm_lr, May Anomaly, NPL
-0.6686, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
-0.1127, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
-0.336, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
-1.1817, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
-0.2248, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
-0.3255, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
-1.1746, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
-0.7684, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
-1.5893, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
-0.7398, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
-0.1513, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
-0.3825, 2020-2039, mpi_esm_mr, May Anomaly, NPL
-0.6265, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
-0.1745, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
-0.3192, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
-0.9238, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
-0.5066, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
-0.4043, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
-0.6406, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
-0.512, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
-0.7637, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
-0.667, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
-0.2158, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
-0.7099, 2020-2039, mri_cgcm3, May Anomaly, NPL
-0.9856, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
-0.1228, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
-0.1328, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
-0.8199, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
-0.1747, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
-0.4836, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
-1.1849, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
-1.6815, 2020-2039, noresm1_m, Jan Anomaly, NPL
-0.539, 2020-2039, noresm1_m, Feb Anomaly, NPL
-0.5267, 2020-2039, noresm1_m, Mar Anomaly, NPL
-0.152, 2020-2039, noresm1_m, Apr Anomaly, NPL
-1.1301, 2020-2039, noresm1_m, May Anomaly, NPL
-0.8322, 2020-2039, noresm1_m, Jun Anomaly, NPL
-0.0537, 2020-2039, noresm1_m, Jul Anomaly, NPL
-0.0769, 2020-2039, noresm1_m, Aug Anomaly, NPL
-0.9049, 2020-2039, noresm1_m, Sep Anomaly, NPL
-0.1917, 2020-2039, noresm1_m, Oct Anomaly, NPL
-0.3593, 2020-2039, noresm1_m, Nov Anomaly, NPL
-0.8482, 2020-2039, noresm1_m, Dec Anomaly, NPL
-2.9588, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.7911, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.6579, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.2052, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.9489, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-2.0295, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.301, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3283, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.7557, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-2.9379, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.4502, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-2.2977, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
-1.2851, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.5668, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.4314, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.3084, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.9526, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
-0.846, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.1971, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.2356, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
-1.4133, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.7773, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.6019, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.8399, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
1.65603, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
1.21365, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
0.54053, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
0.18997, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
0.29495, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
1.21011, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
0.28137, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
0.91988, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
1.22725, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
0.42478, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
0.51581, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
1.49699, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
-6.5529, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
-8.6315, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
-10.757, 2020-2039, bnu_esm, Annual Anomaly, NPL
-11.798, 2020-2039, canesm2, Annual Anomaly, NPL
-6.3574, 2020-2039, ccsm4, Annual Anomaly, NPL
-9.4108, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
-6.3502, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
-13.569, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
-15.394, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
-6.1562, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
-6.1112, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
-3.3264, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
-7.1152, 2020-2039, hadgem2_es, Annual Anomaly, NPL
-9.5856, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
-9.5416, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
-11.19, 2020-2039, miroc5, Annual Anomaly, NPL
-18.836, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
-10.614, 2020-2039, miroc_esm, Annual Anomaly, NPL
-8.3972, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
-7.2247, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
-6.7776, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
-7.2969, 2020-2039, noresm1_m, Annual Anomaly, NPL
-18.925, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
-9.0845, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
4.3236, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
