Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
-0.4925, 2060-2079, bnu_esm, Apr Anomaly, NPL
-1.0652, 2060-2079, bnu_esm, May Anomaly, NPL
-1.2669, 2060-2079, bnu_esm, Jun Anomaly, NPL
-0.3122, 2060-2079, bnu_esm, Jul Anomaly, NPL
-0.3747, 2060-2079, bnu_esm, Aug Anomaly, NPL
-1.6968, 2060-2079, bnu_esm, Sep Anomaly, NPL
-1.4102, 2060-2079, bnu_esm, Oct Anomaly, NPL
-0.7527, 2060-2079, bnu_esm, Nov Anomaly, NPL
-0.9373, 2060-2079, bnu_esm, Dec Anomaly, NPL
-3.419, 2060-2079, canesm2, Jan Anomaly, NPL
-2.5032, 2060-2079, canesm2, Feb Anomaly, NPL
-1.7705, 2060-2079, canesm2, Mar Anomaly, NPL
-1.0242, 2060-2079, canesm2, Apr Anomaly, NPL
-2.0178, 2060-2079, canesm2, May Anomaly, NPL
-1.1464, 2060-2079, canesm2, Jun Anomaly, NPL
-0.0713, 2060-2079, canesm2, Jul Anomaly, NPL
-0.0185, 2060-2079, canesm2, Aug Anomaly, NPL
-0.7395, 2060-2079, canesm2, Sep Anomaly, NPL
-2.5571, 2060-2079, canesm2, Oct Anomaly, NPL
-1.2016, 2060-2079, canesm2, Nov Anomaly, NPL
-2.7332, 2060-2079, canesm2, Dec Anomaly, NPL
-0.6801, 2060-2079, ccsm4, Jan Anomaly, NPL
-0.2683, 2060-2079, ccsm4, Feb Anomaly, NPL
-0.2711, 2060-2079, ccsm4, Mar Anomaly, NPL
-0.295, 2060-2079, ccsm4, Apr Anomaly, NPL
-1.2964, 2060-2079, ccsm4, May Anomaly, NPL
-0.4022, 2060-2079, ccsm4, Jun Anomaly, NPL
-0.1391, 2060-2079, ccsm4, Jul Anomaly, NPL
-0.1486, 2060-2079, ccsm4, Aug Anomaly, NPL
-0.7569, 2060-2079, ccsm4, Sep Anomaly, NPL
-0.419, 2060-2079, ccsm4, Oct Anomaly, NPL
-0.7605, 2060-2079, ccsm4, Nov Anomaly, NPL
-0.0735, 2060-2079, ccsm4, Dec Anomaly, NPL
-2.3531, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
-1.5357, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
-0.8869, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
-0.0091, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
-1.5236, 2060-2079, cesm1_cam5, May Anomaly, NPL
-0.7598, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
-0.1927, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
-0.1434, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
-1.0384, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
-0.9081, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
-1.3352, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
-0.6624, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
-1.2387, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
-1.2942, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
-0.5066, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
-0.6178, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
-1.2461, 2060-2079, cnrm_cm5, May Anomaly, NPL
-1.2597, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
-0.092, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
-0.0469, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
-0.3877, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
-0.9812, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-1.0972, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
-1.8973, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
-1.7501, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
-2.1113, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
-0.7363, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
-0.8314, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
-1.3804, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
-1.3419, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
-0.6503, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
-1.2133, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
-2.1693, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
-1.3109, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
-0.7968, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
-1.8839, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
-3.97, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
-2.2084, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
-1.6781, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
-1.4658, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
-2.5856, 2060-2079, gfdl_cm3, May Anomaly, NPL
-3.0864, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
-0.789, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
-0.1841, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
-2.1871, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
-3.7916, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
-1.7356, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
-3.2385, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
-0.3932, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
-0.402, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
-0.9516, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
-0.1086, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
0.00573, 2060-2079, gfdl_esm2g, May Anomaly, NPL
-0.2925, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
-0.0227, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
-0.1632, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
-0.6659, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
-0.3534, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
-0.3915, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
-0.3103, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
-0.0842, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
0.15888, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
-0.5332, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-0.0693, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
-0.3519, 2060-2079, gfdl_esm2m, May Anomaly, NPL
-0.58, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
-0.3131, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
-0.2825, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
-0.5869, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
-0.5463, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
-0.8475, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
0.19334, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
0.11365, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
-0.1813, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
-0.3856, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
-0.5769, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
-0.4534, 2060-2079, hadgem2_ao, May Anomaly, NPL
-0.6128, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
-0.0905, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
-0.1248, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
-1.2744, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
-0.2912, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
-0.0026, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
-0.4348, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
-1.1034, 2060-2079, hadgem2_es, Jan Anomaly, NPL
-1.6644, 2060-2079, hadgem2_es, Feb Anomaly, NPL
-0.1985, 2060-2079, hadgem2_es, Mar Anomaly, NPL
-0.5914, 2060-2079, hadgem2_es, Apr Anomaly, NPL
-1.1179, 2060-2079, hadgem2_es, May Anomaly, NPL
-0.6643, 2060-2079, hadgem2_es, Jun Anomaly, NPL
-0.2652, 2060-2079, hadgem2_es, Jul Anomaly, NPL
-0.2662, 2060-2079, hadgem2_es, Aug Anomaly, NPL
-1.7579, 2060-2079, hadgem2_es, Sep Anomaly, NPL
-0.4873, 2060-2079, hadgem2_es, Oct Anomaly, NPL
-0.7101, 2060-2079, hadgem2_es, Nov Anomaly, NPL
-0.2699, 2060-2079, hadgem2_es, Dec Anomaly, NPL
-1.3216, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
-1.6318, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.9204, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.4327, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
-1.3501, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
-2.0345, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
-0.8578, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
-0.0207, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
-1.0134, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
-1.0085, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
-0.844, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
-1.5636, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
-0.7232, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
-1.1837, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
-1.0345, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.7282, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
-1.7137, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
-2.2153, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
-0.8628, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
-0.1338, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
-1.1776, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
-1.4248, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.3517, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
-0.6858, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
-1.3367, 2060-2079, miroc5, Jan Anomaly, NPL
-1.3014, 2060-2079, miroc5, Feb Anomaly, NPL
-0.7688, 2060-2079, miroc5, Mar Anomaly, NPL
-0.5973, 2060-2079, miroc5, Apr Anomaly, NPL
-2.2169, 2060-2079, miroc5, May Anomaly, NPL
-2.9662, 2060-2079, miroc5, Jun Anomaly, NPL
-1.0079, 2060-2079, miroc5, Jul Anomaly, NPL
-0.7809, 2060-2079, miroc5, Aug Anomaly, NPL
-1.8122, 2060-2079, miroc5, Sep Anomaly, NPL
-1.8227, 2060-2079, miroc5, Oct Anomaly, NPL
-0.209, 2060-2079, miroc5, Nov Anomaly, NPL
-1.1228, 2060-2079, miroc5, Dec Anomaly, NPL
-5.0823, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
-2.5037, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
-1.1366, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
-0.8786, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
-2.0844, 2060-2079, miroc_esm_chem, May Anomaly, NPL
-1.8681, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
-0.5341, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
-0.2196, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
-1.3133, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
-1.4917, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
-0.6171, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
-2.4035, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
-2.4789, 2060-2079, miroc_esm, Jan Anomaly, NPL
-1.2829, 2060-2079, miroc_esm, Feb Anomaly, NPL
-1.3361, 2060-2079, miroc_esm, Mar Anomaly, NPL
-0.9307, 2060-2079, miroc_esm, Apr Anomaly, NPL
-1.6484, 2060-2079, miroc_esm, May Anomaly, NPL
-1.9826, 2060-2079, miroc_esm, Jun Anomaly, NPL
-0.6959, 2060-2079, miroc_esm, Jul Anomaly, NPL
-0.6332, 2060-2079, miroc_esm, Aug Anomaly, NPL
-1.6866, 2060-2079, miroc_esm, Sep Anomaly, NPL
-1.5871, 2060-2079, miroc_esm, Oct Anomaly, NPL
-0.4974, 2060-2079, miroc_esm, Nov Anomaly, NPL
-1.7969, 2060-2079, miroc_esm, Dec Anomaly, NPL
-1.6182, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
-1.4296, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
-1.0127, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
-0.5135, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
-0.8918, 2060-2079, mpi_esm_lr, May Anomaly, NPL
-0.3106, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
-0.1292, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
-0.263, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
-1.3869, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
-0.4931, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
-0.2584, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
-1.1613, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
-0.964, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
-1.0145, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
-1.0386, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
-0.4896, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
-0.7226, 2060-2079, mpi_esm_mr, May Anomaly, NPL
-0.6254, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
-0.1713, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
-0.3814, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
-0.6341, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
-0.5457, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
-0.4993, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
-0.6488, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
-0.9495, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
-0.7138, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-0.6772, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-0.3645, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
-0.7935, 2060-2079, mri_cgcm3, May Anomaly, NPL
-0.9655, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
-0.1053, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-0.1472, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
-1.1704, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
-0.3608, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
-0.6007, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-1.7142, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
-1.896, 2060-2079, noresm1_m, Jan Anomaly, NPL
-0.969, 2060-2079, noresm1_m, Feb Anomaly, NPL
-0.9136, 2060-2079, noresm1_m, Mar Anomaly, NPL
-0.2172, 2060-2079, noresm1_m, Apr Anomaly, NPL
-1.1436, 2060-2079, noresm1_m, May Anomaly, NPL
-0.7939, 2060-2079, noresm1_m, Jun Anomaly, NPL
-0.0486, 2060-2079, noresm1_m, Jul Anomaly, NPL
-0.1095, 2060-2079, noresm1_m, Aug Anomaly, NPL
-0.809, 2060-2079, noresm1_m, Sep Anomaly, NPL
-0.6338, 2060-2079, noresm1_m, Oct Anomaly, NPL
-0.7406, 2060-2079, noresm1_m, Nov Anomaly, NPL
-0.6641, 2060-2079, noresm1_m, Dec Anomaly, NPL
-3.4027, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-2.1658, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.745, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.3381, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.9348, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-2.0687, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.3089, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3288, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-3.0373, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-3.5876, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.629, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-2.9403, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
-1.5161, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.7999, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.6798, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.4161, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
-1.1552, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
-1.186, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.2405, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.2614, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
-1.6083, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
-1.0658, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.7049, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.9856, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
0.63581, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
0.90661, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
0.16917, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
0.14848, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
0.02771, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
0.90017, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
0.21568, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
0.72088, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
0.98305, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
0.27462, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
0.44851, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
0.82304, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
-11.077, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
-11.611, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
-12.253, 2060-2079, bnu_esm, Annual Anomaly, NPL
-19.202, 2060-2079, canesm2, Annual Anomaly, NPL
-5.5111, 2060-2079, ccsm4, Annual Anomaly, NPL
-11.348, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
-10.657, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
-16.176, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
-26.92, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
-4.0497, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
-3.843, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
-4.1042, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
-8.7164, 2060-2079, hadgem2_es, Annual Anomaly, NPL
-12.999, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
-12.235, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
-15.943, 2060-2079, miroc5, Annual Anomaly, NPL
-20.133, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
-16.553, 2060-2079, miroc_esm, Annual Anomaly, NPL
-9.4698, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
-7.7299, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
-8.5638, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
-8.9393, 2060-2079, noresm1_m, Annual Anomaly, NPL
-21.775, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
-11.087, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
1.7942, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
