Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
-1.8937, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
-0.1346, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
-0.0647, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
-1.5951, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
-3.1686, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
-1.7014, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
-2.8402, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
-3.3855, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-3.4592, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
-1.1857, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
-1.9752, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
-2.7498, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-2.1824, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
-0.8718, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
-1.6063, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
-3.3742, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
-2.3556, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
-1.0835, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
-3.3047, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
-5.1405, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
-3.0495, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
-3.0687, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
-3.2012, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
-4.2943, 2080-2099, gfdl_cm3, May Anomaly, NPL
-4.017, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
-0.8114, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
-0.1841, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
-2.2783, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
-3.9829, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
-2.1305, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
-3.8433, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
-0.8106, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
-0.7682, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
-1.0569, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
-0.4571, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
-1.0074, 2080-2099, gfdl_esm2g, May Anomaly, NPL
-1.3858, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
-0.4138, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
-0.3907, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
-1.4977, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
-0.7552, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
-0.9035, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
-1.0722, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
-1.2111, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
-0.8359, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
-0.676, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
-0.5079, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
-0.6939, 2080-2099, gfdl_esm2m, May Anomaly, NPL
-0.872, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
-0.2315, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
-0.3127, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
-1.7126, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
-1.0627, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
-1.1136, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
-1.0155, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
-1.0971, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
-1.83, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
-0.6954, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
-1.4378, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
-2.9879, 2080-2099, hadgem2_ao, May Anomaly, NPL
-1.0264, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
-0.1225, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
-0.167, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
-2.1605, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
-1.0665, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
-1.1607, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
-1.7619, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
-1.7929, 2080-2099, hadgem2_cc, Jan Anomaly, NPL
-2.1046, 2080-2099, hadgem2_cc, Feb Anomaly, NPL
-0.5995, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
-1.3631, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
-1.9363, 2080-2099, hadgem2_cc, May Anomaly, NPL
-1.3392, 2080-2099, hadgem2_cc, Jun Anomaly, NPL
-0.3376, 2080-2099, hadgem2_cc, Jul Anomaly, NPL
-0.3644, 2080-2099, hadgem2_cc, Aug Anomaly, NPL
-2.3185, 2080-2099, hadgem2_cc, Sep Anomaly, NPL
-0.7736, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
-1.2958, 2080-2099, hadgem2_cc, Nov Anomaly, NPL
-1.3668, 2080-2099, hadgem2_cc, Dec Anomaly, NPL
-1.2499, 2080-2099, inmcm4, Jan Anomaly, NPL
-2.1812, 2080-2099, inmcm4, Feb Anomaly, NPL
-1.9081, 2080-2099, inmcm4, Mar Anomaly, NPL
-1.4611, 2080-2099, inmcm4, Apr Anomaly, NPL
-1.7871, 2080-2099, inmcm4, May Anomaly, NPL
-2.4011, 2080-2099, inmcm4, Jun Anomaly, NPL
-0.3108, 2080-2099, inmcm4, Jul Anomaly, NPL
-0.1264, 2080-2099, inmcm4, Aug Anomaly, NPL
-1.0192, 2080-2099, inmcm4, Sep Anomaly, NPL
-1.2665, 2080-2099, inmcm4, Oct Anomaly, NPL
-0.8263, 2080-2099, inmcm4, Nov Anomaly, NPL
-0.9786, 2080-2099, inmcm4, Dec Anomaly, NPL
-2.699, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
-2.3092, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
-1.966, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
-1.2952, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
-3.3799, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
-4.1103, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
-1.0626, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
-0.0207, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
-1.7138, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
-2.708, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
-1.3865, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
-2.2931, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
-2.7175, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
-1.7905, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
-1.5074, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
-1.8412, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
-4.2975, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
-4.686, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
-1.1093, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
-0.1338, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
-2.0393, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
-4.4275, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.8156, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
-1.7549, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
-1.3161, 2080-2099, ipsl_cm5b_lr, Jan Anomaly, NPL
-1.6091, 2080-2099, ipsl_cm5b_lr, Feb Anomaly, NPL
-0.4973, 2080-2099, ipsl_cm5b_lr, Mar Anomaly, NPL
-1.0007, 2080-2099, ipsl_cm5b_lr, Apr Anomaly, NPL
-2.1303, 2080-2099, ipsl_cm5b_lr, May Anomaly, NPL
-2.4956, 2080-2099, ipsl_cm5b_lr, Jun Anomaly, NPL
-0.5711, 2080-2099, ipsl_cm5b_lr, Jul Anomaly, NPL
-0.1208, 2080-2099, ipsl_cm5b_lr, Aug Anomaly, NPL
-1.8695, 2080-2099, ipsl_cm5b_lr, Sep Anomaly, NPL
-1.5797, 2080-2099, ipsl_cm5b_lr, Oct Anomaly, NPL
-1.1135, 2080-2099, ipsl_cm5b_lr, Nov Anomaly, NPL
-0.7724, 2080-2099, ipsl_cm5b_lr, Dec Anomaly, NPL
-2.5006, 2080-2099, miroc5, Jan Anomaly, NPL
-2.2165, 2080-2099, miroc5, Feb Anomaly, NPL
-1.3406, 2080-2099, miroc5, Mar Anomaly, NPL
-1.3536, 2080-2099, miroc5, Apr Anomaly, NPL
-4.1615, 2080-2099, miroc5, May Anomaly, NPL
-3.7696, 2080-2099, miroc5, Jun Anomaly, NPL
-1.0578, 2080-2099, miroc5, Jul Anomaly, NPL
-0.8707, 2080-2099, miroc5, Aug Anomaly, NPL
-2.4393, 2080-2099, miroc5, Sep Anomaly, NPL
-2.5733, 2080-2099, miroc5, Oct Anomaly, NPL
-0.4073, 2080-2099, miroc5, Nov Anomaly, NPL
-2.1407, 2080-2099, miroc5, Dec Anomaly, NPL
-5.4485, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
-3.2572, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
-1.9875, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
-1.6037, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
-2.8653, 2080-2099, miroc_esm_chem, May Anomaly, NPL
-2.3537, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
-0.5975, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
-0.2582, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
-1.7416, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
-2.9944, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
-0.9898, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
-3.0855, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
-3.8764, 2080-2099, miroc_esm, Jan Anomaly, NPL
-2.0235, 2080-2099, miroc_esm, Feb Anomaly, NPL
-1.7666, 2080-2099, miroc_esm, Mar Anomaly, NPL
-1.2186, 2080-2099, miroc_esm, Apr Anomaly, NPL
-2.4022, 2080-2099, miroc_esm, May Anomaly, NPL
-2.4416, 2080-2099, miroc_esm, Jun Anomaly, NPL
-0.7573, 2080-2099, miroc_esm, Jul Anomaly, NPL
-0.6703, 2080-2099, miroc_esm, Aug Anomaly, NPL
-2.25, 2080-2099, miroc_esm, Sep Anomaly, NPL
-2.7468, 2080-2099, miroc_esm, Oct Anomaly, NPL
-0.9768, 2080-2099, miroc_esm, Nov Anomaly, NPL
-2.8214, 2080-2099, miroc_esm, Dec Anomaly, NPL
-2.9897, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
-2.7811, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
-1.633, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
-1.9304, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
-2.9887, 2080-2099, mpi_esm_lr, May Anomaly, NPL
-1.0897, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
-0.1741, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
-0.3905, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
-2.3083, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
-1.6077, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
-0.8202, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
-2.5595, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
-2.8194, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
-2.3528, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
-1.709, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
-1.1932, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
-1.8813, 2080-2099, mpi_esm_mr, May Anomaly, NPL
-1.1456, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
-0.2295, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
-0.4954, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
-1.8603, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
-1.9761, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
-1.0059, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
-1.6687, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
-2.0367, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
-1.7072, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
-1.2198, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
-0.9431, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
-2.6106, 2080-2099, mri_cgcm3, May Anomaly, NPL
-1.5997, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
-0.1549, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
-0.2463, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
-1.5197, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
-0.7265, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
-1.2843, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
-2.7528, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
-2.1715, 2080-2099, noresm1_m, Jan Anomaly, NPL
-1.3497, 2080-2099, noresm1_m, Feb Anomaly, NPL
-1.3212, 2080-2099, noresm1_m, Mar Anomaly, NPL
-0.7758, 2080-2099, noresm1_m, Apr Anomaly, NPL
-2.5645, 2080-2099, noresm1_m, May Anomaly, NPL
-1.2273, 2080-2099, noresm1_m, Jun Anomaly, NPL
-0.141, 2080-2099, noresm1_m, Jul Anomaly, NPL
-0.1494, 2080-2099, noresm1_m, Aug Anomaly, NPL
-1.5042, 2080-2099, noresm1_m, Sep Anomaly, NPL
-1.2973, 2080-2099, noresm1_m, Oct Anomaly, NPL
-1.1271, 2080-2099, noresm1_m, Nov Anomaly, NPL
-1.104, 2080-2099, noresm1_m, Dec Anomaly, NPL
-4.0991, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-2.9804, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-2.2936, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-2.295, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-4.5283, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-2.3972, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.3151, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3288, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-3.1996, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-4.6634, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-2.1068, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-3.5709, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
-2.419, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
-1.5181, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
-1.1733, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.9052, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
-2.3854, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
-1.8502, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.3015, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.3207, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
-2.4583, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
-2.0726, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.1198, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
-1.8125, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
-0.5077, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
-0.133, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
-0.1229, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
-0.1233, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
-0.7878, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
-0.2022, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
-0.0224, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
0.1742, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
0.05171, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
-0.2283, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
-0.0148, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
-0.0035, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
-16.618, 2080-2099, access1_0, Annual Anomaly, NPL
-20.947, 2080-2099, access1_3, Annual Anomaly, NPL
-17.082, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
-18.839, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
-20.347, 2080-2099, bnu_esm, Annual Anomaly, NPL
-26.037, 2080-2099, canesm2, Annual Anomaly, NPL
-12.013, 2080-2099, ccsm4, Annual Anomaly, NPL
-11.889, 2080-2099, cesm1_bgc, Annual Anomaly, NPL
-18.742, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
-21.108, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
-27.534, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
-36.002, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
-10.519, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
-10.245, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
-14.827, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
-14.935, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
-15.516, 2080-2099, inmcm4, Annual Anomaly, NPL
-24.944, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
-27.121, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
-15.076, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, NPL
-24.831, 2080-2099, miroc5, Annual Anomaly, NPL
-27.188, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
-23.952, 2080-2099, miroc_esm, Annual Anomaly, NPL
-21.273, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
-18.335, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
-16.801, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
-14.733, 2080-2099, noresm1_m, Annual Anomaly, NPL
-29.641, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
-19.229, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
-4.9398, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
