Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
-2.4687, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.3153, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.3288, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
-3.1132, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
-4.7673, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.9642, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
-3.5218, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
-2.9245, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
-1.7006, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
-1.2514, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
-1.4253, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
-3.237, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
-1.6918, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
-0.286, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
-0.2445, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
-1.9502, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
-1.8262, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
-1.0457, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
-1.8494, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
-27.762, 2080-2099, access1_0, Annual Anomaly, NPL
-29.801, 2080-2099, access1_3, Annual Anomaly, NPL
-32.549, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
-38.14, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
-36.269, 2080-2099, bnu_esm, Annual Anomaly, NPL
-44.386, 2080-2099, canesm2, Annual Anomaly, NPL
-26.943, 2080-2099, ccsm4, Annual Anomaly, NPL
-27.38, 2080-2099, cesm1_bgc, Annual Anomaly, NPL
-33.129, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
-41.488, 2080-2099, cmcc_cesm, Annual Anomaly, NPL
-37.889, 2080-2099, cmcc_cm, Annual Anomaly, NPL
-44.764, 2080-2099, cmcc_cms, Annual Anomaly, NPL
-34.172, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
-40.241, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
-52.149, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
-27.701, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
-24.003, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
-24.992, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
-27.722, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
-24.895, 2080-2099, hadgem2_es, Annual Anomaly, NPL
-29.512, 2080-2099, inmcm4, Annual Anomaly, NPL
-47.564, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
-47.045, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
-32.758, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, NPL
-38.017, 2080-2099, miroc5, Annual Anomaly, NPL
-47.487, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
-44.271, 2080-2099, miroc_esm, Annual Anomaly, NPL
-37.724, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
-35.853, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
-34.424, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
-33.215, 2080-2099, mri_esm1, Annual Anomaly, NPL
-30.731, 2080-2099, noresm1_m, Annual Anomaly, NPL
-46.814, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
-35.151, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
-23.286, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
