Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
-0.8875, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-1.1695, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.713, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.1308, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
2.21715, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
1.67999, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
1.52232, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
0.88438, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
1.22435, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
0.83379, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
0.46752, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
0.60411, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
1.16359, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
1.35224, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
1.52566, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
1.7135, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
3.71787, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
3.6574, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
3.92684, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
3.27655, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
3.17243, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
2.49182, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
2.35467, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
2.58724, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
2.6089, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
3.59415, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
3.68452, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
3.53363, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
1.88916, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
1.0866, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
1.60525, 2020-2039, ccsm4, Annual Anomaly, NPL
2.02797, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
1.12382, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
1.02468, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
0.33202, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
0.69847, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
1.18711, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
1.08551, 2020-2039, hadgem2_es, Annual Anomaly, NPL
1.83265, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
2.76191, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
1.01094, 2020-2039, miroc5, Annual Anomaly, NPL
1.15023, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
1.64779, 2020-2039, miroc_esm, Annual Anomaly, NPL
1.89229, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
0.56339, 2020-2039, noresm1_m, Annual Anomaly, NPL
-1.0106, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
1.96501, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
3.68627, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
