Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
2.24649, 2040-2059, cesm1_bgc, Jan Anomaly, NPL
1.48473, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
2.45144, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
1.89406, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
3.26982, 2040-2059, cesm1_bgc, May Anomaly, NPL
2.08816, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
1.73196, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
1.70828, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
2.61412, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
3.14108, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
2.19002, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
2.78688, 2040-2059, cesm1_bgc, Dec Anomaly, NPL
3.64206, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
3.61267, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
2.8843, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
3.25896, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
1.87491, 2040-2059, cesm1_cam5, May Anomaly, NPL
2.62875, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
2.55943, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
2.35778, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
3.37385, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
3.08619, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
3.57627, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
2.71602, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
3.80268, 2040-2059, cmcc_cesm, Jan Anomaly, NPL
3.17424, 2040-2059, cmcc_cesm, Feb Anomaly, NPL
3.66573, 2040-2059, cmcc_cesm, Mar Anomaly, NPL
2.99257, 2040-2059, cmcc_cesm, Apr Anomaly, NPL
3.49886, 2040-2059, cmcc_cesm, May Anomaly, NPL
2.32554, 2040-2059, cmcc_cesm, Jun Anomaly, NPL
1.70683, 2040-2059, cmcc_cesm, Jul Anomaly, NPL
2.26513, 2040-2059, cmcc_cesm, Aug Anomaly, NPL
3.08166, 2040-2059, cmcc_cesm, Sep Anomaly, NPL
2.09576, 2040-2059, cmcc_cesm, Oct Anomaly, NPL
2.48608, 2040-2059, cmcc_cesm, Nov Anomaly, NPL
2.82713, 2040-2059, cmcc_cesm, Dec Anomaly, NPL
3.3517, 2040-2059, cmcc_cm, Jan Anomaly, NPL
4.4964, 2040-2059, cmcc_cm, Feb Anomaly, NPL
3.75959, 2040-2059, cmcc_cm, Mar Anomaly, NPL
3.96864, 2040-2059, cmcc_cm, Apr Anomaly, NPL
4.04409, 2040-2059, cmcc_cm, May Anomaly, NPL
2.33468, 2040-2059, cmcc_cm, Jun Anomaly, NPL
2.1147, 2040-2059, cmcc_cm, Jul Anomaly, NPL
2.02792, 2040-2059, cmcc_cm, Aug Anomaly, NPL
1.95727, 2040-2059, cmcc_cm, Sep Anomaly, NPL
2.38885, 2040-2059, cmcc_cm, Oct Anomaly, NPL
2.88359, 2040-2059, cmcc_cm, Nov Anomaly, NPL
3.00655, 2040-2059, cmcc_cm, Dec Anomaly, NPL
3.98718, 2040-2059, cmcc_cms, Jan Anomaly, NPL
5.02326, 2040-2059, cmcc_cms, Feb Anomaly, NPL
4.60197, 2040-2059, cmcc_cms, Mar Anomaly, NPL
3.90211, 2040-2059, cmcc_cms, Apr Anomaly, NPL
3.32529, 2040-2059, cmcc_cms, May Anomaly, NPL
3.0527, 2040-2059, cmcc_cms, Jun Anomaly, NPL
2.3524, 2040-2059, cmcc_cms, Jul Anomaly, NPL
2.36686, 2040-2059, cmcc_cms, Aug Anomaly, NPL
2.53191, 2040-2059, cmcc_cms, Sep Anomaly, NPL
3.44859, 2040-2059, cmcc_cms, Oct Anomaly, NPL
3.54791, 2040-2059, cmcc_cms, Nov Anomaly, NPL
5.10647, 2040-2059, cmcc_cms, Dec Anomaly, NPL
2.13441, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
3.2847, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
3.23054, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
4.10327, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
3.85284, 2040-2059, cnrm_cm5, May Anomaly, NPL
2.9609, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
1.94497, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
1.54548, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
1.78981, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
1.89938, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
3.33061, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
1.74109, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
4.04443, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
3.93132, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
2.34032, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
2.06251, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
2.46815, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
2.7242, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
2.15974, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
2.40811, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
2.37807, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
1.98079, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
2.8252, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
3.34757, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
3.91831, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
4.26979, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
5.00152, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
3.61728, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
4.40633, 2040-2059, gfdl_cm3, May Anomaly, NPL
4.89397, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
4.47526, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
5.22595, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
5.23295, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
4.706, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
3.37564, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
4.75452, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
2.1369, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
0.9952, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
2.47942, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
1.53956, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
2.30622, 2040-2059, gfdl_esm2g, May Anomaly, NPL
2.16134, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
1.83445, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
0.81942, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
1.66773, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
1.90631, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
2.11036, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
2.02466, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
1.54678, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
1.226, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
1.96693, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
1.63212, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
1.52603, 2040-2059, gfdl_esm2m, May Anomaly, NPL
1.56006, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
1.82419, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
0.9154, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
1.46874, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
2.25967, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
1.87243, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
1.28742, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
1.75836, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
2.47138, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
2.54332, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
2.06221, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
2.45629, 2040-2059, hadgem2_ao, May Anomaly, NPL
1.48024, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
1.33502, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
1.30491, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
2.67466, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
1.84943, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
2.78976, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
2.87657, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
2.72143, 2040-2059, hadgem2_cc, Jan Anomaly, NPL
2.66414, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
2.30225, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
2.2891, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
2.21632, 2040-2059, hadgem2_cc, May Anomaly, NPL
1.96862, 2040-2059, hadgem2_cc, Jun Anomaly, NPL
1.86755, 2040-2059, hadgem2_cc, Jul Anomaly, NPL
2.08763, 2040-2059, hadgem2_cc, Aug Anomaly, NPL
2.43455, 2040-2059, hadgem2_cc, Sep Anomaly, NPL
2.15879, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
1.96042, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
2.5299, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
2.88944, 2040-2059, hadgem2_es, Jan Anomaly, NPL
1.6141, 2040-2059, hadgem2_es, Feb Anomaly, NPL
2.25409, 2040-2059, hadgem2_es, Mar Anomaly, NPL
2.2904, 2040-2059, hadgem2_es, Apr Anomaly, NPL
2.14054, 2040-2059, hadgem2_es, May Anomaly, NPL
1.92946, 2040-2059, hadgem2_es, Jun Anomaly, NPL
1.92505, 2040-2059, hadgem2_es, Jul Anomaly, NPL
1.96611, 2040-2059, hadgem2_es, Aug Anomaly, NPL
3.10548, 2040-2059, hadgem2_es, Sep Anomaly, NPL
2.26432, 2040-2059, hadgem2_es, Oct Anomaly, NPL
1.8071, 2040-2059, hadgem2_es, Nov Anomaly, NPL
2.20587, 2040-2059, hadgem2_es, Dec Anomaly, NPL
1.66079, 2040-2059, inmcm4, Jan Anomaly, NPL
1.04734, 2040-2059, inmcm4, Feb Anomaly, NPL
1.26382, 2040-2059, inmcm4, Mar Anomaly, NPL
2.79435, 2040-2059, inmcm4, Apr Anomaly, NPL
2.93972, 2040-2059, inmcm4, May Anomaly, NPL
2.57799, 2040-2059, inmcm4, Jun Anomaly, NPL
2.42091, 2040-2059, inmcm4, Jul Anomaly, NPL
1.73917, 2040-2059, inmcm4, Aug Anomaly, NPL
1.21734, 2040-2059, inmcm4, Sep Anomaly, NPL
1.58684, 2040-2059, inmcm4, Oct Anomaly, NPL
1.49007, 2040-2059, inmcm4, Nov Anomaly, NPL
2.90161, 2040-2059, inmcm4, Dec Anomaly, NPL
3.7539, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
4.0441, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
3.67098, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
1.99104, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
2.99467, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
3.26172, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
2.68337, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
2.37999, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
3.29901, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
4.52658, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
4.32819, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
3.52116, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
4.48716, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
4.49963, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
4.58814, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
5.25433, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
3.18094, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
2.4542, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
2.76472, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
2.15675, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
3.05697, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
3.77591, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
3.2526, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
3.43749, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
1.42719, 2040-2059, ipsl_cm5b_lr, Jan Anomaly, NPL
1.13757, 2040-2059, ipsl_cm5b_lr, Feb Anomaly, NPL
1.09786, 2040-2059, ipsl_cm5b_lr, Mar Anomaly, NPL
2.7206, 2040-2059, ipsl_cm5b_lr, Apr Anomaly, NPL
1.3936, 2040-2059, ipsl_cm5b_lr, May Anomaly, NPL
2.58712, 2040-2059, ipsl_cm5b_lr, Jun Anomaly, NPL
2.55181, 2040-2059, ipsl_cm5b_lr, Jul Anomaly, NPL
2.38741, 2040-2059, ipsl_cm5b_lr, Aug Anomaly, NPL
3.11978, 2040-2059, ipsl_cm5b_lr, Sep Anomaly, NPL
2.96633, 2040-2059, ipsl_cm5b_lr, Oct Anomaly, NPL
2.9862, 2040-2059, ipsl_cm5b_lr, Nov Anomaly, NPL
2.85593, 2040-2059, ipsl_cm5b_lr, Dec Anomaly, NPL
2.95463, 2040-2059, miroc5, Jan Anomaly, NPL
2.99317, 2040-2059, miroc5, Feb Anomaly, NPL
2.93065, 2040-2059, miroc5, Mar Anomaly, NPL
3.5074, 2040-2059, miroc5, Apr Anomaly, NPL
3.66185, 2040-2059, miroc5, May Anomaly, NPL
2.9341, 2040-2059, miroc5, Jun Anomaly, NPL
1.78235, 2040-2059, miroc5, Jul Anomaly, NPL
1.53332, 2040-2059, miroc5, Aug Anomaly, NPL
1.94539, 2040-2059, miroc5, Sep Anomaly, NPL
2.3252, 2040-2059, miroc5, Oct Anomaly, NPL
2.67034, 2040-2059, miroc5, Nov Anomaly, NPL
2.44817, 2040-2059, miroc5, Dec Anomaly, NPL
6.44763, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
5.66121, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
4.83561, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
5.22482, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
4.50859, 2040-2059, miroc_esm_chem, May Anomaly, NPL
3.05039, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
2.60684, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
1.87998, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
2.93878, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
2.82011, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
3.98394, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
5.17984, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
5.1026, 2040-2059, miroc_esm, Jan Anomaly, NPL
3.23931, 2040-2059, miroc_esm, Feb Anomaly, NPL
3.38309, 2040-2059, miroc_esm, Mar Anomaly, NPL
4.3112, 2040-2059, miroc_esm, Apr Anomaly, NPL
2.79459, 2040-2059, miroc_esm, May Anomaly, NPL
2.4351, 2040-2059, miroc_esm, Jun Anomaly, NPL
2.03505, 2040-2059, miroc_esm, Jul Anomaly, NPL
2.44326, 2040-2059, miroc_esm, Aug Anomaly, NPL
2.53686, 2040-2059, miroc_esm, Sep Anomaly, NPL
1.89752, 2040-2059, miroc_esm, Oct Anomaly, NPL
3.02402, 2040-2059, miroc_esm, Nov Anomaly, NPL
4.85696, 2040-2059, miroc_esm, Dec Anomaly, NPL
3.76481, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
3.91319, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
2.85097, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
4.13201, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
3.19115, 2040-2059, mpi_esm_lr, May Anomaly, NPL
2.11506, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
1.70528, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
2.05957, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
2.43342, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
2.07454, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
2.33867, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
4.39323, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
3.03304, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
3.14498, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
4.21169, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
2.50417, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
2.25172, 2040-2059, mpi_esm_mr, May Anomaly, NPL
2.67987, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
2.00588, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
1.89119, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
2.05303, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
2.54593, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
2.12044, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
2.22681, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
2.71306, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
2.32988, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
4.0149, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
2.59034, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
2.23134, 2040-2059, mri_cgcm3, May Anomaly, NPL
2.20026, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
1.64744, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
1.36921, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
2.08842, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
1.55773, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
2.86503, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
3.2451, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
2.99123, 2040-2059, mri_esm1, Jan Anomaly, NPL
3.10813, 2040-2059, mri_esm1, Feb Anomaly, NPL
2.8988, 2040-2059, mri_esm1, Mar Anomaly, NPL
2.26236, 2040-2059, mri_esm1, Apr Anomaly, NPL
1.36183, 2040-2059, mri_esm1, May Anomaly, NPL
1.84293, 2040-2059, mri_esm1, Jun Anomaly, NPL
1.77387, 2040-2059, mri_esm1, Jul Anomaly, NPL
1.66108, 2040-2059, mri_esm1, Aug Anomaly, NPL
1.78718, 2040-2059, mri_esm1, Sep Anomaly, NPL
2.50299, 2040-2059, mri_esm1, Oct Anomaly, NPL
1.99994, 2040-2059, mri_esm1, Nov Anomaly, NPL
2.01075, 2040-2059, mri_esm1, Dec Anomaly, NPL
3.31192, 2040-2059, noresm1_m, Jan Anomaly, NPL
2.727, 2040-2059, noresm1_m, Feb Anomaly, NPL
2.85771, 2040-2059, noresm1_m, Mar Anomaly, NPL
1.92723, 2040-2059, noresm1_m, Apr Anomaly, NPL
2.07617, 2040-2059, noresm1_m, May Anomaly, NPL
2.39382, 2040-2059, noresm1_m, Jun Anomaly, NPL
0.97458, 2040-2059, noresm1_m, Jul Anomaly, NPL
1.49706, 2040-2059, noresm1_m, Aug Anomaly, NPL
2.33344, 2040-2059, noresm1_m, Sep Anomaly, NPL
2.48081, 2040-2059, noresm1_m, Oct Anomaly, NPL
2.65575, 2040-2059, noresm1_m, Nov Anomaly, NPL
3.02186, 2040-2059, noresm1_m, Dec Anomaly, NPL
-0.0339, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.1123, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
0.3616, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.0708, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
0.47291, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
0.1713, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
0.30308, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.1546, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
0.4255, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
0.74343, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.4041, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.3197, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
3.43633, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
2.97813, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
3.12718, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
2.95316, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
2.89802, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
2.37559, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
1.94826, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
1.90688, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
2.40724, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
2.67202, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
2.55493, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
3.13913, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
5.56253, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
5.2494, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
5.44766, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
