Number of Days with Rainfall > 50mm - (Days), Year, Model, Statistics, ISO3
-0.1541, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
0.02242, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
-0.0264, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
-0.0138, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
0.01691, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
-0.1076, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
-0.1045, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
-0.0133, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
0.08406, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
0.00446, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
-0.0024, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
-0.1023, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
0.00254, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
-0.0017, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
-0.0073, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
0.02388, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
0.01211, 2040-2059, bcc_csm1_1, May Anomaly, NPL
3.0E-4, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
0.24879, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
0.1606, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
0.13055, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
0.0258, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
0.08998, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
0.12169, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
0.12215, 2040-2059, ccsm4, Jan Anomaly, NPL
0.08942, 2040-2059, ccsm4, Feb Anomaly, NPL
-0.0784, 2040-2059, ccsm4, Mar Anomaly, NPL
0.02533, 2040-2059, ccsm4, Apr Anomaly, NPL
0.03891, 2040-2059, ccsm4, May Anomaly, NPL
-0.0698, 2040-2059, ccsm4, Jun Anomaly, NPL
0.3552, 2040-2059, ccsm4, Jul Anomaly, NPL
0.45829, 2040-2059, ccsm4, Aug Anomaly, NPL
-0.0828, 2040-2059, ccsm4, Sep Anomaly, NPL
-0.1062, 2040-2059, ccsm4, Oct Anomaly, NPL
0.15504, 2040-2059, ccsm4, Nov Anomaly, NPL
-0.2266, 2040-2059, ccsm4, Dec Anomaly, NPL
-0.0672, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
0.02769, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
0.01094, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
0.01038, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
0.15062, 2040-2059, cesm1_cam5, May Anomaly, NPL
-0.7382, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
1.02654, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
0.84925, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
0.47036, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
0.39582, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
0.00806, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-0.0301, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
-0.0239, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
1.7E-4, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
0.02993, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
-0.0021, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
0.01684, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
0.02807, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
0.07997, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
0.01838, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
0.00235, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
8.7E-4, 2040-2059, gfdl_cm3, May Anomaly, NPL
0.00274, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
0.08506, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
-0.0072, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
-0.137, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
-0.0038, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
-0.1052, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-0.0067, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
0.05238, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
0.00837, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
0.00232, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-0.0154, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
0.36828, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
0.5185, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
0.12278, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
-0.0291, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
0.10467, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
0.00724, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
-0.0525, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-0.0122, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
0.01056, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
-0.0052, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
0.01134, 2040-2059, gfdl_esm2m, May Anomaly, NPL
0.212, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
0.3788, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
0.33402, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
0.31465, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
-0.2042, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
-0.0419, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
-0.005, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
-8.0E-4, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
0.00142, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
0.01951, 2040-2059, hadgem2_ao, May Anomaly, NPL
