Number of Days with Rainfall > 50mm - (Days), Year, Model, Statistics, ISO3
-0.0081, 2080-2099, bcc_csm1_1_m, Jan Anomaly, NPL
-0.0511, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
-0.015, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
-9.0E-4, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
-0.0275, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
-0.1329, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
0.21752, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
-0.0528, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
0.09929, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
0.01248, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
0.08575, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
-0.0811, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
-0.0147, 2080-2099, bcc_csm1_1, Jan Anomaly, NPL
-0.0044, 2080-2099, bcc_csm1_1, Feb Anomaly, NPL
-0.0194, 2080-2099, bcc_csm1_1, Mar Anomaly, NPL
0.01844, 2080-2099, bcc_csm1_1, May Anomaly, NPL
7.7E-4, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
0.08857, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
0.75413, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
0.06897, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
-0.0279, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
-0.014, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
0.0366, 2080-2099, bcc_csm1_1, Dec Anomaly, NPL
0.06382, 2080-2099, bnu_esm, Jun Anomaly, NPL
0.49202, 2080-2099, bnu_esm, Jul Anomaly, NPL
0.03448, 2080-2099, bnu_esm, Aug Anomaly, NPL
