Number of Days with Rainfall > 50mm - (Days), Year, Model, Statistics, ISO3
0.00301, 2080-2099, access1_0, Feb Anomaly, NPL
-9.0E-4, 2080-2099, access1_0, Mar Anomaly, NPL
7.4E-4, 2080-2099, access1_0, Apr Anomaly, NPL
0.01045, 2080-2099, access1_0, May Anomaly, NPL
0.02004, 2080-2099, access1_0, Jun Anomaly, NPL
0.74434, 2080-2099, access1_0, Jul Anomaly, NPL
0.2897, 2080-2099, access1_0, Aug Anomaly, NPL
0.00306, 2080-2099, access1_0, Sep Anomaly, NPL
0.00472, 2080-2099, access1_0, Oct Anomaly, NPL
-4.0E-4, 2080-2099, access1_0, Nov Anomaly, NPL
-9.0E-4, 2080-2099, access1_3, Jan Anomaly, NPL
-0.01, 2080-2099, access1_3, Feb Anomaly, NPL
5.7E-4, 2080-2099, access1_3, Mar Anomaly, NPL
5.4E-4, 2080-2099, access1_3, Apr Anomaly, NPL
0.01831, 2080-2099, access1_3, May Anomaly, NPL
0.17983, 2080-2099, access1_3, Jun Anomaly, NPL
0.79919, 2080-2099, access1_3, Jul Anomaly, NPL
0.57957, 2080-2099, access1_3, Aug Anomaly, NPL
0.11881, 2080-2099, access1_3, Sep Anomaly, NPL
0.0027, 2080-2099, access1_3, Nov Anomaly, NPL
5.6E-4, 2080-2099, access1_3, Dec Anomaly, NPL
0.00416, 2080-2099, bcc_csm1_1_m, Jan Anomaly, NPL
-0.0506, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
0.02839, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
0.00876, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
0.04054, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
0.04355, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
0.16404, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
-0.1535, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
0.11748, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
0.13803, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
-0.0433, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
-0.0602, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
8.9E-4, 2080-2099, bcc_csm1_1, Jan Anomaly, NPL
-0.0054, 2080-2099, bcc_csm1_1, Feb Anomaly, NPL
-0.0194, 2080-2099, bcc_csm1_1, Mar Anomaly, NPL
0.01866, 2080-2099, bcc_csm1_1, Apr Anomaly, NPL
0.05937, 2080-2099, bcc_csm1_1, May Anomaly, NPL
0.05545, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
0.42562, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
0.10988, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
0.04332, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
0.01682, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
-0.0188, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
0.00629, 2080-2099, bcc_csm1_1, Dec Anomaly, NPL
0.07017, 2080-2099, bnu_esm, Jun Anomaly, NPL
0.94379, 2080-2099, bnu_esm, Jul Anomaly, NPL
0.42879, 2080-2099, bnu_esm, Aug Anomaly, NPL
0.08477, 2080-2099, bnu_esm, Sep Anomaly, NPL
-0.0149, 2080-2099, bnu_esm, Oct Anomaly, NPL
0.01919, 2080-2099, bnu_esm, Nov Anomaly, NPL
-0.0194, 2080-2099, canesm2, Jan Anomaly, NPL
-0.0027, 2080-2099, canesm2, Feb Anomaly, NPL
-0.0187, 2080-2099, canesm2, Mar Anomaly, NPL
