Number of Days with Rainfall > 50mm - (Days), Year, Model, Statistics, ISO3
-0.081, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
-1.0E-4, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
0.00832, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
-0.0141, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
0.01769, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
0.023, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
0.13119, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
-0.1638, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
0.03699, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
0.08323, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
-0.0332, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
-0.0164, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
-0.026, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
-0.0081, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
-0.01, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
4.2E-4, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
0.00129, 2020-2039, bcc_csm1_1, May Anomaly, NPL
0.04108, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
0.48254, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
0.02096, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
0.06048, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
-0.0355, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
-0.035, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
0.05032, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
0.11416, 2020-2039, bnu_esm, Jun Anomaly, NPL
0.65824, 2020-2039, bnu_esm, Jul Anomaly, NPL
0.36283, 2020-2039, bnu_esm, Aug Anomaly, NPL
0.00506, 2020-2039, bnu_esm, Sep Anomaly, NPL
-0.0172, 2020-2039, bnu_esm, Oct Anomaly, NPL
-0.0147, 2020-2039, canesm2, Jan Anomaly, NPL
