DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.0,77.95,3.56,49.73,5.37,-5.16,12.24,0.64,11.6,2.34,1.7,3.97,0.51,3.45,1.65,3.17,0.59,2.59
19810102,0.0,78.01,3.83,53.23,5.44,-4.21,11.5,2.16,9.34,2.18,1.58,4.19,0.12,4.07,1.44,3.31,0.14,3.17
19810103,0.0,77.96,4.25,61.59,4.82,-2.67,10.5,1.78,8.72,2.38,1.69,4.11,0.37,3.75,1.66,3.43,0.5,2.93
19810104,0.04,77.85,4.28,68.04,3.49,-2.61,9.02,0.19,8.83,1.94,1.78,4.19,0.28,3.92,1.78,3.49,0.35,3.14
19810105,0.22,77.85,4.1,66.77,3.15,-3.13,8.37,0.05,8.32,1.5,1.75,4.29,0.56,3.73,1.79,3.8,0.72,3.08
19810106,0.24,77.75,3.98,66.0,2.87,-3.82,8.78,-0.72,9.5,1.47,1.98,4.86,0.48,4.38,2.02,4.4,0.46,3.94
19810107,0.9,77.72,4.4,87.07,0.39,-2.48,3.59,-1.88,5.47,-0.04,1.58,3.49,0.25,3.23,1.71,3.19,0.4,2.79
19810108,0.46,77.8,3.48,65.65,1.09,-5.79,7.53,-2.75,10.29,-0.58,1.74,4.19,0.14,4.05,1.66,3.44,0.03,3.41
19810109,0.02,78.06,3.03,56.4,1.31,-7.67,7.46,-2.29,9.75,-1.27,1.75,4.18,0.24,3.94,1.63,3.32,0.31,3.01
19810110,0.0,78.26,2.69,45.35,2.77,-8.92,9.06,-0.85,9.91,-0.68,1.45,4.08,0.21,3.87,1.32,3.29,0.09,3.2
19810111,0.0,78.35,2.52,44.58,2.07,-9.72,7.49,-1.17,8.66,-1.55,1.14,3.46,0.19,3.28,1.2,3.24,0.16,3.08
19810112,0.05,78.39,4.08,70.89,2.34,-3.36,6.88,-0.88,7.76,1.65,1.37,3.9,0.09,3.81,1.25,3.18,0.17,3.01
19810113,2.84,78.25,4.7,81.93,2.27,-1.56,6.7,-0.61,7.31,1.22,1.34,2.55,0.65,1.91,1.39,2.07,0.8,1.28
19810114,0.0,78.24,3.43,55.97,3.21,-5.92,10.62,-2.64,13.25,0.83,1.93,3.99,0.74,3.25,1.93,3.41,0.96,2.45
19810115,0.0,78.43,2.78,41.68,4.46,-8.14,12.22,-2.12,14.34,1.33,2.11,3.93,0.88,3.05,2.05,3.15,1.03,2.12
