DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.0,79.29,3.73,50.12,6.14,-4.07,13.12,1.68,11.45,3.06,1.83,4.0,0.33,3.67,1.71,3.3,0.36,2.95
19810102,0.0,79.35,3.71,49.51,6.27,-4.38,12.04,3.12,8.92,2.7,1.61,3.66,0.45,3.21,1.47,2.82,0.62,2.2
19810103,0.0,79.3,4.1,56.96,5.69,-2.91,10.91,1.5,9.41,3.31,1.67,3.84,0.4,3.44,1.65,3.1,0.55,2.56
19810104,0.0,79.21,4.27,66.3,4.08,-2.15,10.14,-0.11,10.25,2.81,2.04,4.23,0.42,3.81,2.09,3.5,0.5,3.0
19810105,1.17,79.2,4.44,68.71,4.11,-1.69,8.66,1.0,7.66,2.63,1.58,3.58,0.24,3.34,1.66,3.19,0.23,2.96
19810106,0.9,79.07,4.2,67.41,3.57,-2.89,8.95,0.92,8.03,2.03,1.82,4.46,0.36,4.1,1.86,3.89,0.07,3.83
19810107,3.4,79.05,4.63,84.88,1.69,-1.34,4.92,-0.62,5.54,1.05,1.19,2.39,0.34,2.05,1.2,1.87,0.44,1.43
19810108,0.9,79.15,3.81,69.07,1.88,-4.12,7.42,-1.22,8.64,0.09,1.65,3.87,0.19,3.68,1.53,3.08,0.24,2.84
19810109,0.0,79.42,3.59,64.13,2.12,-4.75,7.77,-1.41,9.18,0.05,1.74,4.13,0.28,3.85,1.56,3.21,0.37,2.84
19810110,0.0,79.61,3.48,57.13,3.34,-5.09,8.94,0.19,8.75,0.62,1.44,3.51,0.14,3.37,1.31,2.7,0.26,2.45
19810111,0.0,79.68,2.94,50.15,2.83,-7.3,7.55,-0.2,7.75,-0.63,1.5,3.4,0.7,2.69,1.63,3.23,0.73,2.5
19810112,1.57,79.72,3.68,64.63,2.43,-4.69,6.2,0.01,6.19,0.59,1.43,3.46,0.33,3.12,1.47,3.12,0.18,2.94
19810113,9.71,79.63,4.12,72.11,2.45,-2.79,7.17,-0.8,7.97,0.21,1.37,2.54,0.42,2.12,1.44,2.2,0.32,1.88
19810114,0.0,79.61,3.31,52.97,3.71,-5.91,11.09,-1.72,12.81,-0.01,1.94,3.62,0.53,3.09,1.86,3.11,0.64,2.47
19810115,0.0,79.77,3.15,46.36,4.93,-6.09,12.09,0.25,11.84,1.23,1.83,3.29,0.68,2.61,1.62,2.48,0.42,2.07
19810116,0.0,79.9,3.23,41.34,6.99,-5.61,14.29,1.83,12.45,2.61,1.78,3.17,0.44,2.73,1.63,2.6,0.41,2.19
19810117,3.97,79.89,3.35,39.31,8.24,-5.17,14.64,4.49,10.15,3.33,1.71,3.42,0.47,2.95,1.72,2.82,0.66,2.17
19810118,0.28,79.54,3.56,45.45,6.94,-4.41,11.57,4.75,6.82,4.08,1.39,3.38,0.26,3.12,1.34,2.64,0.37,2.27
19810119,0.0,79.32,3.96,57.06,5.17,-2.98,9.89,1.69,8.21,3.36,1.66,4.19,0.25,3.94,1.59,3.36,0.33,3.03
19810120,0.0,79.48,3.84,54.72,5.36,-3.71,12.4,0.89,11.5,2.48,1.89,4.51,0.25,4.25,1.77,3.95,0.22,3.73
19810121,0.0,79.42,4.0,58.42,4.97,-3.19,9.58,1.5,8.08,2.42,1.61,3.37,0.31,3.06,1.58,2.81,0.41,2.4
19810122,0.01,79.24,4.37,67.31,4.2,-1.81,8.6,1.35,7.24,2.62,1.86,4.08,0.69,3.38,1.91,3.64,0.8,2.84
19810123,0.13,79.24,4.27,68.13,3.7,-2.14,8.46,-0.11,8.57,2.35,1.66,3.52,0.57,2.94,1.76,2.97,0.72,2.24
19810124,17.39,79.33,4.62,85.02,1.69,-1.26,4.18,-0.06,4.23,0.93,1.98,3.7,1.0,2.69,2.45,4.14,1.48,2.66
19810125,19.91,79.53,4.4,79.32,2.02,-2.23,6.81,-2.44,9.25,-0.58,1.26,1.8,0.21,1.59,1.51,2.59,0.4,2.18
19810126,0.54,79.73,2.91,53.65,1.74,-7.44,8.5,-3.92,12.42,-2.85,1.81,2.49,0.4,2.09,1.82,2.54,0.56,1.98
19810127,0.0,79.64,3.31,54.39,3.33,-6.0,10.36,-1.14,11.5,-0.42,1.91,4.38,0.44,3.93,1.82,4.13,0.13,4.0
19810128,0.0,79.63,3.95,57.35,5.11,-3.43,11.7,-0.32,12.02,1.8,1.78,3.85,0.43,3.42,1.69,3.56,0.33,3.23
