FID,id_punto,agno,pre_anual,geom
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78ca,40341,1987,512.5,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78c9,40341,1988,602.5,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78c8,40341,1989,686.2,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78c7,40341,1990,875.1,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78c6,40341,1991,460.1,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78c5,40341,1992,536.4,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78c4,40341,1993,432.2,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78c3,40341,1994,534.5,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78c2,40341,1995,796.3,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78c1,40341,1996,687.5,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78c0,40341,1997,799.2,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78bf,40341,1998,829.1,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78be,40341,1999,668.4,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78bd,40341,2000,713.7,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78bc,40341,2001,618.6,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78bb,40341,2002,687.9,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78ba,40341,2003,739.5,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78b9,40341,2004,636.5,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78b8,40341,2005,637,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78b7,40341,2006,707,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78b6,40341,2007,696.7,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78b5,40341,2008,671.8,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78b4,40341,2009,512.8,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78b3,40341,2010,709.1,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78b2,40341,2011,811.2,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78b1,40341,2012,594.1,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78b0,40341,2013,535,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78af,40341,2014,403.1,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78ae,40341,2015,470.1,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78ad,40341,2016,350.1,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78ac,40341,2017,483.3,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78ab,40341,2018,420.8,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78aa,40341,2019,502.5,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78a9,40341,2020,375.8,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78a8,40342,1901,704.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78a7,40342,1902,784.2,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78a6,40342,1903,641.9,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78a5,40342,1904,681.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78a4,40342,1905,864.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78a3,40342,1906,766.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78a2,40342,1907,753.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78a1,40342,1908,619.6,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-78a0,40342,1909,772,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-789f,40342,1910,690.2,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-789e,40342,1911,786.6,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-789d,40342,1912,706.9,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-789c,40342,1913,846.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-789b,40342,1914,797.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-789a,40342,1915,909.4,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7899,40342,1916,720.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7898,40342,1917,656.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7897,40342,1918,725.2,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7896,40342,1919,622.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7895,40342,1920,651.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7894,40342,1921,697.4,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7893,40342,1922,774.9,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7892,40342,1923,681.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7891,40342,1924,708.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7890,40342,1925,802.9,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-788f,40342,1926,715.9,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-788e,40342,1927,698.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-788d,40342,1928,685.6,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-788c,40342,1929,752.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-788b,40342,1930,678.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-788a,40342,1931,673.4,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7889,40342,1932,647.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7888,40342,1933,752.6,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7886,40342,1934,666.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7885,40342,1935,619.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7884,40342,1936,726,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7883,40342,1937,803.9,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7882,40342,1938,770.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7881,40342,1939,648.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7880,40342,1940,759.9,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-787f,40342,1941,697.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-787e,40342,1942,778.6,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-787d,40342,1943,770.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-787c,40342,1944,764.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-787b,40342,1945,779.4,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-787a,40342,1946,810.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7879,40342,1947,675.4,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7878,40342,1948,849.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7877,40342,1949,822.6,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7876,40342,1950,771.6,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7875,40342,1951,646.6,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7874,40342,1952,696.9,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7873,40342,1953,652.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7871,40342,1954,696.9,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7870,40342,1955,670.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-786e,40342,1956,738.9,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-786c,40342,1957,552.4,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-786b,40342,1958,616.2,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7869,40342,1959,581.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7867,40342,1960,525.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7865,40342,1961,601.2,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7864,40342,1962,720.6,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7862,40342,1963,804.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7860,40342,1964,447.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-785e,40342,1965,547,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-785c,40342,1966,564.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-785b,40342,1967,599.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7859,40342,1968,521.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7857,40342,1969,567,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7855,40342,1970,546.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7853,40342,1971,865,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7852,40342,1972,479.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7850,40342,1973,762.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-784e,40342,1974,747.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-784c,40342,1975,903.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-784a,40342,1976,680.9,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7849,40342,1977,970.6,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7847,40342,1978,831.2,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7845,40342,1979,721.9,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7843,40342,1980,957.2,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7841,40342,1981,805.9,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-783f,40342,1982,733.4,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-783e,40342,1983,953.6,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-783c,40342,1984,470.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-783a,40342,1985,726,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7838,40342,1986,755.9,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7836,40342,1987,507.2,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7835,40342,1988,585.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7833,40342,1989,704.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7825,40342,1990,846.6,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7823,40342,1991,462.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7821,40342,1992,536.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-781f,40342,1993,431.6,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-781e,40342,1994,513.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-781c,40342,1995,767.4,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-781a,40342,1996,679.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7818,40342,1997,780.6,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7816,40342,1998,791.4,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7814,40342,1999,666.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7813,40342,2000,690.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7811,40342,2001,623.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-780f,40342,2002,695.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-780d,40342,2003,748.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-780b,40342,2004,671.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7809,40342,2005,641.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7808,40342,2006,689.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7806,40342,2007,695.4,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7804,40342,2008,645.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7802,40342,2009,522.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-7801,40342,2010,673.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77ff,40342,2011,804.4,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77fd,40342,2012,575.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77fc,40342,2013,535,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77fb,40342,2014,403.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77fa,40342,2015,470.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77f9,40342,2016,350.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77f8,40342,2017,483.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77f7,40342,2018,420.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77f6,40342,2019,502.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77f4,40342,2020,375.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77f3,40343,1901,671.1,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77f1,40343,1902,755,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77ef,40343,1903,615,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77ed,40343,1904,644.8,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77ec,40343,1905,833.1,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77ea,40343,1906,732.5,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77e8,40343,1907,724.5,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77e6,40343,1908,593.8,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77e4,40343,1909,734.1,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77e3,40343,1910,649.3,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77e1,40343,1911,753.1,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77df,40343,1912,673.1,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77dd,40343,1913,816.7,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77db,40343,1914,750.3,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77da,40343,1915,872.8,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77d8,40343,1916,679.7,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77d6,40343,1917,603.9,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77d4,40343,1918,699.6,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77d2,40343,1919,585.6,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77d0,40343,1920,616.4,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77cf,40343,1921,664.6,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77cd,40343,1922,736.5,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77cb,40343,1923,646.4,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77c9,40343,1924,667.6,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77c7,40343,1925,762.1,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77c6,40343,1926,677.3,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77c4,40343,1927,657.2,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77c2,40343,1928,653.6,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77c0,40343,1929,719.3,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77be,40343,1930,648.6,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77bc,40343,1931,633.7,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77bb,40343,1932,621.1,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77b9,40343,1933,705.6,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77b7,40343,1934,634.7,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77b5,40343,1935,590.4,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77b3,40343,1936,671.4,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77b2,40343,1937,768.3,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77b0,40343,1938,738.5,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77ae,40343,1939,618.5,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-77ac,40343,1940,730.8,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76e3,40343,1941,681.3,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76e0,40343,1942,740.1,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76de,40343,1943,750.4,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76dc,40343,1944,758.4,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76da,40343,1945,744.7,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76d8,40343,1946,788.6,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76d7,40343,1947,646.4,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76d6,40343,1948,839.8,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76d5,40343,1949,790.4,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76d4,40343,1950,741.4,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76d3,40343,1951,618.3,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76d2,40343,1952,668,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76d1,40343,1953,625.7,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76cf,40343,1954,669.3,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76ce,40343,1955,624.8,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76cc,40343,1956,707.3,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76ca,40343,1957,516.6,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76c8,40343,1958,606.1,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76c7,40343,1959,553.6,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76c5,40343,1960,501.5,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76c3,40343,1961,581.7,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76c1,40343,1962,717.8,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_179f50306d0_-76a7,40343,1963,776.3,POINT (9378667.099333297 3535725.659799159)
