FID,id_punto,agno,temp_anual,geom
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b66,40335,1918,2.91,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b65,40335,1919,2.25,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b64,40335,1920,2.7,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b63,40335,1921,2.81,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b62,40335,1922,3.1,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b61,40335,1923,3.46,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b60,40335,1924,3.45,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b5f,40335,1925,2.96,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b5e,40335,1926,2.68,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b5d,40335,1927,2.81,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b5c,40335,1928,3.45,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b5b,40335,1929,3.3,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b5a,40335,1930,3.06,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b59,40335,1931,3.43,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b58,40335,1932,3.55,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b57,40335,1933,2.84,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b56,40335,1934,3.11,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b55,40335,1935,2.68,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b54,40335,1936,2.05,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b53,40335,1937,2.35,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b52,40335,1938,2.92,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b51,40335,1939,2.93,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b50,40335,1940,2.84,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b4f,40335,1941,4.08,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b4e,40335,1942,3.58,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b4d,40335,1943,3.5,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b4c,40335,1944,3.23,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b4b,40335,1945,2.92,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b4a,40335,1946,3.6,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b49,40335,1947,3.66,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b48,40335,1948,3.34,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b47,40335,1949,3.46,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b46,40335,1950,3.05,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b45,40335,1951,3.58,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b44,40335,1952,3.55,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b43,40335,1953,4.05,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b42,40335,1954,3.39,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b41,40335,1955,3.33,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b40,40335,1956,3.47,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b3f,40335,1957,3.19,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b3e,40335,1958,4.03,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b3d,40335,1959,3.76,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b3c,40335,1960,3.95,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b3b,40335,1961,3.51,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b3a,40335,1962,3.81,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b39,40335,1963,3.8,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b38,40335,1964,4.04,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b37,40335,1965,3.47,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b36,40335,1966,3.75,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b35,40335,1967,3.12,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b34,40335,1968,2.92,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b33,40335,1969,3.71,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b32,40335,1970,3.65,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b31,40335,1971,3.15,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b30,40335,1972,3.45,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b2f,40335,1973,3.21,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b2e,40335,1974,3.18,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b2d,40335,1975,2.6,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b2c,40335,1976,3.02,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b2b,40335,1977,2.99,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b2a,40335,1978,2.78,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b29,40335,1979,2.9,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b28,40335,1980,3.43,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b27,40335,1981,2.97,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b26,40335,1982,2.8,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b25,40335,1983,2.35,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b24,40335,1984,3.53,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b23,40335,1985,3.49,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b22,40335,1986,2.61,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b21,40335,1987,3.83,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b20,40335,1988,3.72,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b1f,40335,1989,2.56,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b1e,40335,1990,3,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b1d,40335,1991,2.63,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b1c,40335,1992,2.44,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b1b,40335,1993,3.05,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b1a,40335,1994,3.77,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b19,40335,1995,3.42,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b18,40335,1996,3.54,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b17,40335,1997,2.91,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b16,40335,1998,3.69,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b15,40335,1999,4.51,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b14,40335,2000,3.85,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b13,40335,2001,4.06,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b12,40335,2002,4.15,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b11,40335,2003,3.81,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b10,40335,2004,4.55,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b0f,40335,2005,3.82,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b0e,40335,2006,4.6,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b0d,40335,2007,4.32,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b0c,40335,2008,4.15,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b0b,40335,2009,4.49,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b0a,40335,2010,4.54,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b09,40335,2011,3.93,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b08,40335,2012,3.93,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b07,40335,2013,0.2,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b06,40335,2014,2.13,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b05,40335,2015,2.89,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b04,40335,2016,3.54,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b03,40335,2017,3.04,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b02,40335,2018,2.55,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b01,40335,2019,2.4,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6b00,40335,2020,2.18,POINT (8933389.136160204 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aff,40336,1901,-1.35,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6afe,40336,1902,-1.17,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6afd,40336,1903,-1.4,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6afc,40336,1904,-1.54,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6afb,40336,1905,-2.38,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6afa,40336,1906,-1.56,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6af9,40336,1907,-1.76,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6af8,40336,1908,-1.02,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6af7,40336,1909,-1.03,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6af6,40336,1910,-1.78,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6af5,40336,1911,-1.78,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6af4,40336,1912,-2.03,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6af3,40336,1913,-2.43,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6af2,40336,1914,-2.15,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6af1,40336,1915,-1.26,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6af0,40336,1916,-1.3,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aef,40336,1917,-2.68,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aee,40336,1918,-1.8,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aed,40336,1919,-2.48,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aec,40336,1920,-1.99,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aeb,40336,1921,-1.89,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aea,40336,1922,-1.65,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ae9,40336,1923,-1.3,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ae8,40336,1924,-1.29,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ae7,40336,1925,-1.8,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ae6,40336,1926,-2.04,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ae5,40336,1927,-1.93,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ae4,40336,1928,-1.31,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ae3,40336,1929,-1.48,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ae2,40336,1930,-1.7,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ae1,40336,1931,-1.35,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ae0,40336,1932,-1.25,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6adf,40336,1933,-1.9,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ade,40336,1934,-1.63,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6add,40336,1935,-1.96,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6adc,40336,1936,-2.59,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6adb,40336,1937,-2.27,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ada,40336,1938,-1.79,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ad9,40336,1939,-1.78,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ad8,40336,1940,-1.84,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ad7,40336,1941,-0.68,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ad6,40336,1942,-1.16,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ad5,40336,1943,-1.21,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ad4,40336,1944,-1.49,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ad3,40336,1945,-1.8,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ad2,40336,1946,-1.11,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ad1,40336,1947,-1.06,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ad0,40336,1948,-1.4,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6acf,40336,1949,-1.25,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ace,40336,1950,-1.67,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6acd,40336,1951,-1.16,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6acc,40336,1952,-1.23,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6acb,40336,1953,-0.72,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aca,40336,1954,-1.36,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ac9,40336,1955,-1.4,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ac8,40336,1956,-1.23,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ac7,40336,1957,-1.56,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ac6,40336,1958,-0.74,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ac5,40336,1959,-1.08,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ac4,40336,1960,-0.84,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ac3,40336,1961,-1.13,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ac2,40336,1962,-0.94,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ac1,40336,1963,-0.93,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ac0,40336,1964,-0.69,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6abf,40336,1965,-1.25,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6abe,40336,1966,-1.13,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6abd,40336,1967,-1.7,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6abc,40336,1968,-1.82,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6abb,40336,1969,-0.98,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aba,40336,1970,-1.08,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ab9,40336,1971,-1.56,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ab8,40336,1972,-1.35,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ab7,40336,1973,-1.56,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ab6,40336,1974,-1.63,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ab5,40336,1975,-2.2,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ab4,40336,1976,-1.77,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ab3,40336,1977,-1.74,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ab2,40336,1978,-2.03,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ab1,40336,1979,-1.89,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6ab0,40336,1980,-1.34,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aaf,40336,1981,-1.74,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aae,40336,1982,-1.94,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aad,40336,1983,-2.35,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aac,40336,1984,-1.2,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aab,40336,1985,-1.22,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aaa,40336,1986,-2.1,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aa9,40336,1987,-1.07,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aa8,40336,1988,-1.02,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aa7,40336,1989,-2.1,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aa6,40336,1990,-1.55,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aa5,40336,1991,-1.96,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aa4,40336,1992,-2.12,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aa3,40336,1993,-1.52,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aa2,40336,1994,-0.92,POINT (8989048.88155684 3535725.659799159)
temp_anual_espacial_p.fid--5ff12b53_179f503477f_-6aa1,40336,1995,-1.28,POINT (8989048.88155684 3535725.659799159)
