FID,id_punto,agno,seasonality_index,geom
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6998,40678,1995,0.87,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6999,40678,1996,0.94,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_699a,40678,1997,0.77,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_699b,40678,1998,0.86,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_699c,40678,1999,0.98,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_699d,40678,2000,0.89,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_699e,40678,2001,0.94,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_699f,40678,2002,0.89,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69a0,40678,2003,0.86,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69a1,40678,2004,0.67,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69a2,40678,2005,0.79,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69a3,40678,2006,0.76,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69a4,40678,2007,0.72,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69a5,40678,2008,1.01,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69a6,40678,2009,1,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69a7,40678,2010,1.05,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69a8,40678,2011,0.94,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69a9,40678,2012,1.08,POINT (9656965.826316481 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69aa,40679,1901,0.86,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69ab,40679,1902,0.84,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69ac,40679,1903,0.9,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69ad,40679,1904,0.86,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69ae,40679,1905,0.88,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69af,40679,1906,0.91,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69b0,40679,1907,0.83,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69b1,40679,1908,0.87,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69b2,40679,1909,0.87,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69b3,40679,1910,0.89,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69b4,40679,1911,0.85,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69b5,40679,1912,0.84,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69b6,40679,1913,0.88,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69b7,40679,1914,0.88,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69b8,40679,1915,0.86,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69b9,40679,1916,0.9,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69ba,40679,1917,0.87,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69bb,40679,1918,0.9,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69bc,40679,1919,0.87,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69bd,40679,1920,0.86,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69be,40679,1921,0.88,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69bf,40679,1922,0.92,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69c0,40679,1923,0.84,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69c1,40679,1924,0.88,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69c2,40679,1925,0.91,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69c3,40679,1926,0.88,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69c4,40679,1927,0.84,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69c5,40679,1928,0.88,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69c6,40679,1929,0.85,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69c7,40679,1930,0.84,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69c8,40679,1931,0.89,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69c9,40679,1932,0.86,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69ca,40679,1933,0.86,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69cb,40679,1934,0.89,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69cc,40679,1935,0.99,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69cd,40679,1936,0.9,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69ce,40679,1937,0.76,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69cf,40679,1938,0.99,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69d0,40679,1939,0.89,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69d1,40679,1940,0.91,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69d2,40679,1941,0.94,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69d3,40679,1942,0.96,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69d4,40679,1943,0.89,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69d5,40679,1944,0.88,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69d6,40679,1945,0.87,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69d7,40679,1946,0.78,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69d8,40679,1947,0.87,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69d9,40679,1948,0.81,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69da,40679,1949,0.87,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69db,40679,1950,0.95,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69dc,40679,1951,0.93,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69dd,40679,1952,0.92,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69de,40679,1953,0.96,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69df,40679,1954,0.96,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69e0,40679,1955,0.92,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69e1,40679,1956,0.78,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69e2,40679,1957,0.89,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69e3,40679,1958,1.01,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69e4,40679,1959,1.2,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69e5,40679,1960,0.95,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69e6,40679,1961,0.93,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69e7,40679,1962,0.75,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69e8,40679,1963,0.84,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69e9,40679,1964,1.07,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69ea,40679,1965,0.93,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69eb,40679,1966,1.09,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69ec,40679,1967,0.93,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69ed,40679,1968,1.01,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69ee,40679,1969,1.04,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69ef,40679,1970,1.07,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69f0,40679,1971,0.9,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69f1,40679,1972,0.82,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69f2,40679,1973,1.01,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69f3,40679,1974,0.96,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69f4,40679,1975,0.87,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69f5,40679,1976,0.99,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69f6,40679,1977,0.67,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69f7,40679,1978,0.65,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69f8,40679,1979,0.8,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69f9,40679,1980,1.07,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69fa,40679,1981,0.8,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69fb,40679,1982,0.75,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69fc,40679,1983,0.61,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69fd,40679,1984,0.96,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69fe,40679,1985,0.87,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_69ff,40679,1986,0.76,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a00,40679,1987,0.81,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a01,40679,1988,0.93,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a02,40679,1989,0.66,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a03,40679,1990,0.92,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a04,40679,1991,1.01,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a05,40679,1992,0.7,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a06,40679,1993,0.88,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a07,40679,1994,0.81,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a08,40679,1995,0.84,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a09,40679,1996,0.95,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a0a,40679,1997,0.74,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a0b,40679,1998,0.87,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a0c,40679,1999,0.97,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a0d,40679,2000,0.86,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a0e,40679,2001,0.94,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a0f,40679,2002,0.87,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a10,40679,2003,0.86,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a11,40679,2004,0.65,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a12,40679,2005,0.78,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a13,40679,2006,0.75,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a14,40679,2007,0.72,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a15,40679,2008,1,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a16,40679,2009,1.04,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a17,40679,2010,1.03,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a18,40679,2011,0.94,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a19,40679,2012,1.08,POINT (9712625.57171312 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a1a,40680,1901,0.91,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a1b,40680,1902,0.9,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a1c,40680,1903,0.93,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a1d,40680,1904,0.91,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a1e,40680,1905,0.92,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a1f,40680,1906,0.93,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a20,40680,1907,0.9,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a21,40680,1908,0.92,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a22,40680,1909,0.91,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a23,40680,1910,0.92,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a24,40680,1911,0.91,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a25,40680,1912,0.9,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a26,40680,1913,0.91,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a27,40680,1914,0.93,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a28,40680,1915,0.91,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a29,40680,1916,0.93,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a2a,40680,1917,0.92,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a2b,40680,1918,0.94,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a2c,40680,1919,0.92,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a2d,40680,1920,0.91,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a2e,40680,1921,0.92,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a2f,40680,1922,0.95,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a30,40680,1923,0.9,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a31,40680,1924,0.93,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a32,40680,1925,0.93,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a33,40680,1926,0.91,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a34,40680,1927,0.9,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a35,40680,1928,0.92,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a36,40680,1929,0.9,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a37,40680,1930,0.9,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a38,40680,1931,0.93,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a39,40680,1932,0.91,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a3a,40680,1933,0.9,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a3b,40680,1934,0.92,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a3c,40680,1935,1.07,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a3d,40680,1936,0.95,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a3e,40680,1937,0.83,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a3f,40680,1938,1.01,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a40,40680,1939,0.93,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a41,40680,1940,0.96,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a42,40680,1941,0.98,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a43,40680,1942,0.99,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a44,40680,1943,0.95,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a45,40680,1944,0.96,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a46,40680,1945,0.92,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a47,40680,1946,0.8,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a48,40680,1947,0.93,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a49,40680,1948,0.87,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a4a,40680,1949,0.9,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a4b,40680,1950,0.93,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a4c,40680,1951,0.92,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a4d,40680,1952,0.86,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a4e,40680,1953,0.94,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a4f,40680,1954,0.95,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a50,40680,1955,0.98,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a51,40680,1956,0.85,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a52,40680,1957,0.98,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a53,40680,1958,1.02,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a54,40680,1959,1.21,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a55,40680,1960,1.04,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a56,40680,1961,1.01,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a57,40680,1962,0.85,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a58,40680,1963,0.78,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a59,40680,1964,1.16,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a5a,40680,1965,0.99,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a5b,40680,1966,1.14,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a5c,40680,1967,0.95,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a5d,40680,1968,1.02,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a5e,40680,1969,1.05,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a5f,40680,1970,1.12,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a60,40680,1971,1.02,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a61,40680,1972,1,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a62,40680,1973,1.04,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a63,40680,1974,1.01,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a64,40680,1975,0.97,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a65,40680,1976,1.09,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a66,40680,1977,0.73,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a67,40680,1978,0.89,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a68,40680,1979,0.91,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a69,40680,1980,1.02,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_179f5047d60_6a6a,40680,1981,0.91,POINT (9768285.317109756 3471454.9819268296)
