FID,id_punto,agno,anomalia_temp_min_anual,geom
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b8c,40665,1904,-0.02,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b8d,40665,1905,-0.9,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b8e,40665,1906,-0.04,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b8f,40665,1907,-0.27,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b90,40665,1908,0.51,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b91,40665,1909,0.49,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b92,40665,1910,-0.3,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b93,40665,1911,-0.3,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b94,40665,1912,-0.57,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b95,40665,1913,-0.94,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b96,40665,1914,-0.7,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b97,40665,1915,0.27,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b98,40665,1916,0.19,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b99,40665,1917,-1.2,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b9a,40665,1918,-0.3,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b9b,40665,1919,-1,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b9c,40665,1920,-0.5,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b9d,40665,1921,-0.38,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b9e,40665,1922,-0.15,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4b9f,40665,1923,0.23,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4ba0,40665,1924,0.21,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4ba1,40665,1925,-0.26,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4ba2,40665,1926,-0.57,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4ba3,40665,1927,-0.43,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4ba4,40665,1928,0.21,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4ba5,40665,1929,0.06,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4ba6,40665,1930,-0.11,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4ba7,40665,1931,0.24,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4ba8,40665,1932,0.38,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4ba9,40665,1933,-0.4,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4baa,40665,1934,-0.08,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bab,40665,1935,-0.52,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bac,40665,1936,-1.16,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bad,40665,1937,-0.81,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bae,40665,1938,-0.32,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4baf,40665,1939,-0.29,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bb0,40665,1940,-0.43,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bb1,40665,1941,0.79,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bb2,40665,1942,0.35,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bb3,40665,1943,0.29,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bb4,40665,1944,0,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bb5,40665,1945,-0.3,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bb6,40665,1946,0.38,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bb7,40665,1947,0.44,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bb8,40665,1948,0.12,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bb9,40665,1949,0.27,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bba,40665,1950,-0.16,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bbb,40665,1951,0.36,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bbc,40665,1952,0.37,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bbd,40665,1953,0.91,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bbe,40665,1954,0.35,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bbf,40665,1955,0.39,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bc0,40665,1956,0.46,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bc1,40665,1957,0.13,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bc2,40665,1958,1.08,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bc3,40665,1959,0.77,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bc4,40665,1960,0.75,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bc5,40665,1961,0.61,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bc6,40665,1962,0.64,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bc7,40665,1963,0.37,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bc8,40665,1964,0.74,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bc9,40665,1965,0.08,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bca,40665,1966,0.17,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bcb,40665,1967,-0.4,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bcc,40665,1968,-0.59,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bcd,40665,1969,0.07,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bce,40665,1970,-0.11,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bcf,40665,1971,-0.47,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bd0,40665,1972,-0.06,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bd1,40665,1973,-0.03,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bd2,40665,1974,-0.19,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bd3,40665,1975,-0.55,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bd4,40665,1976,-0.21,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bd5,40665,1977,-0.33,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bd6,40665,1978,-0.17,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bd7,40665,1979,0.08,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bd8,40665,1980,0.36,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bd9,40665,1981,-0.15,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bda,40665,1982,-0.02,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bdb,40665,1983,-0.57,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bdc,40665,1984,0.07,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bdd,40665,1985,0.23,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bde,40665,1986,-0.59,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bdf,40665,1987,0.79,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4be0,40665,1988,0.57,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4be1,40665,1989,-0.5,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4be2,40665,1990,-0.02,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4be3,40665,1991,-0.6,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4be4,40665,1992,-0.7,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4be5,40665,1993,-0.15,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4be6,40665,1994,0.84,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4be7,40665,1995,0.6,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4be8,40665,1996,0.6,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4be9,40665,1997,-0.05,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bea,40665,1998,0.77,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4beb,40665,1999,1.59,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bec,40665,2000,0.9,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bed,40665,2001,1.17,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bee,40665,2002,1.24,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bef,40665,2003,0.69,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bf0,40665,2004,1.38,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bf1,40665,2005,0.75,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bf2,40665,2006,1.7,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bf3,40665,2007,1.05,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bf4,40665,2008,1.24,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bf5,40665,2009,1.54,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bf6,40665,2010,1.5,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bf7,40665,2011,1.02,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bf8,40665,2012,1.24,POINT (8933389.136160204 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bf9,40666,1901,0.16,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bfa,40666,1902,0.32,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bfb,40666,1903,0.13,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bfc,40666,1904,-0.04,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bfd,40666,1905,-0.88,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bfe,40666,1906,-0.05,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4bff,40666,1907,-0.25,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c00,40666,1908,0.48,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c01,40666,1909,0.51,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c02,40666,1910,-0.29,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c03,40666,1911,-0.3,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c04,40666,1912,-0.54,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c05,40666,1913,-0.93,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c06,40666,1914,-0.67,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c07,40666,1915,0.26,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c08,40666,1916,0.19,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c09,40666,1917,-1.17,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c0a,40666,1918,-0.32,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c0b,40666,1919,-0.94,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c0c,40666,1920,-0.48,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c0d,40666,1921,-0.39,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c0e,40666,1922,-0.12,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c0f,40666,1923,0.21,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c10,40666,1924,0.21,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c11,40666,1925,-0.3,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c12,40666,1926,-0.52,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c13,40666,1927,-0.43,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c14,40666,1928,0.2,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c15,40666,1929,0.04,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c16,40666,1930,-0.16,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c17,40666,1931,0.22,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c18,40666,1932,0.32,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c19,40666,1933,-0.39,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c1a,40666,1934,-0.08,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c1b,40666,1935,-0.42,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c1c,40666,1936,-1.07,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c1d,40666,1937,-0.7,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c1e,40666,1938,-0.26,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c1f,40666,1939,-0.26,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c20,40666,1940,-0.37,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c21,40666,1941,0.8,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c22,40666,1942,0.38,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c23,40666,1943,0.32,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c24,40666,1944,0.04,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c25,40666,1945,-0.25,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c26,40666,1946,0.44,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c27,40666,1947,0.49,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c28,40666,1948,0.13,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c29,40666,1949,0.27,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c2a,40666,1950,-0.15,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c2b,40666,1951,0.39,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c2c,40666,1952,0.35,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c2d,40666,1953,0.89,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c2e,40666,1954,0.37,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c2f,40666,1955,0.43,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c30,40666,1956,0.52,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c31,40666,1957,0.16,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c32,40666,1958,1.04,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c33,40666,1959,0.69,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c34,40666,1960,0.69,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c35,40666,1961,0.68,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c36,40666,1962,0.65,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c37,40666,1963,0.39,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c38,40666,1964,0.73,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c39,40666,1965,0.06,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c3a,40666,1966,0.04,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c3b,40666,1967,-0.48,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c3c,40666,1968,-0.57,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c3d,40666,1969,0.11,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c3e,40666,1970,-0.08,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c3f,40666,1971,-0.41,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c40,40666,1972,-0.12,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c41,40666,1973,-0.05,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c42,40666,1974,-0.24,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c43,40666,1975,-0.6,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c44,40666,1976,-0.25,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c45,40666,1977,-0.25,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c46,40666,1978,-0.2,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c47,40666,1979,0.04,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c48,40666,1980,0.38,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c49,40666,1981,-0.11,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c4a,40666,1982,0,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c4b,40666,1983,-0.54,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c4c,40666,1984,0.09,POINT (8989048.88155684 3471454.9819268296)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_179f503477f_4c4d,40666,1985,0.27,POINT (8989048.88155684 3471454.9819268296)
