FID,id_punto,agno,anomalia_etp_anual,geom
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24ca,40335,1965,-19.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24cb,40335,1966,19.88,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24cc,40335,1967,1.88,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24cd,40335,1968,7.88,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24ce,40335,1969,4.88,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24cf,40335,1970,16.88,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24d0,40335,1971,-4.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24d1,40335,1972,10.88,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24d2,40335,1973,-28.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24d3,40335,1974,-22.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24d4,40335,1975,-25.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24d5,40335,1976,-13.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24d6,40335,1977,-19.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24d7,40335,1978,-28.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24d8,40335,1979,-28.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24d9,40335,1980,-16.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24da,40335,1981,-34.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24db,40335,1982,-34.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24dc,40335,1983,-43.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24dd,40335,1984,13.88,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24de,40335,1985,-10.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24df,40335,1986,-25.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24e0,40335,1987,-25.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24e1,40335,1988,-16.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24e2,40335,1989,-22.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24e3,40335,1990,-49.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24e4,40335,1991,-34.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24e5,40335,1992,-58.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24e6,40335,1993,-46.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24e7,40335,1994,-13.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24e8,40335,1995,-31.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24e9,40335,1996,-40.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24ea,40335,1997,-10.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24eb,40335,1998,-43.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24ec,40335,1999,10.88,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24ed,40335,2000,-19.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24ee,40335,2001,-7.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24ef,40335,2002,-22.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24f0,40335,2003,-31.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24f1,40335,2004,10.88,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24f2,40335,2005,-13.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24f3,40335,2006,-1.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24f4,40335,2007,4.88,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24f5,40335,2008,-31.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24f6,40335,2009,16.88,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24f7,40335,2010,-4.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24f8,40335,2011,-28.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24f9,40335,2012,-7.11,POINT (8933389.136160204 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24fa,40336,1901,3.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24fb,40336,1902,-2.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24fc,40336,1903,6.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24fd,40336,1904,3.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24fe,40336,1905,-23.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_24ff,40336,1906,-5.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2500,40336,1907,-17.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2501,40336,1908,9.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2502,40336,1909,-5.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2503,40336,1910,-14.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2504,40336,1911,-14.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2505,40336,1912,-23.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2506,40336,1913,-29.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2507,40336,1914,-26.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2508,40336,1915,-14.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2509,40336,1916,3.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_250a,40336,1917,-41.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_250b,40336,1918,-26.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_250c,40336,1919,-29.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_250d,40336,1920,-20.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_250e,40336,1921,-23.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_250f,40336,1922,-20.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2510,40336,1923,9.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2511,40336,1924,0.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2512,40336,1925,-14.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2513,40336,1926,-26.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2514,40336,1927,-8.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2515,40336,1928,3.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2516,40336,1929,-5.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2517,40336,1930,-11.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2518,40336,1931,6.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2519,40336,1932,12.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_251a,40336,1933,-8.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_251b,40336,1934,-2.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_251c,40336,1935,-2.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_251d,40336,1936,-26.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_251e,40336,1937,-17.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_251f,40336,1938,-5.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2520,40336,1939,-5.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2521,40336,1940,-8.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2522,40336,1941,6.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2523,40336,1942,9.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2524,40336,1943,9.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2525,40336,1944,12.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2526,40336,1945,3.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2527,40336,1946,12.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2528,40336,1947,9.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2529,40336,1948,0.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_252a,40336,1949,-2.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_252b,40336,1950,-5.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_252c,40336,1951,12.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_252d,40336,1952,-11.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_252e,40336,1953,0.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_252f,40336,1954,-23.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2530,40336,1955,-29.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2531,40336,1956,-11.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2532,40336,1957,-14.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2533,40336,1958,0.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2534,40336,1959,-11.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2535,40336,1960,15.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2536,40336,1961,-8.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2537,40336,1962,-2.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2538,40336,1963,9.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2539,40336,1964,12.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_253a,40336,1965,-11.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_253b,40336,1966,12.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_253c,40336,1967,-5.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_253d,40336,1968,-2.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_253e,40336,1969,12.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_253f,40336,1970,15.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2540,40336,1971,-2.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2541,40336,1972,12.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2542,40336,1973,-20.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2543,40336,1974,-17.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2544,40336,1975,-23.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2545,40336,1976,-17.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2546,40336,1977,-14.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2547,40336,1978,-29.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2548,40336,1979,-26.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2549,40336,1980,-29.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_254a,40336,1981,-17.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_254b,40336,1982,-35.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_254c,40336,1983,-32.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_254d,40336,1984,6.8,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_254e,40336,1985,-5.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_254f,40336,1986,-23.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2550,40336,1987,-26.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2551,40336,1988,-20.19,POINT (8989048.88155684 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_179f5047d60_2552,40336,1989,-26.19,POINT (8989048.88155684 3535725.659799159)
