FID,id_punto,mes,mes_etiqueta,n_period,period,temp_max_normal,geom
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c48,40665,8,8,30,1970,25.42,POINT (8933389.136160204 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c47,40666,8,8,30,1970,21.63,POINT (8989048.88155684 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c46,40667,8,8,30,1970,14.79,POINT (9044708.626953477 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c45,40668,8,8,30,1970,16.9,POINT (9100368.372350115 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c44,40669,8,8,30,1970,14.41,POINT (9156028.117746752 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c43,40670,8,8,30,1970,9.64,POINT (9211687.863143386 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c42,40671,8,8,30,1970,11.84,POINT (9267347.608540025 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c41,40672,8,8,30,1970,12.45,POINT (9323007.353936663 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c40,40673,8,8,30,1970,12.9,POINT (9378667.099333297 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c3f,40674,8,8,30,1970,11.2,POINT (9434326.844729934 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c3e,40675,8,8,30,1970,11.64,POINT (9489986.590126572 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c3d,40676,8,8,30,1970,11.71,POINT (9545646.335523209 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c3c,40677,8,8,30,1970,14.64,POINT (9601306.080919845 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c3b,40678,8,8,30,1970,13.85,POINT (9656965.826316481 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c3a,40679,8,8,30,1970,9.77,POINT (9712625.57171312 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c39,40680,8,8,30,1970,10.42,POINT (9768285.317109756 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c38,41295,8,8,30,1970,33.03,POINT (8933389.136160204 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c37,41296,8,8,30,1970,31.89,POINT (8989048.88155684 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c36,41297,8,8,30,1970,30.42,POINT (9044708.626953477 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c35,41298,8,8,30,1970,26.19,POINT (9100368.372350115 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c34,41299,8,8,30,1970,24.1,POINT (9156028.117746752 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c33,41300,8,8,30,1970,19.56,POINT (9211687.863143386 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c32,41301,8,8,30,1970,11.17,POINT (9267347.608540025 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c31,41302,8,8,30,1970,11.87,POINT (9323007.353936663 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c30,41303,8,8,30,1970,9.75,POINT (9378667.099333297 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c2f,41304,8,8,30,1970,7.04,POINT (9434326.844729934 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c2e,41305,8,8,30,1970,7.41,POINT (9489986.590126572 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c2d,41306,8,8,30,1970,10.45,POINT (9545646.335523209 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c2c,41307,8,8,30,1970,9.03,POINT (9601306.080919845 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c2b,41308,8,8,30,1970,9.59,POINT (9656965.826316481 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c2a,41309,8,8,30,1970,10.28,POINT (9712625.57171312 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c29,41310,8,8,30,1970,13.02,POINT (9768285.317109756 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c28,40335,8,8,30,1970,15.68,POINT (8933389.136160204 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c27,40336,8,8,30,1970,12.33,POINT (8989048.88155684 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c26,40337,8,8,30,1970,10.02,POINT (9044708.626953477 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c25,40338,8,8,30,1970,12.52,POINT (9100368.372350115 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c24,40339,8,8,30,1970,11.43,POINT (9156028.117746752 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c23,40340,8,8,30,1970,12.89,POINT (9211687.863143386 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c22,40341,8,8,30,1970,13.31,POINT (9267347.608540025 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c21,40342,8,8,30,1970,11.79,POINT (9323007.353936663 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c20,40343,8,8,30,1970,10.12,POINT (9378667.099333297 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c1f,40344,8,8,30,1970,10.32,POINT (9434326.844729934 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c1e,40345,8,8,30,1970,9.82,POINT (9489986.590126572 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c1d,40346,8,8,30,1970,10.68,POINT (9545646.335523209 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c1c,40347,8,8,30,1970,12.06,POINT (9601306.080919845 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c1b,40348,8,8,30,1970,12.25,POINT (9656965.826316481 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c1a,40349,8,8,30,1970,11.26,POINT (9712625.57171312 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c19,40350,8,8,30,1970,10.02,POINT (9768285.317109756 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c18,42530,8,8,30,1970,32.82,POINT (8933389.136160204 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c17,42531,8,8,30,1970,32.47,POINT (8989048.88155684 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c16,42532,8,8,30,1970,32.43,POINT (9044708.626953477 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c15,42533,8,8,30,1970,32.65,POINT (9100368.372350115 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c14,42534,8,8,30,1970,32.73,POINT (9156028.117746752 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c13,42535,8,8,30,1970,32.69,POINT (9211687.863143386 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c12,42536,8,8,30,1970,32.7,POINT (9267347.608540025 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c11,42537,8,8,30,1970,32.82,POINT (9323007.353936663 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c10,42538,8,8,30,1970,32.96,POINT (9378667.099333297 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_-7c0f,42539,8,8,30,1970,33.06,POINT (9434326.844729934 3092272.122885534)
