Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
1.52001, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
2.04135, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
1.57303, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
1.76817, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
1.73846, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
1.93452, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
2.46456, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
1.94656, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
2.18058, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
2.40127, 2080-2099, cnrm_cm5, May Anomaly, NPL
1.25336, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
1.62419, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
1.16222, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
1.62847, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
2.30596, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
2.59766, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
1.79069, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
3.31345, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
3.42972, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
2.43003, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
1.88588, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
2.21229, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
1.91972, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
1.8203, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
1.69215, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
1.84103, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
1.81221, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
2.51129, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
3.02951, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
3.70261, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
3.33382, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
3.64506, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
2.24038, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
3.56278, 2080-2099, gfdl_cm3, May Anomaly, NPL
4.38375, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
4.23237, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
4.59312, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
4.28806, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
3.50324, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
3.26075, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
4.57074, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
0.50808, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
0.25237, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
1.34999, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
0.33075, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
2.08828, 2080-2099, gfdl_esm2g, May Anomaly, NPL
0.27724, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
0.7311, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
-0.0877, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
0.30726, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
0.51083, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
1.071, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
0.75838, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
0.75245, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
0.21524, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
0.32286, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
0.80127, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
1.27268, 2080-2099, gfdl_esm2m, May Anomaly, NPL
1.05601, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
1.23233, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
0.17768, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
0.50632, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
1.82522, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
0.39156, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
0.12975, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
0.76085, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
1.86305, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
2.17976, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
1.0654, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
1.41025, 2080-2099, hadgem2_ao, May Anomaly, NPL
0.85588, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
0.86136, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
0.71835, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
1.88143, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
1.03595, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
1.58144, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
1.73492, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
1.99469, 2080-2099, hadgem2_es, Jan Anomaly, NPL
0.88738, 2080-2099, hadgem2_es, Feb Anomaly, NPL
2.32016, 2080-2099, hadgem2_es, Mar Anomaly, NPL
1.44984, 2080-2099, hadgem2_es, Apr Anomaly, NPL
1.51712, 2080-2099, hadgem2_es, May Anomaly, NPL
1.05466, 2080-2099, hadgem2_es, Jun Anomaly, NPL
1.35336, 2080-2099, hadgem2_es, Jul Anomaly, NPL
1.41691, 2080-2099, hadgem2_es, Aug Anomaly, NPL
1.94849, 2080-2099, hadgem2_es, Sep Anomaly, NPL
1.30411, 2080-2099, hadgem2_es, Oct Anomaly, NPL
0.8991, 2080-2099, hadgem2_es, Nov Anomaly, NPL
1.03739, 2080-2099, hadgem2_es, Dec Anomaly, NPL
1.26975, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
2.53741, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
1.67658, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
2.71045, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
0.3175, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
1.28179, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
1.30728, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
1.25617, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
2.22872, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
2.36804, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
1.99394, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
1.3863, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
2.5125, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
2.41123, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
1.99892, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
2.41958, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
1.41405, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
1.48714, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
1.53026, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
1.24507, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
1.05641, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
1.57202, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
1.65363, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
1.99928, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
1.28574, 2080-2099, miroc5, Jan Anomaly, NPL
0.95748, 2080-2099, miroc5, Feb Anomaly, NPL
1.30616, 2080-2099, miroc5, Mar Anomaly, NPL
0.89167, 2080-2099, miroc5, Apr Anomaly, NPL
2.21945, 2080-2099, miroc5, May Anomaly, NPL
1.93773, 2080-2099, miroc5, Jun Anomaly, NPL
1.48173, 2080-2099, miroc5, Jul Anomaly, NPL
1.24128, 2080-2099, miroc5, Aug Anomaly, NPL
1.55875, 2080-2099, miroc5, Sep Anomaly, NPL
1.66157, 2080-2099, miroc5, Oct Anomaly, NPL
1.88962, 2080-2099, miroc5, Nov Anomaly, NPL
1.02453, 2080-2099, miroc5, Dec Anomaly, NPL
3.45528, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
3.39733, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
2.23526, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
1.37345, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
3.14798, 2080-2099, miroc_esm_chem, May Anomaly, NPL
1.80643, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
1.92844, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
1.66041, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
2.11837, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
1.14253, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
2.68911, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
3.28021, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
3.27929, 2080-2099, miroc_esm, Jan Anomaly, NPL
2.68941, 2080-2099, miroc_esm, Feb Anomaly, NPL
1.58546, 2080-2099, miroc_esm, Mar Anomaly, NPL
2.01376, 2080-2099, miroc_esm, Apr Anomaly, NPL
1.90613, 2080-2099, miroc_esm, May Anomaly, NPL
2.23425, 2080-2099, miroc_esm, Jun Anomaly, NPL
1.86376, 2080-2099, miroc_esm, Jul Anomaly, NPL
2.13179, 2080-2099, miroc_esm, Aug Anomaly, NPL
1.89785, 2080-2099, miroc_esm, Sep Anomaly, NPL
1.71239, 2080-2099, miroc_esm, Oct Anomaly, NPL
2.80459, 2080-2099, miroc_esm, Nov Anomaly, NPL
2.80119, 2080-2099, miroc_esm, Dec Anomaly, NPL
0.90178, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
2.16119, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
1.12716, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
2.20597, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
1.24795, 2080-2099, mpi_esm_lr, May Anomaly, NPL
0.65178, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
0.76809, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
0.80775, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
0.75525, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
-0.1016, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
1.25862, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
1.46484, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
-0.2253, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
2.06532, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
2.59614, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
1.44454, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
0.48001, 2080-2099, mpi_esm_mr, May Anomaly, NPL
0.8765, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
1.09397, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
0.91639, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
0.37939, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
0.53356, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
0.28297, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
-1.3369, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
2.06376, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
1.21853, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
2.43743, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
1.16149, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
1.00614, 2080-2099, mri_cgcm3, May Anomaly, NPL
1.09595, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
1.09975, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
1.02652, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
0.78008, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
0.44311, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
1.27018, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
2.61091, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
1.88116, 2080-2099, noresm1_m, Jan Anomaly, NPL
0.90328, 2080-2099, noresm1_m, Feb Anomaly, NPL
1.72143, 2080-2099, noresm1_m, Mar Anomaly, NPL
0.38247, 2080-2099, noresm1_m, Apr Anomaly, NPL
1.81318, 2080-2099, noresm1_m, May Anomaly, NPL
1.60654, 2080-2099, noresm1_m, Jun Anomaly, NPL
0.87263, 2080-2099, noresm1_m, Jul Anomaly, NPL
0.93059, 2080-2099, noresm1_m, Aug Anomaly, NPL
1.40568, 2080-2099, noresm1_m, Sep Anomaly, NPL
1.32631, 2080-2099, noresm1_m, Oct Anomaly, NPL
2.09091, 2080-2099, noresm1_m, Nov Anomaly, NPL
1.15359, 2080-2099, noresm1_m, Dec Anomaly, NPL
-1.6089, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.1159, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.5935, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.0867, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.6174, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-0.9887, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.6256, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-1.2626, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.5454, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0282, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.3703, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.5229, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
2.15704, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
1.71394, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
1.47187, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
1.21024, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
1.4321, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
1.29833, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
1.11528, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
1.12912, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
1.77308, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
1.73193, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
1.39259, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
1.71872, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
3.89307, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
3.92817, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
4.34126, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
3.34163, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
3.40964, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
2.72916, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
3.43208, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
3.58128, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
4.02807, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
4.20454, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
4.70905, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
4.02926, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
1.09574, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
1.44943, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
1.48487, 2080-2099, bnu_esm, Annual Anomaly, NPL
3.25152, 2080-2099, canesm2, Annual Anomaly, NPL
0.45325, 2080-2099, ccsm4, Annual Anomaly, NPL
1.99876, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
1.92197, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
3.58789, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
3.61962, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
0.74479, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
0.57117, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
1.62568, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
1.51818, 2080-2099, hadgem2_es, Annual Anomaly, NPL
1.73388, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
2.97365, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
1.35976, 2080-2099, miroc5, Annual Anomaly, NPL
3.04958, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
2.72596, 2080-2099, miroc_esm, Annual Anomaly, NPL
1.56013, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
0.62151, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
2.22842, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
1.24905, 2080-2099, noresm1_m, Annual Anomaly, NPL
-1.7018, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
1.93441, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
3.98595, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
