Maximum Length of Consecutive Wet Spell - (Days), Year, Model, Statistics, ISO3
-4.659, 2080-2099, ccsm4, Oct Anomaly, NPL
-0.2693, 2080-2099, ccsm4, Nov Anomaly, NPL
-1.3608, 2080-2099, ccsm4, Dec Anomaly, NPL
-0.2875, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
0.67518, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
0.51122, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
0.07552, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
-1.3633, 2080-2099, cesm1_cam5, May Anomaly, NPL
-4.446, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
-4.1066, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
-4.2624, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
-9.1587, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
-3.291, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
-0.8925, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
-0.0023, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
-0.7421, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
0.49198, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
0.04955, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
0.92665, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
1.95769, 2080-2099, cnrm_cm5, May Anomaly, NPL
2.24622, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
3.2032, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
6.49708, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
8.92121, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
-6.4892, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
0.80384, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
-0.6219, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
-0.4442, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-0.4863, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
0.42358, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
0.28567, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
1.15102, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-0.8842, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
-3.4212, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
-2.3207, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
4.36821, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
3.89677, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
0.10301, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
-0.3977, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
0.1243, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
-0.2638, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
0.71508, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
-0.6973, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
0.36791, 2080-2099, gfdl_cm3, May Anomaly, NPL
4.4329, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
8.36646, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
10.6369, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
18.3918, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
35.1302, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
0.50763, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
-0.4033, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
-0.5091, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
0.35795, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
0.2314, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
-0.3297, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
0.18909, 2080-2099, gfdl_esm2g, May Anomaly, NPL
1.19698, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
0.91706, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
-0.329, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
-6.9398, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
-16.34, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
1.72698, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
-0.0419, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
0.4868, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
-0.5514, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
-0.3751, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
-1.0592, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
0.51304, 2080-2099, gfdl_esm2m, May Anomaly, NPL
1.75046, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
1.47863, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
-4.7692, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
-5.0509, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
5.13124, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
2.2655, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
-0.0733, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
-0.0027, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
-0.3694, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
0.13314, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
0.72548, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
4.77754, 2080-2099, hadgem2_ao, May Anomaly, NPL
-4.7119, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
-2.0129, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
-1.2885, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
1.40245, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
18.0968, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
-0.3511, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
-0.2951, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
-0.1077, 2080-2099, hadgem2_es, Jan Anomaly, NPL
-0.2555, 2080-2099, hadgem2_es, Feb Anomaly, NPL
0.76033, 2080-2099, hadgem2_es, Mar Anomaly, NPL
-0.1894, 2080-2099, hadgem2_es, Apr Anomaly, NPL
-2.3701, 2080-2099, hadgem2_es, May Anomaly, NPL
-3.1798, 2080-2099, hadgem2_es, Jun Anomaly, NPL
-2.837, 2080-2099, hadgem2_es, Jul Anomaly, NPL
-3.4487, 2080-2099, hadgem2_es, Aug Anomaly, NPL
-5.9372, 2080-2099, hadgem2_es, Sep Anomaly, NPL
17.6381, 2080-2099, hadgem2_es, Oct Anomaly, NPL
-0.2758, 2080-2099, hadgem2_es, Nov Anomaly, NPL
-0.2325, 2080-2099, hadgem2_es, Dec Anomaly, NPL
0.37193, 2080-2099, miroc5, Jan Anomaly, NPL
0.12359, 2080-2099, miroc5, Feb Anomaly, NPL
-0.304, 2080-2099, miroc5, Mar Anomaly, NPL
0.15965, 2080-2099, miroc5, Apr Anomaly, NPL
0.89159, 2080-2099, miroc5, May Anomaly, NPL
2.16399, 2080-2099, miroc5, Jun Anomaly, NPL
4.52534, 2080-2099, miroc5, Jul Anomaly, NPL
4.55671, 2080-2099, miroc5, Aug Anomaly, NPL
2.18353, 2080-2099, miroc5, Sep Anomaly, NPL
4.56075, 2080-2099, miroc5, Oct Anomaly, NPL
-0.8584, 2080-2099, miroc5, Nov Anomaly, NPL
0.88477, 2080-2099, miroc5, Dec Anomaly, NPL
0.51609, 2080-2099, miroc_esm, Jan Anomaly, NPL
-0.5295, 2080-2099, miroc_esm, Feb Anomaly, NPL
-0.056, 2080-2099, miroc_esm, Mar Anomaly, NPL
0.21119, 2080-2099, miroc_esm, Apr Anomaly, NPL
-0.3277, 2080-2099, miroc_esm, May Anomaly, NPL
1.51919, 2080-2099, miroc_esm, Jun Anomaly, NPL
10.1876, 2080-2099, miroc_esm, Jul Anomaly, NPL
15.2873, 2080-2099, miroc_esm, Aug Anomaly, NPL
21.4815, 2080-2099, miroc_esm, Sep Anomaly, NPL
2.74391, 2080-2099, miroc_esm, Oct Anomaly, NPL
-0.8131, 2080-2099, miroc_esm, Nov Anomaly, NPL
1.01837, 2080-2099, miroc_esm, Dec Anomaly, NPL
0.38159, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
-0.9719, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
0.08557, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
0.04993, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
-0.7833, 2080-2099, mpi_esm_lr, May Anomaly, NPL
-0.6036, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
-2.1836, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
-5.4433, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
-8.3774, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
-4.0623, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
-0.587, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
0.21643, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
0.17906, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
-0.7533, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
0.24139, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
1.14025, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
-0.6615, 2080-2099, mpi_esm_mr, May Anomaly, NPL
-3.8465, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
-3.7231, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
-5.7168, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
-6.1974, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
0.16344, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
0.87203, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
1.10939, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
-0.0936, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
0.26233, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
-0.4576, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
-0.2883, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
-0.3953, 2080-2099, mri_cgcm3, May Anomaly, NPL
0.7604, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
-1.5219, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
-2.3792, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
-3.0506, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
0.3176, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
0.03705, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
-0.7946, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
0.44687, 2080-2099, noresm1_m, Jan Anomaly, NPL
0.04813, 2080-2099, noresm1_m, Feb Anomaly, NPL
0.48206, 2080-2099, noresm1_m, Mar Anomaly, NPL
-0.6137, 2080-2099, noresm1_m, Apr Anomaly, NPL
0.33423, 2080-2099, noresm1_m, May Anomaly, NPL
1.24061, 2080-2099, noresm1_m, Jun Anomaly, NPL
0.68865, 2080-2099, noresm1_m, Jul Anomaly, NPL
1.1278, 2080-2099, noresm1_m, Aug Anomaly, NPL
0.37048, 2080-2099, noresm1_m, Sep Anomaly, NPL
-2.0963, 2080-2099, noresm1_m, Oct Anomaly, NPL
0.57168, 2080-2099, noresm1_m, Nov Anomaly, NPL
-0.2848, 2080-2099, noresm1_m, Dec Anomaly, NPL
-1.0248, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.3743, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.262, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.5103, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.6026, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-10.076, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-22.446, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-35.515, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-48.355, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-13.342, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.5828, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.5363, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
0.18913, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.1475, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.095, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.1983, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.7731, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
-1.2244, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
-1.4709, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
-4.3065, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
-11.011, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
2.77033, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.08, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.1347, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
1.84407, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
2.23203, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
5.20613, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
9.33645, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
15.9476, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
15.3545, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
20.044, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
26.079, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
36.367, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
45.4162, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
3.84138, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
2.02368, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
-3.3476, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
1.96005, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
-6.8804, 2080-2099, bnu_esm, Annual Anomaly, NPL
-4.8888, 2080-2099, canesm2, Annual Anomaly, NPL
-4.7981, 2080-2099, ccsm4, Annual Anomaly, NPL
-7.0392, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
7.57207, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
-0.5979, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
20.6487, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
-5.8372, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
-4.1775, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
1.30148, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
-2.9108, 2080-2099, hadgem2_es, Annual Anomaly, NPL
5.19933, 2080-2099, miroc5, Annual Anomaly, NPL
17.1884, 2080-2099, miroc_esm, Annual Anomaly, NPL
-6.4442, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
-6.7566, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
-2.5916, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
-1.6665, 2080-2099, noresm1_m, Annual Anomaly, NPL
-46.831, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
-8.174, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
33.358, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
