Maximum Length of Consecutive Wet Spell - (Days), Year, Model, Statistics, ISO3
0.88792, 2040-2059, bnu_esm, Feb Anomaly, NPL
0.58173, 2040-2059, bnu_esm, Mar Anomaly, NPL
0.74443, 2040-2059, bnu_esm, Apr Anomaly, NPL
2.10546, 2040-2059, bnu_esm, May Anomaly, NPL
0.41756, 2040-2059, bnu_esm, Jun Anomaly, NPL
-2.988, 2040-2059, bnu_esm, Jul Anomaly, NPL
-4.5215, 2040-2059, bnu_esm, Aug Anomaly, NPL
-0.6663, 2040-2059, bnu_esm, Sep Anomaly, NPL
8.06993, 2040-2059, bnu_esm, Oct Anomaly, NPL
0.53872, 2040-2059, bnu_esm, Nov Anomaly, NPL
0.88742, 2040-2059, bnu_esm, Dec Anomaly, NPL
0.0289, 2040-2059, canesm2, Jan Anomaly, NPL
0.36991, 2040-2059, canesm2, Feb Anomaly, NPL
0.41885, 2040-2059, canesm2, Mar Anomaly, NPL
0.47842, 2040-2059, canesm2, Apr Anomaly, NPL
-0.3142, 2040-2059, canesm2, May Anomaly, NPL
-2.5069, 2040-2059, canesm2, Jun Anomaly, NPL
-1.4181, 2040-2059, canesm2, Jul Anomaly, NPL
-5.928, 2040-2059, canesm2, Aug Anomaly, NPL
-8.386, 2040-2059, canesm2, Sep Anomaly, NPL
7.68826, 2040-2059, canesm2, Oct Anomaly, NPL
-0.9838, 2040-2059, canesm2, Nov Anomaly, NPL
-0.286, 2040-2059, canesm2, Dec Anomaly, NPL
0.71694, 2040-2059, ccsm4, Jan Anomaly, NPL
-0.7001, 2040-2059, ccsm4, Feb Anomaly, NPL
-0.0924, 2040-2059, ccsm4, Mar Anomaly, NPL
1.19249, 2040-2059, ccsm4, Apr Anomaly, NPL
-0.4691, 2040-2059, ccsm4, May Anomaly, NPL
-0.2375, 2040-2059, ccsm4, Jun Anomaly, NPL
-0.0286, 2040-2059, ccsm4, Jul Anomaly, NPL
0.0703, 2040-2059, ccsm4, Aug Anomaly, NPL
-1.7185, 2040-2059, ccsm4, Sep Anomaly, NPL
-17.306, 2040-2059, ccsm4, Oct Anomaly, NPL
0.08511, 2040-2059, ccsm4, Nov Anomaly, NPL
-1.4213, 2040-2059, ccsm4, Dec Anomaly, NPL
0.60602, 2040-2059, cesm1_bgc, Jan Anomaly, NPL
0.40493, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
0.50677, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
0.03749, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
0.11042, 2040-2059, cesm1_bgc, May Anomaly, NPL
-0.9828, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
-3.1676, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
-3.7265, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
-8.2197, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
0.94311, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
-0.1298, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
-0.0233, 2040-2059, cesm1_bgc, Dec Anomaly, NPL
-0.7218, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
0.05469, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
0.14123, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
-0.1245, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
1.53926, 2040-2059, cesm1_cam5, May Anomaly, NPL
0.42089, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
1.54995, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
2.74157, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
3.04972, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
6.48291, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
0.62901, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-0.279, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
-1.1583, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
0.2561, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
-0.5504, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
0.568, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
2.15023, 2040-2059, cnrm_cm5, May Anomaly, NPL
2.90446, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
4.5578, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
7.32968, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
9.47491, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
0.60411, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
-0.7485, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
-0.4764, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
-0.4038, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
-0.1903, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
-0.624, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
0.38781, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
0.93951, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
0.13676, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
-0.074, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
1.13761, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
4.71366, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
3.89911, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
0.01384, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-0.0732, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
0.90794, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
-0.0194, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
0.18081, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-0.7486, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
0.46943, 2040-2059, gfdl_cm3, May Anomaly, NPL
2.91301, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
4.21926, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
5.78302, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
9.12461, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
0.22093, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
-0.0657, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-0.3901, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
-0.3878, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
-0.2981, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
0.46762, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
-0.3398, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
0.60972, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-1.1641, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
-3.0404, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
-4.9407, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
-8.068, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
-11.133, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
-0.3612, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
-0.0771, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
0.73757, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-0.2433, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
0.15719, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
-0.8569, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
-0.6147, 2040-2059, gfdl_esm2m, May Anomaly, NPL
-1.865, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
-4.9453, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
-8.3916, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
-8.369, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
3.76245, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
2.42974, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
1.04689, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
-0.61, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
-1.2639, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
-1.5774, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
-3.0304, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
-0.5914, 2040-2059, hadgem2_ao, May Anomaly, NPL
1.60032, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
4.08102, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
4.82661, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
6.36432, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
14.8327, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
-0.812, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
-0.9755, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
-0.0135, 2040-2059, hadgem2_cc, Jan Anomaly, NPL
0.31371, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
-0.1067, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
-2.9139, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
-6.1291, 2040-2059, hadgem2_cc, May Anomaly, NPL
-10.257, 2040-2059, hadgem2_cc, Jun Anomaly, NPL
-9.6199, 2040-2059, hadgem2_cc, Jul Anomaly, NPL
-7.5042, 2040-2059, hadgem2_cc, Aug Anomaly, NPL
2.87277, 2040-2059, hadgem2_cc, Sep Anomaly, NPL
10.727, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
-1.3306, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
-0.6211, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
-0.5762, 2040-2059, inmcm4, Jan Anomaly, NPL
-0.402, 2040-2059, inmcm4, Feb Anomaly, NPL
0.16386, 2040-2059, inmcm4, Mar Anomaly, NPL
-0.0576, 2040-2059, inmcm4, Apr Anomaly, NPL
0.28719, 2040-2059, inmcm4, May Anomaly, NPL
3.00095, 2040-2059, inmcm4, Jun Anomaly, NPL
1.9108, 2040-2059, inmcm4, Jul Anomaly, NPL
2.95281, 2040-2059, inmcm4, Aug Anomaly, NPL
3.22817, 2040-2059, inmcm4, Sep Anomaly, NPL
-8.9204, 2040-2059, inmcm4, Oct Anomaly, NPL
-0.9878, 2040-2059, inmcm4, Nov Anomaly, NPL
-0.3847, 2040-2059, inmcm4, Dec Anomaly, NPL
-0.804, 2040-2059, miroc5, Jan Anomaly, NPL
0.36135, 2040-2059, miroc5, Feb Anomaly, NPL
-1.0734, 2040-2059, miroc5, Mar Anomaly, NPL
0.86889, 2040-2059, miroc5, Apr Anomaly, NPL
1.84738, 2040-2059, miroc5, May Anomaly, NPL
2.69186, 2040-2059, miroc5, Jun Anomaly, NPL
5.09541, 2040-2059, miroc5, Jul Anomaly, NPL
3.82112, 2040-2059, miroc5, Aug Anomaly, NPL
2.65523, 2040-2059, miroc5, Sep Anomaly, NPL
2.51857, 2040-2059, miroc5, Oct Anomaly, NPL
0.06018, 2040-2059, miroc5, Nov Anomaly, NPL
-0.2615, 2040-2059, miroc5, Dec Anomaly, NPL
0.1384, 2040-2059, miroc_esm, Jan Anomaly, NPL
-0.5035, 2040-2059, miroc_esm, Feb Anomaly, NPL
0.06952, 2040-2059, miroc_esm, Mar Anomaly, NPL
0.93213, 2040-2059, miroc_esm, Apr Anomaly, NPL
0.05415, 2040-2059, miroc_esm, May Anomaly, NPL
2.21079, 2040-2059, miroc_esm, Jun Anomaly, NPL
5.95626, 2040-2059, miroc_esm, Jul Anomaly, NPL
5.69435, 2040-2059, miroc_esm, Aug Anomaly, NPL
2.87327, 2040-2059, miroc_esm, Sep Anomaly, NPL
1.84742, 2040-2059, miroc_esm, Oct Anomaly, NPL
-0.1816, 2040-2059, miroc_esm, Nov Anomaly, NPL
-0.1967, 2040-2059, miroc_esm, Dec Anomaly, NPL
-0.3642, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
-0.8957, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
-0.4762, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
-0.6858, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
-1.182, 2040-2059, mpi_esm_lr, May Anomaly, NPL
0.07289, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
-2.0001, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
-2.0295, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
1.29984, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
1.40876, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
-1.4667, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
-0.4421, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
-0.2126, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
-0.8245, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
0.20955, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
0.39851, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
-2.3765, 2040-2059, mpi_esm_mr, May Anomaly, NPL
-3.2748, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
-3.824, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
-5.7732, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
0.19765, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
-1.1729, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
0.80812, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
0.69878, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
0.10373, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
0.22822, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
-0.7623, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
-0.1624, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
-0.137, 2040-2059, mri_cgcm3, May Anomaly, NPL
0.0865, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
-0.0154, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
1.36485, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
2.68474, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
1.73234, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-0.0773, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
-0.8895, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
-0.3088, 2040-2059, noresm1_m, Jan Anomaly, NPL
-0.2542, 2040-2059, noresm1_m, Feb Anomaly, NPL
-0.1361, 2040-2059, noresm1_m, Mar Anomaly, NPL
-1.6675, 2040-2059, noresm1_m, Apr Anomaly, NPL
1.08952, 2040-2059, noresm1_m, May Anomaly, NPL
0.56813, 2040-2059, noresm1_m, Jun Anomaly, NPL
0.2767, 2040-2059, noresm1_m, Jul Anomaly, NPL
0.26496, 2040-2059, noresm1_m, Aug Anomaly, NPL
0.65014, 2040-2059, noresm1_m, Sep Anomaly, NPL
2.6764, 2040-2059, noresm1_m, Oct Anomaly, NPL
-0.4382, 2040-2059, noresm1_m, Nov Anomaly, NPL
0.35187, 2040-2059, noresm1_m, Dec Anomaly, NPL
-1.0735, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.2055, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.2561, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.6556, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.2286, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-9.2536, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-20.013, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-35.456, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-50.054, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-14.081, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.9382, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.5199, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
0.24059, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
0.01588, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.032, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.0621, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.1828, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
0.20715, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
-1.4413, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
-1.8413, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
-1.846, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
5.9266, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.1406, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.2952, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
1.93505, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
2.90318, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
6.45547, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
10.6233, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
20.9644, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
21.4671, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
25.6435, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
30.98, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
41.6096, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
40.4579, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
3.84501, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
1.64619, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
4.48772, 2040-2059, access1_0, Annual Anomaly, NPL
3.87009, 2040-2059, access1_3, Annual Anomaly, NPL
-4.7156, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
3.83281, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
-1.2584, 2040-2059, bnu_esm, Annual Anomaly, NPL
-6.2944, 2040-2059, canesm2, Annual Anomaly, NPL
-2.571, 2040-2059, ccsm4, Annual Anomaly, NPL
-4.8031, 2040-2059, cesm1_bgc, Annual Anomaly, NPL
3.5922, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
9.1701, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
1.76723, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
8.87942, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
-9.1485, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
-8.5472, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
5.89001, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
-3.8005, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
2.24448, 2040-2059, inmcm4, Annual Anomaly, NPL
4.11346, 2040-2059, miroc5, Annual Anomaly, NPL
4.72438, 2040-2059, miroc_esm, Annual Anomaly, NPL
-0.8074, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
-4.7573, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
2.10122, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
0.1203, 2040-2059, noresm1_m, Annual Anomaly, NPL
-45.166, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
-1.7021, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
36.1007, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
