Maximum Length of Consecutive Wet Spell - (Days), Year, Model, Statistics, ISO3
-4.8384, 2080-2099, ccsm4, Jul Anomaly, NPL
-5.5568, 2080-2099, ccsm4, Aug Anomaly, NPL
-10.326, 2080-2099, ccsm4, Sep Anomaly, NPL
-22.356, 2080-2099, ccsm4, Oct Anomaly, NPL
-0.5087, 2080-2099, ccsm4, Nov Anomaly, NPL
-1.6515, 2080-2099, ccsm4, Dec Anomaly, NPL
-0.2141, 2080-2099, cesm1_bgc, Jan Anomaly, NPL
0.41764, 2080-2099, cesm1_bgc, Feb Anomaly, NPL
0.32155, 2080-2099, cesm1_bgc, Mar Anomaly, NPL
0.29266, 2080-2099, cesm1_bgc, Apr Anomaly, NPL
0.82226, 2080-2099, cesm1_bgc, May Anomaly, NPL
-1.34, 2080-2099, cesm1_bgc, Jun Anomaly, NPL
-7.2408, 2080-2099, cesm1_bgc, Jul Anomaly, NPL
-9.7449, 2080-2099, cesm1_bgc, Aug Anomaly, NPL
-18.185, 2080-2099, cesm1_bgc, Sep Anomaly, NPL
-10.606, 2080-2099, cesm1_bgc, Oct Anomaly, NPL
-0.6158, 2080-2099, cesm1_bgc, Nov Anomaly, NPL
-0.7443, 2080-2099, cesm1_bgc, Dec Anomaly, NPL
-0.8295, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
0.47108, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
1.17291, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
0.92803, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
0.37329, 2080-2099, cesm1_cam5, May Anomaly, NPL
-5.9463, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
-4.2038, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
-5.143, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
-16.247, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
-10.225, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
-0.3494, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
0.0417, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
0.29804, 2080-2099, cmcc_cesm, Jan Anomaly, NPL
-0.5246, 2080-2099, cmcc_cesm, Feb Anomaly, NPL
-0.7494, 2080-2099, cmcc_cesm, Mar Anomaly, NPL
0.20317, 2080-2099, cmcc_cesm, Apr Anomaly, NPL
1.43878, 2080-2099, cmcc_cesm, May Anomaly, NPL
-2.9029, 2080-2099, cmcc_cesm, Jun Anomaly, NPL
-4.2774, 2080-2099, cmcc_cesm, Jul Anomaly, NPL
-10.833, 2080-2099, cmcc_cesm, Aug Anomaly, NPL
-8.8142, 2080-2099, cmcc_cesm, Sep Anomaly, NPL
2.59804, 2080-2099, cmcc_cesm, Oct Anomaly, NPL
-0.5456, 2080-2099, cmcc_cesm, Nov Anomaly, NPL
-0.1103, 2080-2099, cmcc_cesm, Dec Anomaly, NPL
-0.3395, 2080-2099, cmcc_cm, Jan Anomaly, NPL
-1.1448, 2080-2099, cmcc_cm, Feb Anomaly, NPL
-0.816, 2080-2099, cmcc_cm, Mar Anomaly, NPL
-1.1521, 2080-2099, cmcc_cm, Apr Anomaly, NPL
0.42464, 2080-2099, cmcc_cm, May Anomaly, NPL
-0.0859, 2080-2099, cmcc_cm, Jun Anomaly, NPL
-7.9794, 2080-2099, cmcc_cm, Jul Anomaly, NPL
-13.067, 2080-2099, cmcc_cm, Aug Anomaly, NPL
-10.627, 2080-2099, cmcc_cm, Sep Anomaly, NPL
-1.1974, 2080-2099, cmcc_cm, Oct Anomaly, NPL
-0.8391, 2080-2099, cmcc_cm, Nov Anomaly, NPL
-1.379, 2080-2099, cmcc_cm, Dec Anomaly, NPL
-0.5262, 2080-2099, cmcc_cms, Jan Anomaly, NPL
-1.2128, 2080-2099, cmcc_cms, Feb Anomaly, NPL
-1.8175, 2080-2099, cmcc_cms, Mar Anomaly, NPL
-0.7626, 2080-2099, cmcc_cms, Apr Anomaly, NPL
-0.6882, 2080-2099, cmcc_cms, May Anomaly, NPL
-3.1057, 2080-2099, cmcc_cms, Jun Anomaly, NPL
-6.8883, 2080-2099, cmcc_cms, Jul Anomaly, NPL
-10.933, 2080-2099, cmcc_cms, Aug Anomaly, NPL
-12.139, 2080-2099, cmcc_cms, Sep Anomaly, NPL
-0.547, 2080-2099, cmcc_cms, Oct Anomaly, NPL
-0.7138, 2080-2099, cmcc_cms, Nov Anomaly, NPL
-1.0773, 2080-2099, cmcc_cms, Dec Anomaly, NPL
-0.8425, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
0.60253, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
0.26935, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
0.77227, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
4.50058, 2080-2099, cnrm_cm5, May Anomaly, NPL
5.245, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
4.66498, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
5.85593, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
10.75, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
5.53491, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
-0.7131, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
-0.6995, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
-0.3271, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-0.4156, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
0.30425, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
0.18451, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
2.3249, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-0.2248, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
-2.186, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
2.17103, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
9.53259, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
4.86279, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
0.5516, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
0.02321, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
-0.3195, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
-0.5494, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
0.2652, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
0.03735, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
1.90738, 2080-2099, gfdl_cm3, May Anomaly, NPL
8.24261, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
15.0476, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
16.929, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
25.3315, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
41.0409, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
-0.0197, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
-1.2526, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
-0.324, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
0.14785, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
0.0575, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
-0.4636, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
1.70898, 2080-2099, gfdl_esm2g, May Anomaly, NPL
1.73465, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
-1.9693, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
-5.6989, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
-19.575, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
-10.132, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
2.79314, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
0.2295, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
0.71118, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
-0.3622, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
0.18261, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
-1.0239, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
-1.1415, 2080-2099, gfdl_esm2m, May Anomaly, NPL
-1.4378, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
-3.3083, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
-7.5888, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
-9.9771, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
-2.0981, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
3.71787, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
1.09238, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
-1.2774, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
-1.0731, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
-1.879, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
-2.1328, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
3.51612, 2080-2099, hadgem2_ao, May Anomaly, NPL
-0.6833, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
-2.5494, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
-1.8271, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
1.73004, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
31.2547, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
-1.5105, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
-1.7652, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
-1.7971, 2080-2099, hadgem2_cc, Jan Anomaly, NPL
-2.1211, 2080-2099, hadgem2_cc, Feb Anomaly, NPL
-0.507, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
-3.489, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
-4.7478, 2080-2099, hadgem2_cc, May Anomaly, NPL
-11.554, 2080-2099, hadgem2_cc, Jun Anomaly, NPL
-13.289, 2080-2099, hadgem2_cc, Jul Anomaly, NPL
-11.902, 2080-2099, hadgem2_cc, Aug Anomaly, NPL
1.14176, 2080-2099, hadgem2_cc, Sep Anomaly, NPL
14.7867, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
-2.1347, 2080-2099, hadgem2_cc, Nov Anomaly, NPL
-2.2165, 2080-2099, hadgem2_cc, Dec Anomaly, NPL
-0.9672, 2080-2099, hadgem2_es, Jan Anomaly, NPL
-1.9522, 2080-2099, hadgem2_es, Feb Anomaly, NPL
-1.2453, 2080-2099, hadgem2_es, Mar Anomaly, NPL
-1.8757, 2080-2099, hadgem2_es, Apr Anomaly, NPL
-0.2007, 2080-2099, hadgem2_es, May Anomaly, NPL
-3.6411, 2080-2099, hadgem2_es, Jun Anomaly, NPL
-8.8668, 2080-2099, hadgem2_es, Jul Anomaly, NPL
-13.282, 2080-2099, hadgem2_es, Aug Anomaly, NPL
-20.429, 2080-2099, hadgem2_es, Sep Anomaly, NPL
10.6175, 2080-2099, hadgem2_es, Oct Anomaly, NPL
-2.1576, 2080-2099, hadgem2_es, Nov Anomaly, NPL
-1.4023, 2080-2099, hadgem2_es, Dec Anomaly, NPL
-0.4082, 2080-2099, miroc5, Jan Anomaly, NPL
-0.1172, 2080-2099, miroc5, Feb Anomaly, NPL
0.13363, 2080-2099, miroc5, Mar Anomaly, NPL
0.37894, 2080-2099, miroc5, Apr Anomaly, NPL
1.18787, 2080-2099, miroc5, May Anomaly, NPL
6.62317, 2080-2099, miroc5, Jun Anomaly, NPL
9.81825, 2080-2099, miroc5, Jul Anomaly, NPL
8.04163, 2080-2099, miroc5, Aug Anomaly, NPL
4.60611, 2080-2099, miroc5, Sep Anomaly, NPL
6.38535, 2080-2099, miroc5, Oct Anomaly, NPL
0.55887, 2080-2099, miroc5, Nov Anomaly, NPL
0.0673, 2080-2099, miroc5, Dec Anomaly, NPL
-0.6587, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
-1.1787, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
-0.5124, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
-1.32, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
-0.8306, 2080-2099, mpi_esm_lr, May Anomaly, NPL
-3.9171, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
-6.9708, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
-6.4706, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
1.78244, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
-0.9325, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
-0.3536, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
-0.9153, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
0.48034, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
-0.2326, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
-0.0731, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
0.25711, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
0.4524, 2080-2099, mri_cgcm3, May Anomaly, NPL
0.54244, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
1.72667, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
-0.2412, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
1.98387, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
1.75017, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
-0.7094, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
-1.2982, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
0.55071, 2080-2099, mri_esm1, Jan Anomaly, NPL
0.02131, 2080-2099, mri_esm1, Feb Anomaly, NPL
-0.0577, 2080-2099, mri_esm1, Mar Anomaly, NPL
0.53924, 2080-2099, mri_esm1, Apr Anomaly, NPL
0.88202, 2080-2099, mri_esm1, May Anomaly, NPL
0.54505, 2080-2099, mri_esm1, Jun Anomaly, NPL
1.22617, 2080-2099, mri_esm1, Jul Anomaly, NPL
0.43292, 2080-2099, mri_esm1, Aug Anomaly, NPL
-0.5417, 2080-2099, mri_esm1, Sep Anomaly, NPL
1.56964, 2080-2099, mri_esm1, Oct Anomaly, NPL
-1.0507, 2080-2099, mri_esm1, Nov Anomaly, NPL
0.24287, 2080-2099, mri_esm1, Dec Anomaly, NPL
-0.4252, 2080-2099, noresm1_m, Jan Anomaly, NPL
-0.1333, 2080-2099, noresm1_m, Feb Anomaly, NPL
-0.105, 2080-2099, noresm1_m, Mar Anomaly, NPL
-0.6611, 2080-2099, noresm1_m, Apr Anomaly, NPL
0.03612, 2080-2099, noresm1_m, May Anomaly, NPL
-0.2135, 2080-2099, noresm1_m, Jun Anomaly, NPL
-0.5191, 2080-2099, noresm1_m, Jul Anomaly, NPL
-1.7076, 2080-2099, noresm1_m, Aug Anomaly, NPL
2.0725, 2080-2099, noresm1_m, Sep Anomaly, NPL
10.2186, 2080-2099, noresm1_m, Oct Anomaly, NPL
0.55482, 2080-2099, noresm1_m, Nov Anomaly, NPL
0.25894, 2080-2099, noresm1_m, Dec Anomaly, NPL
-1.2029, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.4183, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.2645, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.7541, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.1868, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-9.3967, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-20.742, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-38.2, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-51.735, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-14.4, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-2.2472, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.7747, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
-0.3655, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.3016, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.1093, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.1236, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
0.5455, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
-0.337, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
-1.4923, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
-3.7243, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
-6.9615, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
0.80674, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.6912, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.878, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
1.33925, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
2.1417, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
5.98384, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
12.2414, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
24.6318, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
22.2739, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
24.5439, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
29.864, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
42.3825, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
47.4168, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
2.96279, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
1.06519, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
0.90579, 2080-2099, access1_0, Annual Anomaly, NPL
4.3508, 2080-2099, access1_3, Annual Anomaly, NPL
-6.1559, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
1.92732, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
-4.5854, 2080-2099, bnu_esm, Annual Anomaly, NPL
-17.676, 2080-2099, canesm2, Annual Anomaly, NPL
-11.267, 2080-2099, ccsm4, Annual Anomaly, NPL
-15.95, 2080-2099, cesm1_bgc, Annual Anomaly, NPL
-11.969, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
-8.5223, 2080-2099, cmcc_cesm, Annual Anomaly, NPL
-14.026, 2080-2099, cmcc_cm, Annual Anomaly, NPL
-12.622, 2080-2099, cmcc_cms, Annual Anomaly, NPL
8.86961, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
4.21411, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
29.1367, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
-14.921, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
-8.8703, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
-0.1557, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
-6.001, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
-9.1376, 2080-2099, hadgem2_es, Annual Anomaly, NPL
8.64503, 2080-2099, miroc5, Annual Anomaly, NPL
-4.952, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
1.00594, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
0.03669, 2080-2099, mri_esm1, Annual Anomaly, NPL
0.26605, 2080-2099, noresm1_m, Annual Anomaly, NPL
-48.932, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
-6.3553, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
38.0557, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
