FID,id_punto,mes,mes_etiqueta,n_period,period,temp_normal,geom
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66be,40665,16,summer,30,1930,21.92,POINT (8933389.136160204 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66bd,40666,16,summer,30,1930,17.62,POINT (8989048.88155684 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66bc,40667,16,summer,30,1930,9.74,POINT (9044708.626953477 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66bb,40668,16,summer,30,1930,11.87,POINT (9100368.372350115 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66ba,40669,16,summer,30,1930,8.92,POINT (9156028.117746752 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66b9,40670,16,summer,30,1930,3.65,POINT (9211687.863143386 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66b8,40671,16,summer,30,1930,5.88,POINT (9267347.608540025 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66b7,40672,16,summer,30,1930,6.53,POINT (9323007.353936663 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66b6,40673,16,summer,30,1930,6.89,POINT (9378667.099333297 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66b5,40674,16,summer,30,1930,5.15,POINT (9434326.844729934 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66b4,40675,16,summer,30,1930,5.58,POINT (9489986.590126572 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66b3,40676,16,summer,30,1930,5.73,POINT (9545646.335523209 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66b2,40677,16,summer,30,1930,8.83,POINT (9601306.080919845 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66b1,40678,16,summer,30,1930,8.05,POINT (9656965.826316481 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66b0,40679,16,summer,30,1930,3.99,POINT (9712625.57171312 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3d035376_-66af,40680,16,summer,30,1930,4.72,POINT (9768285.317109756 3471454.9819268296)
