FID,id_punto,mes,mes_etiqueta,n_period,period,temp_normal,geom
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6af5,40665,1,1,30,1930,7.5,POINT (8933389.136160204 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6af4,40666,1,1,30,1930,2.91,POINT (8989048.88155684 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6af3,40667,1,1,30,1930,-6.56,POINT (9044708.626953477 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6af2,40668,1,1,30,1930,-4.63,POINT (9100368.372350115 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6af1,40669,1,1,30,1930,-8.22,POINT (9156028.117746752 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6af0,40670,1,1,30,1930,-13.79,POINT (9211687.863143386 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6aef,40671,1,1,30,1930,-11.98,POINT (9267347.608540025 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6aee,40672,1,1,30,1930,-11.66,POINT (9323007.353936663 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6aed,40673,1,1,30,1930,-11.65,POINT (9378667.099333297 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6aec,40674,1,1,30,1930,-13.64,POINT (9434326.844729934 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6aeb,40675,1,1,30,1930,-13.51,POINT (9489986.590126572 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6aea,40676,1,1,30,1930,-13.59,POINT (9545646.335523209 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ae9,40677,1,1,30,1930,-10.97,POINT (9601306.080919845 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ae8,40678,1,1,30,1930,-11.85,POINT (9656965.826316481 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ae7,40679,1,1,30,1930,-15.33,POINT (9712625.57171312 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ae6,40680,1,1,30,1930,-14.53,POINT (9768285.317109756 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ae5,41295,1,1,30,1930,14.3,POINT (8933389.136160204 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ae4,41296,1,1,30,1930,13.47,POINT (8989048.88155684 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ae3,41297,1,1,30,1930,12.16,POINT (9044708.626953477 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ae2,41298,1,1,30,1930,8.28,POINT (9100368.372350115 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ae1,41299,1,1,30,1930,5.7,POINT (9156028.117746752 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ae0,41300,1,1,30,1930,-0.08,POINT (9211687.863143386 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6adf,41301,1,1,30,1930,-10.16,POINT (9267347.608540025 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ade,41302,1,1,30,1930,-10.04,POINT (9323007.353936663 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6add,41303,1,1,30,1930,-12.82,POINT (9378667.099333297 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6adc,41304,1,1,30,1930,-15.81,POINT (9434326.844729934 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6adb,41305,1,1,30,1930,-15.88,POINT (9489986.590126572 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ada,41306,1,1,30,1930,-13.37,POINT (9545646.335523209 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ad9,41307,1,1,30,1930,-14.75,POINT (9601306.080919845 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ad8,41308,1,1,30,1930,-14.43,POINT (9656965.826316481 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ad7,41309,1,1,30,1930,-13.91,POINT (9712625.57171312 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ad6,41310,1,1,30,1930,-11.4,POINT (9768285.317109756 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ad5,40335,1,1,30,1930,-5.8,POINT (8933389.136160204 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ad4,40336,1,1,30,1930,-10.69,POINT (8989048.88155684 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ad3,40337,1,1,30,1930,-13.77,POINT (9044708.626953477 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ad2,40338,1,1,30,1930,-11.56,POINT (9100368.372350115 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ad1,40339,1,1,30,1930,-13.02,POINT (9156028.117746752 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ad0,40340,1,1,30,1930,-11.82,POINT (9211687.863143386 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6acf,40341,1,1,30,1930,-11.7,POINT (9267347.608540025 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ace,40342,1,1,30,1930,-13.49,POINT (9323007.353936663 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6acd,40343,1,1,30,1930,-15.25,POINT (9378667.099333297 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6acc,40344,1,1,30,1930,-15.34,POINT (9434326.844729934 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6acb,40345,1,1,30,1930,-16.02,POINT (9489986.590126572 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6aca,40346,1,1,30,1930,-15.21,POINT (9545646.335523209 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ac9,40347,1,1,30,1930,-13.99,POINT (9601306.080919845 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ac8,40348,1,1,30,1930,-13.66,POINT (9656965.826316481 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ac7,40349,1,1,30,1930,-14.34,POINT (9712625.57171312 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ac6,40350,1,1,30,1930,-15.22,POINT (9768285.317109756 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ac5,42530,1,1,30,1930,15.73,POINT (8933389.136160204 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ac4,42531,1,1,30,1930,15.58,POINT (8989048.88155684 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ac3,42532,1,1,30,1930,15.66,POINT (9044708.626953477 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ac2,42533,1,1,30,1930,15.92,POINT (9100368.372350115 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ac1,42534,1,1,30,1930,15.98,POINT (9156028.117746752 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ac0,42535,1,1,30,1930,16.06,POINT (9211687.863143386 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6abf,42536,1,1,30,1930,16.04,POINT (9267347.608540025 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6abe,42537,1,1,30,1930,16.01,POINT (9323007.353936663 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6abd,42538,1,1,30,1930,15.97,POINT (9378667.099333297 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6abc,42539,1,1,30,1930,15.95,POINT (9434326.844729934 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6abb,42540,1,1,30,1930,15.85,POINT (9489986.590126572 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6aba,42541,1,1,30,1930,15.67,POINT (9545646.335523209 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ab9,42542,1,1,30,1930,15.3,POINT (9601306.080919845 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ab8,42543,1,1,30,1930,13.3,POINT (9656965.826316481 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ab7,42544,1,1,30,1930,13.48,POINT (9712625.57171312 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ab6,42545,1,1,30,1930,12.97,POINT (9768285.317109756 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_179f504f439_-6ab5,40981,1,1,30,1930,10.31,POINT (8933389.136160204 3407504.076175717)
