FID,id_punto,mes,mes_etiqueta,n_period,period,temp_max_normal,geom
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69f5,40665,1,1,30,1930,13.3,POINT (8933389.136160204 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69f4,40666,1,1,30,1930,9.01,POINT (8989048.88155684 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69f3,40667,1,1,30,1930,0.44,POINT (9044708.626953477 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69f2,40668,1,1,30,1930,2.46,POINT (9100368.372350115 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69f1,40669,1,1,30,1930,-0.62,POINT (9156028.117746752 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69f0,40670,1,1,30,1930,-5.69,POINT (9211687.863143386 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69ef,40671,1,1,30,1930,-3.78,POINT (9267347.608540025 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69ee,40672,1,1,30,1930,-3.26,POINT (9323007.353936663 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69ed,40673,1,1,30,1930,-3.05,POINT (9378667.099333297 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69ec,40674,1,1,30,1930,-4.74,POINT (9434326.844729934 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69eb,40675,1,1,30,1930,-4.51,POINT (9489986.590126572 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69ea,40676,1,1,30,1930,-4.39,POINT (9545646.335523209 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69e9,40677,1,1,30,1930,-1.67,POINT (9601306.080919845 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69e8,40678,1,1,30,1930,-2.35,POINT (9656965.826316481 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69e7,40679,1,1,30,1930,-5.83,POINT (9712625.57171312 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69e6,40680,1,1,30,1930,-5.13,POINT (9768285.317109756 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69e5,41295,1,1,30,1930,21.1,POINT (8933389.136160204 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_179f504f439_-69e4,41296,1,1,30,1930,20.27,POINT (8989048.88155684 3343864.953833735)
