Rainfall Amount from Very Wet Days - (Percentage), Year, Model, Statistics, ISO3
-10.602, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
-6.099, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
3.47805, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
0.63936, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
-3.1549, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
10.4237, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
22.3137, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
18.7497, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
85.2448, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
46.6872, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
16.321, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
-5.9675, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
-11.951, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
-18.278, 2080-2099, ipsl_cm5b_lr, Jan Anomaly, NPL
6.5977, 2080-2099, ipsl_cm5b_lr, Feb Anomaly, NPL
-3.3608, 2080-2099, ipsl_cm5b_lr, Mar Anomaly, NPL
-2.5229, 2080-2099, ipsl_cm5b_lr, Apr Anomaly, NPL
2.23063, 2080-2099, ipsl_cm5b_lr, May Anomaly, NPL
-1.9962, 2080-2099, ipsl_cm5b_lr, Jun Anomaly, NPL
21.963, 2080-2099, ipsl_cm5b_lr, Jul Anomaly, NPL
36.1022, 2080-2099, ipsl_cm5b_lr, Aug Anomaly, NPL
24.3746, 2080-2099, ipsl_cm5b_lr, Sep Anomaly, NPL
29.7806, 2080-2099, ipsl_cm5b_lr, Oct Anomaly, NPL
-10.193, 2080-2099, ipsl_cm5b_lr, Nov Anomaly, NPL
6.31814, 2080-2099, ipsl_cm5b_lr, Dec Anomaly, NPL
1.2362, 2080-2099, miroc5, Jan Anomaly, NPL
0.04844, 2080-2099, miroc5, Feb Anomaly, NPL
-0.8813, 2080-2099, miroc5, Mar Anomaly, NPL
-1.4271, 2080-2099, miroc5, Apr Anomaly, NPL
23.5924, 2080-2099, miroc5, May Anomaly, NPL
86.8467, 2080-2099, miroc5, Jun Anomaly, NPL
17.3199, 2080-2099, miroc5, Jul Anomaly, NPL
38.8785, 2080-2099, miroc5, Aug Anomaly, NPL
7.26743, 2080-2099, miroc5, Sep Anomaly, NPL
6.87469, 2080-2099, miroc5, Oct Anomaly, NPL
5.92941, 2080-2099, miroc5, Nov Anomaly, NPL
0.03467, 2080-2099, miroc5, Dec Anomaly, NPL
-8.092, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
-7.6466, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
-5.3151, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
1.53243, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
5.38318, 2080-2099, miroc_esm_chem, May Anomaly, NPL
-2.6997, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
64.7085, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
41.1554, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
4.98654, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
-18.881, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
-12.66, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
-7.9947, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
-3.2564, 2080-2099, miroc_esm, Jan Anomaly, NPL
-9.0443, 2080-2099, miroc_esm, Feb Anomaly, NPL
-2.0314, 2080-2099, miroc_esm, Mar Anomaly, NPL
5.53691, 2080-2099, miroc_esm, Apr Anomaly, NPL
5.26626, 2080-2099, miroc_esm, May Anomaly, NPL
38.2659, 2080-2099, miroc_esm, Jun Anomaly, NPL
25.1269, 2080-2099, miroc_esm, Jul Anomaly, NPL
1.61034, 2080-2099, miroc_esm, Aug Anomaly, NPL
8.92405, 2080-2099, miroc_esm, Sep Anomaly, NPL
-8.9905, 2080-2099, miroc_esm, Oct Anomaly, NPL
-28.474, 2080-2099, miroc_esm, Nov Anomaly, NPL
-4.361, 2080-2099, miroc_esm, Dec Anomaly, NPL
-2.4332, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
-6.0664, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
-3.0435, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
-3.6135, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
-1.9052, 2080-2099, mpi_esm_lr, May Anomaly, NPL
-15.218, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
-11.759, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
-3.6735, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
34.154, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
12.7652, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
-6.5542, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
1.69493, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
-0.4132, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
0.40111, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
-7.3635, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
-0.206, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
1.99287, 2080-2099, mpi_esm_mr, May Anomaly, NPL
-27.805, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
15.24, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
-2.3445, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
23.877, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
-4.2436, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
17.3585, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
-0.2016, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
4.30211, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
3.9347, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
-0.0637, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
-0.3267, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
-0.2307, 2080-2099, mri_cgcm3, May Anomaly, NPL
-0.2398, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
25.4756, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
32.2397, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
3.67184, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
0.80747, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
-8.8145, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
-1.5656, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
9.8536, 2080-2099, mri_esm1, Jan Anomaly, NPL
4.36997, 2080-2099, mri_esm1, Feb Anomaly, NPL
1.50795, 2080-2099, mri_esm1, Mar Anomaly, NPL
-0.0867, 2080-2099, mri_esm1, Apr Anomaly, NPL
0.48729, 2080-2099, mri_esm1, May Anomaly, NPL
2.18476, 2080-2099, mri_esm1, Jun Anomaly, NPL
6.07535, 2080-2099, mri_esm1, Jul Anomaly, NPL
33.6849, 2080-2099, mri_esm1, Aug Anomaly, NPL
30.2379, 2080-2099, mri_esm1, Sep Anomaly, NPL
-1.1438, 2080-2099, mri_esm1, Oct Anomaly, NPL
-4.6584, 2080-2099, mri_esm1, Nov Anomaly, NPL
5.57826, 2080-2099, mri_esm1, Dec Anomaly, NPL
3.94378, 2080-2099, noresm1_m, Jan Anomaly, NPL
-0.2181, 2080-2099, noresm1_m, Feb Anomaly, NPL
-3.0668, 2080-2099, noresm1_m, Mar Anomaly, NPL
9.418, 2080-2099, noresm1_m, Jun Anomaly, NPL
70.3009, 2080-2099, noresm1_m, Jul Anomaly, NPL
39.2486, 2080-2099, noresm1_m, Aug Anomaly, NPL
33.3614, 2080-2099, noresm1_m, Sep Anomaly, NPL
2.21019, 2080-2099, noresm1_m, Oct Anomaly, NPL
-2.6089, 2080-2099, noresm1_m, Nov Anomaly, NPL
2.84779, 2080-2099, noresm1_m, Dec Anomaly, NPL
-6.6036, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-6.5805, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-4.4594, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.0621, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.2313, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-28.582, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-79.169, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-43.526, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-7.7111, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-9.6249, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-8.9521, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-6.6099, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
-2.5557, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
-3.7116, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
-3.0152, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.2244, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.0279, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
6.30218, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
34.8344, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
35.6889, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
16.7486, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
2.40286, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.8365, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
-2.1555, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
14.8526, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
11.5754, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
