Rainfall Amount from Very Wet Days - (Percentage), Year, Model, Statistics, ISO3
2.61897, 2040-2059, access1_0, Jan Anomaly, NPL
-0.5532, 2040-2059, access1_0, Feb Anomaly, NPL
-2.5812, 2040-2059, access1_0, Mar Anomaly, NPL
1.47957, 2040-2059, access1_0, Apr Anomaly, NPL
3.87007, 2040-2059, access1_0, May Anomaly, NPL
5.56076, 2040-2059, access1_0, Jun Anomaly, NPL
25.3226, 2040-2059, access1_0, Jul Anomaly, NPL
5.08474, 2040-2059, access1_0, Aug Anomaly, NPL
4.66347, 2040-2059, access1_0, Sep Anomaly, NPL
-2.4101, 2040-2059, access1_0, Oct Anomaly, NPL
-2.2163, 2040-2059, access1_0, Nov Anomaly, NPL
-3.6421, 2040-2059, access1_0, Dec Anomaly, NPL
-6.036, 2040-2059, access1_3, Jan Anomaly, NPL
-7.8615, 2040-2059, access1_3, Feb Anomaly, NPL
-6.7176, 2040-2059, access1_3, Mar Anomaly, NPL
0.35026, 2040-2059, access1_3, Apr Anomaly, NPL
-1.0221, 2040-2059, access1_3, May Anomaly, NPL
16.3274, 2040-2059, access1_3, Jun Anomaly, NPL
27.6523, 2040-2059, access1_3, Jul Anomaly, NPL
21.2736, 2040-2059, access1_3, Aug Anomaly, NPL
1.13065, 2040-2059, access1_3, Sep Anomaly, NPL
-0.2083, 2040-2059, access1_3, Oct Anomaly, NPL
1.50676, 2040-2059, access1_3, Nov Anomaly, NPL
-2.5062, 2040-2059, access1_3, Dec Anomaly, NPL
-12.375, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
2.36785, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
-2.1539, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
-1.3949, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
3.82907, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
14.4615, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
-3.9808, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
2.49293, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
10.8466, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
11.589, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
7.41251, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
-10.841, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
-6.2318, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
0.06467, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
-1.3019, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
-0.197, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
2.63434, 2040-2059, bcc_csm1_1, May Anomaly, NPL
7.68627, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
14.8365, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
15.4242, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
16.914, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
4.13466, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
-1.1488, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
3.39069, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
0.35052, 2040-2059, bnu_esm, Jan Anomaly, NPL
1.15533, 2040-2059, bnu_esm, Feb Anomaly, NPL
0.42496, 2040-2059, bnu_esm, Mar Anomaly, NPL
0.10012, 2040-2059, bnu_esm, Apr Anomaly, NPL
0.13797, 2040-2059, bnu_esm, May Anomaly, NPL
-5.3134, 2040-2059, bnu_esm, Jun Anomaly, NPL
34.8815, 2040-2059, bnu_esm, Jul Anomaly, NPL
31.2403, 2040-2059, bnu_esm, Aug Anomaly, NPL
3.8388, 2040-2059, bnu_esm, Sep Anomaly, NPL
-0.5196, 2040-2059, bnu_esm, Oct Anomaly, NPL
-2.3128, 2040-2059, bnu_esm, Nov Anomaly, NPL
-2.1081, 2040-2059, bnu_esm, Dec Anomaly, NPL
-2.3022, 2040-2059, canesm2, Jan Anomaly, NPL
-8.2229, 2040-2059, canesm2, Feb Anomaly, NPL
1.9466, 2040-2059, canesm2, Mar Anomaly, NPL
3.66264, 2040-2059, canesm2, Apr Anomaly, NPL
2.41535, 2040-2059, canesm2, May Anomaly, NPL
15.7096, 2040-2059, canesm2, Jun Anomaly, NPL
31.5169, 2040-2059, canesm2, Jul Anomaly, NPL
57.9502, 2040-2059, canesm2, Aug Anomaly, NPL
6.83614, 2040-2059, canesm2, Sep Anomaly, NPL
0.32774, 2040-2059, canesm2, Oct Anomaly, NPL
-12.689, 2040-2059, canesm2, Nov Anomaly, NPL
2.76272, 2040-2059, canesm2, Dec Anomaly, NPL
6.15283, 2040-2059, ccsm4, Jan Anomaly, NPL
1.55912, 2040-2059, ccsm4, Feb Anomaly, NPL
-3.5981, 2040-2059, ccsm4, Mar Anomaly, NPL
0.95752, 2040-2059, ccsm4, Apr Anomaly, NPL
1.91444, 2040-2059, ccsm4, May Anomaly, NPL
-34.616, 2040-2059, ccsm4, Jun Anomaly, NPL
4.29554, 2040-2059, ccsm4, Jul Anomaly, NPL
75.4566, 2040-2059, ccsm4, Aug Anomaly, NPL
17.7176, 2040-2059, ccsm4, Sep Anomaly, NPL
2.88709, 2040-2059, ccsm4, Oct Anomaly, NPL
-17.61, 2040-2059, ccsm4, Nov Anomaly, NPL
-24.081, 2040-2059, ccsm4, Dec Anomaly, NPL
3.85269, 2040-2059, cesm1_bgc, Jan Anomaly, NPL
-0.8475, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
-0.1272, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
-2.2487, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
0.10125, 2040-2059, cesm1_bgc, May Anomaly, NPL
-60.434, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
140.611, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
13.0301, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
18.0657, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
-3.496, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
-0.4907, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
-13.398, 2040-2059, cesm1_bgc, Dec Anomaly, NPL
-4.4078, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
2.16485, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
-0.2994, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
