FID,id_punto,mes,mes_etiqueta,n_period,period,etp_normal,geom
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f21,40665,5,5,30,1990,162.99,POINT (8933389.136160204 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f20,40666,5,5,30,1990,141.39,POINT (8989048.88155684 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f1f,40667,5,5,30,1990,111.6,POINT (9044708.626953477 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f1e,40668,5,5,30,1990,120.09,POINT (9100368.372350115 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f1d,40669,5,5,30,1990,103.5,POINT (9156028.117746752 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f1c,40670,5,5,30,1990,76.1,POINT (9211687.863143386 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f1b,40671,5,5,30,1990,85.5,POINT (9267347.608540025 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f1a,40672,5,5,30,1990,87,POINT (9323007.353936663 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f19,40673,5,5,30,1990,88.29,POINT (9378667.099333297 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f18,40674,5,5,30,1990,80.49,POINT (9434326.844729934 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f17,40675,5,5,30,1990,80.3,POINT (9489986.590126572 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f16,40676,5,5,30,1990,83,POINT (9545646.335523209 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f15,40677,5,5,30,1990,98.1,POINT (9601306.080919845 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f14,40678,5,5,30,1990,94.89,POINT (9656965.826316481 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f13,40679,5,5,30,1990,79.59,POINT (9712625.57171312 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f12,40680,5,5,30,1990,83,POINT (9768285.317109756 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f11,41295,5,5,30,1990,216.09,POINT (8933389.136160204 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f10,41296,5,5,30,1990,203.1,POINT (8989048.88155684 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f0f,41297,5,5,30,1990,187.2,POINT (9044708.626953477 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f0e,41298,5,5,30,1990,159,POINT (9100368.372350115 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f0d,41299,5,5,30,1990,142.5,POINT (9156028.117746752 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f0c,41300,5,5,30,1990,124.29,POINT (9211687.863143386 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f0b,41301,5,5,30,1990,90.3,POINT (9267347.608540025 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f0a,41302,5,5,30,1990,90.5,POINT (9323007.353936663 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f09,41303,5,5,30,1990,78.99,POINT (9378667.099333297 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f08,41304,5,5,30,1990,65.7,POINT (9434326.844729934 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f07,41305,5,5,30,1990,66.69,POINT (9489986.590126572 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f06,41306,5,5,30,1990,80.9,POINT (9545646.335523209 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f05,41307,5,5,30,1990,76.2,POINT (9601306.080919845 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f04,41308,5,5,30,1990,80.1,POINT (9656965.826316481 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f03,41309,5,5,30,1990,83.7,POINT (9712625.57171312 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f02,41310,5,5,30,1990,96,POINT (9768285.317109756 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f01,40335,5,5,30,1990,115.8,POINT (8933389.136160204 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7f00,40336,5,5,30,1990,91.7,POINT (8989048.88155684 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eff,40337,5,5,30,1990,78,POINT (9044708.626953477 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7efe,40338,5,5,30,1990,89.19,POINT (9100368.372350115 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7efd,40339,5,5,30,1990,81.99,POINT (9156028.117746752 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7efc,40340,5,5,30,1990,88.7,POINT (9211687.863143386 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7efb,40341,5,5,30,1990,89.49,POINT (9267347.608540025 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7efa,40342,5,5,30,1990,80.7,POINT (9323007.353936663 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ef9,40343,5,5,30,1990,73.89,POINT (9378667.099333297 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ef8,40344,5,5,30,1990,74.3,POINT (9434326.844729934 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ef7,40345,5,5,30,1990,70.8,POINT (9489986.590126572 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ef6,40346,5,5,30,1990,76.1,POINT (9545646.335523209 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ef5,40347,5,5,30,1990,84.69,POINT (9601306.080919845 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ef4,40348,5,5,30,1990,87.69,POINT (9656965.826316481 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ef3,40349,5,5,30,1990,84.99,POINT (9712625.57171312 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ef2,40350,5,5,30,1990,81.2,POINT (9768285.317109756 3535725.659799159)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ef1,42530,5,5,30,1990,237.2,POINT (8933389.136160204 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ef0,42531,5,5,30,1990,229.2,POINT (8989048.88155684 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eef,42532,5,5,30,1990,226.89,POINT (9044708.626953477 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eee,42533,5,5,30,1990,222.2,POINT (9100368.372350115 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eed,42534,5,5,30,1990,215.1,POINT (9156028.117746752 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eec,42535,5,5,30,1990,208.1,POINT (9211687.863143386 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eeb,42536,5,5,30,1990,202.8,POINT (9267347.608540025 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eea,42537,5,5,30,1990,193.89,POINT (9323007.353936663 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ee9,42538,5,5,30,1990,188.7,POINT (9378667.099333297 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ee8,42539,5,5,30,1990,182.3,POINT (9434326.844729934 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ee7,42540,5,5,30,1990,172.7,POINT (9489986.590126572 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ee6,42541,5,5,30,1990,165.2,POINT (9545646.335523209 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ee5,42542,5,5,30,1990,153.99,POINT (9601306.080919845 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ee4,42543,5,5,30,1990,135.2,POINT (9656965.826316481 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ee3,42544,5,5,30,1990,128.79,POINT (9712625.57171312 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ee2,42545,5,5,30,1990,119.4,POINT (9768285.317109756 3092272.122885534)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ee1,40981,5,5,30,1990,181.7,POINT (8933389.136160204 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ee0,40982,5,5,30,1990,160.89,POINT (8989048.88155684 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7edf,40983,5,5,30,1990,146.4,POINT (9044708.626953477 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ede,40984,5,5,30,1990,134.6,POINT (9100368.372350115 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7edd,40985,5,5,30,1990,119.3,POINT (9156028.117746752 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7edc,40986,5,5,30,1990,86,POINT (9211687.863143386 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7edb,40987,5,5,30,1990,82.59,POINT (9267347.608540025 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eda,40988,5,5,30,1990,78.09,POINT (9323007.353936663 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ed9,40989,5,5,30,1990,84.69,POINT (9378667.099333297 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ed8,40990,5,5,30,1990,79.8,POINT (9434326.844729934 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ed7,40991,5,5,30,1990,82.8,POINT (9489986.590126572 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ed6,40992,5,5,30,1990,90.5,POINT (9545646.335523209 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ed5,40993,5,5,30,1990,87.8,POINT (9601306.080919845 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ed4,40994,5,5,30,1990,96.8,POINT (9656965.826316481 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ed3,40995,5,5,30,1990,93.69,POINT (9712625.57171312 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ed2,40996,5,5,30,1990,99.99,POINT (9768285.317109756 3407504.076175717)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ed1,41926,5,5,30,1990,228.69,POINT (8933389.136160204 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ed0,41927,5,5,30,1990,222.09,POINT (8989048.88155684 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ecf,41928,5,5,30,1990,215.7,POINT (9044708.626953477 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ece,41929,5,5,30,1990,209.1,POINT (9100368.372350115 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ecd,41930,5,5,30,1990,197.49,POINT (9156028.117746752 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ecc,41931,5,5,30,1990,188.49,POINT (9211687.863143386 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ecb,41932,5,5,30,1990,171.3,POINT (9267347.608540025 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eca,41933,5,5,30,1990,162.2,POINT (9323007.353936663 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ec9,41934,5,5,30,1990,159.8,POINT (9378667.099333297 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ec8,41935,5,5,30,1990,150.09,POINT (9434326.844729934 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ec7,41936,5,5,30,1990,124.29,POINT (9489986.590126572 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ec6,41937,5,5,30,1990,109.89,POINT (9545646.335523209 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ec5,41938,5,5,30,1990,98.3,POINT (9601306.080919845 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ec4,41939,5,5,30,1990,99.99,POINT (9656965.826316481 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ec3,41940,5,5,30,1990,93.09,POINT (9712625.57171312 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ec2,41941,5,5,30,1990,90,POINT (9768285.317109756 3217490.9158222144)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ec1,42228,5,5,30,1990,232.7,POINT (8933389.136160204 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ec0,42229,5,5,30,1990,224.9,POINT (8989048.88155684 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ebf,42230,5,5,30,1990,218.79,POINT (9044708.626953477 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ebe,42231,5,5,30,1990,215.6,POINT (9100368.372350115 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ebd,42232,5,5,30,1990,207.99,POINT (9156028.117746752 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ebc,42233,5,5,30,1990,200.7,POINT (9211687.863143386 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ebb,42234,5,5,30,1990,192.99,POINT (9267347.608540025 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eba,42235,5,5,30,1990,185.7,POINT (9323007.353936663 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eb9,42236,5,5,30,1990,173.79,POINT (9378667.099333297 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eb8,42237,5,5,30,1990,168.6,POINT (9434326.844729934 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eb7,42238,5,5,30,1990,152.7,POINT (9489986.590126572 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eb6,42239,5,5,30,1990,136.8,POINT (9545646.335523209 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eb5,42240,5,5,30,1990,118.59,POINT (9601306.080919845 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eb4,42241,5,5,30,1990,100.59,POINT (9656965.826316481 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eb3,42242,5,5,30,1990,98.1,POINT (9712625.57171312 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eb2,42243,5,5,30,1990,88.8,POINT (9768285.317109756 3154740.816666564)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eb1,41614,5,5,30,1990,220.7,POINT (8933389.136160204 3280529.7896193247)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eb0,41615,5,5,30,1990,217.5,POINT (8989048.88155684 3280529.7896193247)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eaf,41616,5,5,30,1990,210.09,POINT (9044708.626953477 3280529.7896193247)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eae,41617,5,5,30,1990,190.8,POINT (9100368.372350115 3280529.7896193247)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7ead,41618,5,5,30,1990,164.4,POINT (9156028.117746752 3280529.7896193247)
etp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7eac,41619,5,5,30,1990,143.7,POINT (9211687.863143386 3280529.7896193247)
