Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
68.00069, 2040-2059, bcc_csm1_1, Jan Average, Nepal, NPL
62.612938, 2040-2059, bcc_csm1_1, Feb Average, Nepal, NPL
37.112858, 2040-2059, bcc_csm1_1, Mar Average, Nepal, NPL
19.330046, 2040-2059, bcc_csm1_1, Apr Average, Nepal, NPL
19.034006, 2040-2059, bcc_csm1_1, May Average, Nepal, NPL
75.070114, 2040-2059, bcc_csm1_1, Jun Average, Nepal, NPL
276.17822, 2040-2059, bcc_csm1_1, Jul Average, Nepal, NPL
214.51102, 2040-2059, bcc_csm1_1, Aug Average, Nepal, NPL
78.95476, 2040-2059, bcc_csm1_1, Sep Average, Nepal, NPL
74.30316, 2040-2059, bcc_csm1_1, Oct Average, Nepal, NPL
79.20765, 2040-2059, bcc_csm1_1, Nov Average, Nepal, NPL
75.05675, 2040-2059, bcc_csm1_1, Dec Average, Nepal, NPL
50.343494, 2040-2059, bcc_csm1_1_m, Jan Average, Nepal, NPL
45.11525, 2040-2059, bcc_csm1_1_m, Feb Average, Nepal, NPL
34.288486, 2040-2059, bcc_csm1_1_m, Mar Average, Nepal, NPL
9.820519, 2040-2059, bcc_csm1_1_m, Apr Average, Nepal, NPL
18.442009, 2040-2059, bcc_csm1_1_m, May Average, Nepal, NPL
100.70022, 2040-2059, bcc_csm1_1_m, Jun Average, Nepal, NPL
260.43085, 2040-2059, bcc_csm1_1_m, Jul Average, Nepal, NPL
216.084, 2040-2059, bcc_csm1_1_m, Aug Average, Nepal, NPL
161.17436, 2040-2059, bcc_csm1_1_m, Sep Average, Nepal, NPL
73.376205, 2040-2059, bcc_csm1_1_m, Oct Average, Nepal, NPL
35.6484, 2040-2059, bcc_csm1_1_m, Nov Average, Nepal, NPL
79.19046, 2040-2059, bcc_csm1_1_m, Dec Average, Nepal, NPL
31.325253, 2040-2059, ccsm4, Jan Average, Nepal, NPL
31.112122, 2040-2059, ccsm4, Feb Average, Nepal, NPL
23.676527, 2040-2059, ccsm4, Mar Average, Nepal, NPL
27.08985, 2040-2059, ccsm4, Apr Average, Nepal, NPL
39.146175, 2040-2059, ccsm4, May Average, Nepal, NPL
337.53717, 2040-2059, ccsm4, Jun Average, Nepal, NPL
642.7963, 2040-2059, ccsm4, Jul Average, Nepal, NPL
473.80545, 2040-2059, ccsm4, Aug Average, Nepal, NPL
359.30435, 2040-2059, ccsm4, Sep Average, Nepal, NPL
98.11175, 2040-2059, ccsm4, Oct Average, Nepal, NPL
46.79185, 2040-2059, ccsm4, Nov Average, Nepal, NPL
41.162663, 2040-2059, ccsm4, Dec Average, Nepal, NPL
16.94099, 2040-2059, cesm1_cam5, Jan Average, Nepal, NPL
10.512452, 2040-2059, cesm1_cam5, Feb Average, Nepal, NPL
14.045662, 2040-2059, cesm1_cam5, Mar Average, Nepal, NPL
24.358114, 2040-2059, cesm1_cam5, Apr Average, Nepal, NPL
112.10921, 2040-2059, cesm1_cam5, May Average, Nepal, NPL
387.39044, 2040-2059, cesm1_cam5, Jun Average, Nepal, NPL
700.36444, 2040-2059, cesm1_cam5, Jul Average, Nepal, NPL
565.90985, 2040-2059, cesm1_cam5, Aug Average, Nepal, NPL
346.75748, 2040-2059, cesm1_cam5, Sep Average, Nepal, NPL
93.04122, 2040-2059, cesm1_cam5, Oct Average, Nepal, NPL
15.157121, 2040-2059, cesm1_cam5, Nov Average, Nepal, NPL
13.773565, 2040-2059, cesm1_cam5, Dec Average, Nepal, NPL
8.257661, 2040-2059, csiro_mk3_6_0, Jan Average, Nepal, NPL
17.109926, 2040-2059, csiro_mk3_6_0, Feb Average, Nepal, NPL
19.925356, 2040-2059, csiro_mk3_6_0, Mar Average, Nepal, NPL
7.8595676, 2040-2059, csiro_mk3_6_0, Apr Average, Nepal, NPL
12.166045, 2040-2059, csiro_mk3_6_0, May Average, Nepal, NPL
33.468903, 2040-2059, csiro_mk3_6_0, Jun Average, Nepal, NPL
167.39984, 2040-2059, csiro_mk3_6_0, Jul Average, Nepal, NPL
184.50612, 2040-2059, csiro_mk3_6_0, Aug Average, Nepal, NPL
127.58868, 2040-2059, csiro_mk3_6_0, Sep Average, Nepal, NPL
46.144463, 2040-2059, csiro_mk3_6_0, Oct Average, Nepal, NPL
10.097658, 2040-2059, csiro_mk3_6_0, Nov Average, Nepal, NPL
13.872439, 2040-2059, csiro_mk3_6_0, Dec Average, Nepal, NPL
27.801369, 2040-2059, fio_esm, Jan Average, Nepal, NPL
45.254856, 2040-2059, fio_esm, Feb Average, Nepal, NPL
35.645943, 2040-2059, fio_esm, Mar Average, Nepal, NPL
20.715769, 2040-2059, fio_esm, Apr Average, Nepal, NPL
21.192575, 2040-2059, fio_esm, May Average, Nepal, NPL
56.648403, 2040-2059, fio_esm, Jun Average, Nepal, NPL
324.8515, 2040-2059, fio_esm, Jul Average, Nepal, NPL
356.9899, 2040-2059, fio_esm, Aug Average, Nepal, NPL
177.42778, 2040-2059, fio_esm, Sep Average, Nepal, NPL
