Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
24.665257, 2060-2079, bcc_csm1_1, Jan Anomaly, Nepal, NPL
5.385149, 2060-2079, bcc_csm1_1, Feb Anomaly, Nepal, NPL
1.836981, 2060-2079, bcc_csm1_1, Mar Anomaly, Nepal, NPL
-0.672321, 2060-2079, bcc_csm1_1, Apr Anomaly, Nepal, NPL
3.6362348, 2060-2079, bcc_csm1_1, May Anomaly, Nepal, NPL
25.546116, 2060-2079, bcc_csm1_1, Jun Anomaly, Nepal, NPL
11.367403, 2060-2079, bcc_csm1_1, Jul Anomaly, Nepal, NPL
50.353252, 2060-2079, bcc_csm1_1, Aug Anomaly, Nepal, NPL
46.11126, 2060-2079, bcc_csm1_1, Sep Anomaly, Nepal, NPL
-5.4943576, 2060-2079, bcc_csm1_1, Oct Anomaly, Nepal, NPL
12.304117, 2060-2079, bcc_csm1_1, Nov Anomaly, Nepal, NPL
22.982536, 2060-2079, bcc_csm1_1, Dec Anomaly, Nepal, NPL
-27.509792, 2060-2079, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
-2.3114872, 2060-2079, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
-14.124923, 2060-2079, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
-9.643322, 2060-2079, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
13.15602, 2060-2079, bcc_csm1_1_m, May Anomaly, Nepal, NPL
-0.42013985, 2060-2079, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
39.020435, 2060-2079, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
38.313404, 2060-2079, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
35.54281, 2060-2079, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
10.334065, 2060-2079, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
-2.80811, 2060-2079, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
-43.769596, 2060-2079, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
14.417208, 2060-2079, ccsm4, Jan Anomaly, Nepal, NPL
-3.561453, 2060-2079, ccsm4, Feb Anomaly, Nepal, NPL
-14.758615, 2060-2079, ccsm4, Mar Anomaly, Nepal, NPL
7.7441525, 2060-2079, ccsm4, Apr Anomaly, Nepal, NPL
-7.2701516, 2060-2079, ccsm4, May Anomaly, Nepal, NPL
7.597241, 2060-2079, ccsm4, Jun Anomaly, Nepal, NPL
37.512817, 2060-2079, ccsm4, Jul Anomaly, Nepal, NPL
74.45048, 2060-2079, ccsm4, Aug Anomaly, Nepal, NPL
47.318283, 2060-2079, ccsm4, Sep Anomaly, Nepal, NPL
1.7465515, 2060-2079, ccsm4, Oct Anomaly, Nepal, NPL
-25.478296, 2060-2079, ccsm4, Nov Anomaly, Nepal, NPL
-34.823833, 2060-2079, ccsm4, Dec Anomaly, Nepal, NPL
-1.8408505, 2060-2079, cesm1_cam5, Jan Anomaly, Nepal, NPL
0.8237961, 2060-2079, cesm1_cam5, Feb Anomaly, Nepal, NPL
5.666802, 2060-2079, cesm1_cam5, Mar Anomaly, Nepal, NPL
4.448296, 2060-2079, cesm1_cam5, Apr Anomaly, Nepal, NPL
34.370605, 2060-2079, cesm1_cam5, May Anomaly, Nepal, NPL
21.387033, 2060-2079, cesm1_cam5, Jun Anomaly, Nepal, NPL
89.494064, 2060-2079, cesm1_cam5, Jul Anomaly, Nepal, NPL
132.71568, 2060-2079, cesm1_cam5, Aug Anomaly, Nepal, NPL
54.9367, 2060-2079, cesm1_cam5, Sep Anomaly, Nepal, NPL
37.63674, 2060-2079, cesm1_cam5, Oct Anomaly, Nepal, NPL
9.351193, 2060-2079, cesm1_cam5, Nov Anomaly, Nepal, NPL
2.4043999, 2060-2079, cesm1_cam5, Dec Anomaly, Nepal, NPL
-8.159213, 2060-2079, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
-8.348719, 2060-2079, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
-0.9647562, 2060-2079, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
-0.9377504, 2060-2079, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
-0.16416442, 2060-2079, csiro_mk3_6_0, May Anomaly, Nepal, NPL
6.392394, 2060-2079, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
4.4447565, 2060-2079, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
48.223953, 2060-2079, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
56.182396, 2060-2079, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
20.245811, 2060-2079, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
8.902975, 2060-2079, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
2.524851, 2060-2079, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
-18.469145, 2060-2079, fio_esm, Jan Anomaly, Nepal, NPL
12.620988, 2060-2079, fio_esm, Feb Anomaly, Nepal, NPL
10.001241, 2060-2079, fio_esm, Mar Anomaly, Nepal, NPL
7.185513, 2060-2079, fio_esm, Apr Anomaly, Nepal, NPL
6.2198925, 2060-2079, fio_esm, May Anomaly, Nepal, NPL
-46.714043, 2060-2079, fio_esm, Jun Anomaly, Nepal, NPL
-82.89525, 2060-2079, fio_esm, Jul Anomaly, Nepal, NPL
-52.579178, 2060-2079, fio_esm, Aug Anomaly, Nepal, NPL
8.682205, 2060-2079, fio_esm, Sep Anomaly, Nepal, NPL
22.726673, 2060-2079, fio_esm, Oct Anomaly, Nepal, NPL
37.61743, 2060-2079, fio_esm, Nov Anomaly, Nepal, NPL
1.3261664, 2060-2079, fio_esm, Dec Anomaly, Nepal, NPL
19.193624, 2060-2079, gfdl_cm3, Jan Anomaly, Nepal, NPL
5.724752, 2060-2079, gfdl_cm3, Feb Anomaly, Nepal, NPL
-2.3262756, 2060-2079, gfdl_cm3, Mar Anomaly, Nepal, NPL
-2.2555227, 2060-2079, gfdl_cm3, Apr Anomaly, Nepal, NPL
3.625011, 2060-2079, gfdl_cm3, May Anomaly, Nepal, NPL
24.308374, 2060-2079, gfdl_cm3, Jun Anomaly, Nepal, NPL
70.24621, 2060-2079, gfdl_cm3, Jul Anomaly, Nepal, NPL
81.40543, 2060-2079, gfdl_cm3, Aug Anomaly, Nepal, NPL
8.539887, 2060-2079, gfdl_cm3, Sep Anomaly, Nepal, NPL
-2.6194737, 2060-2079, gfdl_cm3, Oct Anomaly, Nepal, NPL
21.192873, 2060-2079, gfdl_cm3, Nov Anomaly, Nepal, NPL
-40.89275, 2060-2079, gfdl_cm3, Dec Anomaly, Nepal, NPL
11.428727, 2060-2079, gfdl_esm2m, Jan Anomaly, Nepal, NPL
-0.7220497, 2060-2079, gfdl_esm2m, Feb Anomaly, Nepal, NPL
0.83520794, 2060-2079, gfdl_esm2m, Mar Anomaly, Nepal, NPL
-5.280755, 2060-2079, gfdl_esm2m, Apr Anomaly, Nepal, NPL
4.370721, 2060-2079, gfdl_esm2m, May Anomaly, Nepal, NPL
-8.203989, 2060-2079, gfdl_esm2m, Jun Anomaly, Nepal, NPL
-9.023048, 2060-2079, gfdl_esm2m, Jul Anomaly, Nepal, NPL
8.551268, 2060-2079, gfdl_esm2m, Aug Anomaly, Nepal, NPL
38.433037, 2060-2079, gfdl_esm2m, Sep Anomaly, Nepal, NPL
-1.2766145, 2060-2079, gfdl_esm2m, Oct Anomaly, Nepal, NPL
-22.535292, 2060-2079, gfdl_esm2m, Nov Anomaly, Nepal, NPL
8.484827, 2060-2079, gfdl_esm2m, Dec Anomaly, Nepal, NPL
2.68082, 2060-2079, giss_e2_h, Jan Anomaly, Nepal, NPL
0.3300196, 2060-2079, giss_e2_h, Feb Anomaly, Nepal, NPL
1.5187328, 2060-2079, giss_e2_h, Mar Anomaly, Nepal, NPL
0.46339422, 2060-2079, giss_e2_h, Apr Anomaly, Nepal, NPL
3.701564, 2060-2079, giss_e2_h, May Anomaly, Nepal, NPL
-2.591936, 2060-2079, giss_e2_h, Jun Anomaly, Nepal, NPL
10.404866, 2060-2079, giss_e2_h, Jul Anomaly, Nepal, NPL
12.21603, 2060-2079, giss_e2_h, Aug Anomaly, Nepal, NPL
-0.44528723, 2060-2079, giss_e2_h, Sep Anomaly, Nepal, NPL
0.048804086, 2060-2079, giss_e2_h, Oct Anomaly, Nepal, NPL
1.6384165, 2060-2079, giss_e2_h, Nov Anomaly, Nepal, NPL
-2.4004588, 2060-2079, giss_e2_h, Dec Anomaly, Nepal, NPL
4.3856993, 2060-2079, giss_e2_r, Jan Anomaly, Nepal, NPL
0.8965295, 2060-2079, giss_e2_r, Feb Anomaly, Nepal, NPL
-0.8235748, 2060-2079, giss_e2_r, Mar Anomaly, Nepal, NPL
3.7727442, 2060-2079, giss_e2_r, Apr Anomaly, Nepal, NPL
7.042982, 2060-2079, giss_e2_r, May Anomaly, Nepal, NPL
3.906002, 2060-2079, giss_e2_r, Jun Anomaly, Nepal, NPL
11.87247, 2060-2079, giss_e2_r, Jul Anomaly, Nepal, NPL
16.02965, 2060-2079, giss_e2_r, Aug Anomaly, Nepal, NPL
4.903261, 2060-2079, giss_e2_r, Sep Anomaly, Nepal, NPL
1.5705076, 2060-2079, giss_e2_r, Oct Anomaly, Nepal, NPL
0.4318168, 2060-2079, giss_e2_r, Nov Anomaly, Nepal, NPL
1.7107834, 2060-2079, giss_e2_r, Dec Anomaly, Nepal, NPL
-10.063424, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, Nepal, NPL
-2.1173542, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, Nepal, NPL
3.4210858, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, Nepal, NPL
-2.6880124, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, Nepal, NPL
10.851736, 2060-2079, ipsl_cm5a_mr, May Anomaly, Nepal, NPL
12.47642, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, Nepal, NPL
14.430559, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, Nepal, NPL
66.006966, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, Nepal, NPL
28.93437, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, Nepal, NPL
16.9105, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, Nepal, NPL
7.399099, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, Nepal, NPL
-10.127882, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, Nepal, NPL
-1.680936, 2060-2079, miroc_esm, Jan Anomaly, Nepal, NPL
-16.808416, 2060-2079, miroc_esm, Feb Anomaly, Nepal, NPL
-0.03272411, 2060-2079, miroc_esm, Mar Anomaly, Nepal, NPL
-8.673041, 2060-2079, miroc_esm, Apr Anomaly, Nepal, NPL
-5.873292, 2060-2079, miroc_esm, May Anomaly, Nepal, NPL
31.24478, 2060-2079, miroc_esm, Jun Anomaly, Nepal, NPL
48.360207, 2060-2079, miroc_esm, Jul Anomaly, Nepal, NPL
-28.814854, 2060-2079, miroc_esm, Aug Anomaly, Nepal, NPL
7.8844485, 2060-2079, miroc_esm, Sep Anomaly, Nepal, NPL
-6.204071, 2060-2079, miroc_esm, Oct Anomaly, Nepal, NPL
-23.880495, 2060-2079, miroc_esm, Nov Anomaly, Nepal, NPL
2.296122, 2060-2079, miroc_esm, Dec Anomaly, Nepal, NPL
5.8576303, 2060-2079, miroc_esm_chem, Jan Anomaly, Nepal, NPL
-1.6967324, 2060-2079, miroc_esm_chem, Feb Anomaly, Nepal, NPL
-3.781919, 2060-2079, miroc_esm_chem, Mar Anomaly, Nepal, NPL
-20.969395, 2060-2079, miroc_esm_chem, Apr Anomaly, Nepal, NPL
1.1395155, 2060-2079, miroc_esm_chem, May Anomaly, Nepal, NPL
53.521137, 2060-2079, miroc_esm_chem, Jun Anomaly, Nepal, NPL
47.75686, 2060-2079, miroc_esm_chem, Jul Anomaly, Nepal, NPL
3.8265698, 2060-2079, miroc_esm_chem, Aug Anomaly, Nepal, NPL
-2.0358822, 2060-2079, miroc_esm_chem, Sep Anomaly, Nepal, NPL
10.748724, 2060-2079, miroc_esm_chem, Oct Anomaly, Nepal, NPL
-11.771141, 2060-2079, miroc_esm_chem, Nov Anomaly, Nepal, NPL
-16.652954, 2060-2079, miroc_esm_chem, Dec Anomaly, Nepal, NPL
-7.707952, 2060-2079, miroc5, Jan Anomaly, Nepal, NPL
1.9094001, 2060-2079, miroc5, Feb Anomaly, Nepal, NPL
-12.523682, 2060-2079, miroc5, Mar Anomaly, Nepal, NPL
1.7477309, 2060-2079, miroc5, Apr Anomaly, Nepal, NPL
25.86601, 2060-2079, miroc5, May Anomaly, Nepal, NPL
50.972595, 2060-2079, miroc5, Jun Anomaly, Nepal, NPL
58.507973, 2060-2079, miroc5, Jul Anomaly, Nepal, NPL
58.40956, 2060-2079, miroc5, Aug Anomaly, Nepal, NPL
57.5659, 2060-2079, miroc5, Sep Anomaly, Nepal, NPL
23.964823, 2060-2079, miroc5, Oct Anomaly, Nepal, NPL
2.9766765, 2060-2079, miroc5, Nov Anomaly, Nepal, NPL
-2.1022618, 2060-2079, miroc5, Dec Anomaly, Nepal, NPL
7.625027, 2060-2079, mri_cgcm3, Jan Anomaly, Nepal, NPL
13.434011, 2060-2079, mri_cgcm3, Feb Anomaly, Nepal, NPL
-4.6683626, 2060-2079, mri_cgcm3, Mar Anomaly, Nepal, NPL
-5.206287, 2060-2079, mri_cgcm3, Apr Anomaly, Nepal, NPL
2.4926822, 2060-2079, mri_cgcm3, May Anomaly, Nepal, NPL
-4.4141245, 2060-2079, mri_cgcm3, Jun Anomaly, Nepal, NPL
0.4136114, 2060-2079, mri_cgcm3, Jul Anomaly, Nepal, NPL
-11.9306345, 2060-2079, mri_cgcm3, Aug Anomaly, Nepal, NPL
6.547152, 2060-2079, mri_cgcm3, Sep Anomaly, Nepal, NPL
-3.6774318, 2060-2079, mri_cgcm3, Oct Anomaly, Nepal, NPL
-13.807584, 2060-2079, mri_cgcm3, Nov Anomaly, Nepal, NPL
-9.046786, 2060-2079, mri_cgcm3, Dec Anomaly, Nepal, NPL
9.0219755, 2060-2079, noresm1_m, Jan Anomaly, Nepal, NPL
6.711092, 2060-2079, noresm1_m, Feb Anomaly, Nepal, NPL
7.845346, 2060-2079, noresm1_m, Mar Anomaly, Nepal, NPL
-9.495888, 2060-2079, noresm1_m, Apr Anomaly, Nepal, NPL
15.458491, 2060-2079, noresm1_m, May Anomaly, Nepal, NPL
74.16375, 2060-2079, noresm1_m, Jun Anomaly, Nepal, NPL
114.923645, 2060-2079, noresm1_m, Jul Anomaly, Nepal, NPL
45.917988, 2060-2079, noresm1_m, Aug Anomaly, Nepal, NPL
85.120026, 2060-2079, noresm1_m, Sep Anomaly, Nepal, NPL
27.486547, 2060-2079, noresm1_m, Oct Anomaly, Nepal, NPL
-12.696946, 2060-2079, noresm1_m, Nov Anomaly, Nepal, NPL
4.2460036, 2060-2079, noresm1_m, Dec Anomaly, Nepal, NPL
-21.65319, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, Nepal, NPL
-11.901115, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, Nepal, NPL
-14.734059, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, Nepal, NPL
-15.628671, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, Nepal, NPL
-9.346371, 2060-2079, Ensemble (10th Percentile), May Anomaly, Nepal, NPL
-42.99466, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, Nepal, NPL
-65.173134, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, Nepal, NPL
-42.993732, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, Nepal, NPL
-10.052112, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, Nepal, NPL
-16.227985, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, Nepal, NPL
-26.716003, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, Nepal, NPL
-44.083603, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, Nepal, NPL
2.0477462, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, Nepal, NPL
0.4326337, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, Nepal, NPL
-0.5827076, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, Nepal, NPL
-1.1508591, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, Nepal, NPL
4.0759788, 2060-2079, Ensemble (50th Percentile), May Anomaly, Nepal, NPL
10.529166, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, Nepal, NPL
16.86432, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, Nepal, NPL
29.169817, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, Nepal, NPL
24.837273, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, Nepal, NPL
8.438318, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, Nepal, NPL
0.3203945, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, Nepal, NPL
-1.2175155, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, Nepal, NPL
22.249048, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, Nepal, NPL
12.7736635, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, Nepal, NPL
9.401378, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, Nepal, NPL
7.2985344, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, Nepal, NPL
32.893898, 2060-2079, Ensemble (90th Percentile), May Anomaly, Nepal, NPL
85.27505, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, Nepal, NPL
138.76257, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, Nepal, NPL
118.972824, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, Nepal, NPL
83.21749, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, Nepal, NPL
36.91724, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, Nepal, NPL
29.500969, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, Nepal, NPL
14.32519, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, Nepal, NPL
