Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
-9.409249, 2020-2039, bcc_csm1_1, Jan Anomaly, Nepal, NPL
10.883093, 2020-2039, bcc_csm1_1, Feb Anomaly, Nepal, NPL
-8.140682, 2020-2039, bcc_csm1_1, Mar Anomaly, Nepal, NPL
0.16281836, 2020-2039, bcc_csm1_1, Apr Anomaly, Nepal, NPL
1.3056856, 2020-2039, bcc_csm1_1, May Anomaly, Nepal, NPL
10.802589, 2020-2039, bcc_csm1_1, Jun Anomaly, Nepal, NPL
60.570858, 2020-2039, bcc_csm1_1, Jul Anomaly, Nepal, NPL
8.435927, 2020-2039, bcc_csm1_1, Aug Anomaly, Nepal, NPL
33.14496, 2020-2039, bcc_csm1_1, Sep Anomaly, Nepal, NPL
-16.315342, 2020-2039, bcc_csm1_1, Oct Anomaly, Nepal, NPL
5.6054473, 2020-2039, bcc_csm1_1, Nov Anomaly, Nepal, NPL
18.578823, 2020-2039, bcc_csm1_1, Dec Anomaly, Nepal, NPL
13.080115, 2020-2039, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
11.584176, 2020-2039, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
-10.535777, 2020-2039, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
-2.8441117, 2020-2039, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
4.2914295, 2020-2039, bcc_csm1_1_m, May Anomaly, Nepal, NPL
-6.019292, 2020-2039, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
9.683159, 2020-2039, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
-18.771793, 2020-2039, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
31.50412, 2020-2039, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
-0.7926213, 2020-2039, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
-3.8275225, 2020-2039, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
-17.20373, 2020-2039, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
36.936577, 2020-2039, ccsm4, Jan Anomaly, Nepal, NPL
-6.5163245, 2020-2039, ccsm4, Feb Anomaly, Nepal, NPL
-7.462011, 2020-2039, ccsm4, Mar Anomaly, Nepal, NPL
0.15921749, 2020-2039, ccsm4, Apr Anomaly, Nepal, NPL
-2.4409368, 2020-2039, ccsm4, May Anomaly, Nepal, NPL
29.776495, 2020-2039, ccsm4, Jun Anomaly, Nepal, NPL
-42.603603, 2020-2039, ccsm4, Jul Anomaly, Nepal, NPL
26.499372, 2020-2039, ccsm4, Aug Anomaly, Nepal, NPL
11.945948, 2020-2039, ccsm4, Sep Anomaly, Nepal, NPL
-6.7990503, 2020-2039, ccsm4, Oct Anomaly, Nepal, NPL
-19.736467, 2020-2039, ccsm4, Nov Anomaly, Nepal, NPL
-39.524868, 2020-2039, ccsm4, Dec Anomaly, Nepal, NPL
-7.8378634, 2020-2039, cesm1_cam5, Jan Anomaly, Nepal, NPL
5.2353377, 2020-2039, cesm1_cam5, Feb Anomaly, Nepal, NPL
3.3677642, 2020-2039, cesm1_cam5, Mar Anomaly, Nepal, NPL
-0.9287798, 2020-2039, cesm1_cam5, Apr Anomaly, Nepal, NPL
-12.819158, 2020-2039, cesm1_cam5, May Anomaly, Nepal, NPL
-24.465117, 2020-2039, cesm1_cam5, Jun Anomaly, Nepal, NPL
101.510124, 2020-2039, cesm1_cam5, Jul Anomaly, Nepal, NPL
25.617376, 2020-2039, cesm1_cam5, Aug Anomaly, Nepal, NPL
11.022199, 2020-2039, cesm1_cam5, Sep Anomaly, Nepal, NPL
23.971684, 2020-2039, cesm1_cam5, Oct Anomaly, Nepal, NPL
6.91236, 2020-2039, cesm1_cam5, Nov Anomaly, Nepal, NPL
-6.7210975, 2020-2039, cesm1_cam5, Dec Anomaly, Nepal, NPL
1.4869069, 2020-2039, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
-13.764302, 2020-2039, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
-2.1261666, 2020-2039, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
-3.1252708, 2020-2039, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
5.028126, 2020-2039, csiro_mk3_6_0, May Anomaly, Nepal, NPL
-20.42041, 2020-2039, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
-14.82706, 2020-2039, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
-1.1479915, 2020-2039, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
20.58528, 2020-2039, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
8.345337, 2020-2039, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
4.1138678, 2020-2039, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
-6.635016, 2020-2039, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
-14.958298, 2020-2039, fio_esm, Jan Anomaly, Nepal, NPL
-2.6600769, 2020-2039, fio_esm, Feb Anomaly, Nepal, NPL
7.1258698, 2020-2039, fio_esm, Mar Anomaly, Nepal, NPL
13.421039, 2020-2039, fio_esm, Apr Anomaly, Nepal, NPL
1.0138224, 2020-2039, fio_esm, May Anomaly, Nepal, NPL
-3.201575, 2020-2039, fio_esm, Jun Anomaly, Nepal, NPL
-29.875292, 2020-2039, fio_esm, Jul Anomaly, Nepal, NPL
-19.403582, 2020-2039, fio_esm, Aug Anomaly, Nepal, NPL
-13.450848, 2020-2039, fio_esm, Sep Anomaly, Nepal, NPL
8.586585, 2020-2039, fio_esm, Oct Anomaly, Nepal, NPL
13.90039, 2020-2039, fio_esm, Nov Anomaly, Nepal, NPL
5.2686152, 2020-2039, fio_esm, Dec Anomaly, Nepal, NPL
22.191244, 2020-2039, gfdl_cm3, Jan Anomaly, Nepal, NPL
4.0059257, 2020-2039, gfdl_cm3, Feb Anomaly, Nepal, NPL
2.4325106, 2020-2039, gfdl_cm3, Mar Anomaly, Nepal, NPL
0.08841079, 2020-2039, gfdl_cm3, Apr Anomaly, Nepal, NPL
-1.0950458, 2020-2039, gfdl_cm3, May Anomaly, Nepal, NPL
8.523251, 2020-2039, gfdl_cm3, Jun Anomaly, Nepal, NPL
19.562876, 2020-2039, gfdl_cm3, Jul Anomaly, Nepal, NPL
-1.3658447, 2020-2039, gfdl_cm3, Aug Anomaly, Nepal, NPL
-11.761004, 2020-2039, gfdl_cm3, Sep Anomaly, Nepal, NPL
1.2627553, 2020-2039, gfdl_cm3, Oct Anomaly, Nepal, NPL
-16.713535, 2020-2039, gfdl_cm3, Nov Anomaly, Nepal, NPL
-27.583214, 2020-2039, gfdl_cm3, Dec Anomaly, Nepal, NPL
-1.2739381, 2020-2039, gfdl_esm2m, Jan Anomaly, Nepal, NPL
-10.975754, 2020-2039, gfdl_esm2m, Feb Anomaly, Nepal, NPL
-0.071416736, 2020-2039, gfdl_esm2m, Mar Anomaly, Nepal, NPL
2.6465113, 2020-2039, gfdl_esm2m, Apr Anomaly, Nepal, NPL
1.9655303, 2020-2039, gfdl_esm2m, May Anomaly, Nepal, NPL
39.306126, 2020-2039, gfdl_esm2m, Jun Anomaly, Nepal, NPL
-44.133617, 2020-2039, gfdl_esm2m, Jul Anomaly, Nepal, NPL
9.89265, 2020-2039, gfdl_esm2m, Aug Anomaly, Nepal, NPL
14.719744, 2020-2039, gfdl_esm2m, Sep Anomaly, Nepal, NPL
2.971611, 2020-2039, gfdl_esm2m, Oct Anomaly, Nepal, NPL
0.08790261, 2020-2039, gfdl_esm2m, Nov Anomaly, Nepal, NPL
9.652223, 2020-2039, gfdl_esm2m, Dec Anomaly, Nepal, NPL
1.3107034, 2020-2039, giss_e2_h, Jan Anomaly, Nepal, NPL
-1.4357482, 2020-2039, giss_e2_h, Feb Anomaly, Nepal, NPL
-1.657899, 2020-2039, giss_e2_h, Mar Anomaly, Nepal, NPL
1.4145424, 2020-2039, giss_e2_h, Apr Anomaly, Nepal, NPL
0.2960976, 2020-2039, giss_e2_h, May Anomaly, Nepal, NPL
2.3302667, 2020-2039, giss_e2_h, Jun Anomaly, Nepal, NPL
2.1688337, 2020-2039, giss_e2_h, Jul Anomaly, Nepal, NPL
4.7949176, 2020-2039, giss_e2_h, Aug Anomaly, Nepal, NPL
