Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
6.814278, 2080-2099, bcc_csm1_1, Jan Anomaly, Nepal, NPL
0.7867562, 2080-2099, bcc_csm1_1, Feb Anomaly, Nepal, NPL
-4.4602532, 2080-2099, bcc_csm1_1, Mar Anomaly, Nepal, NPL
0.6679975, 2080-2099, bcc_csm1_1, Apr Anomaly, Nepal, NPL
4.839266, 2080-2099, bcc_csm1_1, May Anomaly, Nepal, NPL
34.31502, 2080-2099, bcc_csm1_1, Jun Anomaly, Nepal, NPL
-8.977313, 2080-2099, bcc_csm1_1, Jul Anomaly, Nepal, NPL
62.53843, 2080-2099, bcc_csm1_1, Aug Anomaly, Nepal, NPL
9.012617, 2080-2099, bcc_csm1_1, Sep Anomaly, Nepal, NPL
-7.2790346, 2080-2099, bcc_csm1_1, Oct Anomaly, Nepal, NPL
11.754632, 2080-2099, bcc_csm1_1, Nov Anomaly, Nepal, NPL
2.7923758, 2080-2099, bcc_csm1_1, Dec Anomaly, Nepal, NPL
4.854571, 2080-2099, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
-0.113377295, 2080-2099, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
-10.64791, 2080-2099, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
-10.495268, 2080-2099, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
12.588093, 2080-2099, bcc_csm1_1_m, May Anomaly, Nepal, NPL
-0.606463, 2080-2099, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
28.010378, 2080-2099, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
12.596318, 2080-2099, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
25.294409, 2080-2099, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
28.452753, 2080-2099, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
20.868584, 2080-2099, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
-12.795007, 2080-2099, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
23.27082, 2080-2099, ccsm4, Jan Anomaly, Nepal, NPL
-2.658903, 2080-2099, ccsm4, Feb Anomaly, Nepal, NPL
-20.373398, 2080-2099, ccsm4, Mar Anomaly, Nepal, NPL
7.7363005, 2080-2099, ccsm4, Apr Anomaly, Nepal, NPL
-9.426077, 2080-2099, ccsm4, May Anomaly, Nepal, NPL
-42.587257, 2080-2099, ccsm4, Jun Anomaly, Nepal, NPL
34.0427, 2080-2099, ccsm4, Jul Anomaly, Nepal, NPL
86.567154, 2080-2099, ccsm4, Aug Anomaly, Nepal, NPL
73.2955, 2080-2099, ccsm4, Sep Anomaly, Nepal, NPL
29.785845, 2080-2099, ccsm4, Oct Anomaly, Nepal, NPL
-11.035248, 2080-2099, ccsm4, Nov Anomaly, Nepal, NPL
-64.735016, 2080-2099, ccsm4, Dec Anomaly, Nepal, NPL
-16.483717, 2080-2099, cesm1_cam5, Jan Anomaly, Nepal, NPL
2.964693, 2080-2099, cesm1_cam5, Feb Anomaly, Nepal, NPL
-2.0467446, 2080-2099, cesm1_cam5, Mar Anomaly, Nepal, NPL
1.2729988, 2080-2099, cesm1_cam5, Apr Anomaly, Nepal, NPL
34.790344, 2080-2099, cesm1_cam5, May Anomaly, Nepal, NPL
-5.627628, 2080-2099, cesm1_cam5, Jun Anomaly, Nepal, NPL
88.711815, 2080-2099, cesm1_cam5, Jul Anomaly, Nepal, NPL
163.32043, 2080-2099, cesm1_cam5, Aug Anomaly, Nepal, NPL
31.87877, 2080-2099, cesm1_cam5, Sep Anomaly, Nepal, NPL
29.251911, 2080-2099, cesm1_cam5, Oct Anomaly, Nepal, NPL
14.412679, 2080-2099, cesm1_cam5, Nov Anomaly, Nepal, NPL
-2.173975, 2080-2099, cesm1_cam5, Dec Anomaly, Nepal, NPL
-7.4413066, 2080-2099, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
-10.99486, 2080-2099, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
3.0138183, 2080-2099, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
4.2834272, 2080-2099, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
2.7184486, 2080-2099, csiro_mk3_6_0, May Anomaly, Nepal, NPL
-8.153591, 2080-2099, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
-12.873045, 2080-2099, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
16.116606, 2080-2099, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
52.893913, 2080-2099, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
28.787996, 2080-2099, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
9.510469, 2080-2099, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
2.451034, 2080-2099, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
-5.9156795, 2080-2099, fio_esm, Jan Anomaly, Nepal, NPL
7.2378087, 2080-2099, fio_esm, Feb Anomaly, Nepal, NPL
8.562565, 2080-2099, fio_esm, Mar Anomaly, Nepal, NPL
11.15999, 2080-2099, fio_esm, Apr Anomaly, Nepal, NPL
5.184928, 2080-2099, fio_esm, May Anomaly, Nepal, NPL
-37.590775, 2080-2099, fio_esm, Jun Anomaly, Nepal, NPL
-60.679653, 2080-2099, fio_esm, Jul Anomaly, Nepal, NPL
-23.419308, 2080-2099, fio_esm, Aug Anomaly, Nepal, NPL
-34.157894, 2080-2099, fio_esm, Sep Anomaly, Nepal, NPL
17.60983, 2080-2099, fio_esm, Oct Anomaly, Nepal, NPL
26.689625, 2080-2099, fio_esm, Nov Anomaly, Nepal, NPL
-6.375088, 2080-2099, fio_esm, Dec Anomaly, Nepal, NPL
4.863296, 2080-2099, gfdl_cm3, Jan Anomaly, Nepal, NPL
-4.8163576, 2080-2099, gfdl_cm3, Feb Anomaly, Nepal, NPL
5.184042, 2080-2099, gfdl_cm3, Mar Anomaly, Nepal, NPL
1.5479497, 2080-2099, gfdl_cm3, Apr Anomaly, Nepal, NPL
2.7717702, 2080-2099, gfdl_cm3, May Anomaly, Nepal, NPL
46.65463, 2080-2099, gfdl_cm3, Jun Anomaly, Nepal, NPL
80.46574, 2080-2099, gfdl_cm3, Jul Anomaly, Nepal, NPL
66.149734, 2080-2099, gfdl_cm3, Aug Anomaly, Nepal, NPL
6.289361, 2080-2099, gfdl_cm3, Sep Anomaly, Nepal, NPL
-2.9770503, 2080-2099, gfdl_cm3, Oct Anomaly, Nepal, NPL
3.1556258, 2080-2099, gfdl_cm3, Nov Anomaly, Nepal, NPL
-24.35038, 2080-2099, gfdl_cm3, Dec Anomaly, Nepal, NPL
1.6270088, 2080-2099, gfdl_esm2m, Jan Anomaly, Nepal, NPL
-8.925453, 2080-2099, gfdl_esm2m, Feb Anomaly, Nepal, NPL
0.813606, 2080-2099, gfdl_esm2m, Mar Anomaly, Nepal, NPL
-3.4849641, 2080-2099, gfdl_esm2m, Apr Anomaly, Nepal, NPL
-8.487194, 2080-2099, gfdl_esm2m, May Anomaly, Nepal, NPL
-21.676228, 2080-2099, gfdl_esm2m, Jun Anomaly, Nepal, NPL
53.071434, 2080-2099, gfdl_esm2m, Jul Anomaly, Nepal, NPL
-20.139505, 2080-2099, gfdl_esm2m, Aug Anomaly, Nepal, NPL
39.990704, 2080-2099, gfdl_esm2m, Sep Anomaly, Nepal, NPL
21.331533, 2080-2099, gfdl_esm2m, Oct Anomaly, Nepal, NPL
-12.161104, 2080-2099, gfdl_esm2m, Nov Anomaly, Nepal, NPL
-4.139916, 2080-2099, gfdl_esm2m, Dec Anomaly, Nepal, NPL
