Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
6.2463737, 2060-2079, bcc_csm1_1, Jan Anomaly, Nepal, NPL
18.489477, 2060-2079, bcc_csm1_1, Feb Anomaly, Nepal, NPL
-3.864595, 2060-2079, bcc_csm1_1, Mar Anomaly, Nepal, NPL
-4.6168737, 2060-2079, bcc_csm1_1, Apr Anomaly, Nepal, NPL
9.00875, 2060-2079, bcc_csm1_1, May Anomaly, Nepal, NPL
31.206724, 2060-2079, bcc_csm1_1, Jun Anomaly, Nepal, NPL
15.147475, 2060-2079, bcc_csm1_1, Jul Anomaly, Nepal, NPL
58.154312, 2060-2079, bcc_csm1_1, Aug Anomaly, Nepal, NPL
58.157436, 2060-2079, bcc_csm1_1, Sep Anomaly, Nepal, NPL
-11.973053, 2060-2079, bcc_csm1_1, Oct Anomaly, Nepal, NPL
16.018778, 2060-2079, bcc_csm1_1, Nov Anomaly, Nepal, NPL
21.641487, 2060-2079, bcc_csm1_1, Dec Anomaly, Nepal, NPL
-4.7131133, 2060-2079, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
11.273665, 2060-2079, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
-2.1655164, 2060-2079, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
-9.246306, 2060-2079, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
2.8397026, 2060-2079, bcc_csm1_1_m, May Anomaly, Nepal, NPL
-2.422793, 2060-2079, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
30.622578, 2060-2079, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
10.13794, 2060-2079, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
42.99745, 2060-2079, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
23.649893, 2060-2079, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
-9.173416, 2060-2079, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
-11.849183, 2060-2079, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
11.648257, 2060-2079, ccsm4, Jan Anomaly, Nepal, NPL
-2.224141, 2060-2079, ccsm4, Feb Anomaly, Nepal, NPL
-18.223963, 2060-2079, ccsm4, Mar Anomaly, Nepal, NPL
-3.462542, 2060-2079, ccsm4, Apr Anomaly, Nepal, NPL
6.4179688, 2060-2079, ccsm4, May Anomaly, Nepal, NPL
-6.7424016, 2060-2079, ccsm4, Jun Anomaly, Nepal, NPL
68.80736, 2060-2079, ccsm4, Jul Anomaly, Nepal, NPL
70.931854, 2060-2079, ccsm4, Aug Anomaly, Nepal, NPL
51.379757, 2060-2079, ccsm4, Sep Anomaly, Nepal, NPL
10.355624, 2060-2079, ccsm4, Oct Anomaly, Nepal, NPL
-14.510816, 2060-2079, ccsm4, Nov Anomaly, Nepal, NPL
-48.45742, 2060-2079, ccsm4, Dec Anomaly, Nepal, NPL
-9.610228, 2060-2079, cesm1_cam5, Jan Anomaly, Nepal, NPL
7.4579725, 2060-2079, cesm1_cam5, Feb Anomaly, Nepal, NPL
5.207821, 2060-2079, cesm1_cam5, Mar Anomaly, Nepal, NPL
4.1313596, 2060-2079, cesm1_cam5, Apr Anomaly, Nepal, NPL
-20.103256, 2060-2079, cesm1_cam5, May Anomaly, Nepal, NPL
-78.94002, 2060-2079, cesm1_cam5, Jun Anomaly, Nepal, NPL
67.03183, 2060-2079, cesm1_cam5, Jul Anomaly, Nepal, NPL
163.92537, 2060-2079, cesm1_cam5, Aug Anomaly, Nepal, NPL
69.777916, 2060-2079, cesm1_cam5, Sep Anomaly, Nepal, NPL
33.037132, 2060-2079, cesm1_cam5, Oct Anomaly, Nepal, NPL
11.965216, 2060-2079, cesm1_cam5, Nov Anomaly, Nepal, NPL
-13.140386, 2060-2079, cesm1_cam5, Dec Anomaly, Nepal, NPL
-6.822901, 2060-2079, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
-14.08442, 2060-2079, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
-4.77842, 2060-2079, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
0.11882091, 2060-2079, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
0.32190886, 2060-2079, csiro_mk3_6_0, May Anomaly, Nepal, NPL
-0.9112666, 2060-2079, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
5.4653416, 2060-2079, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
55.241108, 2060-2079, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
57.151012, 2060-2079, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
27.106108, 2060-2079, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
13.004902, 2060-2079, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
-3.1532001, 2060-2079, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
-12.268857, 2060-2079, fio_esm, Jan Anomaly, Nepal, NPL
-10.7120695, 2060-2079, fio_esm, Feb Anomaly, Nepal, NPL
-4.152297, 2060-2079, fio_esm, Mar Anomaly, Nepal, NPL
0.12222593, 2060-2079, fio_esm, Apr Anomaly, Nepal, NPL
-0.6942261, 2060-2079, fio_esm, May Anomaly, Nepal, NPL
-38.82464, 2060-2079, fio_esm, Jun Anomaly, Nepal, NPL
-67.62929, 2060-2079, fio_esm, Jul Anomaly, Nepal, NPL
-23.491062, 2060-2079, fio_esm, Aug Anomaly, Nepal, NPL
6.664955, 2060-2079, fio_esm, Sep Anomaly, Nepal, NPL
27.594513, 2060-2079, fio_esm, Oct Anomaly, Nepal, NPL
11.312539, 2060-2079, fio_esm, Nov Anomaly, Nepal, NPL
-11.30519, 2060-2079, fio_esm, Dec Anomaly, Nepal, NPL
4.3609877, 2060-2079, gfdl_cm3, Jan Anomaly, Nepal, NPL
8.037281, 2060-2079, gfdl_cm3, Feb Anomaly, Nepal, NPL
7.0727444, 2060-2079, gfdl_cm3, Mar Anomaly, Nepal, NPL
9.620486, 2060-2079, gfdl_cm3, Apr Anomaly, Nepal, NPL
16.339458, 2060-2079, gfdl_cm3, May Anomaly, Nepal, NPL
22.84237, 2060-2079, gfdl_cm3, Jun Anomaly, Nepal, NPL
43.377552, 2060-2079, gfdl_cm3, Jul Anomaly, Nepal, NPL
64.88229, 2060-2079, gfdl_cm3, Aug Anomaly, Nepal, NPL
14.207247, 2060-2079, gfdl_cm3, Sep Anomaly, Nepal, NPL
-14.577559, 2060-2079, gfdl_cm3, Oct Anomaly, Nepal, NPL
-11.106698, 2060-2079, gfdl_cm3, Nov Anomaly, Nepal, NPL
-32.74352, 2060-2079, gfdl_cm3, Dec Anomaly, Nepal, NPL
-7.741568, 2060-2079, gfdl_esm2m, Jan Anomaly, Nepal, NPL
-0.48258898, 2060-2079, gfdl_esm2m, Feb Anomaly, Nepal, NPL
0.7458433, 2060-2079, gfdl_esm2m, Mar Anomaly, Nepal, NPL
-4.7493486, 2060-2079, gfdl_esm2m, Apr Anomaly, Nepal, NPL
-3.306859, 2060-2079, gfdl_esm2m, May Anomaly, Nepal, NPL
91.64347, 2060-2079, gfdl_esm2m, Jun Anomaly, Nepal, NPL
8.724076, 2060-2079, gfdl_esm2m, Jul Anomaly, Nepal, NPL
8.613042, 2060-2079, gfdl_esm2m, Aug Anomaly, Nepal, NPL
29.561209, 2060-2079, gfdl_esm2m, Sep Anomaly, Nepal, NPL
20.842333, 2060-2079, gfdl_esm2m, Oct Anomaly, Nepal, NPL
1.6773722, 2060-2079, gfdl_esm2m, Nov Anomaly, Nepal, NPL
8.728722, 2060-2079, gfdl_esm2m, Dec Anomaly, Nepal, NPL
6.449358, 2060-2079, giss_e2_h, Jan Anomaly, Nepal, NPL
0.17254613, 2060-2079, giss_e2_h, Feb Anomaly, Nepal, NPL
0.39021373, 2060-2079, giss_e2_h, Mar Anomaly, Nepal, NPL
3.4372625, 2060-2079, giss_e2_h, Apr Anomaly, Nepal, NPL
4.263848, 2060-2079, giss_e2_h, May Anomaly, Nepal, NPL
2.113818, 2060-2079, giss_e2_h, Jun Anomaly, Nepal, NPL
14.30064, 2060-2079, giss_e2_h, Jul Anomaly, Nepal, NPL
17.982853, 2060-2079, giss_e2_h, Aug Anomaly, Nepal, NPL
9.451303, 2060-2079, giss_e2_h, Sep Anomaly, Nepal, NPL
4.613014, 2060-2079, giss_e2_h, Oct Anomaly, Nepal, NPL
0.41014138, 2060-2079, giss_e2_h, Nov Anomaly, Nepal, NPL
-1.6796565, 2060-2079, giss_e2_h, Dec Anomaly, Nepal, NPL
-4.5683775, 2060-2079, giss_e2_r, Jan Anomaly, Nepal, NPL
0.841989, 2060-2079, giss_e2_r, Feb Anomaly, Nepal, NPL
1.212804, 2060-2079, giss_e2_r, Mar Anomaly, Nepal, NPL
2.5302892, 2060-2079, giss_e2_r, Apr Anomaly, Nepal, NPL
10.398262, 2060-2079, giss_e2_r, May Anomaly, Nepal, NPL
7.0897, 2060-2079, giss_e2_r, Jun Anomaly, Nepal, NPL
22.740091, 2060-2079, giss_e2_r, Jul Anomaly, Nepal, NPL
20.159893, 2060-2079, giss_e2_r, Aug Anomaly, Nepal, NPL
13.564186, 2060-2079, giss_e2_r, Sep Anomaly, Nepal, NPL
5.252017, 2060-2079, giss_e2_r, Oct Anomaly, Nepal, NPL
2.3031046, 2060-2079, giss_e2_r, Nov Anomaly, Nepal, NPL
-3.6410706, 2060-2079, giss_e2_r, Dec Anomaly, Nepal, NPL
5.3014326, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, Nepal, NPL
-7.0601406, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, Nepal, NPL
-6.0498333, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, Nepal, NPL
-6.8142295, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, Nepal, NPL
7.964721, 2060-2079, ipsl_cm5a_mr, May Anomaly, Nepal, NPL
48.186802, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, Nepal, NPL
