Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
2.05456, 2020-2039, access1_0, Jan Anomaly, NPL
2.69721, 2020-2039, access1_0, Feb Anomaly, NPL
1.37194, 2020-2039, access1_0, Mar Anomaly, NPL
0.85561, 2020-2039, access1_0, Apr Anomaly, NPL
0.53664, 2020-2039, access1_0, May Anomaly, NPL
-0.1218, 2020-2039, access1_0, Jun Anomaly, NPL
0.62079, 2020-2039, access1_0, Jul Anomaly, NPL
1.03433, 2020-2039, access1_0, Aug Anomaly, NPL
0.8283, 2020-2039, access1_0, Sep Anomaly, NPL
1.33025, 2020-2039, access1_0, Oct Anomaly, NPL
1.21341, 2020-2039, access1_0, Nov Anomaly, NPL
0.95634, 2020-2039, access1_0, Dec Anomaly, NPL
1.4863, 2020-2039, access1_3, Jan Anomaly, NPL
2.06855, 2020-2039, access1_3, Feb Anomaly, NPL
2.84595, 2020-2039, access1_3, Mar Anomaly, NPL
1.97537, 2020-2039, access1_3, Apr Anomaly, NPL
1.28433, 2020-2039, access1_3, May Anomaly, NPL
0.37828, 2020-2039, access1_3, Jun Anomaly, NPL
0.2661, 2020-2039, access1_3, Jul Anomaly, NPL
0.63931, 2020-2039, access1_3, Aug Anomaly, NPL
0.93485, 2020-2039, access1_3, Sep Anomaly, NPL
0.95545, 2020-2039, access1_3, Oct Anomaly, NPL
0.37952, 2020-2039, access1_3, Nov Anomaly, NPL
0.98207, 2020-2039, access1_3, Dec Anomaly, NPL
0.86447, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
0.16495, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
1.08173, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
2.52702, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
1.67928, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
0.95618, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
1.50147, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
1.36215, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
0.53233, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
1.05263, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
1.18181, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
1.48001, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
2.13887, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
0.82681, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
1.5896, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
1.01681, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
1.55856, 2020-2039, bcc_csm1_1, May Anomaly, NPL
1.17811, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
2.37813, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
0.5744, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
0.24723, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
0.67727, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
0.23168, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
0.25731, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
1.53458, 2020-2039, bnu_esm, Jan Anomaly, NPL
1.84901, 2020-2039, bnu_esm, Feb Anomaly, NPL
2.25016, 2020-2039, bnu_esm, Mar Anomaly, NPL
0.93987, 2020-2039, bnu_esm, Apr Anomaly, NPL
1.06018, 2020-2039, bnu_esm, May Anomaly, NPL
2.07263, 2020-2039, bnu_esm, Jun Anomaly, NPL
1.66453, 2020-2039, bnu_esm, Jul Anomaly, NPL
0.82957, 2020-2039, bnu_esm, Aug Anomaly, NPL
0.47816, 2020-2039, bnu_esm, Sep Anomaly, NPL
