Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
2.4356, 2040-2059, cmcc_cm, Aug Anomaly, NPL
1.84958, 2040-2059, cmcc_cm, Sep Anomaly, NPL
1.86334, 2040-2059, cmcc_cm, Oct Anomaly, NPL
2.08365, 2040-2059, cmcc_cm, Nov Anomaly, NPL
2.19249, 2040-2059, cmcc_cm, Dec Anomaly, NPL
3.47105, 2040-2059, cmcc_cms, Jan Anomaly, NPL
4.09958, 2040-2059, cmcc_cms, Feb Anomaly, NPL
4.23064, 2040-2059, cmcc_cms, Mar Anomaly, NPL
3.37283, 2040-2059, cmcc_cms, Apr Anomaly, NPL
3.6266, 2040-2059, cmcc_cms, May Anomaly, NPL
2.76957, 2040-2059, cmcc_cms, Jun Anomaly, NPL
2.39844, 2040-2059, cmcc_cms, Jul Anomaly, NPL
1.83718, 2040-2059, cmcc_cms, Aug Anomaly, NPL
1.8624, 2040-2059, cmcc_cms, Sep Anomaly, NPL
2.17412, 2040-2059, cmcc_cms, Oct Anomaly, NPL
1.86591, 2040-2059, cmcc_cms, Nov Anomaly, NPL
3.8308, 2040-2059, cmcc_cms, Dec Anomaly, NPL
2.14016, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
3.16514, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
3.07726, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
2.92282, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
2.30366, 2040-2059, cnrm_cm5, May Anomaly, NPL
1.56645, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
1.3065, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
1.10606, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
0.86637, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
1.29897, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
1.14113, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
2.27594, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
3.46972, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
3.10696, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
2.31199, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
2.55963, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
1.94655, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
2.32765, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
1.55396, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
0.62571, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
-0.0517, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
0.59885, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
1.8034, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
2.71327, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
4.6581, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
4.08766, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
3.77062, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
3.78594, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
4.42937, 2040-2059, gfdl_cm3, May Anomaly, NPL
4.20927, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
3.6298, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
3.81575, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
3.10272, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
3.36389, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
3.27935, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
3.93837, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
2.85274, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
1.73888, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
2.51431, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
2.7454, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
2.73845, 2040-2059, gfdl_esm2g, May Anomaly, NPL
3.16832, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
3.32565, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
2.6744, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
2.04895, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
2.20395, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
2.17762, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
2.41779, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
2.71466, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
1.89863, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
1.98704, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
1.71705, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
2.61405, 2040-2059, gfdl_esm2m, May Anomaly, NPL
2.77948, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
1.93132, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
3.32902, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
2.54048, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
2.53328, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
2.90829, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
1.93482, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
2.02484, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
1.76119, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
2.55632, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
1.73623, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
1.60357, 2040-2059, hadgem2_ao, May Anomaly, NPL
2.00535, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
1.27138, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
1.86717, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
1.82157, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
1.67898, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
2.00457, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
2.29049, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
3.28049, 2040-2059, hadgem2_cc, Jan Anomaly, NPL
3.2057, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
2.91727, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
2.88032, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
2.74634, 2040-2059, hadgem2_cc, May Anomaly, NPL
2.98024, 2040-2059, hadgem2_cc, Jun Anomaly, NPL
2.62639, 2040-2059, hadgem2_cc, Jul Anomaly, NPL
2.18186, 2040-2059, hadgem2_cc, Aug Anomaly, NPL
2.04579, 2040-2059, hadgem2_cc, Sep Anomaly, NPL
2.3298, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
3.11498, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
3.71662, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
2.74856, 2040-2059, hadgem2_es, Jan Anomaly, NPL
2.46624, 2040-2059, hadgem2_es, Feb Anomaly, NPL
2.21152, 2040-2059, hadgem2_es, Mar Anomaly, NPL
2.43396, 2040-2059, hadgem2_es, Apr Anomaly, NPL
1.80913, 2040-2059, hadgem2_es, May Anomaly, NPL
2.66187, 2040-2059, hadgem2_es, Jun Anomaly, NPL
2.34429, 2040-2059, hadgem2_es, Jul Anomaly, NPL
2.22983, 2040-2059, hadgem2_es, Aug Anomaly, NPL
2.37284, 2040-2059, hadgem2_es, Sep Anomaly, NPL
2.73106, 2040-2059, hadgem2_es, Oct Anomaly, NPL
2.82423, 2040-2059, hadgem2_es, Nov Anomaly, NPL
2.47271, 2040-2059, hadgem2_es, Dec Anomaly, NPL
1.28816, 2040-2059, inmcm4, Jan Anomaly, NPL
2.0693, 2040-2059, inmcm4, Feb Anomaly, NPL
1.07067, 2040-2059, inmcm4, Mar Anomaly, NPL
0.85618, 2040-2059, inmcm4, Apr Anomaly, NPL
0.96959, 2040-2059, inmcm4, May Anomaly, NPL
0.64598, 2040-2059, inmcm4, Jun Anomaly, NPL
0.50803, 2040-2059, inmcm4, Jul Anomaly, NPL
1.00171, 2040-2059, inmcm4, Aug Anomaly, NPL
0.73699, 2040-2059, inmcm4, Sep Anomaly, NPL
1.27338, 2040-2059, inmcm4, Oct Anomaly, NPL
0.91774, 2040-2059, inmcm4, Nov Anomaly, NPL
0.91146, 2040-2059, inmcm4, Dec Anomaly, NPL
3.14956, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
3.4905, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
2.74003, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
4.17185, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
3.32994, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
2.50335, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
2.51806, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
2.19271, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
2.31144, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
2.11535, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
4.58694, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
3.57432, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
3.01897, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
3.91493, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
3.86267, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
3.65594, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
2.53265, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
2.14061, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
2.25574, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
2.64201, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
2.42507, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
2.78108, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
2.86798, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
2.17663, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
1.38616, 2040-2059, ipsl_cm5b_lr, Jan Anomaly, NPL
1.17929, 2040-2059, ipsl_cm5b_lr, Feb Anomaly, NPL
1.28855, 2040-2059, ipsl_cm5b_lr, Mar Anomaly, NPL
2.3573, 2040-2059, ipsl_cm5b_lr, Apr Anomaly, NPL
2.31403, 2040-2059, ipsl_cm5b_lr, May Anomaly, NPL
2.1254, 2040-2059, ipsl_cm5b_lr, Jun Anomaly, NPL
1.40087, 2040-2059, ipsl_cm5b_lr, Jul Anomaly, NPL
1.70101, 2040-2059, ipsl_cm5b_lr, Aug Anomaly, NPL
2.15338, 2040-2059, ipsl_cm5b_lr, Sep Anomaly, NPL
1.99407, 2040-2059, ipsl_cm5b_lr, Oct Anomaly, NPL
1.8237, 2040-2059, ipsl_cm5b_lr, Nov Anomaly, NPL
0.91736, 2040-2059, ipsl_cm5b_lr, Dec Anomaly, NPL
2.61913, 2040-2059, miroc5, Jan Anomaly, NPL
3.07493, 2040-2059, miroc5, Feb Anomaly, NPL
2.36584, 2040-2059, miroc5, Mar Anomaly, NPL
3.16055, 2040-2059, miroc5, Apr Anomaly, NPL
3.0627, 2040-2059, miroc5, May Anomaly, NPL
2.74482, 2040-2059, miroc5, Jun Anomaly, NPL
1.01559, 2040-2059, miroc5, Jul Anomaly, NPL
1.78708, 2040-2059, miroc5, Aug Anomaly, NPL
1.58558, 2040-2059, miroc5, Sep Anomaly, NPL
1.9373, 2040-2059, miroc5, Oct Anomaly, NPL
2.03388, 2040-2059, miroc5, Nov Anomaly, NPL
2.22276, 2040-2059, miroc5, Dec Anomaly, NPL
4.55528, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
4.69315, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
4.37411, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
5.77297, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
4.04806, 2040-2059, miroc_esm_chem, May Anomaly, NPL
2.78924, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
0.99533, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
1.76725, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
1.77509, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
1.8033, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
2.25388, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
3.74108, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
2.78399, 2040-2059, miroc_esm, Jan Anomaly, NPL
2.24537, 2040-2059, miroc_esm, Feb Anomaly, NPL
2.37273, 2040-2059, miroc_esm, Mar Anomaly, NPL
4.07265, 2040-2059, miroc_esm, Apr Anomaly, NPL
2.40112, 2040-2059, miroc_esm, May Anomaly, NPL
2.11121, 2040-2059, miroc_esm, Jun Anomaly, NPL
0.30639, 2040-2059, miroc_esm, Jul Anomaly, NPL
0.76743, 2040-2059, miroc_esm, Aug Anomaly, NPL
2.17326, 2040-2059, miroc_esm, Sep Anomaly, NPL
2.06153, 2040-2059, miroc_esm, Oct Anomaly, NPL
2.64634, 2040-2059, miroc_esm, Nov Anomaly, NPL
3.09782, 2040-2059, miroc_esm, Dec Anomaly, NPL
2.71773, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
2.50933, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
3.3161, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
2.96181, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
2.37423, 2040-2059, mpi_esm_lr, May Anomaly, NPL
2.39974, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
2.30704, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
2.29663, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
2.44048, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
2.30092, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
2.05918, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
2.26229, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
2.15322, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
2.26931, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
2.02048, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
2.32851, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
2.65464, 2040-2059, mpi_esm_mr, May Anomaly, NPL
2.7313, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
3.14025, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
2.55349, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
2.13296, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
2.19605, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
2.00404, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
2.10368, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
0.27384, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
1.10576, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
2.11647, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
2.11366, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
2.61641, 2040-2059, mri_cgcm3, May Anomaly, NPL
2.26974, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
1.5168, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
1.06141, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
1.71992, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
1.25918, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
2.21121, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
2.10733, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
1.74643, 2040-2059, mri_esm1, Jan Anomaly, NPL
1.94309, 2040-2059, mri_esm1, Feb Anomaly, NPL
2.55589, 2040-2059, mri_esm1, Mar Anomaly, NPL
1.58158, 2040-2059, mri_esm1, Apr Anomaly, NPL
1.41201, 2040-2059, mri_esm1, May Anomaly, NPL
1.92803, 2040-2059, mri_esm1, Jun Anomaly, NPL
1.62962, 2040-2059, mri_esm1, Jul Anomaly, NPL
1.92006, 2040-2059, mri_esm1, Aug Anomaly, NPL
1.36345, 2040-2059, mri_esm1, Sep Anomaly, NPL
1.46025, 2040-2059, mri_esm1, Oct Anomaly, NPL
2.12876, 2040-2059, mri_esm1, Nov Anomaly, NPL
1.78452, 2040-2059, mri_esm1, Dec Anomaly, NPL
2.12092, 2040-2059, noresm1_m, Jan Anomaly, NPL
2.67633, 2040-2059, noresm1_m, Feb Anomaly, NPL
2.03445, 2040-2059, noresm1_m, Mar Anomaly, NPL
3.22917, 2040-2059, noresm1_m, Apr Anomaly, NPL
3.01112, 2040-2059, noresm1_m, May Anomaly, NPL
1.16761, 2040-2059, noresm1_m, Jun Anomaly, NPL
0.58904, 2040-2059, noresm1_m, Jul Anomaly, NPL
1.43167, 2040-2059, noresm1_m, Aug Anomaly, NPL
1.77437, 2040-2059, noresm1_m, Sep Anomaly, NPL
1.38948, 2040-2059, noresm1_m, Oct Anomaly, NPL
2.5916, 2040-2059, noresm1_m, Nov Anomaly, NPL
2.41742, 2040-2059, noresm1_m, Dec Anomaly, NPL
0.29059, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
0.42245, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
0.98062, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
0.33261, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.9341, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-0.6096, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.6889, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.1068, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.0192, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0663, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
0.48223, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.2469, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
2.61159, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
2.66782, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
2.9219, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
2.98478, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
2.68216, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
2.44829, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
2.00015, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
2.13771, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
1.99632, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
2.25145, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
2.23197, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
2.59521, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
4.21611, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
4.33082, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
5.16504, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
