Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
0.77554, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
1.03877, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
1.21368, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
2.35198, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
1.66968, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
1.3024, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
1.9556, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
1.92788, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
0.48574, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
1.85839, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
1.87884, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
1.65806, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
1.69558, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
0.05387, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
1.07055, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
1.85148, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
1.2003, 2020-2039, bcc_csm1_1, May Anomaly, NPL
1.10576, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
1.23666, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
0.4375, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
0.93878, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
0.81907, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
0.43313, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
0.47813, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
1.02485, 2020-2039, ccsm4, Jan Anomaly, NPL
0.24992, 2020-2039, ccsm4, Feb Anomaly, NPL
2.04627, 2020-2039, ccsm4, Mar Anomaly, NPL
1.94029, 2020-2039, ccsm4, Apr Anomaly, NPL
1.8013, 2020-2039, ccsm4, May Anomaly, NPL
1.1908, 2020-2039, ccsm4, Jun Anomaly, NPL
1.91916, 2020-2039, ccsm4, Jul Anomaly, NPL
1.0813, 2020-2039, ccsm4, Aug Anomaly, NPL
0.40478, 2020-2039, ccsm4, Sep Anomaly, NPL
1.25771, 2020-2039, ccsm4, Oct Anomaly, NPL
0.64368, 2020-2039, ccsm4, Nov Anomaly, NPL
0.08704, 2020-2039, ccsm4, Dec Anomaly, NPL
0.76577, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
1.45555, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
0.35298, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
0.66512, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
1.49107, 2020-2039, cesm1_cam5, May Anomaly, NPL
1.29264, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
1.10506, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
0.96806, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
1.32208, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
0.59095, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
0.57005, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-0.1159, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
1.07229, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
0.80759, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
0.50902, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
1.20668, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
0.34236, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
0.54003, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
1.68339, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
0.24704, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
-0.2308, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
0.27652, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
0.69913, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
1.14763, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
2.25756, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
2.21107, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
1.63268, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
2.34605, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
1.99881, 2020-2039, gfdl_cm3, May Anomaly, NPL
1.70163, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
1.02677, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
1.34427, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
0.98678, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
1.45527, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
1.70928, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
2.97548, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
0.13882, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
0.82124, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
0.92085, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
1.26991, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
1.29674, 2020-2039, gfdl_esm2g, May Anomaly, NPL
1.60523, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
0.65978, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
1.27541, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
1.13589, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
1.28707, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
1.43843, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
0.98914, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
1.09944, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
1.11587, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
1.49369, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
1.64452, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
1.11578, 2020-2039, gfdl_esm2m, May Anomaly, NPL
0.72564, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
1.48451, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
2.13435, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
1.17915, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
1.45431, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
