Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
1.2898, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
1.98803, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
1.6832, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
1.26436, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
1.80322, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
1.67656, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
2.95029, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
3.06866, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
2.88259, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
1.14778, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
2.25918, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
1.79833, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
1.93654, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
3.49291, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
2.15006, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
1.0883, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
1.67886, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
1.79239, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
2.31108, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
3.9984, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
3.98007, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
2.05988, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
3.58121, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
3.2178, 2080-2099, gfdl_cm3, May Anomaly, NPL
3.05901, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
2.33716, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
2.90668, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
2.42002, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
2.11558, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
2.60254, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
2.7881, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
0.03015, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
0.65963, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
0.76632, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
1.66186, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
1.27834, 2080-2099, gfdl_esm2g, May Anomaly, NPL
1.10904, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
0.98367, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
1.17361, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
0.73901, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
1.22224, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
1.11277, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
0.74156, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
1.31603, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
0.36018, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
1.24334, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
1.77464, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
1.83548, 2080-2099, gfdl_esm2m, May Anomaly, NPL
0.71261, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
0.81455, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
2.38041, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
1.43913, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
1.42102, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
1.09162, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
0.37319, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
0.56727, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
1.21145, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
1.42598, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
0.3269, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
1.57667, 2080-2099, hadgem2_ao, May Anomaly, NPL
1.51062, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
0.28813, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
0.92046, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
0.76539, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
0.89351, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
1.34176, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
1.74263, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
1.98729, 2080-2099, hadgem2_es, Jan Anomaly, NPL
2.1135, 2080-2099, hadgem2_es, Feb Anomaly, NPL
1.77981, 2080-2099, hadgem2_es, Mar Anomaly, NPL
1.68369, 2080-2099, hadgem2_es, Apr Anomaly, NPL
2.15815, 2080-2099, hadgem2_es, May Anomaly, NPL
2.44269, 2080-2099, hadgem2_es, Jun Anomaly, NPL
1.299, 2080-2099, hadgem2_es, Jul Anomaly, NPL
1.34817, 2080-2099, hadgem2_es, Aug Anomaly, NPL
1.56942, 2080-2099, hadgem2_es, Sep Anomaly, NPL
1.64447, 2080-2099, hadgem2_es, Oct Anomaly, NPL
1.50316, 2080-2099, hadgem2_es, Nov Anomaly, NPL
0.96302, 2080-2099, hadgem2_es, Dec Anomaly, NPL
1.78881, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
1.63208, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
1.311, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
1.69308, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
1.70867, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
1.24558, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
1.72411, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
1.2956, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
1.72977, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
0.7956, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
2.56044, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
1.51669, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
1.37389, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
2.07622, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
1.7141, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
1.85316, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
1.17477, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
0.95601, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
1.2344, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
1.135, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
1.05828, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
1.0248, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
1.89569, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
1.36462, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
1.2583, 2080-2099, miroc5, Jan Anomaly, NPL
1.13945, 2080-2099, miroc5, Feb Anomaly, NPL
0.24983, 2080-2099, miroc5, Mar Anomaly, NPL
1.55801, 2080-2099, miroc5, Apr Anomaly, NPL
1.6454, 2080-2099, miroc5, May Anomaly, NPL
2.15252, 2080-2099, miroc5, Jun Anomaly, NPL
0.52203, 2080-2099, miroc5, Jul Anomaly, NPL
1.59332, 2080-2099, miroc5, Aug Anomaly, NPL
0.81019, 2080-2099, miroc5, Sep Anomaly, NPL
1.25955, 2080-2099, miroc5, Oct Anomaly, NPL
1.60144, 2080-2099, miroc5, Nov Anomaly, NPL
1.83548, 2080-2099, miroc5, Dec Anomaly, NPL
3.11536, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
2.08505, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
1.55262, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
3.55239, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
2.90276, 2080-2099, miroc_esm_chem, May Anomaly, NPL
1.99171, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
-0.0058, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
1.97708, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
1.66055, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
1.53432, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
1.68739, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
2.14462, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
2.26898, 2080-2099, miroc_esm, Jan Anomaly, NPL
1.56014, 2080-2099, miroc_esm, Feb Anomaly, NPL
1.67112, 2080-2099, miroc_esm, Mar Anomaly, NPL
2.2899, 2080-2099, miroc_esm, Apr Anomaly, NPL
2.67786, 2080-2099, miroc_esm, May Anomaly, NPL
2.07934, 2080-2099, miroc_esm, Jun Anomaly, NPL
-1.1701, 2080-2099, miroc_esm, Jul Anomaly, NPL
0.71607, 2080-2099, miroc_esm, Aug Anomaly, NPL
1.50396, 2080-2099, miroc_esm, Sep Anomaly, NPL
1.47072, 2080-2099, miroc_esm, Oct Anomaly, NPL
2.07716, 2080-2099, miroc_esm, Nov Anomaly, NPL
2.26045, 2080-2099, miroc_esm, Dec Anomaly, NPL
1.20404, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
1.05635, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
1.22889, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
1.2327, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
1.26267, 2080-2099, mpi_esm_lr, May Anomaly, NPL
1.10125, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
1.14106, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
1.26256, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
1.05745, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
0.59452, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
0.81619, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
0.85447, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
0.71877, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
1.11191, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
0.2899, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
0.12635, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
0.87229, 2080-2099, mpi_esm_mr, May Anomaly, NPL
1.16884, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
1.74567, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
0.98556, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
0.46321, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
0.69617, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
0.3239, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
-0.0918, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
0.22702, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
0.68729, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
1.14209, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
0.87489, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
1.21216, 2080-2099, mri_cgcm3, May Anomaly, NPL
1.33473, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
1.50554, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
1.12968, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
1.53097, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
1.16654, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
0.98033, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
1.04327, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
1.19754, 2080-2099, noresm1_m, Jan Anomaly, NPL
1.71557, 2080-2099, noresm1_m, Feb Anomaly, NPL
0.45633, 2080-2099, noresm1_m, Mar Anomaly, NPL
1.35401, 2080-2099, noresm1_m, Apr Anomaly, NPL
2.22122, 2080-2099, noresm1_m, May Anomaly, NPL
0.60579, 2080-2099, noresm1_m, Jun Anomaly, NPL
0.65604, 2080-2099, noresm1_m, Jul Anomaly, NPL
0.62524, 2080-2099, noresm1_m, Aug Anomaly, NPL
1.06395, 2080-2099, noresm1_m, Sep Anomaly, NPL
0.4118, 2080-2099, noresm1_m, Oct Anomaly, NPL
1.5679, 2080-2099, noresm1_m, Nov Anomaly, NPL
1.13646, 2080-2099, noresm1_m, Dec Anomaly, NPL
-0.8375, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.7731, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.5531, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.8738, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-1.2375, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-0.9099, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.1544, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.832, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.8834, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.3453, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.4006, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.001, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
1.45777, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
1.20597, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
1.24366, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
1.5704, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
1.93522, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
1.80033, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
0.97677, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
1.44658, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
1.27778, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
1.48532, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
1.52034, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
1.44454, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
3.42384, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
3.72817, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
3.91419, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
4.19633, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
3.91856, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
4.40672, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
5.59173, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
4.27565, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
4.00781, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
4.00109, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
3.61024, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
3.34885, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
1.37552, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
1.09527, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
1.70441, 2080-2099, bnu_esm, Annual Anomaly, NPL
2.59014, 2080-2099, canesm2, Annual Anomaly, NPL
1.47578, 2080-2099, ccsm4, Annual Anomaly, NPL
1.94097, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
1.8005, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
2.1375, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
3.28819, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
1.10702, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
1.30488, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
1.26841, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
2.25442, 2080-2099, hadgem2_es, Annual Anomaly, NPL
1.54092, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
1.18697, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
1.90006, 2080-2099, miroc5, Annual Anomaly, NPL
1.80692, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
1.80165, 2080-2099, miroc_esm, Annual Anomaly, NPL
1.17341, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
1.22447, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
1.43612, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
1.20666, 2080-2099, noresm1_m, Annual Anomaly, NPL
-0.992, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
1.9975, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
4.37799, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
