Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
6.08261, 2080-2099, bnu_esm, Apr Anomaly, NPL
5.51952, 2080-2099, bnu_esm, May Anomaly, NPL
5.7482, 2080-2099, bnu_esm, Jun Anomaly, NPL
4.99684, 2080-2099, bnu_esm, Jul Anomaly, NPL
3.74875, 2080-2099, bnu_esm, Aug Anomaly, NPL
4.08939, 2080-2099, bnu_esm, Sep Anomaly, NPL
4.32641, 2080-2099, bnu_esm, Oct Anomaly, NPL
5.38776, 2080-2099, bnu_esm, Nov Anomaly, NPL
6.08621, 2080-2099, bnu_esm, Dec Anomaly, NPL
5.35949, 2080-2099, canesm2, Jan Anomaly, NPL
4.83938, 2080-2099, canesm2, Feb Anomaly, NPL
5.85787, 2080-2099, canesm2, Mar Anomaly, NPL
6.1777, 2080-2099, canesm2, Apr Anomaly, NPL
7.01472, 2080-2099, canesm2, May Anomaly, NPL
7.35332, 2080-2099, canesm2, Jun Anomaly, NPL
6.10204, 2080-2099, canesm2, Jul Anomaly, NPL
6.72879, 2080-2099, canesm2, Aug Anomaly, NPL
7.33133, 2080-2099, canesm2, Sep Anomaly, NPL
6.01593, 2080-2099, canesm2, Oct Anomaly, NPL
5.26162, 2080-2099, canesm2, Nov Anomaly, NPL
6.13735, 2080-2099, canesm2, Dec Anomaly, NPL
4.21391, 2080-2099, ccsm4, Jan Anomaly, NPL
4.72433, 2080-2099, ccsm4, Feb Anomaly, NPL
5.59455, 2080-2099, ccsm4, Mar Anomaly, NPL
5.12816, 2080-2099, ccsm4, Apr Anomaly, NPL
4.87536, 2080-2099, ccsm4, May Anomaly, NPL
5.06164, 2080-2099, ccsm4, Jun Anomaly, NPL
4.71369, 2080-2099, ccsm4, Jul Anomaly, NPL
5.01108, 2080-2099, ccsm4, Aug Anomaly, NPL
3.94235, 2080-2099, ccsm4, Sep Anomaly, NPL
5.0747, 2080-2099, ccsm4, Oct Anomaly, NPL
3.82487, 2080-2099, ccsm4, Nov Anomaly, NPL
3.90147, 2080-2099, ccsm4, Dec Anomaly, NPL
3.66707, 2080-2099, cesm1_bgc, Jan Anomaly, NPL
4.03992, 2080-2099, cesm1_bgc, Feb Anomaly, NPL
4.66962, 2080-2099, cesm1_bgc, Mar Anomaly, NPL
4.56262, 2080-2099, cesm1_bgc, Apr Anomaly, NPL
4.41479, 2080-2099, cesm1_bgc, May Anomaly, NPL
4.65067, 2080-2099, cesm1_bgc, Jun Anomaly, NPL
5.85881, 2080-2099, cesm1_bgc, Jul Anomaly, NPL
4.35214, 2080-2099, cesm1_bgc, Aug Anomaly, NPL
5.4724, 2080-2099, cesm1_bgc, Sep Anomaly, NPL
5.06492, 2080-2099, cesm1_bgc, Oct Anomaly, NPL
3.88554, 2080-2099, cesm1_bgc, Nov Anomaly, NPL
3.72774, 2080-2099, cesm1_bgc, Dec Anomaly, NPL
4.94086, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
5.43741, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
4.05963, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
3.83749, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
4.69248, 2080-2099, cesm1_cam5, May Anomaly, NPL
6.18344, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
5.2488, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
5.35509, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
5.47128, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
5.27975, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
4.40889, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
3.75567, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
4.9032, 2080-2099, cmcc_cesm, Jan Anomaly, NPL
5.34036, 2080-2099, cmcc_cesm, Feb Anomaly, NPL
6.26959, 2080-2099, cmcc_cesm, Mar Anomaly, NPL
6.25829, 2080-2099, cmcc_cesm, Apr Anomaly, NPL
6.33703, 2080-2099, cmcc_cesm, May Anomaly, NPL
6.5975, 2080-2099, cmcc_cesm, Jun Anomaly, NPL
5.42531, 2080-2099, cmcc_cesm, Jul Anomaly, NPL
4.83163, 2080-2099, cmcc_cesm, Aug Anomaly, NPL
4.80189, 2080-2099, cmcc_cesm, Sep Anomaly, NPL
3.93821, 2080-2099, cmcc_cesm, Oct Anomaly, NPL
4.49551, 2080-2099, cmcc_cesm, Nov Anomaly, NPL
4.89579, 2080-2099, cmcc_cesm, Dec Anomaly, NPL
5.16107, 2080-2099, cmcc_cm, Jan Anomaly, NPL
6.09722, 2080-2099, cmcc_cm, Feb Anomaly, NPL
6.22522, 2080-2099, cmcc_cm, Mar Anomaly, NPL
6.29196, 2080-2099, cmcc_cm, Apr Anomaly, NPL
6.34346, 2080-2099, cmcc_cm, May Anomaly, NPL
5.44528, 2080-2099, cmcc_cm, Jun Anomaly, NPL
5.46833, 2080-2099, cmcc_cm, Jul Anomaly, NPL
5.55059, 2080-2099, cmcc_cm, Aug Anomaly, NPL
4.98388, 2080-2099, cmcc_cm, Sep Anomaly, NPL
4.88286, 2080-2099, cmcc_cm, Oct Anomaly, NPL
5.13587, 2080-2099, cmcc_cm, Nov Anomaly, NPL
5.57806, 2080-2099, cmcc_cm, Dec Anomaly, NPL
6.62044, 2080-2099, cmcc_cms, Jan Anomaly, NPL
8.12604, 2080-2099, cmcc_cms, Feb Anomaly, NPL
8.03016, 2080-2099, cmcc_cms, Mar Anomaly, NPL
6.829, 2080-2099, cmcc_cms, Apr Anomaly, NPL
5.95134, 2080-2099, cmcc_cms, May Anomaly, NPL
6.14205, 2080-2099, cmcc_cms, Jun Anomaly, NPL
6.60022, 2080-2099, cmcc_cms, Jul Anomaly, NPL
6.29389, 2080-2099, cmcc_cms, Aug Anomaly, NPL
5.80003, 2080-2099, cmcc_cms, Sep Anomaly, NPL
5.20127, 2080-2099, cmcc_cms, Oct Anomaly, NPL
4.87529, 2080-2099, cmcc_cms, Nov Anomaly, NPL
6.5076, 2080-2099, cmcc_cms, Dec Anomaly, NPL
3.37879, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
4.31633, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
4.97495, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
4.42015, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
3.81924, 2080-2099, cnrm_cm5, May Anomaly, NPL
3.79171, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
3.57031, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
3.68776, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
3.28225, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
3.81202, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
4.03139, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
5.03879, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
5.42068, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
6.57072, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
5.69866, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
4.98034, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
5.05182, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
5.53328, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
6.74846, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
3.43051, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
3.16222, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
3.97841, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
3.78381, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
5.27779, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
8.83386, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
8.64302, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
6.44178, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
7.88024, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
8.30631, 2080-2099, gfdl_cm3, May Anomaly, NPL
6.9145, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
5.04587, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
6.182, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
6.00258, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
6.59108, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
6.09172, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
8.10571, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
3.78107, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
4.4155, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
4.95953, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
5.8379, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
4.78286, 2080-2099, gfdl_esm2g, May Anomaly, NPL
4.50331, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
4.91036, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
4.73726, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
4.46202, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
5.0107, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
4.83472, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
3.97736, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
4.31196, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
4.76681, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
5.21973, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
4.93051, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
5.48152, 2080-2099, gfdl_esm2m, May Anomaly, NPL
5.0856, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
3.93418, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
4.96394, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
4.78373, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
4.42109, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
4.83221, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
4.39924, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
5.23303, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
4.76215, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
5.78213, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
4.73872, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
4.28063, 2080-2099, hadgem2_ao, May Anomaly, NPL
4.37006, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
3.77661, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
4.31359, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
4.56953, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
4.48929, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
5.0564, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
5.76794, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
7.20747, 2080-2099, hadgem2_cc, Jan Anomaly, NPL
6.61384, 2080-2099, hadgem2_cc, Feb Anomaly, NPL
6.14173, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
6.1361, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
6.75267, 2080-2099, hadgem2_cc, May Anomaly, NPL
7.13018, 2080-2099, hadgem2_cc, Jun Anomaly, NPL
4.98021, 2080-2099, hadgem2_cc, Jul Anomaly, NPL
4.60869, 2080-2099, hadgem2_cc, Aug Anomaly, NPL
5.16323, 2080-2099, hadgem2_cc, Sep Anomaly, NPL
5.70463, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
6.33743, 2080-2099, hadgem2_cc, Nov Anomaly, NPL
6.81094, 2080-2099, hadgem2_cc, Dec Anomaly, NPL
6.60013, 2080-2099, hadgem2_es, Jan Anomaly, NPL
6.34511, 2080-2099, hadgem2_es, Feb Anomaly, NPL
5.42072, 2080-2099, hadgem2_es, Mar Anomaly, NPL
6.25417, 2080-2099, hadgem2_es, Apr Anomaly, NPL
5.61439, 2080-2099, hadgem2_es, May Anomaly, NPL
6.24723, 2080-2099, hadgem2_es, Jun Anomaly, NPL
4.93276, 2080-2099, hadgem2_es, Jul Anomaly, NPL
5.26711, 2080-2099, hadgem2_es, Aug Anomaly, NPL
5.5756, 2080-2099, hadgem2_es, Sep Anomaly, NPL
5.53214, 2080-2099, hadgem2_es, Oct Anomaly, NPL
5.69221, 2080-2099, hadgem2_es, Nov Anomaly, NPL
5.53589, 2080-2099, hadgem2_es, Dec Anomaly, NPL
5.20765, 2080-2099, inmcm4, Jan Anomaly, NPL
6.39242, 2080-2099, inmcm4, Feb Anomaly, NPL
4.2211, 2080-2099, inmcm4, Mar Anomaly, NPL
2.91736, 2080-2099, inmcm4, Apr Anomaly, NPL
2.51041, 2080-2099, inmcm4, May Anomaly, NPL
1.75673, 2080-2099, inmcm4, Jun Anomaly, NPL
1.70544, 2080-2099, inmcm4, Jul Anomaly, NPL
2.22879, 2080-2099, inmcm4, Aug Anomaly, NPL
2.24487, 2080-2099, inmcm4, Sep Anomaly, NPL
2.08403, 2080-2099, inmcm4, Oct Anomaly, NPL
2.43037, 2080-2099, inmcm4, Nov Anomaly, NPL
4.59963, 2080-2099, inmcm4, Dec Anomaly, NPL
6.00649, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
7.14824, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
8.16683, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
7.85207, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
6.54603, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
5.62092, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
5.86954, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
5.53467, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
5.85447, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
5.92146, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
8.20481, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
6.51115, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
5.75628, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
6.07472, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
6.89665, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
7.18761, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
5.98119, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
4.77282, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
5.32776, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
5.81447, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
5.79312, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
5.95957, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
6.1318, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
5.28347, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
2.81546, 2080-2099, ipsl_cm5b_lr, Jan Anomaly, NPL
2.5283, 2080-2099, ipsl_cm5b_lr, Feb Anomaly, NPL
2.43942, 2080-2099, ipsl_cm5b_lr, Mar Anomaly, NPL
4.07114, 2080-2099, ipsl_cm5b_lr, Apr Anomaly, NPL
5.70437, 2080-2099, ipsl_cm5b_lr, May Anomaly, NPL
4.42411, 2080-2099, ipsl_cm5b_lr, Jun Anomaly, NPL
3.30071, 2080-2099, ipsl_cm5b_lr, Jul Anomaly, NPL
2.88866, 2080-2099, ipsl_cm5b_lr, Aug Anomaly, NPL
3.27435, 2080-2099, ipsl_cm5b_lr, Sep Anomaly, NPL
3.80724, 2080-2099, ipsl_cm5b_lr, Oct Anomaly, NPL
4.52014, 2080-2099, ipsl_cm5b_lr, Nov Anomaly, NPL
3.33946, 2080-2099, ipsl_cm5b_lr, Dec Anomaly, NPL
4.70005, 2080-2099, miroc5, Jan Anomaly, NPL
4.75252, 2080-2099, miroc5, Feb Anomaly, NPL
4.84519, 2080-2099, miroc5, Mar Anomaly, NPL
5.44781, 2080-2099, miroc5, Apr Anomaly, NPL
5.57844, 2080-2099, miroc5, May Anomaly, NPL
4.1329, 2080-2099, miroc5, Jun Anomaly, NPL
1.84577, 2080-2099, miroc5, Jul Anomaly, NPL
3.16245, 2080-2099, miroc5, Aug Anomaly, NPL
2.81457, 2080-2099, miroc5, Sep Anomaly, NPL
3.51198, 2080-2099, miroc5, Oct Anomaly, NPL
3.99879, 2080-2099, miroc5, Nov Anomaly, NPL
4.36291, 2080-2099, miroc5, Dec Anomaly, NPL
8.47498, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
9.43234, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
8.61348, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
8.5928, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
7.18896, 2080-2099, miroc_esm_chem, May Anomaly, NPL
6.59287, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
3.92763, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
4.34177, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
4.77467, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
4.84374, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
5.11322, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
7.38486, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
7.31885, 2080-2099, miroc_esm, Jan Anomaly, NPL
8.09859, 2080-2099, miroc_esm, Feb Anomaly, NPL
7.47216, 2080-2099, miroc_esm, Mar Anomaly, NPL
7.00638, 2080-2099, miroc_esm, Apr Anomaly, NPL
6.50072, 2080-2099, miroc_esm, May Anomaly, NPL
5.08086, 2080-2099, miroc_esm, Jun Anomaly, NPL
2.78098, 2080-2099, miroc_esm, Jul Anomaly, NPL
3.03946, 2080-2099, miroc_esm, Aug Anomaly, NPL
4.40027, 2080-2099, miroc_esm, Sep Anomaly, NPL
4.85946, 2080-2099, miroc_esm, Oct Anomaly, NPL
6.03003, 2080-2099, miroc_esm, Nov Anomaly, NPL
5.65594, 2080-2099, miroc_esm, Dec Anomaly, NPL
5.65295, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
5.20705, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
6.99409, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
6.41682, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
6.18462, 2080-2099, mpi_esm_lr, May Anomaly, NPL
5.395, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
5.75389, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
4.99954, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
4.55438, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
4.29207, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
4.86495, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
5.26857, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
5.42936, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
5.10506, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
4.86285, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
5.56124, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
5.60043, 2080-2099, mpi_esm_mr, May Anomaly, NPL
5.32921, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
5.99497, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
5.47082, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
3.84009, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
4.4944, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
4.32592, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
4.40827, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
2.87426, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
3.73004, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
4.41137, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
4.55035, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
3.90717, 2080-2099, mri_cgcm3, May Anomaly, NPL
4.28012, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
4.45359, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
2.73499, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
3.08695, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
3.0923, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
4.13365, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
4.71672, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
2.98857, 2080-2099, mri_esm1, Jan Anomaly, NPL
2.95595, 2080-2099, mri_esm1, Feb Anomaly, NPL
4.87367, 2080-2099, mri_esm1, Mar Anomaly, NPL
3.97323, 2080-2099, mri_esm1, Apr Anomaly, NPL
3.91616, 2080-2099, mri_esm1, May Anomaly, NPL
4.84504, 2080-2099, mri_esm1, Jun Anomaly, NPL
3.90972, 2080-2099, mri_esm1, Jul Anomaly, NPL
3.20297, 2080-2099, mri_esm1, Aug Anomaly, NPL
3.04983, 2080-2099, mri_esm1, Sep Anomaly, NPL
2.60913, 2080-2099, mri_esm1, Oct Anomaly, NPL
4.08701, 2080-2099, mri_esm1, Nov Anomaly, NPL
4.98438, 2080-2099, mri_esm1, Dec Anomaly, NPL
5.05706, 2080-2099, noresm1_m, Jan Anomaly, NPL
5.01953, 2080-2099, noresm1_m, Feb Anomaly, NPL
4.93632, 2080-2099, noresm1_m, Mar Anomaly, NPL
4.3394, 2080-2099, noresm1_m, Apr Anomaly, NPL
5.39546, 2080-2099, noresm1_m, May Anomaly, NPL
4.13562, 2080-2099, noresm1_m, Jun Anomaly, NPL
4.36668, 2080-2099, noresm1_m, Jul Anomaly, NPL
3.56617, 2080-2099, noresm1_m, Aug Anomaly, NPL
4.42213, 2080-2099, noresm1_m, Sep Anomaly, NPL
3.72933, 2080-2099, noresm1_m, Oct Anomaly, NPL
5.38996, 2080-2099, noresm1_m, Nov Anomaly, NPL
4.5784, 2080-2099, noresm1_m, Dec Anomaly, NPL
2.31295, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
2.70786, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
3.8752, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
3.28158, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
2.10091, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
1.91948, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
1.49655, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
2.04771, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
2.30303, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
2.01962, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
2.58667, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
2.59576, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
5.32433, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
5.62365, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
6.07394, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
5.6107, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
5.35822, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
5.27047, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
4.70013, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
4.56535, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
4.78457, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
4.78968, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
4.83804, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
5.33148, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
7.45106, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
8.23126, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
8.27809, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
