Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
1.38259, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
1.85362, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
1.62782, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
1.45269, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
1.38399, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
1.21774, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
1.5609, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
0.8243, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
1.54531, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
0.64806, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
2.20316, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
1.92848, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
1.20596, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
2.12572, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
2.64813, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
2.24191, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
1.23506, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
0.80408, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
1.10655, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
1.443, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
1.8473, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
1.87029, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
1.91212, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
1.16823, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
2.32098, 2040-2059, miroc5, Jan Anomaly, NPL
2.07308, 2040-2059, miroc5, Feb Anomaly, NPL
1.25999, 2040-2059, miroc5, Mar Anomaly, NPL
2.38383, 2040-2059, miroc5, Apr Anomaly, NPL
2.13591, 2040-2059, miroc5, May Anomaly, NPL
2.19473, 2040-2059, miroc5, Jun Anomaly, NPL
0.19888, 2040-2059, miroc5, Jul Anomaly, NPL
1.36779, 2040-2059, miroc5, Aug Anomaly, NPL
0.8332, 2040-2059, miroc5, Sep Anomaly, NPL
1.18945, 2040-2059, miroc5, Oct Anomaly, NPL
1.27558, 2040-2059, miroc5, Nov Anomaly, NPL
1.81283, 2040-2059, miroc5, Dec Anomaly, NPL
2.69983, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
2.38169, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
1.82937, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
3.58862, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
2.98535, 2040-2059, miroc_esm_chem, May Anomaly, NPL
2.66159, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
0.46706, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
1.17924, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
1.24321, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
1.55144, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
2.19297, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
2.57218, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
1.35878, 2040-2059, miroc_esm, Jan Anomaly, NPL
1.48439, 2040-2059, miroc_esm, Feb Anomaly, NPL
1.52497, 2040-2059, miroc_esm, Mar Anomaly, NPL
2.62432, 2040-2059, miroc_esm, Apr Anomaly, NPL
2.12756, 2040-2059, miroc_esm, May Anomaly, NPL
1.34902, 2040-2059, miroc_esm, Jun Anomaly, NPL
0.17948, 2040-2059, miroc_esm, Jul Anomaly, NPL
0.33712, 2040-2059, miroc_esm, Aug Anomaly, NPL
1.54145, 2040-2059, miroc_esm, Sep Anomaly, NPL
1.69928, 2040-2059, miroc_esm, Oct Anomaly, NPL
1.40326, 2040-2059, miroc_esm, Nov Anomaly, NPL
1.14297, 2040-2059, miroc_esm, Dec Anomaly, NPL
1.52219, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
1.83247, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
1.71054, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
1.62654, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
1.32757, 2040-2059, mpi_esm_lr, May Anomaly, NPL
1.10375, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
1.0942, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
1.37117, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
1.20957, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
0.85565, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
1.3916, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
1.85471, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
0.87092, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
1.43816, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
0.80787, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
1.01236, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
1.38112, 2040-2059, mpi_esm_mr, May Anomaly, NPL
0.92901, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
1.4013, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
0.94049, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
1.03509, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
0.92625, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
1.42052, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
1.0276, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
0.06233, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
0.64793, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
0.85394, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
1.11391, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
1.04922, 2040-2059, mri_cgcm3, May Anomaly, NPL
0.99506, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
0.91104, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
0.69843, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
1.13328, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
0.3442, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-0.0174, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
1.48287, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
1.37891, 2040-2059, noresm1_m, Jan Anomaly, NPL
0.97714, 2040-2059, noresm1_m, Feb Anomaly, NPL
0.62957, 2040-2059, noresm1_m, Mar Anomaly, NPL
1.72293, 2040-2059, noresm1_m, Apr Anomaly, NPL
2.04067, 2040-2059, noresm1_m, May Anomaly, NPL
0.95092, 2040-2059, noresm1_m, Jun Anomaly, NPL
0.2489, 2040-2059, noresm1_m, Jul Anomaly, NPL
0.94175, 2040-2059, noresm1_m, Aug Anomaly, NPL
0.93907, 2040-2059, noresm1_m, Sep Anomaly, NPL
0.69658, 2040-2059, noresm1_m, Oct Anomaly, NPL
1.50313, 2040-2059, noresm1_m, Nov Anomaly, NPL
1.05899, 2040-2059, noresm1_m, Dec Anomaly, NPL
-0.9743, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.7157, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.2933, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.804, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-1.6404, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-1.4205, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.3925, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.9419, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.791, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.5485, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.6154, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.9103, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
1.43512, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
1.42251, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
1.57005, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
1.93095, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
1.83844, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
1.63097, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
1.18843, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
1.23308, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
1.2269, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
1.40661, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
1.57625, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
1.67286, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
3.27279, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
3.29603, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
3.99439, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
3.77785, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
3.86616, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
4.70982, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
5.03183, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
3.95723, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
3.93683, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
3.68684, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
3.12145, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
3.46616, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
1.07503, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
1.41059, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
2.27754, 2040-2059, bnu_esm, Annual Anomaly, NPL
2.58578, 2040-2059, canesm2, Annual Anomaly, NPL
1.46934, 2040-2059, ccsm4, Annual Anomaly, NPL
1.41659, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
1.23078, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
1.80452, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
2.70152, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
1.00224, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
1.72464, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
0.63818, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
1.37876, 2040-2059, hadgem2_es, Annual Anomaly, NPL
1.40047, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
0.97401, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
1.93647, 2040-2059, miroc5, Annual Anomaly, NPL
2.18587, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
1.32103, 2040-2059, miroc_esm, Annual Anomaly, NPL
1.16976, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
1.16502, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
0.93213, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
1.13455, 2040-2059, noresm1_m, Annual Anomaly, NPL
-1.6124, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
1.75713, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
4.57645, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
