Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-0.4454, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
0.21335, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
0.89477, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
