Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-0.7773, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
0.04463, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
0.51233, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
