Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-0.4604, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
0.13189, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
0.55957, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
