Number of Days without Noticeable Wind - (Days), Year, Model, Statistics, ISO3
-0.7262, 2080-2099, canesm2, Jun Anomaly, NPL
-0.0322, 2080-2099, canesm2, Jul Anomaly, NPL
0.43128, 2080-2099, canesm2, Aug Anomaly, NPL
0.37098, 2080-2099, canesm2, Sep Anomaly, NPL
0.39443, 2080-2099, canesm2, Oct Anomaly, NPL
1.72527, 2080-2099, canesm2, Nov Anomaly, NPL
0.55731, 2080-2099, canesm2, Dec Anomaly, NPL
-0.3348, 2080-2099, cmcc_cesm, Jan Anomaly, NPL
2.8978, 2080-2099, cmcc_cesm, Feb Anomaly, NPL
2.67528, 2080-2099, cmcc_cesm, Mar Anomaly, NPL
0.79411, 2080-2099, cmcc_cesm, Apr Anomaly, NPL
2.20821, 2080-2099, cmcc_cesm, May Anomaly, NPL
2.103, 2080-2099, cmcc_cesm, Jun Anomaly, NPL
1.15228, 2080-2099, cmcc_cesm, Jul Anomaly, NPL
0.70849, 2080-2099, cmcc_cesm, Aug Anomaly, NPL
1.24985, 2080-2099, cmcc_cesm, Sep Anomaly, NPL
0.29018, 2080-2099, cmcc_cesm, Oct Anomaly, NPL
-1.3292, 2080-2099, cmcc_cesm, Nov Anomaly, NPL
-1.4056, 2080-2099, cmcc_cesm, Dec Anomaly, NPL
2.7331, 2080-2099, cmcc_cm, Jan Anomaly, NPL
2.14641, 2080-2099, cmcc_cm, Feb Anomaly, NPL
1.52818, 2080-2099, cmcc_cm, Mar Anomaly, NPL
1.30953, 2080-2099, cmcc_cm, Apr Anomaly, NPL
0.10907, 2080-2099, cmcc_cm, May Anomaly, NPL
-1.6245, 2080-2099, cmcc_cm, Jun Anomaly, NPL
-2.4469, 2080-2099, cmcc_cm, Jul Anomaly, NPL
-1.3863, 2080-2099, cmcc_cm, Aug Anomaly, NPL
-1.0954, 2080-2099, cmcc_cm, Sep Anomaly, NPL
2.14212, 2080-2099, cmcc_cm, Oct Anomaly, NPL
3.08341, 2080-2099, cmcc_cm, Nov Anomaly, NPL
4.15485, 2080-2099, cmcc_cm, Dec Anomaly, NPL
3.52578, 2080-2099, cmcc_cms, Jan Anomaly, NPL
3.45095, 2080-2099, cmcc_cms, Feb Anomaly, NPL
4.38245, 2080-2099, cmcc_cms, Mar Anomaly, NPL
1.35338, 2080-2099, cmcc_cms, Apr Anomaly, NPL
-2.5983, 2080-2099, cmcc_cms, May Anomaly, NPL
-2.6395, 2080-2099, cmcc_cms, Jun Anomaly, NPL
-3.2788, 2080-2099, cmcc_cms, Jul Anomaly, NPL
-1.4743, 2080-2099, cmcc_cms, Aug Anomaly, NPL
-1.3821, 2080-2099, cmcc_cms, Sep Anomaly, NPL
0.90788, 2080-2099, cmcc_cms, Oct Anomaly, NPL
5.92871, 2080-2099, cmcc_cms, Nov Anomaly, NPL
5.66545, 2080-2099, cmcc_cms, Dec Anomaly, NPL
1.85842, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
1.09793, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
2.04853, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
0.14929, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
-2.7256, 2080-2099, cnrm_cm5, May Anomaly, NPL
-2.4448, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
-1.7351, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
-2.9313, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
-1.1299, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
-0.5278, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
3.21167, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
1.93727, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
-0.248, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-0.2994, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
-0.2177, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
0.22897, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
0.75369, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-0.4075, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
-0.1428, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
1.52098, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
1.87668, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
0.4524, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
0.31664, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
-0.0449, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
2.62847, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
1.43747, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
-0.4148, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
-0.0828, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
-3.9745, 2080-2099, gfdl_cm3, May Anomaly, NPL
-10.287, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
-9.7104, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
-9.025, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
-7.5938, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
-3.068, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
7.79252, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
7.99682, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
5.75642, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
2.73529, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
1.8466, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
0.83409, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
1.19747, 2080-2099, gfdl_esm2g, May Anomaly, NPL
0.48695, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
0.21333, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
-1.1258, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
0.32309, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
4.02469, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
5.204, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
3.3222, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
1.5818, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
2.2383, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
2.36909, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
-0.3658, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
1.38985, 2080-2099, gfdl_esm2m, May Anomaly, NPL
0.71718, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
0.28386, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
-0.2118, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
0.43627, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
2.17491, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
3.96813, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
0.98362, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
-0.9416, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
-2.2722, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
-3.0697, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
-1.9366, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
-0.0846, 2080-2099, hadgem2_ao, May Anomaly, NPL
0.17674, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
0.16204, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
0.28126, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
0.98796, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
2.62527, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
3.74814, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
0.68038, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
1.77858, 2080-2099, hadgem2_cc, Jan Anomaly, NPL
-1.589, 2080-2099, hadgem2_cc, Feb Anomaly, NPL
-0.5342, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
-0.7866, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
0.80281, 2080-2099, hadgem2_cc, May Anomaly, NPL
0.38139, 2080-2099, hadgem2_cc, Jun Anomaly, NPL
0.26502, 2080-2099, hadgem2_cc, Jul Anomaly, NPL
0.94008, 2080-2099, hadgem2_cc, Aug Anomaly, NPL
2.17457, 2080-2099, hadgem2_cc, Sep Anomaly, NPL
3.97083, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
4.88849, 2080-2099, hadgem2_cc, Nov Anomaly, NPL
2.4875, 2080-2099, hadgem2_cc, Dec Anomaly, NPL
2.11993, 2080-2099, hadgem2_es, Jan Anomaly, NPL
0.37168, 2080-2099, hadgem2_es, Feb Anomaly, NPL
-0.6171, 2080-2099, hadgem2_es, Mar Anomaly, NPL
-0.0908, 2080-2099, hadgem2_es, Apr Anomaly, NPL
0.52386, 2080-2099, hadgem2_es, May Anomaly, NPL
0.21539, 2080-2099, hadgem2_es, Jun Anomaly, NPL
0.36373, 2080-2099, hadgem2_es, Jul Anomaly, NPL
0.18907, 2080-2099, hadgem2_es, Aug Anomaly, NPL
1.3664, 2080-2099, hadgem2_es, Sep Anomaly, NPL
2.24165, 2080-2099, hadgem2_es, Oct Anomaly, NPL
1.23804, 2080-2099, hadgem2_es, Nov Anomaly, NPL
2.00196, 2080-2099, hadgem2_es, Dec Anomaly, NPL
-0.0141, 2080-2099, inmcm4, Jan Anomaly, NPL
0.87083, 2080-2099, inmcm4, Feb Anomaly, NPL
0.43697, 2080-2099, inmcm4, Mar Anomaly, NPL
-0.1295, 2080-2099, inmcm4, Apr Anomaly, NPL
-2.0814, 2080-2099, inmcm4, May Anomaly, NPL
-0.9898, 2080-2099, inmcm4, Jun Anomaly, NPL
-0.0294, 2080-2099, inmcm4, Jul Anomaly, NPL
0.18892, 2080-2099, inmcm4, Aug Anomaly, NPL
0.59314, 2080-2099, inmcm4, Sep Anomaly, NPL
0.93461, 2080-2099, inmcm4, Oct Anomaly, NPL
0.58265, 2080-2099, inmcm4, Nov Anomaly, NPL
1.32848, 2080-2099, inmcm4, Dec Anomaly, NPL
2.23145, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
3.29166, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
2.10495, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
-1.5833, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
-2.5253, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
-4.1895, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
-2.7669, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
-3.1298, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
0.7853, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
4.87317, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
6.99049, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
5.49071, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
3.91348, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
2.60264, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
2.78253, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
2.14699, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
-1.6398, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
-2.9399, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
-0.4294, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
-0.1363, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
0.76398, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
2.33294, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
4.03462, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
7.2613, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
0.95162, 2080-2099, ipsl_cm5b_lr, Jan Anomaly, NPL
1.51644, 2080-2099, ipsl_cm5b_lr, Feb Anomaly, NPL
1.56187, 2080-2099, ipsl_cm5b_lr, Mar Anomaly, NPL
0.83494, 2080-2099, ipsl_cm5b_lr, Apr Anomaly, NPL
0.45315, 2080-2099, ipsl_cm5b_lr, May Anomaly, NPL
0.98193, 2080-2099, ipsl_cm5b_lr, Jun Anomaly, NPL
1.17725, 2080-2099, ipsl_cm5b_lr, Jul Anomaly, NPL
0.93324, 2080-2099, ipsl_cm5b_lr, Aug Anomaly, NPL
2.70578, 2080-2099, ipsl_cm5b_lr, Sep Anomaly, NPL
1.43316, 2080-2099, ipsl_cm5b_lr, Oct Anomaly, NPL
2.76555, 2080-2099, ipsl_cm5b_lr, Nov Anomaly, NPL
1.24197, 2080-2099, ipsl_cm5b_lr, Dec Anomaly, NPL
3.95473, 2080-2099, miroc5, Jan Anomaly, NPL
2.96197, 2080-2099, miroc5, Feb Anomaly, NPL
2.82819, 2080-2099, miroc5, Mar Anomaly, NPL
-0.1312, 2080-2099, miroc5, Apr Anomaly, NPL
-1.912, 2080-2099, miroc5, May Anomaly, NPL
-3.006, 2080-2099, miroc5, Jun Anomaly, NPL
-0.8992, 2080-2099, miroc5, Jul Anomaly, NPL
0.37965, 2080-2099, miroc5, Aug Anomaly, NPL
-1.0585, 2080-2099, miroc5, Sep Anomaly, NPL
-1.7261, 2080-2099, miroc5, Oct Anomaly, NPL
0.82533, 2080-2099, miroc5, Nov Anomaly, NPL
1.40868, 2080-2099, miroc5, Dec Anomaly, NPL
3.98355, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
3.8251, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
3.78875, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
2.89407, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
2.42071, 2080-2099, miroc_esm_chem, May Anomaly, NPL
-2.4809, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
-4.4247, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
-1.1407, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
-0.8277, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
2.73619, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
3.22298, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
4.62183, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
4.32137, 2080-2099, miroc_esm, Jan Anomaly, NPL
3.90922, 2080-2099, miroc_esm, Feb Anomaly, NPL
4.23444, 2080-2099, miroc_esm, Mar Anomaly, NPL
3.25469, 2080-2099, miroc_esm, Apr Anomaly, NPL
1.83118, 2080-2099, miroc_esm, May Anomaly, NPL
-2.2824, 2080-2099, miroc_esm, Jun Anomaly, NPL
-4.8133, 2080-2099, miroc_esm, Jul Anomaly, NPL
-2.0736, 2080-2099, miroc_esm, Aug Anomaly, NPL
-1.0132, 2080-2099, miroc_esm, Sep Anomaly, NPL
2.15503, 2080-2099, miroc_esm, Oct Anomaly, NPL
4.47712, 2080-2099, miroc_esm, Nov Anomaly, NPL
4.34936, 2080-2099, miroc_esm, Dec Anomaly, NPL
4.03896, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
1.63353, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
2.49415, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
0.30248, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
-2.2436, 2080-2099, mpi_esm_lr, May Anomaly, NPL
-3.2613, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
-1.4688, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
0.26084, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
-0.5126, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
1.59907, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
4.80753, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
4.44153, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
2.20854, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
1.56996, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
1.44712, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
0.93099, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
-0.2852, 2080-2099, mpi_esm_mr, May Anomaly, NPL
-2.0205, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
-0.7528, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
-1.1233, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
-0.3445, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
0.58276, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
1.19847, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
1.65593, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
1.06141, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
1.7151, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
1.33255, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
0.30837, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
-0.4068, 2080-2099, mri_cgcm3, May Anomaly, NPL
-0.2294, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
0.038, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
-0.4525, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
0.68503, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
1.71119, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
2.54786, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
2.59641, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
1.24719, 2080-2099, mri_esm1, Jan Anomaly, NPL
1.03829, 2080-2099, mri_esm1, Feb Anomaly, NPL
1.20028, 2080-2099, mri_esm1, Mar Anomaly, NPL
0.6621, 2080-2099, mri_esm1, Apr Anomaly, NPL
0.78175, 2080-2099, mri_esm1, May Anomaly, NPL
-0.2054, 2080-2099, mri_esm1, Jun Anomaly, NPL
0.69205, 2080-2099, mri_esm1, Jul Anomaly, NPL
1.28317, 2080-2099, mri_esm1, Aug Anomaly, NPL
1.21077, 2080-2099, mri_esm1, Sep Anomaly, NPL
2.9688, 2080-2099, mri_esm1, Oct Anomaly, NPL
2.47813, 2080-2099, mri_esm1, Nov Anomaly, NPL
1.31992, 2080-2099, mri_esm1, Dec Anomaly, NPL
-4.8254, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-3.5447, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-3.1317, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-2.9178, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.8016, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-2.8804, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.8523, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-3.2913, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-5.5089, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-7.6826, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-7.422, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-6.2646, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
1.97512, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
1.07103, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
0.76163, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
0.37642, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.0739, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
-0.8503, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.9878, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.1519, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
-0.0618, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
1.95825, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
3.46662, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
2.89972, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
14.4949, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
13.7096, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
15.7895, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
15.9725, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
15.9985, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
12.4255, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
12.6441, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
17.4446, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
17.6777, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
18.0116, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
16.1803, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
14.8834, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
-3.1373, 2080-2099, access1_0, Annual Anomaly, NPL
5.87872, 2080-2099, access1_3, Annual Anomaly, NPL
3.48452, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
1.04917, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
7.23454, 2080-2099, bnu_esm, Annual Anomaly, NPL
2.28778, 2080-2099, canesm2, Annual Anomaly, NPL
11.0115, 2080-2099, cmcc_cesm, Annual Anomaly, NPL
10.6478, 2080-2099, cmcc_cm, Annual Anomaly, NPL
13.8468, 2080-2099, cmcc_cms, Annual Anomaly, NPL
-1.1803, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
3.78883, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
-24.301, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
24.8183, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
15.5653, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
0.29499, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
14.1602, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
10.6706, 2080-2099, hadgem2_es, Annual Anomaly, NPL
1.69116, 2080-2099, inmcm4, Annual Anomaly, NPL
11.5727, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
20.6929, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
16.5569, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, NPL
3.62524, 2080-2099, miroc5, Annual Anomaly, NPL
18.6218, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
18.3523, 2080-2099, miroc_esm, Annual Anomaly, NPL
12.081, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
5.06584, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
10.9021, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
14.6704, 2080-2099, mri_esm1, Annual Anomaly, NPL
-48.208, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
10.0971, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
170.615, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
