Number of Days without Noticeable Wind - (Days), Year, Model, Statistics, ISO3
-0.1467, 2020-2039, gfdl_esm2g, May Anomaly, NPL
-0.7921, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
-0.4087, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
-2.0144, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
0.74878, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
1.8794, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
2.01946, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
-0.1239, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
-0.8012, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
-0.2866, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
1.39608, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
-0.0943, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
1.03359, 2020-2039, gfdl_esm2m, May Anomaly, NPL
0.74536, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
0.25519, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
-0.0541, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
-1.0305, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
-0.5667, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
-0.2016, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
-0.4899, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
0.19715, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
-1.9249, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
-2.079, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
-1.7847, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
-0.1318, 2020-2039, hadgem2_ao, May Anomaly, NPL
-0.2309, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
0.03801, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
0.25169, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
0.38955, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
0.66306, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
-0.2885, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
-1.5899, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
1.80299, 2020-2039, hadgem2_cc, Jan Anomaly, NPL
-0.0739, 2020-2039, hadgem2_cc, Feb Anomaly, NPL
0.86828, 2020-2039, hadgem2_cc, Mar Anomaly, NPL
-0.586, 2020-2039, hadgem2_cc, Apr Anomaly, NPL
-0.0802, 2020-2039, hadgem2_cc, May Anomaly, NPL
-0.0578, 2020-2039, hadgem2_cc, Jun Anomaly, NPL
0.42345, 2020-2039, hadgem2_cc, Jul Anomaly, NPL
0.16148, 2020-2039, hadgem2_cc, Aug Anomaly, NPL
0.6621, 2020-2039, hadgem2_cc, Sep Anomaly, NPL
1.4728, 2020-2039, hadgem2_cc, Oct Anomaly, NPL
0.64269, 2020-2039, hadgem2_cc, Nov Anomaly, NPL
2.10812, 2020-2039, hadgem2_cc, Dec Anomaly, NPL
-0.7539, 2020-2039, inmcm4, Jan Anomaly, NPL
-0.0829, 2020-2039, inmcm4, Feb Anomaly, NPL
0.57153, 2020-2039, inmcm4, Mar Anomaly, NPL
0.36088, 2020-2039, inmcm4, Apr Anomaly, NPL
-0.518, 2020-2039, inmcm4, May Anomaly, NPL
-0.0787, 2020-2039, inmcm4, Jun Anomaly, NPL
0.01695, 2020-2039, inmcm4, Jul Anomaly, NPL
-0.0476, 2020-2039, inmcm4, Aug Anomaly, NPL
0.12114, 2020-2039, inmcm4, Sep Anomaly, NPL
-0.7094, 2020-2039, inmcm4, Oct Anomaly, NPL
0.27905, 2020-2039, inmcm4, Nov Anomaly, NPL
0.71852, 2020-2039, inmcm4, Dec Anomaly, NPL
0.81857, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
0.50793, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.0315, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.7681, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.3901, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
-2.0509, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
-2.0874, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
0.70967, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
1.68622, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
1.95662, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
2.55784, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
1.56251, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
0.50455, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
1.70349, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
1.6847, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
0.72328, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
-0.0184, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
-0.8568, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
-0.9479, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
0.02124, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
0.33768, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
1.92189, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
0.2925, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
3.28493, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
0.58268, 2020-2039, ipsl_cm5b_lr, Jan Anomaly, NPL
1.44403, 2020-2039, ipsl_cm5b_lr, Feb Anomaly, NPL
0.44118, 2020-2039, ipsl_cm5b_lr, Mar Anomaly, NPL
0.41179, 2020-2039, ipsl_cm5b_lr, Apr Anomaly, NPL
0.16717, 2020-2039, ipsl_cm5b_lr, May Anomaly, NPL
0.37041, 2020-2039, ipsl_cm5b_lr, Jun Anomaly, NPL
0.69973, 2020-2039, ipsl_cm5b_lr, Jul Anomaly, NPL
1.10515, 2020-2039, ipsl_cm5b_lr, Aug Anomaly, NPL
2.11372, 2020-2039, ipsl_cm5b_lr, Sep Anomaly, NPL
-0.1292, 2020-2039, ipsl_cm5b_lr, Oct Anomaly, NPL
0.13036, 2020-2039, ipsl_cm5b_lr, Nov Anomaly, NPL
0.46207, 2020-2039, ipsl_cm5b_lr, Dec Anomaly, NPL
-0.009, 2020-2039, miroc5, Jan Anomaly, NPL
0.03171, 2020-2039, miroc5, Feb Anomaly, NPL
0.87633, 2020-2039, miroc5, Mar Anomaly, NPL
-0.0656, 2020-2039, miroc5, Apr Anomaly, NPL
-0.4908, 2020-2039, miroc5, May Anomaly, NPL
-0.8101, 2020-2039, miroc5, Jun Anomaly, NPL
-0.8365, 2020-2039, miroc5, Jul Anomaly, NPL
0.28021, 2020-2039, miroc5, Aug Anomaly, NPL
-0.7411, 2020-2039, miroc5, Sep Anomaly, NPL
-0.0683, 2020-2039, miroc5, Oct Anomaly, NPL
0.75118, 2020-2039, miroc5, Nov Anomaly, NPL
-0.707, 2020-2039, miroc5, Dec Anomaly, NPL
0.48364, 2020-2039, miroc_esm_chem, Jan Anomaly, NPL
0.84304, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
0.76315, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
0.27863, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
1.66389, 2020-2039, miroc_esm_chem, May Anomaly, NPL
1.12177, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
-1.3468, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
-0.1514, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
0.48515, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
1.48756, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
0.14818, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
1.45468, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
1.095, 2020-2039, miroc_esm, Jan Anomaly, NPL
0.59838, 2020-2039, miroc_esm, Feb Anomaly, NPL
0.71495, 2020-2039, miroc_esm, Mar Anomaly, NPL
0.94484, 2020-2039, miroc_esm, Apr Anomaly, NPL
0.66554, 2020-2039, miroc_esm, May Anomaly, NPL
0.80276, 2020-2039, miroc_esm, Jun Anomaly, NPL
-2.2147, 2020-2039, miroc_esm, Jul Anomaly, NPL
-0.3621, 2020-2039, miroc_esm, Aug Anomaly, NPL
-0.4172, 2020-2039, miroc_esm, Sep Anomaly, NPL
0.3628, 2020-2039, miroc_esm, Oct Anomaly, NPL
0.96776, 2020-2039, miroc_esm, Nov Anomaly, NPL
0.93511, 2020-2039, miroc_esm, Dec Anomaly, NPL
0.87391, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
-0.3064, 2020-2039, mpi_esm_lr, Feb Anomaly, NPL
0.75577, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
-0.2326, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
-0.006, 2020-2039, mpi_esm_lr, May Anomaly, NPL
0.22602, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
-1.485, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
0.40714, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
0.11631, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
1.9531, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
0.82786, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
1.22254, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
-0.1523, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
-0.4296, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
-0.0333, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
0.61245, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
1.37576, 2020-2039, mpi_esm_mr, May Anomaly, NPL
0.91956, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
2.39857, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
1.6506, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
0.21851, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
0.01731, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
-1.4845, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
-0.8514, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
0.15199, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
0.0503, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
0.60635, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
6.1E-4, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
-0.0308, 2020-2039, mri_cgcm3, May Anomaly, NPL
-0.0912, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
0.03653, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
0.24094, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
0.81194, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
0.77853, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
0.54589, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
0.7543, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
-5.7035, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-3.8982, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-3.3728, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-2.8223, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.8231, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-2.8991, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.8523, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-3.3514, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-5.7886, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-8.2233, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-8.3874, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-7.2665, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
-0.3896, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.3104, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.6107, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.9244, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.3857, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
-0.7303, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
-1.0878, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
-1.012, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
-1.6189, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
-1.493, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.3068, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.32, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
10.9832, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
10.2146, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
11.879, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
12.0498, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
14.4103, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
11.2828, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
10.7206, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
15.4515, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
15.3183, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
16.3327, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
13.2657, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
11.4178, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
-1.526, 2020-2039, access1_0, Annual Anomaly, NPL
1.80037, 2020-2039, access1_3, Annual Anomaly, NPL
0.71933, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
0.63169, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
-0.0698, 2020-2039, bnu_esm, Annual Anomaly, NPL
1.61101, 2020-2039, canesm2, Annual Anomaly, NPL
0.40606, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
2.39403, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
-13.34, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
2.42719, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
-0.0951, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
-6.172, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
7.07989, 2020-2039, hadgem2_cc, Annual Anomaly, NPL
-0.1227, 2020-2039, inmcm4, Annual Anomaly, NPL
4.47109, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
8.65103, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
7.79906, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NPL
-1.7894, 2020-2039, miroc5, Annual Anomaly, NPL
7.22208, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
4.09312, 2020-2039, miroc_esm, Annual Anomaly, NPL
4.35194, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
4.22159, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
3.85298, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
-53.152, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
-12.462, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
144.149, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
